GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADDPE001,ADDPE002,ADDPE003,ADDPE004,ADDPE005,ADDPE006,ADDPE007,ADDPE008,ADDPE009,ADDPE010,ADDPE011,ADDPE012,ADDPE013,ADDPE014,ADDPE015,ADDPE016,ADDPE017,ADDPE018,ADDPE019,ADDPE020,ADDPE021,ADDPE022,ADDPE023,ADDPE024,ADDPE025,ADDPE026,ADDPE027,NAME_M,ADDPM001,ADDPM002,ADDPM003,ADDPM004,ADDPM005,ADDPM006,ADDPM007,ADDPM008,ADDPM009,ADDPM010,ADDPM011,ADDPM012,ADDPM013,ADDPM014,ADDPM015,ADDPM016,ADDPM017,ADDPM018,ADDPM019,ADDPM020,ADDPM021,ADDPM022,ADDPM023,ADDPM024,ADDPM025,ADDPM026,ADDPM027
"G12076600","2015","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",19174,0,0,104,56,69,0,181,148,248,435,310,627,996,1659,1349,1443,1647,2112,1974,2432,1010,1428,488,323,56,79,"West Palm Beach city, Florida",1666,217,217,175,95,114,217,182,159,367,274,229,327,428,511,515,605,556,672,601,586,345,542,233,351,92,91
"G13001052","2015","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",10393,46,127,31,123,73,549,359,453,742,1204,653,723,441,1500,1159,681,424,445,174,363,59,64,0,0,0,0,"Albany city, Georgia",1163,56,145,54,128,119,401,316,305,410,590,337,310,236,596,487,346,276,272,182,290,102,83,214,214,214,214
"G13003440","2015","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",17761,0,279,34,372,0,44,140,334,51,418,329,925,851,2130,2613,2632,1428,1527,786,1248,973,482,61,28,76,0,"Athens-Clarke County unified government (balance), Georgia",1290,214,277,59,328,214,78,214,334,65,230,247,375,373,638,645,849,498,525,493,421,497,348,104,48,126,214
"G13004000","2015","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",80596,578,19,466,988,594,915,503,1350,1363,2124,3379,2566,1478,5023,3830,4333,4181,8012,6851,7916,4769,9490,4047,3420,1269,1132,"Atlanta city, Georgia",3719,321,32,297,412,374,396,281,443,427,736,792,565,537,1134,944,934,1092,1581,1370,1217,999,1339,736,862,474,420
"G13004204","2015","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",38337,520,230,378,610,543,382,824,1575,1132,2433,2833,3870,3384,6821,2826,3181,2022,1702,967,755,516,579,184,22,0,48,"Augusta-Richmond County consolidated government (balance), Georgia",2182,307,205,228,384,271,259,489,576,404,720,878,934,952,1383,823,799,689,632,418,359,256,219,182,39,214,83
"G13019000","2015","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",34340,431,172,157,170,98,321,244,1281,1176,1666,1436,1722,1508,5052,3609,2814,2682,3407,2056,2448,459,838,279,108,96,110,"Columbus city, Georgia",1816,266,131,124,180,159,188,195,459,362,459,421,586,469,949,950,800,752,910,591,849,236,408,388,116,110,113
"G13042425","2015","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2015","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",32251,544,426,323,253,584,552,547,1344,2042,2454,1988,2209,1891,3598,3427,2677,1969,1512,1537,1044,570,688,72,0,0,0,"Macon-Bibb County, Georgia",1909,243,375,255,165,342,495,317,516,599,783,866,766,784,827,787,597,730,480,668,439,336,356,118,214,214,214
"G13067284","2015","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13068516","2015","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",22435,43,0,0,69,0,0,60,189,142,83,550,420,533,1592,992,294,522,1189,1101,2901,3582,4490,1763,981,417,522,"Sandy Springs city, Georgia",1660,75,214,214,115,214,214,94,268,128,99,373,384,264,770,538,226,393,584,681,793,836,829,480,369,190,344
"G13069000","2015","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",21580,79,64,63,117,54,231,142,629,436,1145,660,1449,1131,2974,2481,1866,1526,2214,1356,1549,437,651,213,60,0,53,"Savannah city, Georgia",1701,88,79,77,155,65,188,121,326,279,405,310,455,482,800,731,625,952,657,554,553,222,265,152,61,214,62
"G13080508","2015","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G15071550","2015","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",54137,63,0,0,0,0,0,0,171,118,0,43,173,0,420,129,440,302,2064,2436,7821,4600,14601,10090,7310,1708,1648,"Urban Honolulu CDP, Hawaii",2499,76,182,182,182,182,182,182,173,113,182,70,129,182,251,166,336,192,553,652,978,932,1401,1150,1030,454,389
"G16008830","2015","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",48648,446,323,224,289,0,0,191,38,225,181,672,202,423,3511,5114,5901,5087,7530,6337,6039,2654,2157,753,233,118,0,"Boise City city, Idaho",3013,288,226,176,233,193,193,274,62,352,189,454,218,245,1068,1228,1179,1201,1321,1313,981,645,712,365,325,128,193
"G16052120","2015","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2015","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",19306,1053,175,412,0,145,0,0,154,134,166,494,633,1106,4300,2800,2440,1137,1531,1059,1245,174,68,0,80,0,0,"Nampa city, Idaho",1777,639,201,338,193,188,193,193,185,136,151,299,444,564,1001,1000,799,601,1054,768,717,197,115,193,138,193,193
"G17002154","2015","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2015","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",37844,136,49,0,61,137,241,330,147,715,538,901,1363,1255,5202,3759,5259,2456,4794,4031,3918,1437,848,124,59,0,84,"Aurora city, Illinois",2192,142,80,182,101,163,199,349,175,337,293,438,457,528,1096,938,1054,705,923,1003,826,434,303,161,74,182,99
"G17006613","2015","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",19485,277,131,132,229,98,111,0,24,485,396,476,602,749,2193,1985,2134,1698,2457,1910,1584,1313,457,0,0,44,0,"Bloomington city, Illinois",1241,261,160,161,270,166,137,182,41,276,266,295,316,307,642,469,588,446,577,576,463,624,307,182,182,72,182
"G17007133","2015","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2015","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17014000","2015","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",461487,2828,1055,1266,1164,1210,1242,639,2764,4597,5358,7838,10867,9708,32357,27777,45185,30951,57058,48692,69450,34211,35101,13687,8910,3283,4289,"Chicago city, Illinois",7033,593,414,446,468,509,488,390,725,1013,1123,1243,1495,1457,2560,2421,3187,2080,3361,2842,3788,2609,2694,1787,1339,1272,808
"G17014351","2015","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2015","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",18772,335,259,291,281,338,951,758,1079,1562,1818,1518,1478,1099,2012,1695,1671,393,405,160,485,26,100,0,0,0,58,"Decatur city, Illinois",1176,210,174,249,183,273,413,455,382,504,604,404,516,394,551,459,490,361,282,142,239,45,124,182,182,182,93
"G17023074","2015","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17024582","2015","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",15971,138,0,0,0,0,81,0,0,137,0,0,26,174,692,622,975,928,1024,1257,1911,2107,3682,1207,697,182,131,"Evanston city, Illinois",1510,161,182,182,182,182,133,182,182,159,182,182,42,177,499,361,429,430,385,443,502,600,667,407,284,156,106
"G17038570","2015","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",32084,186,117,0,0,0,336,34,209,356,542,984,875,1580,3660,4320,5465,4274,5917,1496,1075,346,103,127,20,62,0,"Joliet city, Illinois",1874,188,138,182,182,182,229,55,198,263,275,388,271,613,703,1018,1016,888,1091,459,406,233,121,118,34,107,182
"G17051622","2015","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2015","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",17702,53,0,0,41,161,0,68,0,410,326,68,314,427,1009,1013,1147,683,1545,2830,3066,2068,2288,113,0,0,72,"Palatine village, Illinois",1735,88,182,182,68,157,182,112,182,353,251,112,290,253,660,401,541,459,409,676,734,580,651,140,182,182,118
"G17059000","2015","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",26954,155,128,121,912,513,562,481,913,881,1491,1253,1744,1299,2158,3039,2656,1358,2357,1748,2036,614,285,74,140,0,36,"Peoria city, Illinois",1743,110,137,85,604,295,294,272,390,356,507,445,498,412,587,877,749,579,759,532,813,341,256,126,138,182,58
"G17065000","2015","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",32421,397,639,23,625,402,701,422,1093,2052,4400,3238,3088,2229,3999,3770,1978,1098,874,693,222,134,311,0,0,0,33,"Rockford city, Illinois",2053,226,437,39,326,254,401,216,455,493,927,740,612,577,885,842,390,384,327,348,182,159,226,182,182,182,59
"G17068003","2015","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2015","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2015","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",30800,858,445,133,134,764,457,195,867,877,1849,1465,1497,1947,3243,4182,2672,1999,2209,1744,1340,898,591,315,38,81,0,"Springfield city, Illinois",1613,372,256,158,133,534,243,170,380,372,564,548,426,687,766,842,783,612,604,385,539,537,326,468,63,140,182
"G17079293","2015","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",13355,33,40,0,76,30,0,52,284,819,923,1143,1451,808,1497,1570,1326,947,929,576,315,204,188,82,44,0,18,"Waukegan city, Illinois",1197,59,67,182,126,51,182,85,248,398,416,492,422,379,615,528,463,488,443,245,296,176,165,98,73,182,33
"G18005860","2015","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18010342","2015","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2015","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",29024,409,27,278,204,144,417,779,1321,1478,3318,2570,3678,2870,4005,2156,1857,893,878,372,709,260,140,112,114,0,35,"Evansville city, Indiana",1549,294,47,180,158,151,265,462,425,562,914,717,793,580,781,551,581,353,425,232,343,199,107,204,141,189,58
"G18023278","2015","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2015","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",62975,1033,831,719,393,586,705,610,1472,2604,4241,5816,5678,4648,9166,8544,6038,3136,3029,1983,1294,147,108,194,0,0,0,"Fort Wayne city, Indiana",2106,403,312,379,212,258,395,317,452,659,937,853,881,923,1313,1187,929,778,662,724,383,170,130,189,189,189,189
"G18027000","2015","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",14992,346,147,411,1016,410,659,603,1190,984,2156,1464,1051,602,1619,609,500,268,321,23,358,52,38,46,42,0,77,"Gary city, Indiana",1240,212,128,316,523,200,381,263,409,376,566,463,529,260,670,324,321,200,177,39,304,88,63,55,70,189,91
"G18031000","2015","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",18566,214,101,0,80,160,363,34,342,1550,2044,2588,2754,2087,3094,1467,463,107,482,369,147,0,0,120,0,0,0,"Hammond city, Indiana",1473,182,100,189,94,148,280,57,273,564,574,673,827,631,650,400,203,102,266,183,141,189,189,123,189,189,189
"G18036003","2015","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",170231,1721,672,718,1324,939,2237,1429,5124,7401,9389,8811,8737,12114,26046,21630,17902,9938,9860,6794,8269,2988,3931,1113,857,113,174,"Indianapolis city (balance), Indiana",4551,525,315,284,507,399,675,430,983,1165,1190,1253,1318,1759,2175,1977,1998,1486,1484,1058,1040,606,862,467,461,113,128
"G18040788","2015","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",14027,129,92,0,0,126,73,0,293,414,1014,1060,1660,1583,2276,1645,993,701,1338,347,108,121,54,0,0,0,0,"Lafayette city, Indiana",1285,108,111,189,189,149,91,189,232,219,466,451,536,478,745,591,458,435,658,300,136,114,63,189,189,189,189
"G18051876","2015","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",13558,187,149,311,370,428,755,470,815,1535,1289,1729,1002,426,1162,1005,750,539,168,124,147,76,71,0,0,0,50,"Muncie city, Indiana",1175,163,117,223,267,253,297,232,343,631,503,757,437,245,487,429,386,488,141,150,201,124,85,189,189,189,83
"G18071000","2015","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",22091,295,209,458,456,578,927,544,1662,1505,1791,2760,2076,973,2184,1889,1555,439,484,492,382,183,220,0,0,0,29,"South Bend city, Indiana",1529,212,168,218,290,266,365,320,469,494,457,735,521,333,605,510,445,268,292,236,204,148,173,189,189,189,52
"G19001855","2015","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ames city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19012000","2015","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",36381,317,247,209,38,634,245,0,177,806,959,1641,2308,1357,6512,6786,4473,3160,3667,1010,1163,455,147,33,37,0,0,"Cedar Rapids city, Iowa",2067,252,340,199,62,426,395,155,137,363,387,688,514,449,1100,1184,903,867,997,422,412,294,170,57,63,155,155
"G19019000","2015","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",24738,209,265,34,126,163,89,88,373,918,971,1185,2029,1714,4882,2587,2373,1623,2701,659,1330,189,136,0,51,0,43,"Davenport city, Iowa",1608,154,239,56,126,136,157,76,299,426,401,376,595,577,895,719,626,558,612,315,532,164,136,155,81,155,73
"G19021000","2015","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",50764,1383,280,319,364,534,555,264,1143,1647,1308,2552,4664,3282,9099,8450,5637,3117,1948,1367,1526,590,501,192,42,0,0,"Des Moines city, Iowa",2369,673,161,196,248,381,401,214,463,490,395,715,1143,673,1396,1254,929,651,548,479,458,291,230,122,70,155,155
"G19038595","2015","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19073335","2015","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",19026,192,100,80,225,66,0,372,382,1098,1040,1946,1471,1789,3045,1979,1813,1237,989,356,577,186,0,38,0,0,45,"Sioux City city, Iowa",1341,186,128,103,200,74,155,399,238,495,420,670,510,554,843,662,598,601,584,305,436,171,155,61,155,155,77
"G19082425","2015","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",17320,310,360,36,166,191,68,253,482,519,1219,895,1574,1385,2559,2016,1659,1108,1283,665,317,219,0,0,0,0,36,"Waterloo city, Iowa",1184,185,281,62,199,157,84,208,265,227,377,353,422,441,629,475,458,421,489,434,241,162,155,155,155,155,60
"G20036000","2015","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",31548,499,434,143,771,880,649,534,1503,1956,2264,3694,3201,2178,4320,2484,2435,1149,1380,401,564,78,31,0,0,0,0,"Kansas City city, Kansas",1456,182,249,93,312,319,299,253,543,653,557,825,710,664,873,574,709,378,437,271,340,112,52,168,168,168,168
"G20038900","2015","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20052575","2015","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olathe city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20053775","2015","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",51413,32,229,0,138,168,44,197,0,54,306,340,213,662,2238,3854,5322,4995,7060,6942,10506,3124,3341,551,296,486,315,"Overland Park city, Kansas",2006,51,184,168,168,208,73,239,168,86,254,238,152,397,708,926,1150,991,1106,927,1111,679,690,275,207,488,249
"G20064500","2015","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20071000","2015","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",29032,465,421,300,166,419,380,543,1346,1719,1431,2392,2371,2122,3873,3025,2853,1304,1828,829,734,217,165,73,0,0,56,"Topeka city, Kansas",2010,254,309,286,153,298,302,440,535,561,586,703,596,731,907,688,772,583,587,392,289,113,168,123,168,168,93
"G20079000","2015","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",88436,889,842,467,537,970,1032,1360,3280,3270,4121,5899,6387,4872,10537,11136,8543,5147,7927,3560,4343,1056,1136,675,133,212,105,"Wichita city, Kansas",2722,515,409,340,275,497,458,633,731,758,842,1201,1129,971,1415,1318,1421,767,1190,733,949,456,384,345,134,260,175
"G21046027","2015","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",66539,930,354,273,170,75,241,20,186,620,710,1307,1847,3507,6071,9469,9255,4395,8429,4936,6889,2553,2586,643,638,241,194,"Lexington-Fayette urban county, Kentucky",2175,405,217,192,217,92,177,33,158,338,368,525,499,849,1046,1298,1064,789,1363,869,1050,595,691,317,401,196,171
"G21048006","2015","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",145590,2220,906,550,495,1095,755,325,2099,3029,4781,4729,8302,8210,19082,20233,15192,10002,13200,9165,10806,4536,3394,1345,506,116,517,"Louisville/Jefferson County metro government (balance), Kentucky",3867,822,362,290,268,460,380,197,614,695,1071,1070,1426,1370,1759,2036,1616,1139,1639,1206,1490,846,667,599,253,94,365
"G22005000","2015","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",43258,275,284,351,404,317,531,177,889,623,2031,1410,1935,1375,2884,3396,5252,2703,6540,2963,3697,2367,1662,559,365,232,36,"Baton Rouge city, Louisiana",3021,220,224,260,368,276,323,255,497,343,733,465,688,567,811,1058,1122,734,1368,845,826,747,665,329,324,344,60
"G22008920","2015","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",13871,215,101,181,36,277,36,50,108,279,127,304,642,667,1727,1212,1850,1969,2096,480,753,308,204,0,70,0,179,"Bossier City city, Louisiana",1301,222,166,211,61,248,63,86,187,262,138,167,383,393,597,437,833,759,873,350,468,225,209,204,114,204,262
"G22039475","2015","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",14060,284,37,36,57,0,0,0,120,78,183,331,101,299,1606,2013,1637,1482,1685,1564,867,588,623,214,43,0,212,"Kenner city, Louisiana",1419,251,62,63,96,204,204,204,114,131,170,247,102,211,514,542,455,594,506,547,380,412,408,247,71,204,240
