GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADDPE001,ADDPE002,ADDPE003,ADDPE004,ADDPE005,ADDPE006,ADDPE007,ADDPE008,ADDPE009,ADDPE010,ADDPE011,ADDPE012,ADDPE013,ADDPE014,ADDPE015,ADDPE016,ADDPE017,ADDPE018,ADDPE019,ADDPE020,ADDPE021,ADDPE022,ADDPE023,ADDPE024,ADDPE025,ADDPE026,ADDPE027,NAME_M,ADDPM001,ADDPM002,ADDPM003,ADDPM004,ADDPM005,ADDPM006,ADDPM007,ADDPM008,ADDPM009,ADDPM010,ADDPM011,ADDPM012,ADDPM013,ADDPM014,ADDPM015,ADDPM016,ADDPM017,ADDPM018,ADDPM019,ADDPM020,ADDPM021,ADDPM022,ADDPM023,ADDPM024,ADDPM025,ADDPM026,ADDPM027
"G41064900","2015","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",30391,328,40,592,565,333,140,215,181,89,75,34,83,425,2073,2065,4438,3131,6054,3951,3880,1239,374,52,34,0,0,"Salem city, Oregon",2189,199,68,351,333,260,163,222,102,105,124,57,139,278,742,624,909,768,1145,950,805,475,228,84,58,197,197
"G42002000","2015","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",18775,0,36,0,0,109,105,0,559,637,456,557,1549,1511,3231,2863,3062,1044,1725,581,499,71,38,0,70,0,72,"Allentown city, Pennsylvania",1471,168,60,168,168,129,118,168,402,422,240,331,628,521,972,779,741,473,730,477,267,116,63,168,116,168,113
"G42006088","2015","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",14205,0,0,82,0,22,0,0,76,372,207,236,268,464,1528,1571,2309,2223,2046,1166,1018,305,312,0,0,0,0,"Bethlehem city, Pennsylvania",1492,168,168,98,168,36,168,168,94,320,185,182,180,289,568,580,590,656,545,347,350,173,214,168,168,168,168
"G42024000","2015","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",20596,85,41,135,286,235,408,429,1184,1334,1664,1911,2871,2464,3704,1284,518,859,215,55,226,347,205,54,82,0,0,"Erie city, Pennsylvania",1272,101,67,137,192,149,260,245,411,526,519,521,681,597,782,448,241,471,191,93,177,305,184,91,95,168,168
"G42060000","2015","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",306207,1605,1309,1420,2119,2133,4248,2543,8982,10954,12465,13313,15200,15756,34432,25746,32194,25524,32661,17243,20218,10137,9684,2851,1872,543,1055,"Philadelphia city, Pennsylvania",6006,490,429,618,720,660,1058,836,1314,1596,1789,1793,1811,1949,2924,2339,2736,2516,2682,1944,1830,1453,1362,630,557,292,494
"G42061000","2015","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",62588,631,867,434,1299,970,1560,1130,2316,3896,3224,5187,4829,2563,7083,4803,4292,2155,3424,2399,3718,2290,2263,588,337,22,308,"Pittsburgh city, Pennsylvania",2658,243,362,255,393,380,501,401,569,743,636,974,783,556,962,911,856,587,714,579,818,536,573,255,194,35,178
"G42063624","2015","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",10938,0,0,40,70,389,589,783,1161,1175,1392,1601,861,664,720,453,298,33,391,50,173,41,54,0,0,0,0,"Reading city, Pennsylvania",1204,168,168,57,69,292,368,440,364,464,474,548,351,378,271,210,129,54,230,86,152,49,92,168,168,168,168
"G42069000","2015","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",15539,0,48,0,0,0,74,178,747,1020,632,2060,1832,1332,2633,1236,1096,723,935,379,301,77,162,51,0,0,23,"Scranton city, Pennsylvania",1501,168,83,168,168,168,88,149,433,359,257,589,526,475,628,383,323,406,374,186,194,93,139,88,168,168,38
"G44019180","2015","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2015","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44059000","2015","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",21289,37,0,101,0,54,101,0,0,504,180,129,167,608,2547,3206,2799,2217,2624,829,2653,718,895,562,358,0,0,"Providence city, Rhode Island",1811,63,206,148,206,91,162,206,206,463,231,150,179,357,802,853,732,865,812,392,756,289,441,288,248,206,206
"G44074300","2015","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",24223,145,65,169,38,62,0,37,0,0,55,0,193,183,1605,1464,3666,4072,4944,3178,2540,568,836,194,88,56,65,"Warwick city, Rhode Island",1586,123,106,142,64,105,206,61,206,206,89,206,185,136,463,559,770,941,841,632,669,342,343,167,150,89,109
"G45013330","2015","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",29174,197,36,0,0,63,112,33,35,100,64,65,118,412,556,1069,1441,1961,4154,4792,4826,2367,3333,1841,754,459,386,"Charleston city, South Carolina",1915,171,59,203,203,75,143,56,66,121,106,109,143,281,275,491,494,636,885,983,1031,673,758,731,374,213,220
"G45016000","2015","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",19223,84,305,22,29,0,49,72,207,333,246,537,705,1077,2002,2425,1693,1159,1581,1082,2195,951,1555,765,72,77,0,"Columbia city, South Carolina",1456,110,212,36,50,203,80,119,120,296,201,314,303,382,586,690,580,521,419,510,656,275,424,385,62,76,203
"G45048535","2015","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2015","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",16386,570,319,0,266,67,89,69,168,342,279,726,656,881,1395,1348,2542,1723,1884,1325,676,650,411,0,0,0,0,"North Charleston city, South Carolina",1642,385,278,203,214,111,112,81,156,267,154,358,337,403,569,455,760,683,825,626,351,327,238,203,203,203,203
"G45061405","2015","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",14651,0,67,0,0,51,149,73,179,335,816,654,655,1161,2776,1771,1741,551,1125,823,986,436,118,0,0,184,0,"Rock Hill city, South Carolina",1553,203,81,203,203,82,155,87,143,221,454,389,277,504,814,772,555,359,418,436,483,254,144,203,203,213,203
"G46052980","2015","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",20028,357,534,49,105,165,82,139,234,0,249,190,274,552,2360,2037,3301,2233,1962,2130,1853,751,371,76,24,0,0,"Rapid City city, South Dakota",1198,281,358,83,93,208,93,206,180,151,287,171,220,312,705,605,806,721,618,655,760,460,291,126,39,151,151
"G46059020","2015","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",43214,792,354,266,244,100,237,221,284,171,0,616,999,1497,4633,6302,7575,4292,5719,2752,3597,1343,706,232,136,0,146,"Sioux Falls city, South Dakota",1805,546,226,342,182,130,168,213,288,140,151,349,447,580,964,994,1215,1009,1280,919,804,548,375,218,159,151,235
"G47014000","2015","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",34737,364,304,0,26,0,107,265,545,585,1187,1043,1739,2168,3659,5103,4883,2268,4164,2080,2393,330,812,141,302,163,106,"Chattanooga city, Tennessee",2126,208,223,200,46,200,132,270,288,267,499,505,637,741,716,1225,917,737,970,726,699,169,387,149,239,203,133
"G47015160","2015","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",27955,470,27,58,90,79,223,0,409,218,606,467,1626,2596,3957,3861,4322,3437,2750,990,1227,361,0,157,24,0,0,"Clarksville city, Tennessee",2108,271,44,96,111,139,208,200,262,244,351,261,847,916,1087,997,873,888,850,487,518,313,200,178,42,200,200
"G47027740","2015","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2015","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",13600,79,164,0,0,31,59,207,217,602,880,744,793,524,2251,1643,1590,751,1160,1099,399,202,188,17,0,0,0,"Jackson city, Tennessee",1531,98,162,200,200,51,75,149,216,334,494,348,363,299,698,558,679,376,553,655,215,158,148,29,200,200,200
"G47038320","2015","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",15701,84,97,0,0,88,207,78,0,997,353,536,590,542,1864,1522,1697,1289,1752,1090,1347,828,485,100,0,0,155,"Johnson City city, Tennessee",1613,143,168,200,200,149,243,124,200,597,281,366,394,356,832,653,680,545,730,527,580,401,274,164,200,200,189
"G47040000","2015","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",35919,210,105,84,163,82,256,183,640,988,2070,2344,2289,2769,5606,4739,4410,1949,1780,1605,1309,539,1115,479,74,42,89,"Knoxville city, Tennessee",2451,188,104,98,156,96,168,177,253,525,762,641,574,705,1037,839,844,673,622,577,477,259,443,277,90,70,105
"G47048000","2015","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",117567,894,1223,1107,2106,1260,3289,2785,6090,7854,9257,10380,9539,6755,12309,10269,8610,4995,5059,3744,4062,2073,2369,806,484,59,189,"Memphis city, Tennessee",3889,345,439,396,687,479,906,750,957,1166,1464,1395,1406,1369,1769,1708,1419,967,887,708,949,627,615,396,237,70,165
"G47051560","2015","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",23583,307,28,0,0,0,0,0,95,0,195,513,323,387,2276,2770,2822,3187,4514,2472,1971,1063,412,171,31,0,46,"Murfreesboro city, Tennessee",1389,368,46,200,200,200,200,200,156,200,179,349,198,241,693,854,835,858,1069,730,630,530,279,163,52,200,82
"G47052006","2015","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",142864,1206,314,105,332,256,187,214,408,794,1493,2087,3814,4841,15871,16630,18313,11391,17395,11218,17859,6904,6736,2204,1478,644,170,"Nashville-Davidson metropolitan government (balance), Tennessee",3935,579,205,131,229,219,179,173,346,506,638,697,904,954,2046,1942,2101,1653,1949,1483,1691,1038,1214,548,595,504,145
"G48001000","2015","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",23209,363,115,190,252,292,767,599,1243,1039,837,994,1719,1372,3411,3347,1603,976,1644,1201,611,258,257,0,96,0,23,"Abilene city, Texas",1676,233,124,183,185,203,390,358,491,444,348,357,620,485,843,791,537,410,681,456,308,256,234,214,120,214,39
"G48001924","2015","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2015","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",45254,337,86,257,221,149,434,555,1352,1910,2666,2740,3014,3379,6244,5416,4998,2819,3030,1966,1920,687,701,128,132,74,39,"Amarillo city, Texas",2067,232,107,189,153,224,299,344,610,544,805,801,751,815,1149,898,784,606,708,644,671,346,526,131,130,91,65
"G48004000","2015","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",70223,946,440,298,58,234,46,191,738,648,2034,2082,3690,4186,10451,11392,10262,5968,7483,4241,3332,880,463,160,0,0,0,"Arlington city, Texas",3663,524,283,197,97,220,75,149,416,302,598,741,971,1063,1707,1612,1757,1170,1279,957,913,367,312,156,214,214,214
"G48004462","2015","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2015","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",161837,1377,397,690,535,219,364,192,436,716,693,657,1583,1185,5552,6618,11340,10798,24947,19273,25327,17524,20912,5673,2496,819,1514,"Austin city, Texas",5338,550,264,768,326,142,291,186,318,393,327,473,640,439,1305,1200,1608,1708,2266,2236,2366,1871,2042,1267,668,353,540
"G48006128","2015","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",16037,291,322,27,218,246,159,591,1034,648,916,1150,1038,1191,1903,2084,1238,532,738,799,398,0,246,0,115,0,153,"Baytown city, Texas",1703,248,282,47,286,265,226,502,456,313,558,341,492,533,710,923,529,344,448,479,294,214,332,214,140,214,198
"G48007000","2015","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",24625,405,114,209,313,1377,672,936,1391,971,1450,1573,727,2338,2655,1697,1688,1522,1177,1240,1495,175,393,107,0,0,0,"Beaumont city, Texas",1826,258,107,207,221,791,377,448,614,541,490,630,329,865,749,519,526,551,604,564,620,180,350,181,214,214,214
"G48010768","2015","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",32407,444,377,451,650,455,626,1525,2013,2975,2403,2070,4362,1352,3724,3119,3004,636,1016,391,492,128,194,0,0,0,0,"Brownsville city, Texas",2156,267,335,357,348,300,324,557,492,780,710,705,1354,567,974,920,919,302,543,296,454,140,174,214,214,214,214
"G48010912","2015","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",13998,548,390,81,153,377,297,80,437,290,144,404,838,891,1408,1733,1691,1238,904,1010,892,50,142,0,0,0,0,"Bryan city, Texas",1430,537,301,126,201,347,257,131,360,202,150,357,476,389,627,650,631,506,426,625,470,78,180,214,214,214,214
"G48013024","2015","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013552","2015","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48015976","2015","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48016432","2015","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2015","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",63166,322,306,587,226,795,832,605,2390,1806,3682,4866,3565,3173,8672,7463,5440,4337,6132,2751,2290,1260,1077,222,128,56,183,"Corpus Christi city, Texas",2810,205,276,385,241,405,477,372,838,616,913,1119,990,760,1394,1308,1037,895,1246,850,713,538,537,203,124,96,179
"G48019000","2015","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",204854,1544,1114,1389,1192,2031,2405,1535,7006,8982,8586,10972,11780,9712,21449,11682,10898,6747,11973,12126,18819,12990,14699,6363,5310,1724,1826,"Dallas city, Texas",5742,471,563,492,532,829,802,521,1135,1746,1486,1517,1904,1529,2390,1678,1584,1125,1793,1425,1792,1600,1665,983,1127,560,498
"G48019972","2015","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",21785,328,0,371,164,166,0,0,50,59,526,342,244,789,1977,2373,4200,1824,4548,1579,1429,286,328,26,49,48,79,"Denton city, Texas",2102,352,214,388,188,187,214,214,82,97,488,259,220,464,595,791,962,647,1190,679,536,210,244,44,81,77,134
"G48022660","2015","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",14235,465,159,0,0,132,159,0,954,477,1020,1228,1091,1016,1548,1650,1450,1114,915,282,229,86,173,87,0,0,0,"Edinburg city, Texas",1660,361,190,214,214,157,154,214,603,418,453,779,590,566,617,748,633,558,508,244,283,143,201,143,214,214,214
"G48024000","2015","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",131608,1535,1704,578,596,481,458,477,2118,2441,5258,8709,10341,11788,26074,17042,14679,7150,9055,3817,4393,1249,1052,279,167,73,94,"El Paso city, Texas",4011,534,699,413,457,447,306,326,742,845,1136,1435,1480,1721,2569,2130,2153,1361,1466,889,1011,435,576,193,198,121,81
"G48026232","2015","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2015","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",160604,1698,1210,1020,950,1321,1531,1462,5489,5128,6172,6484,10218,10178,18330,19412,20048,10306,13640,9799,7526,3173,3093,1090,358,463,505,"Fort Worth city, Texas",5260,730,756,547,457,808,566,574,1115,1019,1349,1277,1517,1367,2479,2223,2021,1582,2080,2195,1211,764,727,372,279,302,256
"G48027684","2015","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2015","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",46639,206,87,109,88,0,43,188,239,880,1609,1118,3116,4129,10541,6466,5794,3450,3219,2087,2302,434,453,41,40,0,0,"Garland city, Texas",2972,161,100,131,143,214,70,227,239,454,534,400,879,825,1477,1144,1329,868,851,646,796,200,382,67,65,214,214
"G48030464","2015","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",36356,393,29,312,22,645,179,191,385,1012,1128,1871,2933,1378,5206,5599,5373,2758,2868,1695,880,774,268,237,220,0,0,"Grand Prairie city, Texas",2500,274,47,178,36,410,180,214,269,488,418,589,788,478,1225,1246,1300,679,937,574,477,522,287,305,176,214,214
"G48032372","2015","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",11435,434,150,183,425,612,112,564,907,665,668,544,714,534,1331,697,1143,636,652,269,64,49,0,82,0,0,0,"Harlingen city, Texas",1149,366,178,215,232,431,116,240,453,482,489,325,400,290,505,283,501,394,433,188,87,80,214,95,214,214,214
"G48035000","2015","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",351584,2028,1220,1354,1844,1156,3292,2874,8955,12528,18017,15479,18322,18730,41845,25761,27017,15903,23559,19116,29712,19780,22548,9235,6135,2211,2963,"Houston city, Texas",7070,601,544,645,610,463,845,741,1646,1646,1968,2127,2322,1947,3768,2493,2155,1762,2269,1828,2547,2318,2219,1195,1204,656,712
"G48037000","2015","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",31561,315,503,82,65,34,0,94,204,240,588,448,1217,2367,5119,5174,3559,1014,2289,1657,3382,1329,1684,96,37,64,0,"Irving city, Texas",1994,303,423,97,109,56,214,113,229,194,326,224,407,721,996,1165,848,433,596,536,908,401,547,93,62,103,214
"G48039148","2015","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",22763,453,70,160,204,85,178,199,592,777,349,1197,2012,1730,4864,3470,2082,1701,1206,318,351,138,69,398,0,75,85,"Killeen city, Texas",1985,315,116,174,317,106,182,195,317,469,199,530,604,552,1056,894,769,727,485,278,205,234,114,493,214,125,136
"G48041464","2015","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",42659,199,315,143,382,292,196,313,1656,1957,1382,3796,3140,1827,7567,3799,4028,3745,3015,1459,2007,774,256,411,0,0,0,"Laredo city, Texas",2101,176,393,121,365,213,161,249,603,592,379,893,850,532,1404,823,979,1106,890,778,891,612,178,410,214,214,214
"G48041980","2015","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2015","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2015","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",17011,343,97,321,309,44,175,25,781,744,377,788,1225,1172,1746,1824,1781,1724,1616,641,636,432,121,89,0,0,0,"Longview city, Texas",1615,304,106,297,216,56,131,44,398,401,217,371,701,695,662,484,673,590,599,319,328,269,155,157,214,214,214
"G48045000","2015","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",45130,308,545,500,410,1013,787,523,1254,1920,1350,1664,4044,2021,5828,5269,5342,2893,3067,2149,2289,665,905,183,48,0,153,"Lubbock city, Texas",2232,193,299,303,310,433,402,363,516,628,497,581,972,625,908,1005,1144,824,701,531,550,301,415,160,79,214,154
"G48045384","2015","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",27090,552,388,425,284,0,332,35,1244,1269,1071,2204,1308,1711,3640,3173,2917,1578,2219,1403,887,102,226,83,39,0,0,"McAllen city, Texas",2133,472,355,371,279,214,276,59,580,632,512,968,703,734,919,998,895,669,714,660,538,118,204,146,66,214,214
"G48045744","2015","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2015","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",28991,0,161,225,0,0,235,38,181,784,1237,1823,2915,2284,6327,4951,3744,1800,1284,350,231,110,122,44,71,74,0,"Mesquite city, Texas",2038,214,172,200,214,214,173,63,151,374,590,559,836,671,1125,1057,1207,663,669,252,222,177,142,72,119,122,214
"G48048072","2015","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",32349,96,336,0,39,0,490,96,548,773,554,413,811,1174,2742,1318,3324,3535,4424,3639,4653,1338,1119,287,382,173,85,"Midland city, Texas",1845,166,295,214,65,214,414,82,287,406,305,343,470,599,1008,490,820,1109,922,1098,1080,440,516,243,273,212,143
"G48048768","2015","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",15615,490,126,75,240,178,388,623,437,1126,929,1394,677,1056,2161,1594,954,821,738,426,642,107,262,0,66,105,0,"Mission city, Texas",1802,404,114,121,195,217,372,364,320,469,478,647,378,572,1005,711,487,616,484,373,520,175,326,214,110,172,214
"G48048804","2015","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48050820","2015","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",15361,312,38,0,155,0,76,0,359,20,189,214,188,110,1093,1655,2503,2082,1988,1666,1604,302,529,141,0,0,137,"New Braunfels city, Texas",1429,238,63,214,159,214,110,214,277,31,141,191,154,131,571,546,763,735,743,463,581,258,298,137,214,214,168
"G48052356","2015","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2015","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",25464,97,200,721,419,0,432,215,439,963,676,808,1329,1064,3712,3076,3478,1532,1853,2198,1034,249,585,259,0,0,125,"Odessa city, Texas",1727,118,213,524,329,214,337,273,340,565,382,446,493,436,938,892,1027,560,647,820,420,223,415,249,214,214,156
"G48056000","2015","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",25457,561,176,83,114,93,37,271,1004,747,1165,2380,1925,1883,5127,2232,2478,805,1992,1316,747,98,101,80,0,0,42,"Pasadena city, Texas",1916,367,234,135,140,109,61,202,455,389,476,737,729,625,1152,609,812,400,612,534,381,116,118,96,214,214,71
