GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S50E001,S50E002,S50E003,S50E004,S50E005,S50E006,S50E007,S50E008,S50E009,S50E010,S50E011,S50E012,S50E013,S50E014,S50E015,S50E016,S50E017,S50E018,S50E019,S50E020,S50E021,S50E022,S50E023,S50E024,S50E025,NAME_M,S50M001,S50M002,S50M003,S50M004,S50M005,S50M006,S50M007,S50M008,S50M009,S50M010,S50M011,S50M012,S50M013,S50M014,S50M015,S50M016,S50M017,S50M018,S50M019,S50M020,S50M021,S50M022,S50M023,S50M024,S50M025
"G32051800","2013","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",34948,673,65,137,130,0,330,113,891,1400,650,1299,1991,2421,5164,4162,6805,1882,2995,1991,1185,349,90,17,208,"North Las Vegas city, Nevada",2421,295,80,220,133,206,261,187,424,636,366,525,612,859,1062,937,1291,617,789,828,493,393,107,28,207
"G32054600","2013","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",34764,945,39,481,131,147,195,45,522,1198,1121,892,1415,1382,4273,4650,4592,2633,4007,2388,2531,804,223,35,115,"Paradise CDP, Nevada",2571,374,66,268,124,240,175,78,280,503,411,381,554,512,981,1073,1200,776,876,712,914,417,167,58,133
"G32060600","2013","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",41131,1263,299,555,307,264,267,228,926,976,1159,683,644,459,2940,2525,4446,2570,6409,5539,4315,2428,1494,328,107,"Reno city, Nevada",2655,649,149,501,191,298,234,254,507,401,569,329,318,217,786,654,875,726,979,948,731,699,455,218,126
"G32068400","2013","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",20568,516,337,194,220,41,0,0,462,99,396,218,489,626,1529,2218,2530,2175,3809,2173,1567,600,155,125,89,"Sparks city, Nevada",1693,252,273,144,231,67,206,206,288,124,276,239,316,380,554,657,762,650,797,568,553,309,131,126,101
"G32068585","2013","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",30968,1061,45,441,115,123,323,117,376,574,897,945,605,1064,3902,2705,3865,2449,3956,2462,2961,834,289,73,786,"Spring Valley CDP, Nevada",2326,424,73,294,112,146,191,140,252,282,393,388,325,402,812,835,897,691,994,605,699,484,201,69,496
"G32071400","2013","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",30284,1771,1200,614,578,370,168,432,1407,1762,1709,1792,2424,2380,4058,2411,2498,1054,1814,745,889,186,0,0,22,"Sunrise Manor CDP, Nevada",1877,554,506,343,279,204,121,264,579,640,607,511,720,638,938,714,681,384,621,311,333,140,206,206,37
"G33045140","2013","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,
"G33050260","2013","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",17887,243,45,113,142,277,0,74,108,35,45,0,290,42,910,433,550,2579,4297,3534,3108,433,402,60,167,"Nashua city, New Hampshire",1749,196,74,165,145,217,185,119,128,65,75,185,298,71,669,282,343,683,904,786,786,285,283,97,125
"G34003580","2013","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2013","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34013690","2013","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2013","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2013","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2013","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",26714,739,0,0,0,0,0,0,0,52,52,36,103,162,504,452,1744,1268,3712,4019,6180,3178,3319,718,476,"Jersey City city, New Jersey",1978,260,200,200,200,200,200,200,200,92,90,60,117,139,285,266,639,511,865,979,1000,657,846,312,277
"G34051000","2013","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",20148,452,31,37,161,150,0,0,378,22,61,179,224,70,980,1496,3493,1781,4541,1774,2921,990,120,88,199,"Newark city, New Jersey",1807,229,47,62,165,164,200,200,301,37,73,157,194,85,417,470,823,575,995,549,710,356,104,103,176
"G34056550","2013","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2013","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34073110","2013","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",26068,459,225,62,0,126,0,59,57,0,301,131,186,89,658,572,867,1500,4342,5331,5581,2624,2171,429,298,"Toms River CDP, New Jersey",1900,228,216,107,200,147,200,113,92,200,271,102,161,105,277,285,379,579,1013,898,978,829,640,438,221
"G34074000","2013","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",10955,118,0,128,0,62,175,46,141,944,1069,683,1774,427,1406,913,1372,231,715,101,406,106,0,0,138,"Trenton city, New Jersey",1248,142,200,158,200,102,140,57,139,426,461,353,524,236,603,459,662,168,326,182,276,104,200,200,177
"G34074630","2013","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2013","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",128121,3944,1293,1266,983,543,72,291,305,796,1127,868,2654,2920,11701,13037,17618,13773,22201,14216,10734,4193,2748,373,465,"Albuquerque city, New Mexico",3996,1076,786,564,534,366,117,296,248,452,550,422,923,856,1632,1868,1979,1667,2212,1941,1249,815,640,312,231
"G35039380","2013","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",21811,945,412,342,231,29,79,0,650,190,580,309,633,586,2980,2815,3620,1958,2398,1458,503,351,655,40,47,"Las Cruces city, New Mexico",2065,528,313,302,367,50,95,195,515,155,323,197,356,299,870,1029,1034,791,893,834,357,344,525,68,79
"G35063460","2013","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",25608,738,215,0,0,91,0,0,48,0,224,63,632,651,3086,3033,4646,2342,4105,2746,1490,612,886,0,0,"Rio Rancho city, New Mexico",1655,399,201,195,195,155,195,195,80,195,193,111,360,301,750,845,1074,806,924,893,612,434,474,195,195
"G35070500","2013","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",20704,416,143,168,108,142,50,159,187,75,67,72,135,39,581,785,1496,1120,3744,3095,2784,1465,2240,875,758,"Santa Fe city, New Mexico",1459,262,171,168,131,169,86,249,247,131,110,84,159,66,374,383,504,437,801,781,680,473,546,402,297
"G36001000","2013","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,"Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2013","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",46208,1156,618,1284,1124,1385,1985,2339,5511,3278,5217,3357,2013,2124,2898,2308,1928,1243,1957,1500,1244,1085,423,205,26,"Buffalo city, New York",2724,308,309,478,421,550,607,766,1175,768,1058,852,541,552,776,808,633,440,720,584,467,548,279,162,44
"G36015000","2013","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",22977,581,127,152,50,0,169,48,700,566,1785,2266,2638,3523,5562,2148,1437,248,420,47,135,26,240,109,0,"Cheektowaga CDP, New York",1549,309,153,181,84,193,195,79,424,224,583,474,759,675,1059,516,544,189,217,76,132,42,207,142,193
"G36049121","2013","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",9628,188,0,0,0,0,0,0,0,286,227,81,276,62,236,260,206,93,650,814,1469,1519,2755,381,125,"Mount Vernon city, New York",932,133,193,193,193,193,193,193,193,266,118,96,260,75,179,234,156,113,298,377,389,517,866,326,122
"G36050617","2013","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2013","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",988094,17952,2964,2496,3275,3274,2624,1622,4928,4391,2565,3499,3087,4479,12588,9691,19215,12167,41848,50810,146527,163504,255324,102420,116844,"New York city, New York",11915,1662,906,794,1183,838,809,483,1385,1029,909,973,703,1010,1429,1376,1911,1531,3012,3840,5084,5755,7800,4997,4952
"G36063000","2013","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",32787,691,0,223,376,646,771,533,2259,2930,5332,4345,3243,1664,2830,1861,1364,1238,980,358,483,93,323,210,34,"Rochester city, New York",2099,311,193,173,276,331,256,246,576,620,962,879,800,613,672,576,501,582,364,234,266,110,238,168,57
"G36065508","2013","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",12793,197,0,0,56,237,59,46,633,279,636,996,1115,1118,2525,2781,900,523,364,147,149,0,0,0,32,"Schenectady city, New York",1326,173,193,193,95,325,97,77,508,215,373,555,573,453,623,754,440,285,231,144,128,193,193,193,52
"G36073000","2013","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",21609,457,28,98,0,206,214,300,1096,1542,1975,3333,2748,1554,2643,1350,1524,416,910,588,382,85,117,0,43,"Syracuse city, New York",1779,245,46,101,193,186,222,215,343,398,485,704,686,510,621,518,532,196,439,304,226,79,127,193,70
"G36084000","2013","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",35632,912,50,0,0,112,73,0,271,430,74,734,220,816,2372,1390,1779,1051,1477,2256,5193,6139,8185,822,1276,"Yonkers city, New York",2148,355,82,193,193,186,120,193,259,474,122,523,179,474,887,521,604,495,461,699,805,1141,1277,332,605
"G37002140","2013","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",17614,333,54,73,0,0,0,60,34,0,131,122,429,689,1260,773,2390,1968,2494,2204,1724,1430,719,521,206,"Asheville city, North Carolina",1714,243,89,118,201,201,201,103,56,201,156,145,263,457,615,335,719,663,716,680,581,707,387,368,179
"G37010740","2013","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",38418,894,421,0,54,0,21,0,127,0,66,0,100,119,1741,1058,2420,2877,4773,4329,9565,4630,3928,834,461,"Cary town, North Carolina",1947,400,334,201,87,201,37,201,159,201,110,201,163,142,528,409,632,540,849,710,1174,770,693,320,335
"G37012000","2013","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",158716,5006,1011,319,0,342,382,356,1052,1995,3955,4610,5221,8224,18087,18510,16216,11043,15107,10376,13817,7017,8636,3320,4114,"Charlotte city, North Carolina",4014,1040,468,237,201,234,260,280,479,795,1015,1137,886,1252,2019,1993,1922,1359,1614,1270,1438,1104,1214,844,779
"G37014100","2013","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",17352,172,84,0,0,34,0,0,103,361,291,701,438,221,1964,2402,2142,1618,2029,2360,1587,445,289,111,0,"Concord city, North Carolina",1369,148,102,201,201,58,201,201,106,259,168,500,237,200,620,728,545,611,606,792,604,282,246,188,201
"G37019000","2013","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",48334,1556,398,244,63,0,0,53,104,136,651,759,974,1238,4773,4448,8527,3644,7152,4232,5439,1545,1655,196,547,"Durham city, North Carolina",2371,545,276,285,111,201,201,95,97,185,385,398,511,494,1235,1092,1396,842,1424,1043,1226,583,708,161,332
"G37022920","2013","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",36885,1109,317,111,105,52,22,438,362,394,1224,1682,2839,2919,5773,4465,4517,2484,3259,2020,1721,468,409,42,153,"Fayetteville city, North Carolina",1598,379,243,113,139,61,37,422,192,258,506,506,674,650,907,809,774,630,803,569,482,315,254,69,131
"G37025580","2013","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",14322,299,120,0,0,42,0,47,333,540,615,863,467,764,2048,1689,1520,992,1650,1011,861,196,107,0,158,"Gastonia city, North Carolina",1347,194,117,201,201,69,201,76,220,301,432,394,250,243,580,560,455,456,520,354,321,155,112,201,265
"G37028000","2013","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",57769,1485,224,112,0,0,229,44,501,790,1969,1663,3186,2649,7300,7359,6487,4251,7396,3446,4256,2096,1282,688,356,"Greensboro city, North Carolina",2573,625,202,135,201,201,171,73,356,321,533,482,734,663,1240,1134,1297,943,1208,787,957,576,460,433,191
"G37028080","2013","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",12714,364,159,0,0,0,0,0,145,347,355,623,486,938,1567,1311,1467,703,1569,763,1052,313,468,0,84,"Greenville city, North Carolina",1497,332,180,201,201,201,201,201,140,282,219,336,366,514,671,479,652,396,644,450,388,237,424,201,145
"G37031400","2013","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",21775,392,123,0,109,35,117,59,270,658,692,930,1619,1935,2316,2428,2481,2488,2180,1109,1503,128,157,0,46,"High Point city, North Carolina",1520,240,128,201,129,59,107,82,219,344,304,376,615,726,674,583,681,603,633,350,517,123,159,201,77
"G37034200","2013","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2013","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",88301,1478,452,274,121,86,0,44,0,125,220,428,1760,907,6346,9683,13029,8415,13913,9599,9188,5073,4461,1339,1360,"Raleigh city, North Carolina",3955,486,337,252,151,144,201,73,201,124,183,271,571,463,1800,1832,2022,1501,1776,1764,1188,925,899,307,407
"G37074440","2013","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",21973,709,55,142,72,53,0,0,171,106,119,327,300,373,1655,1926,1800,2035,3101,2739,3005,719,1411,549,606,"Wilmington city, North Carolina",1793,328,94,180,120,89,201,201,149,109,144,289,181,269,556,582,660,642,778,815,748,348,496,306,494
"G37075000","2013","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",52599,1565,659,403,247,577,239,253,887,1467,2681,1714,2446,2223,6921,7356,6850,3458,3905,2200,2642,1041,1732,547,586,"Winston-Salem city, North Carolina",2943,530,403,303,252,370,213,206,395,632,965,622,668,650,1345,1450,1133,952,798,647,665,402,431,363,379
"G38007200","2013","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",18793,214,667,181,120,566,0,211,409,175,134,599,111,545,1150,1497,1680,1730,3454,2408,1652,928,324,0,38,"Bismarck city, North Dakota",1377,194,373,192,110,564,149,179,386,285,162,325,172,326,529,551,646,589,950,730,574,529,259,149,65
"G38025700","2013","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",21023,517,133,191,98,0,78,0,56,181,229,395,347,626,1651,4714,2274,1596,3737,1500,2085,387,146,0,82,"Fargo city, North Dakota",1395,266,128,186,94,149,124,149,97,166,183,272,244,386,531,1086,821,664,1051,534,1067,219,124,149,94
"G39001000","2013","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",40914,819,246,288,307,471,1068,1145,2518,3860,4532,6072,4679,3175,3715,2355,1948,1079,1489,546,436,49,71,0,46,"Akron city, Ohio",2454,372,175,202,195,290,491,426,676,852,773,1224,1051,1018,985,623,617,477,530,366,195,79,86,190,76
"G39012000","2013","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",15500,504,134,281,329,402,697,493,1701,1190,1768,1054,1551,1022,1472,1264,806,480,261,49,0,0,0,0,42,"Canton city, Ohio",1610,272,133,280,304,213,400,375,668,473,707,414,585,406,576,403,447,307,180,82,190,190,190,190,70
"G39015000","2013","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",50701,1262,321,461,509,188,809,230,1325,1488,2960,3462,4352,2998,6124,4224,4252,3118,3911,2661,2626,936,1169,930,385,"Cincinnati city, Ohio",2461,405,202,325,261,160,380,161,495,459,976,714,741,797,1094,878,813,839,666,616,758,374,380,416,402
"G39016000","2013","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",69845,2349,1195,1442,2725,1996,2720,2042,6731,8373,8103,7193,5849,3648,6354,2900,2489,992,1119,397,647,236,273,72,0,"Cleveland city, Ohio",2900,490,381,576,667,565,634,449,1031,1278,1303,1039,981,814,1064,660,759,444,459,186,286,219,205,85,190
"G39018000","2013","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",150389,2943,819,494,1003,692,1576,945,3101,5543,6475,7937,9965,10113,24852,18614,16891,10269,15633,5362,3998,1713,736,390,325,"Columbus city, Ohio",4411,647,370,308,413,378,638,339,642,1012,1179,1145,1461,1751,2314,2011,2095,1332,1929,1051,683,581,353,277,224
"G39021000","2013","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",29916,959,442,345,683,1569,1099,1051,2120,3479,5148,3232,2666,1416,1969,1628,1044,249,342,381,0,0,0,94,0,"Dayton city, Ohio",1743,435,221,220,334,589,496,414,667,746,936,845,774,467,586,694,460,186,204,221,190,190,190,110,190
"G39044856","2013","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",13913,179,127,111,482,88,298,128,845,771,1533,1707,1945,1232,1450,1277,433,233,556,97,179,242,0,0,0,"Lorain city, Ohio",1500,139,151,134,318,101,242,159,442,390,480,589,558,515,545,431,258,253,318,121,155,213,190,190,190
"G39061000","2013","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",26420,100,231,175,206,53,85,41,141,550,760,2461,3257,4363,5957,3646,2757,804,491,27,138,46,0,0,131,"Parma city, Ohio",1510,120,171,179,270,90,99,68,134,262,304,700,708,726,1057,606,682,352,202,45,228,76,190,190,146
"G39077000","2013","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",63440,2262,1566,1054,1669,1650,2238,960,4670,5968,6292,6909,5150,4300,7523,5522,2282,987,1077,626,546,0,76,0,113,"Toledo city, Ohio",2632,685,640,407,441,480,587,387,993,1114,1064,1062,904,922,1052,1076,767,371,510,366,310,190,133,190,137
"G39088000","2013","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",14779,1005,1258,1039,1068,1002,574,1227,2104,1231,1514,839,621,324,546,69,179,58,56,0,0,23,0,0,42,"Youngstown city, Ohio",1294,372,432,430,325,336,272,475,603,395,550,297,228,249,267,66,152,98,68,190,190,38,190,190,72
"G40009050","2013","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",28553,498,194,145,193,84,157,0,93,148,215,358,803,1182,4748,4350,4985,3009,3179,1941,1285,233,406,271,76,"Broken Arrow city, Oklahoma",1369,185,145,123,129,100,172,157,102,111,158,222,269,371,795,647,743,609,593,459,339,154,219,186,94
"G40023200","2013","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",24203,700,0,44,47,133,54,118,0,83,124,82,260,726,2051,2742,2639,3026,3217,2674,2536,1031,1593,323,0,"Edmond city, Oklahoma",1418,398,157,72,77,134,89,199,157,98,119,95,180,360,629,646,579,792,699,573,741,470,632,263,157
"G40041850","2013","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",15227,493,163,230,273,83,563,272,220,566,682,1154,1497,1511,1674,1559,1483,1212,614,703,158,71,0,0,46,"Lawton city, Oklahoma",1423,214,131,266,230,141,376,316,170,319,383,409,578,511,674,505,497,460,321,376,152,85,157,157,74
"G40052500","2013","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",23854,185,112,195,0,154,78,316,276,485,344,859,995,839,2305,2979,3093,2699,2431,2654,1705,519,372,259,0,"Norman city, Oklahoma",2002,223,155,229,157,176,128,287,281,435,242,481,506,435,779,787,875,926,661,831,621,360,344,250,157
