GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3VE001,AA3VE002,AA3VE003,AA3VE004,AA3VE005,AA3VE006,AA3VE007,AA3VE008,AA3VE009,AA3VE010,AA3VE011,AA3VE012,AA3VE013,AA3VE014,AA3VE015,AA3VE016,AA3VE017,AA3VE018,AA3VE019,AA3VE020,AA3VE021,AA3VE022,AA3VE023,AA3VE024,AA3VE025,NAME_M,AA3VM001,AA3VM002,AA3VM003,AA3VM004,AA3VM005,AA3VM006,AA3VM007,AA3VM008,AA3VM009,AA3VM010,AA3VM011,AA3VM012,AA3VM013,AA3VM014,AA3VM015,AA3VM016,AA3VM017,AA3VM018,AA3VM019,AA3VM020,AA3VM021,AA3VM022,AA3VM023,AA3VM024,AA3VM025
"G12076600","2014","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",19186,161,36,0,135,0,0,0,415,391,383,449,354,932,1690,1252,1647,1121,3099,1849,2397,1100,847,359,569,"West Palm Beach city, Florida",1699,157,58,214,160,214,214,214,286,241,217,219,239,332,545,501,730,530,818,687,769,416,374,222,323
"G13001052","2014","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",10803,368,44,291,301,98,288,0,117,799,1018,930,654,469,1114,892,1213,761,211,408,537,172,0,0,118,"Albany city, Georgia",1160,253,54,303,248,155,243,211,109,370,480,452,327,346,486,424,535,480,159,302,464,288,211,211,129
"G13003440","2014","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",14156,524,232,138,50,0,151,0,403,331,691,410,655,449,1256,1715,1518,1326,1523,866,825,643,301,125,24,"Athens-Clarke County unified government (balance), Georgia",1270,367,214,168,83,211,165,211,319,231,470,299,400,258,442,623,535,447,506,349,302,255,187,119,43
"G13004000","2014","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",83432,848,977,892,402,234,418,1224,1711,3106,2924,2084,2301,2074,5383,4460,5635,4454,7330,5755,8675,4522,8013,3758,6252,"Atlanta city, Georgia",3471,343,605,482,223,131,193,565,584,717,721,636,751,711,1232,991,945,1232,1375,1069,1439,829,1204,733,900
"G13004204","2014","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",35046,1137,278,448,194,327,563,75,1278,1879,2493,2035,3257,3058,5614,3311,3082,1624,1586,964,901,493,337,44,68,"Augusta-Richmond County consolidated government (balance), Georgia",2553,548,187,282,128,326,406,90,486,594,625,732,980,923,1245,863,853,750,591,419,417,526,204,73,85
"G13019000","2014","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",35771,920,394,58,76,84,236,357,616,1506,1627,1335,2440,1732,4304,4007,3898,2602,3385,2305,2564,332,629,91,273,"Columbus city, Georgia",1845,413,306,94,89,89,183,265,255,480,532,398,682,484,923,1110,911,871,736,586,699,217,380,109,186
"G13042425","2014","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2014","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",28881,583,429,412,358,267,586,524,722,1618,1096,2207,1773,2569,3060,2662,2713,1842,1699,969,1312,673,282,324,201,"Macon-Bibb County, Georgia",1747,318,232,302,287,160,389,256,293,545,372,654,605,712,685,739,726,640,510,439,445,399,218,386,143
"G13067284","2014","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",22077,512,79,0,0,0,0,227,0,167,0,112,316,229,573,386,771,794,2892,3619,4324,3493,2500,595,488,"Roswell city, Georgia",1866,276,131,211,211,211,211,366,211,198,211,134,243,199,318,387,349,417,699,848,1015,910,615,320,443
"G13068516","2014","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",20830,232,0,0,0,0,0,0,98,329,91,52,257,711,990,576,817,331,1357,1130,3611,2788,4129,1198,2133,"Sandy Springs city, Georgia",1870,228,211,211,211,211,211,211,112,340,108,86,159,406,441,462,562,267,508,551,774,906,765,419,656
"G13069000","2014","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",24168,441,136,356,163,298,85,180,291,1153,750,1106,1210,1506,2746,2189,3491,2025,1998,1260,1165,749,356,274,240,"Savannah city, Georgia",1800,217,126,256,167,248,86,181,222,436,317,467,398,433,759,741,1142,713,557,530,426,297,202,164,192
"G13080508","2014","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",15418,415,72,203,303,0,79,112,500,717,1368,843,646,1267,2547,1931,2435,1011,381,253,206,0,0,0,129,"Warner Robins city, Georgia",1546,448,121,192,287,211,71,191,404,352,582,396,346,510,952,979,1010,696,384,379,204,211,211,211,155
"G15071550","2014","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",56292,838,44,13,0,35,0,69,176,191,44,190,335,0,356,248,600,219,2542,2528,7711,6634,14665,11011,7843,"Urban Honolulu CDP, Hawaii",2276,343,72,24,181,59,181,115,174,142,73,136,203,181,221,170,433,181,653,611,1234,1062,1511,1247,1045
"G16008830","2014","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",49120,1341,702,173,296,72,100,245,70,379,183,432,953,1060,3678,6186,6450,4013,7428,5136,4553,3551,1494,295,330,"Boise City city, Idaho",2591,433,490,175,285,83,125,205,107,245,175,426,594,546,838,1397,1103,932,1392,905,912,1286,539,234,230
"G16052120","2014","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2014","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,"Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,
"G17002154","2014","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",21695,750,0,0,40,0,64,0,0,244,456,376,174,435,1068,682,863,636,2132,1488,4817,4024,2622,640,184,"Arlington Heights village, Illinois",1554,383,182,182,67,182,105,182,182,210,504,361,139,299,549,393,349,282,644,473,873,687,689,300,223
"G17003012","2014","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",38476,164,23,183,95,71,81,0,855,183,387,1753,1717,1139,4372,3594,4336,2322,5628,5127,4006,1381,589,134,336,"Aurora city, Illinois",2557,125,38,157,124,116,95,182,518,181,271,576,762,447,1127,1004,1049,604,883,959,855,386,277,186,241
"G17006613","2014","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",18891,958,110,84,0,69,216,38,84,50,86,618,942,681,2930,1780,2044,2149,2233,1862,1475,252,117,37,76,"Bloomington city, Illinois",1320,519,182,85,182,82,187,64,118,46,75,330,417,370,730,505,484,592,594,528,445,192,137,62,125
"G17007133","2014","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2014","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",16634,209,51,0,0,0,58,228,426,92,98,319,718,906,2935,2270,2659,1766,1540,787,860,371,223,61,57,"Champaign city, Illinois",1345,225,82,182,182,182,98,225,336,110,142,212,395,369,927,705,821,589,560,413,349,202,171,101,94
"G17014000","2014","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",450277,9956,1243,1114,1614,1169,2148,735,3851,6409,8232,8010,14124,10169,38171,26658,41614,25977,60376,41036,61890,28541,32195,10534,14511,"Chicago city, Illinois",7054,1224,420,365,748,421,627,269,806,1152,1195,1334,1645,1305,2454,2571,2751,2264,3787,2770,3956,2438,2831,1620,1833
"G17014351","2014","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",10726,199,75,165,19,25,27,23,140,341,185,450,819,946,3015,1551,1669,370,451,149,107,0,0,0,0,"Cicero town, Illinois",1082,130,122,193,33,41,44,38,136,225,165,246,381,572,752,469,491,322,338,130,136,182,182,182,182
"G17018823","2014","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",19562,564,458,343,296,101,901,681,923,1747,1903,1926,1499,1289,2401,1524,940,615,551,311,153,173,230,33,0,"Decatur city, Illinois",1252,312,268,204,156,104,345,392,369,549,547,690,498,442,613,466,373,324,265,179,112,169,146,60,182
"G17023074","2014","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",24133,375,110,0,152,144,377,37,69,374,189,514,423,349,3187,2676,3676,2487,4008,1806,2453,530,197,0,0,"Elgin city, Illinois",2285,225,128,182,223,165,327,61,111,294,130,489,317,394,825,799,990,765,921,676,934,414,183,182,182
"G17024582","2014","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",15896,221,41,0,23,42,0,43,0,94,0,283,108,242,715,608,1101,421,1906,1444,1827,1287,3129,1324,1037,"Evanston city, Illinois",1299,143,68,182,38,69,182,71,182,121,182,202,130,319,350,309,512,212,580,448,494,419,581,395,450
"G17038570","2014","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",32600,964,151,0,36,0,377,80,68,820,659,808,694,1389,3808,4580,5594,3558,5436,2248,1015,171,43,21,80,"Joliet city, Illinois",2103,431,115,182,60,182,493,94,81,352,258,324,344,490,852,1013,1138,822,1017,612,508,247,72,34,85
"G17051622","2014","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",38446,472,0,77,0,51,80,0,0,115,118,137,43,269,691,1181,1487,797,2211,3701,7988,8652,8561,1303,512,"Naperville city, Illinois",1576,310,182,91,182,85,95,182,182,138,108,135,72,320,346,441,432,384,611,613,1106,1013,1084,558,244
"G17057225","2014","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",18423,518,0,0,0,167,0,123,0,78,279,521,330,613,1032,1404,1400,578,1541,2329,3721,1914,1705,170,0,"Palatine village, Illinois",1524,299,182,182,182,195,182,150,182,127,148,450,293,307,453,580,578,314,434,756,875,657,552,166,182
"G17059000","2014","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",27337,620,69,343,303,697,503,460,760,1241,1563,975,1666,1748,2799,2637,2485,1504,2465,1471,1298,748,802,117,63,"Peoria city, Illinois",1786,355,70,298,303,320,334,299,273,552,665,419,590,572,569,696,653,595,850,554,501,397,434,190,106
"G17065000","2014","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",32353,642,370,64,583,515,623,246,1881,1860,3226,3887,3071,2830,4200,3343,1843,658,1207,622,237,158,140,48,99,"Rockford city, Illinois",1602,376,291,76,301,318,364,176,527,684,763,882,795,639,768,705,689,305,433,407,190,167,138,78,121
"G17068003","2014","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",17941,552,0,42,0,43,40,0,0,243,70,144,170,231,1279,1371,1381,1496,2712,2607,3564,1531,229,236,0,"Schaumburg village, Illinois",1600,270,182,70,182,70,67,182,182,336,114,143,165,182,463,466,563,546,713,667,720,603,161,159,182
"G17070122","2014","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2014","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",30172,1098,208,95,324,294,522,371,1029,1092,1479,2487,1414,2280,3389,3340,3376,1627,2178,1155,975,468,730,130,111,"Springfield city, Illinois",1780,421,208,121,218,218,324,228,571,389,479,656,490,595,724,774,871,575,582,488,377,263,390,124,141
"G17079293","2014","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",13053,163,0,35,0,142,67,63,451,553,669,1641,1108,627,2184,984,1280,998,604,333,392,77,335,45,302,"Waukegan city, Illinois",1353,158,182,61,182,163,110,105,322,304,315,645,519,377,622,393,529,403,387,253,305,90,223,77,277
"G18005860","2014","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",10257,268,215,63,151,86,0,36,0,0,0,30,497,267,1763,937,1054,815,1258,954,909,512,442,0,0,"Bloomington city, Indiana",1253,179,225,108,142,145,187,61,187,187,187,51,340,203,710,362,367,391,436,418,409,323,352,187,187
"G18010342","2014","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",26384,326,0,40,0,0,0,0,0,67,43,287,83,264,320,878,913,1209,4241,4172,5427,3304,3580,626,604,"Carmel city, Indiana",1365,223,187,67,187,187,187,187,187,113,67,261,135,225,203,383,413,407,844,826,863,852,878,394,319
"G18022000","2014","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",27350,792,136,238,554,506,346,515,1037,1964,2366,2662,3087,2472,3239,2972,1463,781,1462,305,91,23,71,215,53,"Evansville city, Indiana",1859,334,158,232,368,229,207,307,392,683,544,634,661,745,670,680,474,407,661,183,77,40,88,178,88
"G18023278","2014","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2014","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",61562,1900,675,909,582,481,643,1203,2222,2849,3960,4959,5310,5562,9569,7037,4125,2354,2389,1963,1270,745,750,47,58,"Fort Wayne city, Indiana",2422,626,296,357,281,301,329,529,621,657,792,877,892,1147,1349,894,919,599,665,626,544,350,375,78,95
"G18027000","2014","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",13946,604,145,286,557,239,463,371,764,2048,1424,1594,1140,1228,1042,377,551,243,147,301,209,55,136,22,0,"Gary city, Indiana",1280,319,152,214,272,151,190,278,316,663,450,547,517,474,527,220,262,188,153,282,197,95,136,36,187
"G18031000","2014","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",16822,438,110,0,0,99,163,210,639,1095,1832,1965,2554,1322,2909,1476,993,322,441,163,0,50,0,0,41,"Hammond city, Indiana",1396,360,107,187,187,114,167,190,276,361,714,521,669,475,803,574,408,210,277,169,187,79,187,187,67
"G18036003","2014","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",176963,4926,886,1395,1735,1320,2082,1741,4885,7036,9658,10207,11315,11948,28478,24061,15086,10770,10043,5305,7068,2640,2115,952,1311,"Indianapolis city (balance), Indiana",3828,1103,353,462,638,484,645,526,875,1433,1269,1347,1676,1700,2823,2501,1895,1388,1391,917,1143,711,773,400,467
"G18040788","2014","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",12884,244,280,82,84,38,57,0,356,698,1058,1386,1101,880,1924,1465,1097,630,837,473,137,0,57,0,0,"Lafayette city, Indiana",1074,193,269,102,133,59,96,187,225,361,381,492,381,474,602,522,620,410,392,291,193,187,71,187,187
"G18051876","2014","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",14012,553,299,231,392,482,900,897,1111,1219,1494,1009,833,577,2009,755,530,157,72,237,116,62,0,54,23,"Muncie city, Indiana",1217,308,339,205,270,253,438,331,370,456,482,489,355,358,717,339,330,185,115,224,137,104,187,89,37
"G18071000","2014","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",22790,595,373,257,390,551,1125,371,2078,1761,1762,2352,2079,1364,2202,1790,1608,529,474,358,314,118,271,68,0,"South Bend city, Indiana",1758,249,208,279,253,311,420,199,606,424,483,752,480,381,543,614,640,287,221,227,185,103,229,83,187
"G19012000","2014","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",38212,453,370,356,154,104,51,0,189,767,676,1547,1656,2535,6479,6435,4478,3179,4156,2247,1051,428,496,215,190,"Cedar Rapids city, Iowa",2082,287,249,324,220,170,85,155,205,475,433,563,523,799,1145,1068,894,880,998,768,420,391,281,233,250
"G19019000","2014","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",24632,775,502,168,188,0,177,64,236,351,1229,1676,1762,1445,4693,3240,2748,1182,2197,1189,375,160,216,0,59,"Davenport city, Iowa",1567,309,295,141,157,155,145,75,216,181,470,580,413,378,684,816,758,447,631,336,208,111,205,155,71
"G19021000","2014","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",46466,1397,729,301,436,191,76,175,419,684,2038,3329,3860,2610,9116,8417,5476,2378,2206,707,939,636,250,96,0,"Des Moines city, Iowa",2518,580,500,313,288,185,89,176,319,330,598,796,725,614,1377,1307,789,653,592,304,344,291,166,92,155
"G19038595","2014","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",15268,962,225,0,181,0,0,0,63,77,51,39,375,238,841,878,1748,2328,3425,1301,862,635,685,266,88,"Iowa City city, Iowa",1477,503,178,155,216,155,155,155,101,125,86,67,288,212,363,396,576,699,811,421,422,398,351,255,145
"G19073335","2014","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",18561,828,308,0,43,176,277,275,628,693,1279,1363,2040,2201,2682,2100,1528,275,441,596,567,194,67,0,0,"Sioux City city, Iowa",1444,420,273,155,72,280,181,240,292,411,522,595,698,588,704,650,621,244,271,289,281,190,113,155,155
"G19082425","2014","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",18641,690,131,160,278,53,89,0,692,829,1282,796,1111,1876,3106,2566,1995,830,984,472,545,0,0,0,156,"Waterloo city, Iowa",1131,295,108,135,243,65,89,155,333,327,419,285,381,487,669,603,545,382,413,227,281,155,155,155,202
"G20036000","2014","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",31141,827,487,537,376,414,775,629,2805,1867,2881,2637,2585,2225,3497,3148,1872,963,980,780,576,162,90,28,0,"Kansas City city, Kansas",1277,347,244,236,243,233,331,285,554,570,622,644,655,541,773,750,602,424,351,401,285,159,103,51,168
"G20038900","2014","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,
"G20052575","2014","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",30381,354,344,157,37,0,0,0,38,77,63,131,425,418,1471,2564,4509,4070,6918,3727,2931,1271,726,150,0,"Olathe city, Kansas",1581,204,285,152,61,168,168,168,62,123,103,120,348,371,428,542,762,812,856,811,629,432,373,176,168
"G20053775","2014","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",48512,1204,84,188,47,42,53,0,80,126,472,422,503,206,3033,3355,4961,4202,7541,6527,7935,3941,2709,536,345,"Overland Park city, Kansas",2005,471,98,140,78,69,84,168,130,149,415,306,289,199,754,874,963,980,1001,1041,1068,759,716,265,218
"G20071000","2014","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",29763,592,95,584,279,272,655,1053,1118,1179,2600,2029,2733,2160,4353,2662,2610,1309,1700,937,381,260,48,87,67,"Topeka city, Kansas",1642,231,111,301,182,196,331,499,473,408,752,627,652,586,1005,623,631,493,499,491,222,229,78,106,81
"G20079000","2014","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",90930,1872,1194,605,753,690,1041,860,3334,3435,6224,6783,5316,5429,9466,12436,8990,4931,6254,4134,3770,1739,931,333,410,"Wichita city, Kansas",2469,511,583,317,306,391,400,417,715,663,1149,1301,1080,1028,1414,1710,1238,973,919,869,645,738,375,188,230
"G21046027","2014","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",68508,1760,173,91,339,152,118,125,231,575,1087,1166,2281,3578,7988,8759,9378,6150,7822,5135,6024,2206,2034,714,622,"Lexington-Fayette urban county, Kentucky",2185,596,155,105,215,174,147,138,170,302,431,441,589,1001,1097,1174,1282,1069,1112,821,889,477,607,295,282
"G21048006","2014","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",145819,3177,1617,862,679,581,1059,1033,2786,2410,4689,6258,7751,9149,18170,18616,15302,8854,14218,8342,10572,4598,3161,1223,712,"Louisville/Jefferson County metro government (balance), Kentucky",3926,743,652,479,400,347,496,344,744,625,1102,1172,1123,1424,1701,1669,1837,1184,1571,1223,1237,829,637,530,320
