GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MGZE001,MGZE002,MGZE003,MGZE004,MGZE005,MGZE006,MGZE007,MGZE008,MGZE009,MGZE010,MGZE011,MGZE012,MGZE013,MGZE014,MGZE015,MGZE016,MGZE017,MGZE018,MGZE019,MGZE020,MGZE021,MGZE022,MGZE023,MGZE024,MGZE025,NAME_M,MGZM001,MGZM002,MGZM003,MGZM004,MGZM005,MGZM006,MGZM007,MGZM008,MGZM009,MGZM010,MGZM011,MGZM012,MGZM013,MGZM014,MGZM015,MGZM016,MGZM017,MGZM018,MGZM019,MGZM020,MGZM021,MGZM022,MGZM023,MGZM024,MGZM025
"G48006128","2011","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",13465,20,201,162,426,180,119,218,689,981,699,970,1275,1109,1837,1353,999,563,1086,304,68,0,37,169,0,"Baytown city, Texas",1392,34,188,192,281,248,121,204,304,370,266,363,576,456,531,437,427,404,623,288,113,218,44,241,218
"G48007000","2011","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",27663,216,149,79,550,1099,677,1396,1249,2334,1725,1443,1528,1996,2409,2272,2000,2000,1875,918,188,423,585,46,506,"Beaumont city, Texas",1712,176,162,130,359,488,305,470,473,786,581,476,607,793,670,619,816,839,636,539,162,392,338,77,344
"G48010768","2011","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",32539,312,267,232,297,383,972,878,2048,2693,3515,2357,3801,3241,4199,2338,1529,752,1056,756,456,96,323,38,0,"Brownsville city, Texas",1701,294,205,166,167,221,480,432,545,673,979,707,892,1069,1069,781,522,389,612,431,310,115,274,64,218
"G48010912","2011","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",13707,356,173,144,265,286,217,159,755,695,519,543,1262,941,2277,1239,1479,478,652,175,599,320,173,0,0,"Bryan city, Texas",1780,236,206,147,284,338,246,201,455,444,336,380,660,523,915,495,762,347,327,137,632,400,165,218,218
"G48013024","2011","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",25240,0,0,256,22,54,0,0,670,63,268,257,325,642,3728,4844,4225,3121,3556,1206,1517,309,0,0,177,"Carrollton city, Texas",2322,218,218,175,36,66,218,218,531,59,405,187,195,433,921,1053,1033,884,1069,543,670,372,218,218,135
"G48015976","2011","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2011","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",61404,508,637,360,388,202,1042,1326,3273,1772,5172,4373,4701,3221,9052,6726,6629,2342,3515,1641,2439,655,772,410,248,"Corpus Christi city, Texas",3068,307,383,194,299,164,442,502,717,498,1224,1355,1024,945,1594,1075,1171,782,933,526,824,364,352,458,243
"G48019000","2011","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",198413,1986,796,1244,1356,1872,3500,1892,8239,6965,10346,14192,14292,12328,22156,11333,9140,8185,15265,13205,13725,9755,8520,3515,4606,"Dallas city, Texas",5647,664,424,487,613,741,867,635,1369,1139,1643,1698,1705,1682,2146,1705,1316,1172,1710,1739,1581,1260,1240,737,771
"G48019972","2011","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48022660","2011","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",11102,0,0,0,250,154,240,236,258,780,1110,920,997,931,2031,952,810,556,818,59,0,0,0,0,0,"Edinburg city, Texas",1476,218,218,218,296,156,203,200,223,466,703,667,508,648,660,462,422,413,515,101,218,218,218,218,218
"G48024000","2011","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",128068,798,758,419,657,924,237,636,1208,2544,5462,6494,10564,12697,25527,16358,12224,8265,8386,6153,4586,1007,1186,478,500,"El Paso city, Texas",4429,274,340,265,324,991,168,407,633,918,1005,1203,1557,2228,2720,2636,1852,2066,1702,1912,1236,499,615,415,459
"G48026232","2011","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2011","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",153791,964,906,1172,1402,664,2190,2334,6178,5551,8300,8558,10670,11001,20957,22545,14428,9404,12290,4725,3235,2256,1848,929,1284,"Fort Worth city, Texas",5311,446,520,890,620,365,704,830,1084,1213,1442,1247,2169,2045,2600,3436,2153,2132,2730,1128,751,664,476,458,455
"G48027684","2011","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2011","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",45577,34,149,38,60,50,44,33,435,964,2190,1750,4591,5966,11694,6119,4404,1988,2050,1170,1141,186,521,0,0,"Garland city, Texas",3116,55,150,66,100,83,73,56,219,475,636,429,965,1130,1740,1246,798,707,574,432,714,230,427,218,218
"G48030464","2011","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",33937,293,442,177,286,103,207,283,665,1510,1452,1566,2315,2716,6064,4063,4263,2950,2218,1519,468,171,64,89,53,"Grand Prairie city, Texas",2528,215,321,224,207,125,275,249,353,624,441,575,761,658,1411,1169,1084,1096,860,760,389,174,106,147,87
"G48032372","2011","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",10508,113,258,68,301,603,39,487,781,665,679,1036,828,742,1080,893,573,437,385,186,274,19,61,0,0,"Harlingen city, Texas",1320,118,202,112,264,342,47,272,460,276,355,580,361,335,593,434,351,297,224,160,197,32,75,218,218
"G48035000","2011","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",348919,1966,2131,991,1843,1761,4875,3054,8807,13054,17695,23167,27087,26110,47513,30777,24463,15922,23220,19016,23525,9476,12069,4678,5719,"Houston city, Texas",7756,639,857,417,749,636,1240,791,1341,1935,2143,2595,2910,2651,3366,2763,2843,2104,2620,2167,2054,1360,1783,887,1118
"G48037000","2011","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",33448,155,146,325,267,149,143,0,541,76,455,1441,1374,3059,6952,3004,3091,2094,3010,1920,2470,1315,441,705,315,"Irving city, Texas",2299,124,156,272,348,206,232,218,283,91,245,620,429,824,1296,655,805,834,1341,658,918,668,259,812,205
"G48039148","2011","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",19150,202,33,241,0,0,44,253,209,1738,881,962,1397,1813,3082,1844,2015,1354,2048,676,189,0,0,97,72,"Killeen city, Texas",2428,315,56,316,218,218,81,262,177,804,661,377,613,620,1214,844,976,1104,1096,612,225,218,218,97,115
"G48041464","2011","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",39061,248,123,24,0,513,348,1073,1692,903,4410,1748,3237,3136,5232,4065,3444,1478,3305,1499,1081,145,1086,162,109,"Laredo city, Texas",2416,220,202,40,218,406,322,830,735,426,1166,723,1581,1262,1335,1524,991,694,1296,1002,643,123,778,215,189
"G48041980","2011","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2011","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2011","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",17067,209,313,36,206,369,124,231,452,845,323,377,914,1511,2326,2030,2571,872,1841,596,571,231,0,0,119,"Longview city, Texas",1625,155,262,63,229,241,124,239,270,471,279,226,423,745,908,621,681,432,714,354,322,126,218,218,144
"G48045000","2011","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",47249,439,692,561,597,403,1388,683,1463,1789,2667,1926,3270,3494,7904,4491,5239,2600,2509,1616,1926,709,797,52,34,"Lubbock city, Texas",2536,215,372,382,306,302,603,401,568,627,748,548,1234,774,1520,1148,1411,1087,644,621,575,429,485,64,59
"G48045384","2011","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",25696,406,418,331,0,124,220,274,952,1152,2089,1889,1819,1589,4390,2577,1838,1171,1939,900,1125,173,143,81,96,"McAllen city, Texas",1958,395,436,357,218,122,162,244,484,592,817,824,803,573,1102,982,708,545,919,476,414,158,143,135,115
"G48045744","2011","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2011","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48048072","2011","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",26513,193,253,82,245,50,370,44,683,879,923,1324,1086,1582,3345,2234,2965,2041,3792,1285,1484,667,625,316,45,"Midland city, Texas",1557,192,286,99,281,79,239,74,354,477,485,530,429,677,787,694,829,686,977,471,645,410,353,320,74
"G48048768","2011","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",17077,475,317,301,401,133,617,304,1486,661,330,866,1346,1324,1319,2319,1489,822,1397,310,473,324,0,0,63,"Mission city, Texas",2202,424,325,367,417,161,508,342,1070,395,385,614,786,1032,706,1162,1136,652,793,317,463,414,218,218,102
"G48048804","2011","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2011","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2011","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",23251,537,54,451,855,566,228,227,1267,1324,1351,1726,1273,1771,3165,2003,2044,517,2018,995,613,128,85,53,0,"Odessa city, Texas",1614,346,61,326,417,404,216,187,556,547,562,766,649,676,802,732,704,318,823,440,303,138,144,92,218
"G48056000","2011","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",26092,661,105,145,62,192,68,165,588,704,1216,1842,2645,3311,3645,3072,2766,1423,2190,419,399,296,0,55,123,"Pasadena city, Texas",1696,386,124,195,105,233,109,138,425,361,429,681,876,748,987,983,793,598,978,225,403,478,218,92,143
"G48056348","2011","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2011","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2011","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",63917,0,0,33,0,157,0,0,33,0,143,384,376,1363,4070,6475,7053,7141,11894,8551,8864,3119,2930,1012,319,"Plano city, Texas",3115,218,218,56,218,185,218,218,55,218,196,245,323,731,986,1283,1177,1422,1614,1279,1499,919,832,456,214
"G48061796","2011","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48063500","2011","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2011","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",20974,284,539,755,915,89,613,297,976,947,1081,1277,2027,1378,1928,1579,2618,1028,839,388,749,466,201,0,0,"San Angelo city, Texas",1661,260,492,507,516,105,445,249,448,480,624,505,619,522,554,510,800,405,585,242,457,427,222,218,218
"G48065000","2011","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",266021,2300,1534,1669,1371,1321,3211,3050,8919,13366,19022,19877,20272,19302,36212,27882,26516,14468,16606,12070,8043,4389,3359,646,616,"San Antonio city, Texas",6183,751,533,688,466,545,736,883,1500,1680,1885,2403,2313,2037,2627,3015,2944,2328,2232,1683,1214,1203,873,374,320
"G48070808","2011","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2011","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",14554,112,190,112,0,31,21,210,674,703,284,1248,1064,852,3036,1434,1744,488,1240,443,110,343,154,0,61,"Temple city, Texas",1490,131,203,152,218,54,35,215,411,385,162,576,422,394,844,493,618,283,710,368,147,335,187,218,97
"G48072656","2011","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2011","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",20158,222,0,137,207,156,153,621,530,1372,748,1141,809,930,2204,2288,1992,1270,2239,906,547,443,1146,34,63,"Tyler city, Texas",1972,355,218,148,277,139,112,361,320,522,515,632,460,347,756,612,637,580,766,340,408,306,655,57,101
"G48076000","2011","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",20878,276,57,187,310,410,706,442,1257,1201,2024,717,1526,1287,2501,1450,1625,1164,1493,300,682,723,211,0,329,"Waco city, Texas",1610,185,97,119,238,262,499,310,473,428,547,345,599,473,867,580,646,576,507,211,398,425,189,218,324
"G48079000","2011","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",22090,106,224,530,468,792,935,348,1018,1473,1267,1682,1885,1151,2859,1849,1665,653,1192,917,442,141,296,81,116,"Wichita Falls city, Texas",1598,93,199,264,254,393,371,231,356,500,502,703,586,532,714,719,527,423,449,445,277,144,176,95,145
"G49043660","2011","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2011","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",16652,236,192,52,132,14,0,165,177,254,423,1006,1415,1235,2847,2702,2319,780,1312,518,367,180,221,62,43,"Ogden city, Utah",1413,298,198,89,133,24,192,191,155,251,278,668,562,536,716,756,549,336,405,226,175,136,174,54,72
"G49057300","2011","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",15654,41,177,168,71,0,45,0,0,0,0,23,37,92,937,949,2771,2684,3453,1876,1261,504,362,172,31,"Orem city, Utah",1314,65,134,125,62,192,76,192,192,192,192,40,61,116,359,369,848,604,562,529,443,223,201,148,52
"G49062470","2011","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",12570,207,89,179,0,43,77,0,0,45,22,0,114,128,1054,1555,1242,1793,2290,853,1371,819,433,123,133,"Provo city, Utah",1413,212,104,169,192,72,91,192,192,73,36,192,116,132,374,514,409,666,743,412,469,368,242,117,104
"G49065330","2011","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2011","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",34698,0,213,273,90,197,274,44,37,94,147,226,281,186,2361,2824,4693,2885,4935,4240,4535,2117,2615,713,718,"Salt Lake City city, Utah",2319,192,171,175,106,180,347,71,60,109,124,249,319,184,657,832,1048,844,865,859,803,574,654,297,295
"G49067440","2011","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",23195,301,0,163,552,57,0,63,84,80,91,0,46,151,333,515,1130,1560,5581,3824,5788,1369,987,317,203,"Sandy city, Utah",1347,219,192,157,423,100,192,104,97,132,114,192,75,247,216,289,376,558,864,774,1041,418,352,246,183
"G49082950","2011","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2011","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",24966,585,345,419,449,107,171,57,0,244,196,226,120,209,1910,3015,5765,4422,4302,1400,830,0,170,0,24,"West Valley City city, Utah",1952,355,210,256,418,125,201,93,192,263,263,174,198,176,679,850,1033,973,883,485,377,192,278,192,38
"G51001000","2011","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2011","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51014440","2011","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2011","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",56849,886,231,345,108,165,62,50,152,84,347,394,143,236,1026,3146,3823,5843,9868,10498,12811,4350,2064,77,140,"Chesapeake city, Virginia",2533,442,208,233,125,169,94,82,150,136,284,360,230,156,392,807,730,1325,1358,1677,1358,794,597,100,146
"G51021088","2011","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2011","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",33761,401,269,0,323,0,32,107,75,55,281,736,246,480,1549,2562,6345,3568,7489,5028,2673,643,441,269,189,"Hampton city, Virginia",1875,412,189,210,283,210,53,106,99,94,245,373,197,274,434,702,1358,709,1224,1189,848,325,278,217,173
"G51047672","2011","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",15952,0,251,134,190,69,68,29,123,279,935,707,842,1055,1537,1944,1520,995,1389,1680,1145,794,193,73,0,"Lynchburg city, Virginia",1305,210,226,164,179,89,84,50,108,172,403,374,290,471,527,682,529,468,499,574,508,420,155,86,210
"G51056000","2011","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",34953,416,477,80,272,58,0,38,108,409,381,192,763,620,1736,2508,4070,4554,9397,4074,2488,866,716,587,143,"Newport News city, Virginia",2210,295,471,129,247,98,210,63,110,449,328,184,554,457,595,855,925,856,1322,1010,698,341,311,366,143
"G51057000","2011","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",39969,265,55,100,212,0,64,55,44,110,83,623,527,719,2952,3588,6270,5320,7064,3813,3125,2426,1723,411,420,"Norfolk city, Virginia",1553,224,51,97,147,210,77,68,73,79,97,270,255,340,520,800,979,895,1007,675,628,649,389,250,225
"G51064000","2011","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",21219,21,328,71,52,103,26,0,28,107,294,119,268,489,2526,2523,3621,1931,4307,1798,1633,265,469,155,85,"Portsmouth city, Virginia",1626,44,190,118,71,118,45,210,50,173,230,120,152,318,657,709,827,583,798,564,577,185,276,157,105
"G51067000","2011","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",38022,316,264,51,94,37,49,216,272,452,735,824,943,1914,3511,2961,3707,3638,5043,4035,3910,1747,1860,684,759,"Richmond city, Virginia",1721,321,231,86,85,62,57,245,243,291,353,354,339,540,766,621,874,913,956,922,754,540,447,317,350
"G51068000","2011","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",23720,29,124,0,78,220,0,183,383,957,677,1085,1604,1262,5191,3236,2742,1443,1885,868,806,407,379,70,91,"Roanoke city, Virginia",1409,51,154,210,98,248,210,194,244,442,419,364,576,445,1079,846,709,514,622,360,385,232,241,119,121
"G51076432","2011","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G51082000","2011","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",105566,479,539,93,258,171,73,96,37,302,77,208,147,214,2030,3416,7048,8532,23758,18516,19575,8081,7085,2304,2527,"Virginia Beach city, Virginia",2771,353,311,91,210,176,86,157,64,214,87,168,148,186,650,893,1437,1257,1735,1696,1826,1297,1150,635,687
"G53003180","2011","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",16854,388,435,11,379,41,103,219,387,139,111,31,146,232,467,831,1201,1672,2696,3661,2950,486,209,48,11,"Auburn city, Washington",1629,375,342,19,227,34,100,146,412,127,117,30,147,247,264,521,417,646,768,922,787,326,237,81,18
"G53005210","2011","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2011","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53022640","2011","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",17744,67,56,53,171,189,316,65,329,0,0,137,94,235,495,723,1537,1790,4365,2763,2521,952,462,309,115,"Everett city, Washington",1674,110,94,87,182,139,387,105,188,201,201,166,115,265,353,338,475,548,928,756,685,443,248,267,130
"G53023515","2011","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2011","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53035415","2011","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2011","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,"Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,
"G53063000","2011","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",129326,463,79,87,224,43,349,70,373,343,63,85,153,266,590,1471,1546,3440,7422,12041,30861,22958,28737,10782,6880,"Seattle city, Washington",4809,310,130,101,211,71,300,116,277,331,102,100,151,343,289,1175,503,898,1384,1597,2285,2189,2452,1593,1022
