GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUZE001,AFUZE002,AFUZE003,AFUZE004,AFUZE005,AFUZE006,AFUZE007,AFUZE008,AFUZE009,AFUZE010,AFUZE011,AFUZE012,AFUZE013,AFUZE014,AFUZE015,AFUZE016,AFUZE017,AFUZE018,AFUZE019,AFUZE020,AFUZE021,AFUZE022,AFUZE023,AFUZE024,AFUZE025,AFUZE026,AFUZE027,NAME_M,AFUZM001,AFUZM002,AFUZM003,AFUZM004,AFUZM005,AFUZM006,AFUZM007,AFUZM008,AFUZM009,AFUZM010,AFUZM011,AFUZM012,AFUZM013,AFUZM014,AFUZM015,AFUZM016,AFUZM017,AFUZM018,AFUZM019,AFUZM020,AFUZM021,AFUZM022,AFUZM023,AFUZM024,AFUZM025,AFUZM026,AFUZM027
"G12076600","2016","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",19173,37,0,55,0,0,94,0,156,88,285,487,735,588,1461,879,1756,1016,2672,2156,2343,1589,1602,503,196,190,285,"West Palm Beach city, Florida",1992,62,221,95,221,221,112,221,198,142,208,319,365,293,517,359,685,381,732,712,686,582,540,312,176,165,292
"G13001052","2016","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",10928,122,38,85,357,90,36,0,365,1083,1254,1022,1153,338,1243,948,987,445,604,385,177,127,69,0,0,0,0,"Albany city, Georgia",1132,114,64,84,289,109,64,218,286,432,477,490,500,232,577,426,362,346,340,228,178,152,112,218,218,218,218
"G13001696","2016","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13003440","2016","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",15738,296,158,106,51,0,52,204,70,322,0,443,689,583,1453,1821,1943,1006,1594,1400,1753,531,711,371,133,48,0,"Athens-Clarke County unified government (balance), Georgia",1300,206,280,134,85,218,81,180,123,248,218,295,323,305,558,640,574,399,584,549,551,258,327,288,142,79,218
"G13004000","2016","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",80001,474,518,157,378,608,682,1071,1101,2106,1739,1742,3535,1378,4250,2869,4717,4199,7206,5048,9207,5280,9286,5847,3864,1255,1484,"Atlanta city, Georgia",3665,234,291,115,282,314,371,730,414,734,637,525,1006,508,938,767,1064,868,1068,948,1233,998,1343,996,956,447,467
"G13004204","2016","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",39129,392,143,194,187,424,998,582,2038,1160,2373,2487,4273,4140,4994,4449,3389,1607,1808,1456,1049,334,492,26,0,42,92,"Augusta-Richmond County consolidated government (balance), Georgia",2210,260,174,165,227,237,675,402,735,400,831,828,1133,1049,1136,1313,866,631,804,557,394,214,259,46,218,70,121
"G13019000","2016","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",33833,131,216,29,358,257,219,401,858,1178,1773,1337,1585,1649,3839,3014,4717,1792,4040,2206,2320,536,909,272,155,42,0,"Columbus city, Georgia",1878,117,207,49,307,205,258,255,408,486,565,532,501,517,923,789,956,570,889,468,664,242,382,207,191,73,218
"G13042425","2016","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2016","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",29657,325,524,18,203,606,825,866,976,1344,1615,2263,2210,1668,2664,3490,2753,1547,2217,1140,1250,342,487,182,108,0,34,"Macon-Bibb County, Georgia",1707,212,348,32,161,402,366,509,413,560,599,661,770,643,697,861,740,531,753,555,471,197,298,210,108,218,63
"G13067284","2016","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13068516","2016","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",20896,0,29,0,0,0,0,0,73,0,187,369,246,360,1014,1109,940,377,750,1123,2474,2625,5570,1916,1061,227,446,"Sandy Springs city, Georgia",2042,218,50,218,218,218,218,218,65,218,187,495,325,258,452,547,515,248,269,506,747,698,1104,638,409,160,242
"G13069000","2016","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",23290,626,63,48,220,197,412,304,361,623,573,1231,1238,1254,2326,2535,3455,919,1759,1985,1363,657,565,316,122,77,61,"Savannah city, Georgia",1931,411,93,81,195,218,277,214,206,358,316,437,468,577,668,597,847,286,593,1012,422,292,273,210,140,100,79
"G13080508","2016","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",16664,362,198,0,281,165,162,233,663,358,820,1232,1170,2276,1736,1689,880,1383,590,1404,1062,0,0,0,0,0,0,"Warner Robins city, Georgia",1871,448,197,218,304,209,191,246,441,302,494,504,468,915,845,796,421,855,544,897,848,218,218,218,218,218,218
"G15071550","2016","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",53763,119,0,69,0,0,181,64,0,330,0,87,0,47,100,304,527,387,2091,2181,6702,5434,12769,11197,7223,1980,1971,"Urban Honolulu CDP, Hawaii",2678,121,185,84,185,185,186,76,185,210,185,104,185,78,97,223,280,224,604,595,1095,1002,1571,1235,884,521,580
"G16008830","2016","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",53372,1121,157,352,143,88,121,61,0,302,237,46,493,92,2142,4006,7115,6726,9072,4800,8718,2766,3351,1064,185,108,106,"Boise City city, Idaho",3085,531,186,258,121,105,144,99,198,266,176,79,318,111,772,950,1305,1150,1390,957,1342,737,1007,887,181,106,183
"G16052120","2016","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2016","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17002154","2016","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",23567,0,0,0,0,73,66,44,142,0,0,403,304,189,669,1048,1204,674,2273,2730,6009,3805,3025,768,141,0,0,"Arlington Heights village, Illinois",1773,185,185,185,185,122,106,71,119,185,185,329,182,182,311,529,565,307,812,711,906,704,714,307,167,185,185
"G17003012","2016","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",39596,285,134,0,114,84,61,0,196,336,346,1235,814,1357,5100,4762,4800,3553,5961,3171,4369,1750,1004,71,0,0,93,"Aurora city, Illinois",2461,178,114,185,184,140,103,185,139,235,221,489,423,624,1187,972,840,795,1252,655,852,436,322,88,185,185,111
"G17006613","2016","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",19778,491,299,528,182,0,474,74,103,282,319,764,987,683,1721,1744,2124,1938,2479,2064,1445,422,250,340,65,0,0,"Bloomington city, Illinois",1315,418,359,432,284,185,360,92,163,237,210,493,558,328,573,469,569,564,642,582,463,281,210,298,82,185,185
"G17007133","2016","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2016","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",16245,38,96,0,29,0,94,47,50,297,476,497,679,884,2305,2080,1147,1461,1782,1385,1646,494,597,74,87,0,0,"Champaign city, Illinois",1312,65,116,185,51,185,157,76,91,227,278,274,441,443,600,638,456,499,597,499,618,263,263,119,142,185,185
"G17014000","2016","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",460612,4030,1388,721,1286,1044,1413,876,2236,5358,4385,7941,8867,8463,33668,26949,43065,29602,55820,52123,65757,35949,37324,17410,8305,2958,3674,"Chicago city, Illinois",8445,795,688,298,493,464,593,386,578,1049,1117,1431,1204,1513,2815,2150,2746,2402,3459,3335,3426,2743,2882,2024,1031,645,798
"G17014351","2016","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2016","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",18046,865,619,92,758,625,403,541,919,1350,1368,1785,1209,790,1830,1136,1561,547,857,293,356,78,0,64,0,0,0,"Decatur city, Illinois",1179,401,376,96,362,377,225,253,279,469,468,496,468,444,564,464,449,319,366,168,224,124,185,82,185,185,185
"G17023074","2016","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",25388,155,149,0,62,0,167,92,123,109,282,296,674,634,2486,2987,4099,2291,3844,2382,3584,523,118,291,40,0,0,"Elgin city, Illinois",2010,169,176,185,102,185,122,107,148,137,252,244,358,346,974,734,1083,661,1123,769,1171,426,167,408,67,185,185
"G17024582","2016","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",16326,119,41,0,36,0,39,0,0,0,39,91,50,118,638,561,969,829,840,1467,2896,1884,3570,1148,464,297,230,"Evanston city, Illinois",1485,195,65,185,60,185,66,185,185,185,65,117,59,151,348,325,424,375,382,597,808,512,748,426,237,165,158
"G17038570","2016","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",34182,20,121,217,151,71,46,0,96,315,623,778,1030,1479,3209,3929,5064,5389,7131,3048,727,246,193,299,0,0,0,"Joliet city, Illinois",1908,32,149,216,204,126,77,185,97,232,227,348,393,552,744,845,1121,1041,1040,880,409,149,162,216,185,185,185
"G17051622","2016","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",37456,0,0,0,0,0,0,36,66,0,64,105,216,181,546,523,976,1190,1945,2223,8738,8953,9264,1391,765,239,35,"Naperville city, Illinois",1409,185,185,185,185,185,185,60,108,185,103,131,216,170,352,299,383,412,684,528,1033,1207,1166,397,429,139,59
"G17057225","2016","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",19014,0,196,61,114,78,66,0,70,132,127,366,455,286,1039,914,529,1031,2999,2726,4166,1635,1741,143,140,0,0,"Palatine village, Illinois",1817,185,197,102,138,128,112,185,115,124,153,247,367,206,453,529,265,492,772,583,862,522,511,169,162,185,185
"G17059000","2016","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",25769,35,216,254,316,430,506,352,599,1080,769,1268,2171,1476,2640,3540,3219,1090,1396,1763,1383,431,696,118,0,0,21,"Peoria city, Illinois",1565,52,141,173,177,265,259,215,371,513,377,425,642,631,697,822,877,455,539,595,487,329,392,194,185,185,35
"G17065000","2016","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",30175,171,209,166,436,66,668,702,1773,2169,3365,2539,3067,1756,4144,3219,2170,646,1458,568,331,216,69,0,0,197,70,"Rockford city, Illinois",1623,160,172,182,261,80,338,382,555,578,847,764,803,462,831,672,592,224,599,339,225,171,81,185,185,176,119
"G17068003","2016","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2016","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2016","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",32553,605,376,0,145,380,162,131,1258,1343,1841,1626,1759,1339,3988,4897,3302,1558,3166,2070,1030,913,619,45,0,0,0,"Springfield city, Illinois",1503,311,380,185,145,262,136,125,526,490,622,465,424,518,839,1103,926,522,798,606,476,396,365,75,185,185,185
"G17079293","2016","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",12948,122,0,0,48,37,0,114,143,158,702,787,813,1155,2389,1856,1491,443,662,505,674,405,183,35,161,0,65,"Waukegan city, Illinois",1283,163,185,185,80,68,185,154,120,125,348,396,360,506,629,664,708,438,399,312,436,295,136,60,143,185,106
"G18005860","2016","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18010342","2016","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2016","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",25956,327,150,171,189,196,460,315,753,1637,2559,2767,2750,2543,2867,3732,1993,423,1026,668,308,64,58,0,0,0,0,"Evansville city, Indiana",1680,217,117,109,205,163,314,215,363,525,727,623,647,635,732,808,627,296,412,392,212,102,51,192,192,192,192
"G18023278","2016","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2016","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",62934,872,762,594,849,764,1170,772,1872,1899,3514,3793,5888,5042,10935,8507,5137,3335,3181,1686,1333,373,478,178,0,0,0,"Fort Wayne city, Indiana",2771,307,339,300,363,412,435,469,543,541,809,767,1035,884,1279,1113,880,956,732,591,409,230,286,136,192,192,192
"G18027000","2016","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",16206,244,398,435,497,855,721,855,1589,1484,2136,1296,1960,624,983,373,426,224,290,147,242,139,99,189,0,0,0,"Gary city, Indiana",1634,220,238,294,273,450,272,476,486,508,689,483,680,324,433,280,225,151,201,136,162,134,117,130,192,192,192
"G18031000","2016","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hammond city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18036003","2016","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",174250,2299,1454,995,834,1049,1720,1412,3840,5613,7897,7778,11373,10546,27238,24258,18134,11289,11748,7693,7866,4207,3057,995,591,107,257,"Indianapolis city (balance), Indiana",4173,703,548,508,358,510,619,521,799,1084,1217,1132,1805,1618,2611,2392,1644,1468,1488,1332,1240,1083,722,453,380,79,234
"G18040788","2016","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18051876","2016","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",15438,364,237,188,212,267,501,697,1802,1931,1360,864,1417,701,2190,1232,314,124,600,136,86,0,59,156,0,0,0,"Muncie city, Indiana",1472,246,161,229,178,205,249,459,671,858,490,375,548,389,632,472,242,144,439,129,106,192,103,247,192,192,192
"G18071000","2016","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",20409,219,249,108,447,224,885,412,1423,2479,2522,1660,1765,634,2011,1949,1224,588,595,324,315,142,208,26,0,0,0,"South Bend city, Indiana",1727,229,238,110,216,144,400,208,518,732,677,513,486,310,511,460,461,220,356,271,211,140,146,43,192,192,192
"G19001855","2016","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ames city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19012000","2016","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",37903,541,266,180,146,0,414,78,195,854,791,792,1387,2332,7276,7181,4337,2924,3423,1933,1316,676,555,227,41,0,38,"Cedar Rapids city, Iowa",1764,352,226,178,167,159,636,128,202,531,366,356,456,680,1084,1255,845,709,747,760,502,413,475,216,69,159,66
"G19019000","2016","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",24755,209,137,176,304,104,269,0,389,522,1316,1478,1718,1288,4278,2761,2069,1423,2454,1691,1308,447,289,103,0,22,0,"Davenport city, Iowa",1449,164,138,175,313,127,203,159,244,316,478,641,470,529,883,712,675,446,694,645,458,239,223,125,159,36,159
"G19021000","2016","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",48681,312,385,108,133,83,468,114,1111,1130,1598,2226,3221,3546,9566,7449,5683,4276,2732,2160,1379,359,516,100,0,26,0,"Des Moines city, Iowa",2320,291,268,125,144,94,382,115,572,496,575,692,688,847,1426,1289,1125,924,767,631,381,166,296,106,159,42,159
"G19038595","2016","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19073335","2016","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",19622,266,73,128,0,180,164,55,503,917,1286,1412,1542,1626,2983,2646,1879,1268,1537,424,574,106,0,0,53,0,0,"Sioux City city, Iowa",1699,256,129,160,159,215,144,96,257,438,445,579,531,558,856,844,586,481,487,253,394,131,159,159,88,159,159
"G19082425","2016","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",16623,399,134,141,60,66,197,178,532,371,753,724,2335,1288,2571,1975,1561,906,949,477,530,189,287,0,0,0,0,"Waterloo city, Iowa",1392,295,130,123,87,84,196,165,269,221,382,306,542,458,594,609,449,319,419,285,269,196,323,159,159,159,159
"G20036000","2016","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",29894,283,328,337,466,540,716,636,2259,2247,2498,2353,2368,2297,3451,2809,1817,1344,1183,947,473,257,216,69,0,0,0,"Kansas City city, Kansas",1479,141,199,233,282,338,287,284,736,595,760,565,584,595,702,605,466,432,403,398,296,255,153,82,174,174,174
"G20038900","2016","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20052575","2016","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olathe city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20053775","2016","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",47352,146,80,89,0,117,46,0,206,260,69,176,597,207,1276,3305,3060,4003,7902,7182,9046,4139,4197,941,124,55,129,"Overland Park city, Kansas",2405,150,133,116,174,113,78,174,169,343,82,175,315,202,456,847,679,832,1184,961,1095,593,754,359,121,93,117
"G20064500","2016","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20071000","2016","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",27559,823,181,0,370,404,252,96,587,1994,1812,1743,2250,1754,4773,3561,2596,1098,1607,690,413,77,311,71,96,0,0,"Topeka city, Kansas",1675,353,179,174,267,260,259,97,284,513,510,534,558,540,1054,820,756,433,472,285,240,95,156,121,163,174,174
"G20079000","2016","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",90243,1172,608,547,800,305,983,1137,2695,4654,5741,5651,5870,5957,9595,10790,9785,5435,6256,4326,4551,1048,1307,571,291,44,124,"Wichita city, Kansas",2869,527,348,354,495,226,507,552,700,1077,1023,1093,1118,1172,1412,1371,1274,912,930,810,858,378,389,247,229,74,151
"G21008902","2016","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowling Green city, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G21046027","2016","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",70701,647,428,97,197,56,168,122,149,648,1008,1099,1604,3342,8184,7856,7915,7354,9369,6357,6345,2891,2960,858,508,253,286,"Lexington-Fayette urban county, Kentucky",2349,392,244,119,194,94,118,118,141,293,380,400,467,714,1339,1102,1316,1391,1082,1021,953,628,772,328,262,189,341
"G21048006","2016","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",145605,1248,1274,664,1000,589,563,826,2092,2435,3225,5626,7210,6470,19416,19569,16057,8610,13155,9913,12403,5548,5509,1301,461,170,271,"Louisville/Jefferson County metro government (balance), Kentucky",4112,390,592,399,372,361,234,347,628,561,786,1073,1308,1074,2385,2249,1972,1302,1622,1341,1491,1078,1059,605,260,166,184
"G22005000","2016","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",38315,310,76,34,207,409,197,0,337,946,1572,2057,1184,1443,3530,3207,5677,2656,4454,3433,2571,1613,1461,344,561,0,36,"Baton Rouge city, Louisiana",2476,240,131,59,141,318,146,208,249,403,524,648,456,699,955,868,1162,644,1026,871,691,501,502,166,453,208,60
"G22008920","2016","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bossier City city, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G22039475","2016","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenner city, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G22040735","2016","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",29144,83,197,357,31,138,123,44,979,318,156,842,659,1166,1915,2347,3146,2736,3420,2562,3578,1201,1652,693,396,251,154,"Lafayette city, Louisiana",2134,111,164,389,52,167,214,74,577,249,193,480,433,520,680,857,807,758,881,714,866,609,662,395,251,213,179
