GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUZE001,AFUZE002,AFUZE003,AFUZE004,AFUZE005,AFUZE006,AFUZE007,AFUZE008,AFUZE009,AFUZE010,AFUZE011,AFUZE012,AFUZE013,AFUZE014,AFUZE015,AFUZE016,AFUZE017,AFUZE018,AFUZE019,AFUZE020,AFUZE021,AFUZE022,AFUZE023,AFUZE024,AFUZE025,AFUZE026,AFUZE027,NAME_M,AFUZM001,AFUZM002,AFUZM003,AFUZM004,AFUZM005,AFUZM006,AFUZM007,AFUZM008,AFUZM009,AFUZM010,AFUZM011,AFUZM012,AFUZM013,AFUZM014,AFUZM015,AFUZM016,AFUZM017,AFUZM018,AFUZM019,AFUZM020,AFUZM021,AFUZM022,AFUZM023,AFUZM024,AFUZM025,AFUZM026,AFUZM027
"G22050115","2016","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",35292,272,36,92,89,140,0,0,226,96,52,499,413,361,1361,2232,4058,3412,6915,5753,3993,1909,1745,976,208,235,219,"Metairie CDP, Louisiana",2240,236,59,158,108,175,208,208,222,114,90,442,248,228,495,609,904,823,1205,1047,864,540,499,464,151,144,159
"G22055000","2016","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",71518,232,228,305,80,252,57,121,571,611,339,1360,1735,1769,6036,6146,8579,4247,7829,5878,8769,5164,6623,2156,1215,485,731,"New Orleans city, Louisiana",2697,134,139,171,98,129,95,120,285,268,275,344,467,402,928,1048,1218,736,1036,793,1057,1011,764,406,390,207,304
"G22070000","2016","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",38351,847,734,647,217,236,471,732,1508,1770,1848,1391,1506,780,3813,2666,5547,3655,3161,1517,2524,684,1198,602,74,0,223,"Shreveport city, Louisiana",2503,385,332,436,197,205,272,423,667,718,631,522,608,428,949,698,1418,1125,865,554,746,316,611,371,119,208,227
"G23060545","2016","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portland city, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24004000","2016","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",110146,700,812,1049,1217,581,1066,341,2057,3450,4575,5344,5133,3606,13628,9797,12143,7920,8984,7647,7831,5420,3997,1648,398,211,591,"Baltimore city, Maryland",3498,275,313,457,486,319,412,213,583,748,990,940,930,948,1632,1409,1480,1249,1095,1246,929,1092,838,500,195,152,310
"G24019125","2016","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24026000","2016","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24030325","2016","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24031175","2016","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaithersburg city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24032025","2016","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24032650","2016","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24067675","2016","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockville city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24072450","2016","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24081175","2016","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25007000","2016","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",93649,406,18,0,266,0,0,88,45,44,0,32,175,92,273,189,1376,639,3941,5136,17171,17743,28819,7965,4280,2092,2859,"Boston city, Massachusetts",3421,211,31,203,259,203,203,107,75,74,203,52,152,151,383,198,645,395,1076,1025,1868,1654,2435,1265,819,600,654
"G25009000","2016","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brockton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25011000","2016","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25023000","2016","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fall River city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25024960","2016","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Framingham CDP, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25034550","2016","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25037000","2016","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowell city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25037490","2016","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25045000","2016","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Bedford city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25045560","2016","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25055745","2016","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25062535","2016","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25067000","2016","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Springfield city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25082000","2016","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worcester city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26003000","2016","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",21529,112,65,0,0,0,0,142,0,159,234,0,301,344,1004,205,977,1133,3559,2653,5232,2103,1981,980,345,0,0,"Ann Arbor city, Michigan",1349,112,106,168,168,168,168,202,168,153,161,168,185,275,415,161,445,421,619,714,793,481,439,348,184,168,168
"G26021000","2016","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",18972,0,143,27,0,0,42,0,322,408,568,799,1175,1446,3290,2788,2865,1216,1715,1045,699,262,162,0,0,0,0,"Dearborn city, Michigan",1535,168,123,44,168,168,69,168,189,220,260,276,420,510,640,595,629,423,475,442,283,167,142,168,168,168,168
"G26022000","2016","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",119226,8302,7231,6513,9047,7645,10856,5989,11374,9753,8068,4980,5409,2690,5162,3330,4200,1255,2047,1784,1759,423,769,60,311,0,269,"Detroit city, Michigan",3802,1041,1160,1269,1257,1141,1376,991,1492,1412,1385,897,1051,734,932,868,967,363,560,552,668,287,399,103,197,168,166
"G26027440","2016","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",21354,44,0,40,43,88,50,43,78,332,201,554,402,254,997,1620,1551,1530,3276,3291,5352,758,584,193,73,0,0,"Farmington Hills city, Michigan",1388,74,168,68,71,102,83,71,66,186,213,465,423,215,418,610,639,417,629,646,841,358,282,219,119,168,168
"G26029000","2016","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",21253,4009,1375,2068,2156,1610,1377,814,1551,2178,1068,826,397,515,358,115,361,95,272,0,0,82,0,26,0,0,0,"Flint city, Michigan",1936,863,485,656,738,544,599,567,576,666,488,452,220,345,273,149,268,158,254,168,168,112,168,44,168,168,168
"G26034000","2016","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",39882,196,43,58,248,103,114,255,920,1005,1829,1824,2806,1559,6288,7060,6173,2590,3071,1873,842,267,519,239,0,0,0,"Grand Rapids city, Michigan",2060,188,53,75,209,117,112,183,415,377,536,532,768,428,1008,1157,923,706,692,554,360,166,262,184,168,168,168
"G26042160","2016","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",12563,417,48,151,306,167,217,537,457,1130,681,806,890,593,2087,1048,828,338,956,358,285,63,144,0,56,0,0,"Kalamazoo city, Michigan",1352,361,54,242,195,194,195,347,464,447,358,477,447,270,592,319,344,238,303,200,176,77,148,168,92,168,168
"G26046000","2016","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",24485,648,173,103,575,790,450,415,1936,2259,2722,2372,2850,1134,3548,2444,1077,475,237,88,0,0,160,0,29,0,0,"Lansing city, Michigan",1830,357,139,72,566,387,298,263,643,588,699,746,782,404,718,768,528,314,136,107,168,168,189,168,49,168,168
"G26049000","2016","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",31301,26,158,266,125,37,37,56,319,208,340,279,484,446,2976,3977,5814,4471,4717,3109,2539,738,38,0,117,24,0,"Livonia city, Michigan",1374,43,129,211,120,60,60,91,165,144,248,154,263,192,562,694,799,627,681,595,489,344,62,168,111,39,168
"G26069035","2016","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",21204,281,106,75,144,51,110,66,121,63,311,24,149,146,696,1220,1466,1309,1845,2739,5780,2782,1415,168,137,0,0,"Rochester Hills city, Michigan",1434,177,105,123,168,61,176,79,113,78,184,41,161,158,382,596,508,480,465,605,701,522,444,150,104,168,168
"G26074900","2016","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",15454,0,0,0,0,133,148,27,402,526,669,939,879,660,2156,1348,2850,1543,1909,593,428,38,86,0,86,34,0,"Southfield city, Michigan",1327,168,168,168,168,212,158,44,280,320,239,417,422,382,658,421,636,555,621,302,334,63,99,168,99,56,168
"G26076460","2016","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",35718,1024,218,174,183,43,41,37,38,96,121,335,388,540,2690,4284,8155,6145,5507,3275,1617,555,188,0,0,64,0,"Sterling Heights city, Michigan",1979,427,246,165,160,71,67,61,62,107,115,205,267,456,638,981,1191,945,1017,782,538,310,164,168,168,105,168
"G26080700","2016","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Troy city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26084000","2016","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",35820,320,291,167,377,380,672,280,1760,1896,1840,2036,2127,1977,7020,6838,4602,1546,737,309,214,0,258,133,0,0,40,"Warren city, Michigan",2171,204,171,138,279,222,329,156,486,669,526,610,611,661,1018,946,745,509,342,274,164,168,260,156,168,168,66
"G26086000","2016","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",21471,221,244,286,174,206,398,398,389,783,1045,866,1796,1455,4689,3896,1938,677,933,656,117,0,49,160,52,0,43,"Westland city, Michigan",1488,167,201,271,126,175,217,242,349,368,429,366,585,463,714,699,514,297,338,307,139,168,81,160,88,168,70
"G26088940","2016","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",18567,515,124,0,106,64,0,192,827,278,746,713,1997,1710,3916,2858,1181,680,711,1657,225,0,67,0,0,0,0,"Wyoming city, Michigan",1703,350,152,168,134,111,168,185,369,199,438,410,672,551,810,759,455,432,320,547,218,168,112,168,168,168,168
"G27006616","2016","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27007966","2016","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27017000","2016","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",21225,242,104,86,65,25,28,211,77,628,323,949,646,852,2577,3159,3576,1774,2291,795,1545,339,723,190,20,0,0,"Duluth city, Minnesota",1266,248,126,89,79,40,47,219,91,405,155,477,283,319,574,629,691,410,557,253,491,203,304,134,34,149,149
"G27017288","2016","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27040166","2016","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27043000","2016","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",80243,487,78,185,95,75,127,45,42,719,748,662,945,1229,4831,5308,6900,6892,15291,10086,11563,5494,5335,1744,1051,192,119,"Minneapolis city, Minnesota",2899,253,92,151,138,92,111,74,68,392,350,302,409,493,915,866,1007,983,1566,1253,1235,812,897,523,423,140,117
"G27051730","2016","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27054880","2016","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",32325,539,0,153,44,152,0,41,42,213,193,136,565,931,1859,5073,5918,3262,4721,3697,2685,1224,578,153,102,0,44,"Rochester city, Minnesota",1506,386,149,147,67,143,149,70,74,330,166,125,266,504,628,1033,1060,829,1172,785,652,451,285,159,124,149,71
"G27056896","2016","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Cloud city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27058000","2016","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",56236,52,372,86,0,84,145,27,0,297,792,1282,1286,1296,4968,5523,7141,5069,9244,4722,7350,3441,2249,701,109,0,0,"St. Paul city, Minnesota",2099,83,239,98,149,99,149,45,149,202,377,441,394,466,951,844,1020,835,1157,842,1060,618,534,312,126,149,149
"G27071428","2016","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G28029700","2016","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",14479,186,160,35,54,402,79,0,500,523,676,911,1139,1040,2120,1518,1638,739,1088,618,470,420,92,0,71,0,0,"Gulfport city, Mississippi",1589,209,183,62,96,407,130,213,232,301,381,398,498,410,698,654,523,454,605,364,374,336,112,213,138,213,213
"G28036000","2016","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",34014,354,533,156,648,534,1233,347,2475,1945,2740,2511,4150,2259,3748,2253,2608,1018,1589,365,1046,758,380,128,236,0,0,"Jackson city, Mississippi",2255,244,358,123,437,337,469,276,790,569,821,805,1098,916,1068,731,918,563,463,222,385,393,250,98,217,213,213
"G29015670","2016","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29035000","2016","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",28346,378,562,121,337,435,519,311,262,1239,1061,1845,2430,2333,6084,3258,2516,1817,1218,940,413,94,75,60,38,0,0,"Independence city, Missouri",1978,276,296,146,401,321,414,267,198,546,474,597,778,679,1125,768,777,677,436,366,207,110,89,100,62,187,187
"G29038000","2016","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",104990,1512,1088,1576,1092,1523,2021,712,3023,3337,3597,3498,5210,5123,9810,11027,10765,7357,11275,8092,6910,2414,2440,1036,216,58,278,"Kansas City city, Missouri",3628,537,425,496,401,529,681,362,669,856,798,891,1021,1244,1336,1576,1631,1259,1243,1491,1179,634,662,399,134,70,190
"G29041348","2016","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee's Summit city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29054074","2016","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29064082","2016","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",18593,632,528,200,27,136,296,0,0,27,0,0,163,66,1450,1542,2249,2724,3797,2661,1317,477,301,0,0,0,0,"St. Charles city, Missouri",1832,451,470,175,45,145,384,187,187,44,187,187,112,81,482,556,670,645,959,696,379,249,231,187,187,187,187
"G29064550","2016","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",17206,199,255,127,335,208,225,157,104,789,1032,1371,1438,1117,2380,2259,1775,930,1703,323,198,225,56,0,0,0,0,"St. Joseph city, Missouri",1412,203,194,110,344,216,205,155,117,273,403,505,563,447,670,788,465,385,689,280,206,224,91,187,187,187,187
"G29065000","2016","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",60598,808,814,635,1229,335,1476,902,2570,2968,2342,1979,3581,1965,8503,5841,6105,4084,4369,2486,2612,2129,1566,611,362,59,267,"St. Louis city, Missouri",2809,352,315,315,460,205,512,359,713,814,605,607,745,642,1361,867,1032,831,773,670,617,611,585,300,247,99,198
"G29070000","2016","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",30646,233,322,167,189,369,187,224,872,635,1653,2042,2578,2776,4844,4378,3051,1230,1920,1108,1053,356,334,0,81,0,44,"Springfield city, Missouri",2052,163,310,161,110,284,160,250,388,303,464,616,762,792,1014,897,651,590,803,514,367,204,244,187,138,187,76
"G30006550","2016","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billings city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G30050200","2016","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G31028000","2016","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",63046,569,355,481,80,27,0,28,210,1042,976,1356,1645,3494,8037,9361,9080,6222,8886,4266,3571,1881,853,352,101,0,173,"Lincoln city, Nebraska",2010,297,252,413,94,47,159,45,173,509,363,605,576,885,1276,1134,1278,963,1245,741,683,594,336,273,124,159,183
"G31037000","2016","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",99592,505,632,176,369,231,571,550,1179,1687,3475,2801,4345,5433,13023,14884,13525,5898,11200,5764,6939,2636,2046,735,591,146,251,"Omaha city, Nebraska",2576,297,364,123,250,161,365,275,432,482,771,630,895,1037,1349,1477,1732,1049,1086,791,916,683,589,299,310,132,184
"G32023770","2016","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2016","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",71366,315,259,209,224,84,90,0,0,161,438,252,649,405,2260,2360,4052,3854,9980,12272,18637,7906,4724,1032,601,136,466,"Henderson city, Nevada",2923,248,197,231,239,140,147,210,210,188,281,172,333,264,751,706,948,848,1492,1620,1636,1131,872,351,335,154,281
"G32040000","2016","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",118023,869,279,321,169,221,28,48,650,787,2130,1007,1898,2266,6890,6269,11913,11740,20342,15547,18171,7249,6277,1348,837,276,491,"Las Vegas city, Nevada",3837,403,186,290,141,154,47,80,345,416,849,405,606,680,1365,1081,1400,1651,2003,2151,1682,1072,955,465,323,202,291
"G32051800","2016","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",39256,471,98,161,278,59,148,83,231,80,66,738,727,672,2277,2735,6924,5510,8405,4799,3828,368,445,48,0,45,60,"North Las Vegas city, Nevada",2854,373,124,158,242,68,250,78,260,100,110,502,422,367,723,807,1281,1149,1340,914,835,220,395,81,210,75,98
"G32054600","2016","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",33584,184,35,433,155,22,0,88,270,641,462,198,1579,253,1864,1987,3639,2920,6307,4333,4611,1697,1011,561,137,107,90,"Paradise CDP, Nevada",2030,140,58,237,153,36,210,102,239,367,325,155,576,143,669,570,785,711,1267,740,886,714,393,252,115,109,68
"G32060600","2016","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",44246,583,202,286,224,175,75,254,41,324,198,173,421,278,731,1450,2501,1434,6484,5845,11189,5545,4451,557,595,0,230,"Reno city, Nevada",2345,294,156,233,171,163,91,347,67,245,163,217,355,231,304,532,777,580,1273,1037,1360,989,826,453,503,210,172
"G32068400","2016","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",21577,190,284,75,0,147,0,0,188,155,63,142,204,162,653,1085,669,1206,3284,4398,5503,2055,718,396,0,0,0,"Sparks city, Nevada",1828,157,291,119,210,121,210,210,186,153,108,130,204,190,383,487,389,509,754,800,1004,730,514,370,210,210,210
