GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJNQE001,AJNQE002,AJNQE003,AJNQE004,AJNQE005,AJNQE006,AJNQE007,AJNQE008,AJNQE009,AJNQE010,AJNQE011,AJNQE012,AJNQE013,AJNQE014,AJNQE015,AJNQE016,AJNQE017,AJNQE018,AJNQE019,AJNQE020,AJNQE021,AJNQE022,AJNQE023,AJNQE024,AJNQE025,AJNQE026,AJNQE027,NAME_M,AJNQM001,AJNQM002,AJNQM003,AJNQM004,AJNQM005,AJNQM006,AJNQM007,AJNQM008,AJNQM009,AJNQM010,AJNQM011,AJNQM012,AJNQM013,AJNQM014,AJNQM015,AJNQM016,AJNQM017,AJNQM018,AJNQM019,AJNQM020,AJNQM021,AJNQM022,AJNQM023,AJNQM024,AJNQM025,AJNQM026,AJNQM027
"G32031900","2018","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",77418,321,122,79,213,261,252,249,210,80,179,0,550,298,1424,915,1457,1802,7883,13266,22952,13452,8178,1667,1073,227,308,"Henderson city, Nevada",2885,196,151,91,206,214,188,338,176,133,188,211,550,177,643,504,528,527,1372,1755,2225,1609,1418,676,487,198,225
"G32040000","2018","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",125062,1459,357,390,411,372,151,40,158,44,160,231,640,992,2179,3874,8261,7199,20989,20896,28531,13267,10059,2186,1466,343,407,"Las Vegas city, Nevada",3962,595,237,323,275,234,139,65,156,72,165,164,480,485,623,917,1614,1148,2057,1708,2647,1863,1234,504,541,240,207
"G32051800","2018","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",46909,292,109,0,129,189,329,0,0,76,394,131,226,310,1302,672,1730,3427,10698,14136,10271,1430,898,89,0,0,71,"North Las Vegas city, Nevada",2823,206,109,211,124,142,326,211,211,84,378,115,178,211,537,365,615,936,1547,1761,1743,596,410,146,211,211,117
"G32054600","2018","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",34210,130,43,41,139,43,153,37,131,350,116,0,258,119,1690,1326,1611,1851,7781,6131,7475,2784,889,543,292,194,83,"Paradise CDP, Nevada",2386,125,70,67,164,72,126,61,128,208,111,211,252,101,601,530,414,685,1309,1153,1121,777,358,274,226,126,80
"G32060600","2018","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",50555,410,385,63,361,143,0,109,228,245,144,514,533,0,659,825,1175,848,3455,5903,14373,9497,7822,1164,1231,258,210,"Reno city, Nevada",2691,311,392,109,398,171,211,90,197,143,140,297,343,211,411,522,451,340,890,997,1449,1155,1141,471,480,229,187
"G32068400","2018","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32068585","2018","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",35570,412,0,142,122,93,0,213,175,168,179,71,402,355,1811,1319,1505,2025,4805,6916,7754,3161,2956,426,419,32,109,"Spring Valley CDP, Nevada",2319,268,211,137,115,112,211,177,172,165,188,86,309,240,673,664,536,585,1159,1267,1419,771,916,223,251,53,105
"G32071400","2018","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",30690,2327,463,546,0,183,255,184,219,536,176,627,661,309,1547,2173,3502,2714,5442,4578,2887,841,372,70,37,0,41,"Sunrise Manor CDP, Nevada",1967,639,358,359,211,139,180,180,205,295,154,297,320,324,652,640,973,716,928,992,776,417,189,82,62,211,68
"G33045140","2018","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G33050260","2018","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2018","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2018","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34013690","2018","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2018","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2018","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2018","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34051000","2018","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",22305,812,65,0,67,42,148,0,62,0,0,86,247,198,680,1472,2393,2005,2765,3018,4127,2221,1353,502,42,0,0,"Newark city, New Jersey",2417,415,109,210,112,68,124,210,107,210,210,105,207,199,380,581,824,716,839,981,1204,740,530,314,74,210,210
"G34056550","2018","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2018","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34073110","2018","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",27239,91,0,106,0,287,192,108,684,68,0,0,130,139,328,1078,608,886,3226,6812,7053,2371,2267,604,169,32,0,"Toms River CDP, New Jersey",1778,110,210,126,210,278,309,175,477,103,210,210,129,116,256,481,375,419,959,1247,1108,580,770,448,233,53,210
"G34074000","2018","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074630","2018","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2018","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",133105,1815,1101,555,432,481,360,0,371,304,489,786,1367,1720,10493,9648,17838,14820,27068,16776,15811,5888,3718,528,283,208,245,"Albuquerque city, New Mexico",3917,783,574,347,424,287,263,201,354,238,354,475,611,613,1471,1235,1965,2040,2157,2102,1894,1248,752,296,198,173,197
"G35039380","2018","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",22664,1535,409,177,0,220,34,0,632,421,476,672,627,1055,1593,3268,3508,1920,2261,1591,1579,503,144,0,0,0,39,"Las Cruces city, New Mexico",1701,964,420,242,201,278,56,201,708,309,433,455,346,570,498,1151,1026,734,866,888,837,409,151,201,201,201,64
"G35063460","2018","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2018","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",22583,428,413,385,184,65,68,60,169,53,70,265,102,70,304,1015,644,1118,3739,3135,3296,1737,2576,1210,700,95,682,"Santa Fe city, New Mexico",1330,301,326,336,227,80,84,96,169,88,89,245,80,81,190,440,358,525,794,772,591,498,527,427,329,101,447
"G36001000","2018","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",15013,46,66,81,188,246,82,70,321,108,413,538,388,190,1172,1831,1957,1614,3015,1750,348,0,334,0,255,0,0,"Albany city, New York",1513,76,113,104,222,222,137,114,338,139,381,494,276,162,509,732,620,546,817,680,339,201,275,201,249,201,201
"G36008026","2018","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2018","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",45505,539,71,300,648,1069,1227,1293,3104,3039,3388,3951,2726,1682,4981,2068,2894,1426,3077,2193,2346,1560,1233,476,77,41,96,"Buffalo city, New York",2550,326,89,203,385,594,648,496,751,1017,952,987,933,484,1446,584,818,519,664,633,569,625,476,322,134,68,101
"G36015000","2018","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",21600,75,136,116,84,215,41,103,125,537,334,487,1998,2024,5654,4772,2852,759,574,129,137,53,176,130,39,50,0,"Cheektowaga CDP, New York",1466,127,160,137,137,188,69,137,108,253,160,238,576,534,1028,894,740,340,277,122,137,63,196,156,65,85,201
"G36049121","2018","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2018","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2018","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",1042956,12209,2500,3696,3198,1539,1708,2202,3553,3591,2726,2500,2036,2255,10939,7625,10429,10238,29061,31276,92698,125786,275088,172821,110232,46346,76704,"New York city, New York",11809,1812,1120,1450,1246,639,668,1213,953,1013,770,893,614,824,1639,1760,1444,1334,2261,2883,4850,5299,7507,5526,4919,3469,3923
"G36063000","2018","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",32002,228,0,309,247,484,814,1132,1654,3152,3376,3761,3079,1744,3620,1695,1367,709,1305,632,1069,422,792,265,74,0,72,"Rochester city, New York",2364,171,201,228,134,245,361,402,528,681,864,880,710,479,952,487,489,290,449,336,437,336,348,175,123,201,88
"G36065508","2018","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36073000","2018","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",21614,175,400,0,76,160,151,30,1077,2351,1598,1315,2468,1628,3278,1235,1669,1021,1044,375,329,709,291,234,0,0,0,"Syracuse city, New York",1774,160,224,201,77,137,147,51,414,696,537,447,800,550,725,362,604,604,511,248,211,409,233,194,201,201,201
"G36084000","2018","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",35069,203,0,0,301,0,0,65,172,194,172,48,312,658,1418,1435,1327,1296,2499,1790,4086,5762,10385,1635,851,272,188,"Yonkers city, New York",2735,173,201,201,231,201,201,106,163,211,213,78,270,379,582,531,655,668,787,748,1055,1141,1321,532,491,246,221
"G37002140","2018","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asheville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37010740","2018","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37012000","2018","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",176461,877,992,138,343,452,168,207,698,871,1192,2892,4672,3325,13197,12243,17371,15469,21246,15489,23645,14521,13375,5656,4382,1401,1639,"Charlotte city, North Carolina",4747,411,471,134,244,287,197,204,387,482,543,822,1017,777,1607,1944,1910,1895,2380,2021,2140,1744,1468,983,1001,482,590
"G37014100","2018","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",23617,157,0,0,52,103,61,39,37,168,293,153,369,283,1834,1357,2735,2296,2883,3353,4522,1770,854,253,0,45,0,"Concord city, North Carolina",1780,144,210,210,83,126,104,65,71,210,234,153,237,186,889,535,758,705,731,1055,1061,661,570,258,210,76,210
"G37019000","2018","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",57044,273,84,219,215,0,41,164,113,65,310,901,780,531,1852,3979,6478,6087,9855,8784,7533,4456,3219,492,380,146,87,"Durham city, North Carolina",2670,242,99,178,247,210,70,193,123,110,238,453,378,268,598,1239,1339,1430,1695,1633,1138,981,815,311,288,146,104
"G37022920","2018","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",35479,485,238,56,0,178,0,0,342,863,1516,1958,2652,2494,5328,3981,4662,2411,3277,2184,1980,381,214,156,0,123,0,"Fayetteville city, North Carolina",2114,297,218,88,210,197,210,210,225,403,459,637,624,676,843,932,869,657,826,674,551,272,223,156,210,152,210
"G37025580","2018","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",17039,123,43,44,118,144,119,137,296,213,446,658,1012,429,1870,1551,2677,1304,2556,1555,1215,397,44,0,57,0,31,"Gastonia city, North Carolina",1610,114,72,75,199,228,150,134,250,171,364,283,511,244,637,458,631,545,582,487,569,226,79,210,93,210,53
"G37028000","2018","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",58017,66,537,114,58,57,125,313,563,1353,1118,2471,1979,3561,9156,5941,6064,4793,5300,4012,4904,2465,1909,265,329,491,73,"Greensboro city, North Carolina",3185,80,302,185,93,94,130,422,442,515,560,815,587,977,1656,1632,1137,1207,1015,909,1020,616,648,161,227,443,93
"G37028080","2018","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37031400","2018","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",23105,216,0,149,0,202,116,30,432,513,609,969,1150,1085,2209,3292,2111,1761,3405,1916,1872,652,221,96,99,0,0,"High Point city, North Carolina",2275,233,210,174,210,199,189,47,263,360,370,478,571,487,633,1011,651,671,852,561,429,384,195,115,163,210,210
"G37034200","2018","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2018","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",96174,297,264,88,284,71,72,27,44,391,501,226,367,411,2616,6184,9556,9327,12782,12085,18744,8444,8659,2800,1427,379,128,"Raleigh city, North Carolina",2922,251,406,145,368,120,118,46,71,421,343,157,344,239,891,1523,1794,2052,2040,1651,2369,1344,1550,739,517,224,124
"G37074440","2018","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37075000","2018","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",50026,569,307,1518,46,316,246,582,733,1850,1123,2407,2607,1763,5101,5946,7073,3975,3422,2520,2967,2031,1558,1111,180,75,0,"Winston-Salem city, North Carolina",2455,454,252,896,77,259,300,428,489,756,496,791,951,843,1160,1067,1312,1028,787,717,608,459,421,420,178,99,210
"G38007200","2018","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",20577,207,35,466,341,480,101,0,359,166,229,165,62,408,492,504,1016,1267,3627,4022,4361,1231,832,148,0,58,0,"Bismarck city, North Dakota",1256,301,57,314,304,379,121,161,343,216,240,218,101,310,302,304,602,564,715,879,886,375,362,185,161,97,161
"G38025700","2018","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fargo city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39001000","2018","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",42719,348,103,254,289,257,1084,820,2500,4133,4683,4255,6176,3073,3085,2966,2802,1869,1364,1095,861,261,323,72,46,0,0,"Akron city, Ohio",2674,203,132,190,188,187,484,402,693,1138,1119,876,1491,821,714,892,706,580,512,592,401,146,185,118,75,195,195
"G39012000","2018","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",15052,281,193,242,455,295,900,358,1300,1597,2073,1335,1480,538,1255,1019,615,266,361,141,233,84,31,0,0,0,0,"Canton city, Ohio",1706,304,164,299,320,191,396,261,527,558,727,590,744,315,551,431,361,227,288,140,170,138,51,195,195,195,195
"G39015000","2018","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",52732,465,287,170,223,540,512,486,1221,1107,2493,3173,3249,2098,7046,3620,3417,3744,4019,3585,5018,2150,2705,744,368,70,222,"Cincinnati city, Ohio",2498,322,254,126,237,464,320,280,600,423,707,835,958,723,1243,831,747,949,829,923,995,635,655,315,252,82,174
"G39016000","2018","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",69133,1214,1254,801,1431,2044,3154,2529,6174,7849,7444,6225,5719,3900,6310,2388,2972,1410,1930,990,1447,771,959,62,28,0,128,"Cleveland city, Ohio",3182,424,445,378,658,727,776,727,1108,1315,1383,1165,944,978,1147,692,728,553,574,305,438,548,440,73,46,195,108
"G39018000","2018","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",164967,1110,954,248,970,1206,1324,1213,3530,2625,4850,6208,9145,5429,16615,20063,18663,14145,23144,12699,11351,3950,3946,881,361,76,261,"Columbus city, Ohio",4927,412,484,198,357,572,608,704,879,789,1060,1175,2066,982,2155,2314,2085,2275,2307,1881,1485,1014,933,385,283,100,196
"G39021000","2018","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",26733,315,187,546,297,1032,1481,1017,2788,3572,3262,2509,1763,1431,1603,1143,1458,492,559,718,193,104,67,76,28,0,92,"Dayton city, Ohio",2199,218,133,348,195,452,616,453,719,872,1054,704,638,477,518,443,584,283,270,449,190,166,79,124,46,195,108
"G39044856","2018","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",14124,85,0,87,270,175,164,312,1011,1070,837,1667,2071,896,2235,1039,1026,459,296,0,166,123,20,0,115,0,0,"Lorain city, Ohio",1652,68,195,91,218,263,143,232,573,617,449,596,857,509,708,486,464,245,207,195,166,127,33,195,138,195,195
"G39061000","2018","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2018","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",58391,1954,1254,2385,1198,1913,1902,711,2842,4333,6581,4170,4479,3854,7938,4587,4287,1709,974,537,499,109,58,75,0,0,42,"Toledo city, Ohio",2816,806,533,920,435,718,596,324,753,1129,1492,1015,946,947,1350,919,843,632,339,388,336,133,97,131,195,195,71
"G39088000","2018","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",14239,588,1073,674,779,1361,817,624,1838,1314,911,1238,545,572,780,514,63,56,163,67,169,0,0,93,0,0,0,"Youngstown city, Ohio",1646,313,485,351,428,532,268,350,603,497,394,487,317,332,363,258,76,90,170,59,189,195,195,121,195,195,195
"G40009050","2018","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",28786,194,197,98,110,41,36,25,206,181,110,316,1080,822,2631,4261,5352,3424,4044,2435,2011,420,583,73,67,69,0,"Broken Arrow city, Oklahoma",1356,78,120,96,94,69,59,43,134,154,104,234,352,297,485,646,764,639,621,545,486,239,266,85,80,115,161
"G40023200","2018","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmond city, Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G40041850","2018","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",16374,87,267,0,87,164,147,258,816,1267,595,1526,874,1406,2858,1531,1628,908,713,644,348,61,189,0,0,0,0,"Lawton city, Oklahoma",1520,99,207,161,113,146,128,184,482,703,324,519,437,579,796,559,525,440,354,394,265,103,203,161,161,161,161
"G40052500","2018","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",24238,101,239,0,245,87,23,72,93,64,100,275,283,784,2489,2114,3558,2426,3127,2515,3710,824,812,170,96,0,31,"Norman city, Oklahoma",1892,114,204,161,201,128,39,122,94,81,130,258,189,310,819,679,906,899,756,723,910,401,361,172,136,161,53
"G40055000","2018","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",143562,1261,800,1436,872,464,1220,1774,4126,2602,5534,4556,6219,5801,12259,14723,17320,12479,14887,11972,11103,5836,3455,1875,705,41,242,"Oklahoma City city, Oklahoma",3764,446,389,451,430,338,645,653,961,756,1173,987,1041,1213,1512,1868,1850,1373,1634,1712,1536,970,696,558,381,67,152
"G40075000","2018","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",82332,776,422,666,268,487,857,878,2422,2979,2965,3303,3965,3204,10630,9618,8081,4911,6167,5282,5399,3428,3664,810,601,214,335,"Tulsa city, Oklahoma",2104,286,216,265,147,204,332,294,494,586,606,585,761,536,1158,1038,901,755,872,734,809,571,608,292,216,164,190
"G41005350","2018","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41005800","2018","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
