GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJNQE001,AJNQE002,AJNQE003,AJNQE004,AJNQE005,AJNQE006,AJNQE007,AJNQE008,AJNQE009,AJNQE010,AJNQE011,AJNQE012,AJNQE013,AJNQE014,AJNQE015,AJNQE016,AJNQE017,AJNQE018,AJNQE019,AJNQE020,AJNQE021,AJNQE022,AJNQE023,AJNQE024,AJNQE025,AJNQE026,AJNQE027,NAME_M,AJNQM001,AJNQM002,AJNQM003,AJNQM004,AJNQM005,AJNQM006,AJNQM007,AJNQM008,AJNQM009,AJNQM010,AJNQM011,AJNQM012,AJNQM013,AJNQM014,AJNQM015,AJNQM016,AJNQM017,AJNQM018,AJNQM019,AJNQM020,AJNQM021,AJNQM022,AJNQM023,AJNQM024,AJNQM025,AJNQM026,AJNQM027
"G41031250","2018","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gresham city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41034100","2018","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41047000","2018","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medford city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41059000","2018","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",144084,828,139,122,268,314,299,318,297,207,165,383,64,178,659,360,2075,1677,6319,10406,32015,29298,39868,12432,3894,726,773,"Portland city, Oregon",3605,372,129,146,364,378,318,271,230,238,159,411,105,172,425,266,701,697,1359,1734,2242,2115,2539,1558,913,318,472
"G41064900","2018","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",33382,369,212,426,435,387,127,0,246,235,158,122,101,126,608,993,1852,1359,7650,6114,7355,2546,1413,416,90,0,42,"Salem city, Oregon",2342,276,165,306,226,301,211,207,228,165,157,146,118,146,325,477,659,472,1683,1215,1413,754,513,312,108,207,72
"G42002000","2018","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",16993,152,19,44,0,0,33,0,373,220,683,527,1385,967,2881,2818,2950,1323,720,487,640,301,231,203,0,0,36,"Allentown city, Pennsylvania",1850,201,30,74,177,177,56,177,218,226,367,332,638,441,862,824,748,447,252,272,375,213,243,158,177,177,62
"G42006088","2018","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bethlehem city, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G42024000","2018","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",20482,122,179,146,772,66,450,274,1694,1217,1792,2169,2003,1472,2745,2238,1175,476,393,463,385,43,111,0,97,0,0,"Erie city, Pennsylvania",1570,141,148,185,440,81,235,168,701,478,570,806,647,608,687,638,591,239,291,325,294,73,135,177,112,177,177
"G42060000","2018","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",320690,2190,718,1345,1415,1100,3423,1085,7061,9235,10242,12207,14309,13611,34180,26640,30550,24354,42205,23946,25094,13812,13238,4338,2275,452,1665,"Philadelphia city, Pennsylvania",6308,701,391,588,500,436,1180,486,1366,1713,1763,2031,1923,2177,3712,2850,2774,2493,3039,2142,2434,1711,1573,941,681,316,632
"G42061000","2018","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",66598,770,241,402,595,365,753,958,2318,2587,4060,4310,3249,2911,6410,5558,6319,3353,4254,4248,4905,2160,4008,1292,188,272,112,"Pittsburgh city, Pennsylvania",2371,332,147,228,333,218,380,431,632,792,914,964,634,776,1185,952,1000,792,852,942,922,540,804,451,165,232,95
"G42063624","2018","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",10685,101,16,145,177,238,633,580,1137,1214,1533,621,678,345,1211,885,248,285,225,146,129,0,52,86,0,0,0,"Reading city, Pennsylvania",1281,111,31,126,169,198,345,316,505,538,600,333,332,219,623,446,181,191,186,169,162,177,87,107,177,177,177
"G42069000","2018","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",15375,57,54,44,83,27,305,115,740,1105,1513,1003,1791,1321,2127,1688,955,541,935,544,242,52,0,107,0,0,26,"Scranton city, Pennsylvania",1452,101,89,72,97,45,304,118,371,424,489,368,616,437,781,575,347,320,378,344,239,83,177,126,177,177,47
"G44019180","2018","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2018","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44059000","2018","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",21372,401,0,100,0,94,0,48,48,86,686,576,0,224,830,1164,2289,2540,4105,2894,2123,794,770,1256,56,52,236,"Providence city, Rhode Island",2260,280,220,120,220,160,220,80,83,141,647,778,220,206,492,521,953,771,1252,949,733,358,417,605,93,61,236
"G44074300","2018","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45013330","2018","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",34295,247,0,0,156,136,124,0,68,161,0,0,29,49,859,645,1696,762,3519,3947,7814,3284,5483,2418,1485,754,659,"Charleston city, South Carolina",2422,197,214,214,182,176,208,214,112,149,214,214,50,81,520,511,866,427,1066,1079,1399,899,1227,763,446,414,278
"G45016000","2018","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",20862,20,99,0,0,0,200,149,136,75,661,400,1116,332,2342,2492,2039,1458,1959,1568,2129,1285,1563,280,258,301,0,"Columbia city, South Carolina",1730,34,168,214,214,214,177,160,157,78,362,322,449,185,656,663,578,492,605,526,506,461,576,182,193,233,214
"G45030850","2018","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45048535","2018","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2018","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",20793,610,252,89,139,115,104,318,358,269,162,385,878,200,1591,1217,1526,1694,4389,2812,2568,412,487,41,0,0,177,"North Charleston city, South Carolina",1980,375,261,98,170,140,136,316,299,211,110,294,427,203,709,528,563,748,1119,922,759,221,334,69,214,214,139
"G45061405","2018","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",13813,165,0,43,0,0,103,180,190,215,125,433,453,274,1222,1965,1413,1774,2417,1080,1058,387,316,0,0,0,0,"Rock Hill city, South Carolina",1421,167,214,67,214,214,102,154,171,223,121,266,432,163,515,558,510,711,683,486,419,354,205,214,214,214,214
"G46052980","2018","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapid City city, South Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G46059020","2018","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",43564,663,196,195,426,91,242,295,176,177,722,505,638,364,2926,3721,6084,4868,7487,5288,4908,1408,1710,318,62,94,0,"Sioux Falls city, South Dakota",2310,529,220,218,369,112,245,225,177,161,409,306,404,226,651,910,1294,971,1217,1173,1198,601,695,208,105,118,163
"G47014000","2018","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",40487,322,137,157,30,85,456,284,167,336,1395,1157,2000,974,2863,4980,7293,3332,4278,2790,3405,1418,1450,624,278,276,0,"Chattanooga city, Tennessee",2634,354,160,179,51,102,461,275,183,229,507,527,766,538,911,987,1634,888,1008,646,919,518,437,300,233,260,211
"G47015160","2018","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",29154,382,97,151,39,170,0,0,0,249,187,477,1338,969,3123,4653,3997,3828,4479,1627,2105,270,820,71,0,122,0,"Clarksville city, Tennessee",2036,432,122,185,65,205,211,211,211,209,151,306,628,530,922,1195,1025,975,1137,760,714,224,559,117,211,224,211
"G47027740","2018","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2018","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",13366,319,63,107,37,24,78,29,437,942,197,813,351,1315,1932,821,1927,887,679,713,1055,243,269,128,0,0,0,"Jackson city, Tennessee",1475,334,89,163,62,37,102,47,267,558,176,445,212,605,665,427,725,502,370,388,418,238,239,142,211,211,211
"G47038320","2018","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",15638,435,238,127,0,0,67,0,0,137,837,260,456,448,1219,1600,2516,1135,2476,1115,910,337,811,328,186,0,0,"Johnson City city, Tennessee",1523,447,203,128,211,211,116,211,211,135,407,241,283,256,609,631,890,509,721,453,437,276,413,255,198,211,211
"G47040000","2018","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",37287,59,39,36,41,152,164,217,292,1074,1316,2052,1564,2296,6063,5514,4135,2762,3472,1302,1041,1664,1004,455,293,280,0,"Knoxville city, Tennessee",2372,69,66,60,66,180,220,141,173,509,489,490,469,738,1020,870,872,727,919,421,401,605,372,258,246,435,211
"G47048000","2018","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",117384,1205,1359,1368,1209,1258,2091,1305,5818,7069,8014,7680,11586,7309,9709,8568,9187,6259,7466,5010,6060,3686,2315,764,617,174,298,"Memphis city, Tennessee",4301,463,591,627,503,531,744,521,1145,1505,1435,1364,1957,1368,1825,1741,1639,1276,1414,1078,1105,844,656,393,352,165,227
"G47051560","2018","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murfreesboro city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47052006","2018","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",145285,708,522,431,238,73,473,127,388,215,682,685,1065,618,4521,5393,11634,11153,23973,20241,27183,13080,13044,5350,2439,572,477,"Nashville-Davidson metropolitan government (balance), Tennessee",3989,331,317,299,177,86,349,153,355,161,416,385,457,398,948,1066,1645,1821,2121,2110,2407,1783,1681,987,659,335,242
"G48001000","2018","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",22492,457,44,214,221,552,550,171,702,1290,924,1446,1125,1351,2675,2651,1746,1625,1926,1380,837,432,115,0,58,0,0,"Abilene city, Texas",1463,273,52,200,190,366,313,137,386,535,414,706,565,674,684,698,647,570,621,520,354,336,138,228,102,228,228
"G48001924","2018","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2018","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",45691,548,700,58,639,73,430,405,2139,1951,1537,2471,2262,2223,4851,5079,4981,3958,5154,2230,1861,1058,651,319,113,0,0,"Amarillo city, Texas",2270,264,378,70,333,117,317,320,762,643,676,897,664,759,1024,1005,977,808,962,748,709,466,293,214,108,228,228
"G48004000","2018","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",74122,137,339,242,411,0,283,0,207,113,652,1578,1532,1916,7212,6846,9854,10379,13902,9606,6429,1177,788,311,0,84,124,"Arlington city, Texas",3401,136,390,254,315,228,286,228,176,111,306,742,523,697,1591,1195,1349,1936,1740,1579,1203,450,538,286,228,143,153
"G48004462","2018","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2018","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",175016,1314,308,315,59,568,378,346,410,337,240,591,491,846,2301,2513,4523,5920,17660,23222,38428,24820,31007,9605,5599,957,2258,"Austin city, Texas",5431,631,390,311,71,474,281,294,337,259,179,405,357,439,739,1013,1069,1384,2440,2568,2628,2163,2576,1548,1112,375,753
"G48006128","2018","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",15637,79,591,35,60,54,155,189,413,965,932,428,819,874,1671,2503,1002,2273,1633,448,465,0,48,0,0,0,0,"Baytown city, Texas",1880,132,371,58,98,92,133,203,317,453,387,290,395,435,675,866,562,985,807,426,223,228,80,228,228,228,228
"G48007000","2018","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",24233,140,330,87,201,693,381,551,1262,1535,1776,1191,1226,1003,1703,2675,2775,1207,1741,941,1149,928,244,360,134,0,0,"Beaumont city, Texas",1700,124,270,142,168,292,259,353,543,638,643,642,640,522,746,708,878,658,618,616,453,524,236,508,166,228,228
"G48010768","2018","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",30899,744,175,24,318,621,692,724,1659,2333,1637,2424,2959,4078,3767,2895,2023,808,1078,1147,348,186,120,78,0,61,0,"Brownsville city, Texas",2347,437,134,39,243,378,365,405,675,749,656,797,1021,1298,1182,1152,701,498,573,584,269,199,89,93,228,73,228
"G48010912","2018","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",13358,642,375,0,95,44,0,42,244,470,506,495,467,585,1217,764,1879,1065,1592,1336,485,577,202,125,87,64,0,"Bryan city, Texas",1382,424,382,228,158,75,228,70,217,351,420,356,398,507,437,421,770,480,680,556,312,382,202,149,131,102,228
"G48013024","2018","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013552","2018","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48015976","2018","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48016432","2018","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2018","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",65603,317,220,120,426,345,820,354,1410,2246,2270,2421,4039,3962,7195,7918,7815,5402,7698,3702,2821,1754,1388,669,201,90,0,"Corpus Christi city, Texas",2999,206,194,113,407,271,650,312,562,750,738,635,954,1119,1461,1420,1263,1211,1498,1020,668,667,527,331,182,106,228
"G48019000","2018","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",209766,1485,292,1150,1443,1468,1456,1078,3681,3687,5213,7078,11131,6328,17932,13789,14655,10087,15157,12367,21416,17256,21538,8799,5970,2131,3179,"Dallas city, Texas",6361,555,171,647,542,825,628,511,1103,982,1263,1314,1716,1242,2215,2018,1984,2123,1994,1544,1969,1762,1866,1291,1303,495,816
"G48019972","2018","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48022660","2018","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",16240,182,107,0,64,279,196,365,870,667,709,936,496,1036,2280,1568,2710,812,1171,983,220,273,76,106,134,0,0,"Edinburg city, Texas",1598,181,184,228,108,331,239,376,477,536,495,595,314,594,805,716,854,610,655,721,212,334,127,174,157,228,228
"G48024000","2018","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",132531,1662,685,901,451,668,1360,329,792,2746,2318,6463,10358,11137,22105,18299,16327,10908,9134,7444,5026,1318,1566,329,153,0,52,"El Paso city, Texas",4355,677,309,589,391,529,633,289,383,1240,671,1240,1561,2042,2295,2389,2156,1900,1508,1660,1187,574,693,276,148,228,86
"G48026232","2018","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2018","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",173864,1515,912,1077,753,470,894,722,2523,3919,4802,4823,5742,6778,15179,11181,17163,14854,26317,21854,18323,5329,5123,2061,1030,129,391,"Fort Worth city, Texas",4712,556,431,538,401,341,473,373,937,904,1203,1095,1169,1514,1841,1962,2350,2242,2674,3304,2740,1143,1015,616,458,211,252
"G48027684","2018","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2018","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",47367,208,191,121,160,0,64,0,0,332,221,891,965,1026,4900,5608,8964,5914,8259,4540,3364,964,328,168,0,45,134,"Garland city, Texas",2549,206,161,117,155,228,106,228,228,252,194,443,436,515,971,1161,1453,1023,1276,951,942,473,246,205,228,73,159
"G48029336","2018","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48030464","2018","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",37047,210,41,128,235,79,264,31,408,566,346,785,1979,1554,3199,3020,7062,2871,4772,4333,3772,568,449,75,0,208,92,"Grand Prairie city, Texas",2502,212,68,160,255,94,251,51,299,353,328,389,812,646,798,703,1566,954,1051,1232,1074,443,353,122,228,187,156
"G48032372","2018","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",12930,656,0,542,189,217,347,489,750,669,1584,579,1351,420,2095,604,1008,643,298,76,207,129,0,0,77,0,0,"Harlingen city, Texas",1336,403,228,420,201,196,422,311,571,378,579,307,706,258,834,285,416,330,239,127,157,159,228,228,127,228,228
"G48035000","2018","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",355592,2018,653,1445,602,977,2132,2342,7785,8251,12774,14852,14712,11673,32432,30436,31425,19852,27915,26250,35913,19591,27093,10838,7819,2110,3702,"Houston city, Texas",8046,730,362,631,422,465,750,709,1458,1237,1920,2215,1936,1936,2947,3352,3184,2061,3181,2803,2887,2082,2088,1939,1216,607,806
"G48037000","2018","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",26684,40,23,107,43,326,0,99,271,150,251,231,604,295,1609,3244,4005,1994,3363,2016,3469,2183,1841,348,172,0,0,"Irving city, Texas",1784,66,38,128,71,356,228,133,216,171,159,191,382,178,572,772,859,643,705,641,721,662,564,381,125,228,228
"G48039148","2018","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Killeen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48041464","2018","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",42499,589,203,175,395,51,161,458,1489,2016,2021,2492,2058,2367,6819,4590,5122,2347,4599,1317,1777,530,668,255,0,0,0,"Laredo city, Texas",2524,369,146,154,328,64,101,241,405,716,716,789,666,722,1507,939,1081,768,1130,528,638,428,414,275,228,228,228
"G48041980","2018","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2018","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2018","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",15549,520,117,115,321,0,360,149,437,557,476,703,444,484,1849,1577,2352,1242,944,1474,836,354,169,69,0,0,0,"Longview city, Texas",1576,454,151,195,334,228,401,175,239,396,277,374,329,322,624,555,852,477,487,619,421,236,250,124,228,228,228
"G48045000","2018","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",51213,299,449,177,416,390,429,627,1239,1992,1910,1870,2553,2122,6103,5913,5688,4127,5238,3332,3267,1487,1100,332,0,0,153,"Lubbock city, Texas",2683,195,286,212,349,397,359,389,538,938,765,653,883,1056,1120,1305,1235,1281,1028,960,777,530,456,300,228,228,153
"G48045384","2018","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",26684,430,602,85,218,108,275,172,610,900,990,1146,1482,1315,4046,4081,4373,1142,1667,1287,1015,219,181,0,340,0,0,"McAllen city, Texas",2059,345,425,105,261,130,317,210,393,437,521,618,761,594,1210,1078,1202,707,841,642,510,201,180,228,341,228,228
"G48045744","2018","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48046452","2018","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2018","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",26534,211,24,167,35,0,43,0,180,340,172,828,1008,1581,3013,4517,4184,3777,3523,1798,723,222,48,97,0,0,43,"Mesquite city, Texas",2044,159,41,147,58,228,72,228,188,242,155,427,705,641,751,1076,939,994,949,826,527,236,81,161,228,228,72
"G48048072","2018","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",30093,311,0,66,0,55,0,280,859,140,278,729,509,467,1696,2041,3167,1792,5730,3340,3653,2123,2057,537,183,0,80,"Midland city, Texas",2222,314,228,107,228,96,228,333,695,179,292,506,422,350,845,763,1002,781,1220,1040,937,948,975,548,203,228,97
"G48048768","2018","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",16784,294,176,447,0,380,74,500,700,1258,838,1074,714,1576,2633,881,1776,863,1024,617,476,158,279,46,0,0,0,"Mission city, Texas",1920,380,184,344,228,402,123,472,532,598,466,759,416,752,1124,543,869,571,560,553,364,180,263,77,228,228,228
"G48048804","2018","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
