GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUZE001,AFUZE002,AFUZE003,AFUZE004,AFUZE005,AFUZE006,AFUZE007,AFUZE008,AFUZE009,AFUZE010,AFUZE011,AFUZE012,AFUZE013,AFUZE014,AFUZE015,AFUZE016,AFUZE017,AFUZE018,AFUZE019,AFUZE020,AFUZE021,AFUZE022,AFUZE023,AFUZE024,AFUZE025,AFUZE026,AFUZE027,NAME_M,AFUZM001,AFUZM002,AFUZM003,AFUZM004,AFUZM005,AFUZM006,AFUZM007,AFUZM008,AFUZM009,AFUZM010,AFUZM011,AFUZM012,AFUZM013,AFUZM014,AFUZM015,AFUZM016,AFUZM017,AFUZM018,AFUZM019,AFUZM020,AFUZM021,AFUZM022,AFUZM023,AFUZM024,AFUZM025,AFUZM026,AFUZM027
"G0600710","2016","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",366237,5214,1627,2097,2002,1427,1818,1808,3950,2739,2898,3104,3714,3196,10896,9437,17991,15298,46158,45671,78314,48846,43712,9501,2650,561,1608,"San Bernardino County, California",5962,1276,593,615,632,677,575,743,907,767,651,819,784,890,1642,1571,1918,1676,3278,3047,4000,3368,2706,1110,734,297,489
"G0600730","2016","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",578303,3622,1089,1226,1121,1507,1643,898,2956,2509,2747,2190,1950,1705,4710,3117,4753,3874,14852,21496,81829,110273,172680,75189,33864,11462,15041,"San Diego County, California",8387,1005,449,520,394,667,519,465,755,677,619,756,657,616,988,882,955,970,2014,2438,4188,4833,5666,3227,2913,1518,1509
"G0600750","2016","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600770","2016","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",122916,837,593,510,384,726,391,351,600,524,910,640,1102,1136,3661,2647,7895,4401,14511,14807,30293,17106,13121,3708,1085,640,337,"San Joaquin County, California",3280,397,307,538,256,424,269,253,389,306,387,281,465,478,851,685,1189,845,1623,1840,2527,2022,1561,1056,397,355,221
"G0600790","2016","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",66537,356,141,151,297,58,167,172,497,214,193,227,98,344,548,240,445,352,1190,2299,8212,12828,22470,8169,4308,1237,1324,"San Luis Obispo County, California",2785,238,147,151,392,98,194,268,359,150,198,193,129,321,363,206,245,246,471,758,1360,1868,2254,1139,1140,381,513
"G0600810","2016","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",155169,949,194,134,28,26,60,72,73,284,264,212,499,256,889,125,351,506,614,331,1759,4256,25201,40289,31958,21118,24721,"San Mateo County, California",3835,472,146,138,45,43,72,87,122,270,232,176,372,194,384,104,222,378,287,208,592,909,1996,2725,2235,1859,1740
"G0600830","2016","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",72634,556,135,224,193,328,264,100,417,303,71,407,220,315,535,551,308,1492,3152,6151,11924,7543,9026,12279,7156,3161,5823,"Santa Barbara County, California",2670,267,159,248,196,349,165,125,287,240,117,347,209,372,278,360,194,474,807,1232,1498,1170,1131,1602,1097,776,928
"G0600850","2016","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",358845,2320,530,190,70,82,347,226,549,985,812,1017,1324,331,3303,1322,2180,1192,4346,2319,7822,12195,78481,81794,75983,35886,43239,"Santa Clara County, California",4616,620,313,201,116,96,199,218,339,434,563,408,477,287,708,552,718,515,1105,656,1227,1756,2807,3671,3266,2501,2251
"G0600870","2016","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",56232,252,0,87,62,135,151,0,208,301,208,87,333,57,645,219,189,334,1270,810,3005,6538,15534,13766,7299,2617,2125,"Santa Cruz County, California",2964,165,206,145,104,171,176,206,162,275,165,102,292,91,363,222,126,308,634,358,774,1299,1663,1624,863,700,763
"G0600890","2016","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",47147,812,533,172,185,146,374,240,198,246,326,587,339,548,1446,3466,4407,3118,8649,6029,6704,4084,2708,1138,433,229,30,"Shasta County, California",1769,388,310,148,188,123,299,221,171,146,294,337,275,292,583,762,1141,759,1274,1051,1086,873,572,500,255,323,49
"G0600950","2016","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",88501,514,37,198,195,216,191,244,235,659,132,302,604,201,840,1053,1945,1766,6202,8930,25407,18132,15472,3506,970,178,372,"Solano County, California",3096,264,62,269,197,156,135,184,165,354,135,341,514,209,305,541,724,683,1161,1296,2377,1576,1440,782,468,136,248
"G0600970","2016","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",114629,1331,335,313,279,277,204,372,1046,863,1002,731,1505,654,806,454,759,760,2616,3084,10094,19925,37999,16347,6868,2317,3688,"Sonoma County, California",3594,528,246,231,283,231,184,234,475,438,426,400,757,462,397,290,364,425,749,727,1451,1703,2776,1412,1233,601,771
"G0600990","2016","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",97945,1292,515,566,830,355,323,535,527,192,350,428,537,535,2424,2739,5770,5541,16058,19478,23500,7248,4981,1745,445,209,822,"Stanislaus County, California",3565,607,390,271,364,272,215,437,307,220,249,289,404,329,639,757,1231,1036,2093,1977,2092,1383,1021,546,246,190,446
"G0601010","2016","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",16917,158,255,40,210,330,0,55,47,101,121,123,246,33,621,843,1708,766,2584,2570,3650,900,1156,126,12,97,165,"Sutter County, California",1448,147,202,67,171,253,206,70,80,118,128,182,146,56,314,411,665,356,622,718,710,398,354,151,20,106,206
"G0601070","2016","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",77556,1057,405,491,575,123,400,296,322,464,750,1408,1755,3171,7634,7260,8094,9853,10757,8742,7079,3487,2518,287,316,9,303,"Tulare County, California",3169,369,388,279,406,173,417,250,239,299,351,728,537,817,1435,1403,1507,2061,1857,1582,1196,1119,705,213,170,16,256
"G0601110","2016","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",166511,1379,149,113,258,199,407,209,781,216,1351,606,552,300,1350,911,1047,677,3419,4585,20247,29384,61561,22124,10558,1839,2289,"Ventura County, California",4376,466,151,137,222,162,249,175,322,176,464,427,297,216,493,406,464,314,964,900,1941,2162,3299,1943,1366,477,517
"G0601130","2016","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",36546,101,98,354,280,439,181,74,196,76,246,117,151,154,415,327,806,548,2431,3082,7725,5573,7368,3498,1478,320,508,"Yolo County, California",1957,103,123,364,383,263,177,73,201,89,387,147,141,196,274,285,441,364,722,743,1118,988,981,740,505,222,292
"G0601150","2016","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",14220,106,412,228,65,90,25,0,176,161,84,270,40,116,725,719,1006,692,1972,2936,2799,599,600,261,121,0,17,"Yuba County, California",1423,111,356,237,115,104,43,206,196,142,146,207,74,176,519,450,459,346,637,825,825,331,362,223,138,206,31
"G0800010","2016","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",106079,940,950,455,429,720,689,294,798,794,609,118,797,624,2063,1420,5522,7903,16747,22230,25131,8271,6256,1740,251,130,198,"Adams County, Colorado",2600,426,593,265,311,437,516,216,363,477,424,116,513,372,604,558,1117,1379,1630,1899,1998,1170,942,577,213,217,204
"G0800050","2016","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",147467,444,331,233,575,357,41,175,540,498,187,311,602,791,2743,3434,6472,6900,19797,22736,34612,20587,15664,4298,2577,1162,1400,"Arapahoe County, Colorado",3875,244,293,165,260,248,68,166,292,366,250,224,390,343,841,900,1082,1253,1893,2480,2014,1516,1301,748,546,329,420
"G0800130","2016","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",80109,396,118,67,210,45,111,182,314,147,165,78,272,116,927,280,1700,1209,4419,5995,15172,12022,19009,9360,4450,1905,1440,"Boulder County, Colorado",2252,261,118,113,143,75,97,190,314,144,193,107,241,194,566,211,577,442,893,1180,1429,1539,1782,1168,722,570,493
"G0800140","2016","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800310","2016","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",145998,385,164,270,124,253,249,153,291,226,423,478,741,671,2318,2825,6926,6605,17439,16946,25488,22442,25336,8900,3807,1304,1234,"Denver County, Colorado",4477,285,133,304,149,181,199,153,207,198,293,344,381,351,931,647,1218,1249,2137,1894,1730,2060,2088,1217,746,471,570
"G0800350","2016","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",95424,406,0,55,74,94,0,119,127,200,8,58,0,59,88,212,584,1230,3350,5739,24089,24724,24804,5664,2562,728,450,"Douglas County, Colorado",2262,226,195,78,111,156,195,117,147,188,13,94,195,96,104,200,324,406,732,975,2004,1807,1884,1040,933,319,232
"G0800410","2016","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",161230,1302,1077,767,306,529,404,285,403,536,770,341,1717,1097,4677,7023,15645,14042,30185,22556,27782,15062,10919,1977,1315,169,344,"El Paso County, Colorado",4005,543,451,312,212,351,262,373,257,340,494,176,618,509,888,1373,1877,1813,2609,2120,1900,1613,1412,581,424,196,222
"G0800590","2016","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",165043,836,174,357,442,287,149,160,415,154,42,0,652,207,1467,2083,4005,4830,15938,21291,47783,29288,25900,5420,2129,372,662,"Jefferson County, Colorado",2950,372,196,215,313,201,158,153,246,183,71,195,337,168,582,785,974,957,1692,1710,2163,2024,1940,798,519,196,330
"G0800690","2016","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",83795,897,639,159,414,492,218,263,665,386,30,230,321,48,595,641,2386,3120,8994,11462,24885,12380,10670,2629,545,428,298,"Larimer County, Colorado",2505,530,373,165,270,300,240,288,523,343,50,251,318,78,369,322,754,778,1321,1543,2063,1738,1452,715,326,310,247
"G0800770","2016","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",38483,668,499,83,96,71,230,71,323,409,137,506,105,443,3052,2483,4532,4062,6054,4281,5183,2822,1640,540,71,0,122,"Mesa County, Colorado",2146,475,405,84,83,121,202,92,280,395,145,382,191,326,1129,900,972,941,1312,925,981,814,541,325,70,195,142
"G0801010","2016","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",40340,524,298,178,55,146,524,194,643,565,1218,1444,1784,1617,4957,4391,6159,3587,4029,3471,2600,931,655,95,112,0,163,"Pueblo County, Colorado",2086,250,199,136,88,132,300,191,361,307,586,427,572,474,1187,836,1326,795,808,756,610,370,354,99,150,195,166
"G0801230","2016","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",72083,703,305,253,651,220,315,111,513,377,454,436,855,383,1904,2682,4160,3954,11838,12244,15666,7399,4974,1032,258,211,185,"Weld County, Colorado",2201,306,241,230,343,225,306,113,298,382,247,276,480,318,652,746,817,782,1369,1712,1509,1184,932,372,195,140,196
"G0900010","2016","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",218849,775,0,119,671,381,493,406,769,983,610,695,1296,359,3100,3300,6906,5120,16292,18409,42669,26201,38696,18020,13162,7023,12394,"Fairfield County, Connecticut",5054,334,200,116,375,231,264,290,406,386,360,387,518,233,818,793,1293,893,1713,2064,2947,2057,2227,1690,1437,1060,1327
"G0900030","2016","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",218283,780,711,323,278,372,122,104,288,498,959,1145,1734,2218,11383,14614,22784,19749,40507,31919,34645,15673,12318,3694,678,283,504,"Hartford County, Connecticut",3766,311,291,170,197,257,117,127,242,221,500,461,651,870,1515,1621,2090,1951,2463,2388,2590,1757,1483,997,298,175,291
"G0900050","2016","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",56055,203,68,106,153,68,60,48,205,279,616,313,979,765,2348,4316,5203,4294,9306,6970,9048,4366,3045,1732,721,421,422,"Litchfield County, Connecticut",2122,145,110,172,131,85,80,79,174,233,306,191,410,368,605,906,1117,922,1342,1179,1008,1083,744,524,371,212,232
"G0900070","2016","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",46933,42,62,125,152,151,0,0,108,0,105,297,167,347,585,1332,2374,2991,8126,7309,12061,5042,3709,1021,588,108,131,"Middlesex County, Connecticut",1892,70,106,123,161,182,200,200,109,200,93,408,173,261,326,540,677,694,1209,1256,1570,993,767,586,279,142,146
"G0900090","2016","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",200536,681,391,546,484,404,874,280,653,1112,1804,2036,2775,2633,11220,12160,20210,15953,27351,25526,38618,16745,12221,3761,971,159,968,"New Haven County, Connecticut",4468,275,228,312,316,242,552,284,260,507,508,738,763,733,1476,1566,1929,2034,2173,2791,2721,1809,1674,891,436,136,404
"G0900110","2016","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",69554,864,423,289,191,340,76,467,184,314,28,807,250,675,3205,3546,7953,6291,10553,10281,11694,5983,3363,891,397,347,142,"New London County, Connecticut",1872,511,385,233,125,336,124,402,178,377,46,509,167,458,941,879,1355,1022,1421,1280,1281,1019,683,284,182,237,83
"G0900130","2016","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",39292,89,235,92,123,86,36,183,43,75,266,164,354,40,1380,2274,3078,2633,8487,6115,8923,2754,1232,166,319,109,36,"Tolland County, Connecticut",1667,110,350,108,154,141,62,176,74,125,267,168,265,67,662,750,773,767,1274,884,1281,672,608,159,233,91,61
"G0900150","2016","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",29571,30,0,0,110,52,75,0,57,174,416,236,375,163,2204,3159,3427,3959,5859,4075,3371,1405,378,0,46,0,0,"Windham County, Connecticut",1801,52,200,200,183,89,126,200,94,150,279,209,256,123,772,854,734,938,1158,846,997,607,228,200,74,200,200
"G1000010","2016","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",43176,1371,113,215,548,346,477,88,32,252,362,622,253,228,3012,2964,5877,5038,7074,6799,5546,886,460,85,40,249,239,"Kent County, Delaware",2012,817,140,251,465,260,345,73,38,172,258,453,188,158,878,759,1077,1099,1161,1323,1043,434,215,140,66,224,235
"G1000030","2016","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",136282,882,487,587,176,399,252,243,327,187,723,1695,1551,1325,5689,7102,10004,10252,25001,20693,26686,12765,6557,1781,473,129,316,"New Castle County, Delaware",3362,471,332,373,152,281,191,190,271,140,328,500,479,525,1056,1431,1618,1458,2043,1780,2120,1475,1086,470,180,181,187
"G1000050","2016","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",65547,1002,254,467,167,544,290,637,660,662,480,1530,324,1213,2279,2963,6223,3720,8743,7754,12676,5577,4499,1576,314,538,455,"Sussex County, Delaware",2308,469,244,327,180,313,187,390,353,324,287,663,232,687,552,782,1102,936,1279,1230,1557,1042,811,559,169,233,219
"G1100010","2016","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",110376,535,68,23,279,26,37,115,144,481,99,324,338,259,510,1016,1060,1771,5406,6585,16580,11550,26226,17857,10856,4421,3810,"District of Columbia, District of Columbia",3494,270,112,39,266,43,60,108,105,421,117,329,309,224,250,430,397,530,931,1218,1955,1463,2154,1836,1367,876,893
"G1200010","2016","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",49704,572,368,356,97,275,140,0,651,1377,1072,1375,1895,2711,4819,4465,4301,4517,6979,5024,4637,1874,1413,596,116,15,59,"Alachua County, Florida",2189,454,222,262,117,242,143,221,389,513,502,604,619,1015,1200,1038,889,1133,1460,1041,1226,535,453,413,128,28,102
"G1200050","2016","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",45058,349,264,163,216,242,388,310,867,735,1267,2015,2220,1205,4044,3331,4504,3762,8471,4547,3350,917,1225,507,159,0,0,"Bay County, Florida",2422,233,257,160,216,241,256,198,578,389,457,812,723,541,1031,822,853,764,1317,967,725,321,446,345,148,221,221
"G1200090","2016","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",163354,1821,874,1117,696,690,1391,1211,2347,4353,4513,6061,6933,5392,14169,13448,16365,12411,18334,17689,16807,7106,5903,1870,1036,285,532,"Brevard County, Florida",4697,778,427,426,364,388,547,548,674,1089,1038,1268,1470,1149,1704,1950,2301,2044,2202,1860,1880,1216,1207,542,510,207,295
"G1200110","2016","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",415408,4590,1526,1729,1878,1676,2195,1831,5620,6548,9327,7332,9907,7828,23368,23470,30213,24670,47749,41069,69352,36166,33906,11409,6635,2451,2963,"Broward County, Florida",7113,1029,611,653,662,668,904,686,1249,1440,1436,1319,1641,1337,2799,2098,2680,2374,3244,3695,3952,2941,2989,1655,1264,844,741
"G1200150","2016","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",58478,334,148,172,219,157,210,420,1026,1504,1496,2323,2664,1846,5087,5002,5797,3697,7856,5105,5482,3767,3282,338,256,249,41,"Charlotte County, Florida",2844,238,179,166,215,192,181,319,437,510,631,710,826,652,1123,1108,1051,902,1355,1087,974,963,670,262,214,213,68
"G1200170","2016","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",51387,355,1096,773,450,1460,1067,977,2133,2752,3295,2353,3138,1919,4472,5069,4383,3173,3620,2437,3712,2027,381,68,0,131,146,"Citrus County, Florida",2557,277,683,475,480,607,714,629,965,783,920,669,972,668,1034,1100,930,897,793,902,1084,799,327,110,221,153,172
"G1200190","2016","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",55903,507,175,247,131,567,385,221,699,1732,964,1327,1493,1425,6521,5338,7659,4073,8050,5757,5445,1909,573,435,270,0,0,"Clay County, Florida",2914,377,210,253,178,539,174,259,480,671,398,634,688,698,1384,1406,1708,1006,1798,1270,1058,975,391,281,360,221,221
"G1200210","2016","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",101132,377,754,647,119,379,70,164,421,448,577,902,645,721,2897,3449,5044,2993,10716,10110,15929,12447,13939,6637,4781,2007,3959,"Collier County, Florida",3395,241,536,528,149,284,119,163,304,284,309,483,339,362,982,1162,1036,846,1857,1913,1793,1823,1770,1595,988,556,806
