GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADDPE001,ADDPE002,ADDPE003,ADDPE004,ADDPE005,ADDPE006,ADDPE007,ADDPE008,ADDPE009,ADDPE010,ADDPE011,ADDPE012,ADDPE013,ADDPE014,ADDPE015,ADDPE016,ADDPE017,ADDPE018,ADDPE019,ADDPE020,ADDPE021,ADDPE022,ADDPE023,ADDPE024,ADDPE025,ADDPE026,ADDPE027,NAME_M,ADDPM001,ADDPM002,ADDPM003,ADDPM004,ADDPM005,ADDPM006,ADDPM007,ADDPM008,ADDPM009,ADDPM010,ADDPM011,ADDPM012,ADDPM013,ADDPM014,ADDPM015,ADDPM016,ADDPM017,ADDPM018,ADDPM019,ADDPM020,ADDPM021,ADDPM022,ADDPM023,ADDPM024,ADDPM025,ADDPM026,ADDPM027
"G1800430","2015","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",21179,70,20,39,0,82,195,43,340,48,784,835,794,1673,2750,1917,2513,1797,2457,2176,1496,894,77,0,129,0,50,"Floyd County, Indiana",966,86,33,63,189,89,241,72,253,64,501,462,317,492,572,562,685,558,541,491,531,459,93,189,197,189,85
"G1800530","2015","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",16577,198,168,260,357,515,452,486,877,1342,1491,1375,1552,899,2201,1168,948,699,678,396,69,0,244,202,0,0,0,"Grant County, Indiana",1362,161,148,175,185,309,235,291,440,464,445,472,432,401,531,452,397,386,296,407,89,189,209,218,189,189,189
"G1800570","2015","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",88564,667,342,131,93,93,163,0,90,199,94,729,495,822,4306,7474,9953,8323,14504,10246,13344,6739,6333,1793,1128,0,503,"Hamilton County, Indiana",2135,354,382,191,133,125,192,189,119,179,85,417,307,359,899,1346,1762,1313,1914,1804,1814,1428,1277,777,741,189,337
"G1800590","2015","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",22151,159,213,127,0,0,0,246,92,85,1040,430,721,1057,2641,3614,3437,2363,2526,1399,1255,585,161,0,0,0,0,"Hancock County, Indiana",1228,127,235,173,189,189,189,336,152,102,667,316,420,696,871,1019,918,880,915,521,633,475,197,189,189,189,189
"G1800630","2015","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",43183,172,272,107,126,12,5,0,0,154,347,311,1426,1373,7039,5986,5452,4774,6058,4077,3478,1450,388,44,0,0,132,"Hendricks County, Indiana",1947,155,217,132,143,20,11,189,189,230,219,213,645,1028,1512,1200,1149,1157,1187,972,877,939,236,76,189,189,165
"G1800670","2015","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",23738,408,86,72,406,298,551,329,1075,1735,1805,2230,1586,1186,3276,2611,1372,1740,1033,555,750,108,205,99,42,0,180,"Howard County, Indiana",1319,240,108,84,289,293,337,213,540,531,541,681,553,522,634,626,517,514,398,290,405,143,262,129,73,189,141
"G1800810","2015","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",36982,408,290,341,91,164,169,21,130,121,931,651,2719,2222,5630,4911,4976,2084,3811,2543,2712,1033,548,312,62,0,102,"Johnson County, Indiana",1982,306,223,430,147,199,207,50,162,129,533,314,924,831,1180,945,1074,696,917,879,848,512,405,275,102,189,176
"G1800850","2015","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",21792,682,231,202,452,82,295,8,313,571,606,727,1367,1357,2537,2273,2312,1670,1949,1125,1032,700,788,359,36,84,34,"Kosciusko County, Indiana",1448,393,179,179,314,102,175,13,220,350,271,281,401,601,781,658,699,540,561,516,411,414,300,243,64,100,59
"G1800890","2015","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",127789,1341,538,968,1349,770,1403,803,2976,4829,6011,6379,6862,5997,15357,14901,13956,8211,14475,8558,6586,2624,1566,997,217,0,115,"Lake County, Indiana",3306,574,262,428,572,289,611,301,707,917,973,1054,1251,1001,1726,1583,1534,1180,1443,1261,1158,644,608,376,197,189,109
"G1800910","2015","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",30192,601,457,146,333,291,185,69,825,658,1542,2083,1992,2011,3809,2270,4204,2111,1307,2339,1673,699,356,137,81,13,0,"LaPorte County, Indiana",1424,280,333,141,327,210,180,79,377,364,519,601,544,635,820,562,893,596,411,691,621,382,198,135,98,23,189
"G1800950","2015","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",35800,599,407,701,654,307,741,1095,2868,2645,2378,2536,3550,2216,4691,2943,1771,1531,1754,840,1068,72,328,77,0,0,28,"Madison County, Indiana",1512,330,294,423,344,203,431,475,858,515,636,592,643,540,787,616,421,502,543,325,395,79,321,129,189,189,46
"G1800970","2015","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",192288,2612,850,718,1547,1080,2610,1650,5691,7575,10332,10028,9824,13642,31267,24945,19695,11219,10980,7273,8865,3128,4182,1266,950,113,246,"Marion County, Indiana",4592,758,344,284,571,452,799,458,1020,1169,1249,1394,1385,1770,2258,1968,2012,1518,1619,1076,1056,602,860,501,464,113,137
"G1801050","2015","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",29194,1006,104,75,77,186,0,68,157,72,356,735,1640,1423,3605,3485,2986,2194,3500,2937,2118,1057,1029,104,216,0,64,"Monroe County, Indiana",1524,501,127,108,125,159,189,81,139,92,320,333,570,520,755,819,884,548,921,658,558,420,446,107,209,189,108
"G1801090","2015","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",19816,417,78,78,294,0,72,63,18,119,266,1072,742,1671,2365,1712,3429,1421,1708,1801,1532,435,284,103,57,0,79,"Morgan County, Indiana",1131,236,93,130,342,189,87,106,31,135,198,573,364,469,694,516,721,581,549,520,545,321,248,158,99,189,99
"G1801270","2015","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",46715,1175,441,402,0,67,121,185,36,201,517,537,1159,1383,4986,6545,5672,3981,6923,4477,3852,1859,1470,222,85,81,338,"Porter County, Indiana",1753,630,432,367,189,110,142,307,61,178,270,479,464,607,904,1194,958,794,1165,851,663,512,518,224,124,128,370
"G1801410","2015","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",68319,1004,434,634,503,608,1116,590,2485,2750,3365,5147,5043,3173,8090,7254,8955,4579,4760,2222,2680,1480,869,267,160,28,123,"St. Joseph County, Indiana",2379,418,238,263,296,267,372,323,608,700,600,1021,742,605,1011,1001,1136,1002,776,594,658,523,310,180,145,48,121
"G1801570","2015","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",36690,268,427,66,252,138,73,43,379,559,1571,1526,2323,2353,4990,4415,3116,2678,5133,1934,2159,1224,919,129,0,0,15,"Tippecanoe County, Indiana",1651,173,400,73,271,150,91,55,279,313,795,515,627,616,1151,825,873,668,1100,546,675,515,419,125,189,189,27
"G1801630","2015","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",48045,689,144,357,322,198,663,779,1449,1478,3555,2766,4024,3418,5613,5541,5061,2280,4012,1723,2107,901,349,345,114,0,157,"Vanderburgh County, Indiana",1778,343,108,225,219,179,400,462,449,562,972,732,833,719,974,1065,986,593,881,530,546,394,234,306,141,189,151
"G1801670","2015","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",23903,388,128,0,487,122,1004,741,1401,1203,2189,2807,1854,1192,3339,1479,2339,565,1070,992,475,0,128,0,0,0,0,"Vigo County, Indiana",1611,226,111,189,268,110,455,313,485,528,597,748,643,460,728,617,734,292,452,478,298,189,151,189,189,189,189
"G1801770","2015","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",16608,65,220,82,232,90,508,307,691,535,1230,1315,1608,1241,1868,2332,981,738,493,1002,365,288,318,74,25,0,0,"Wayne County, Indiana",1298,70,154,83,168,101,267,217,308,223,395,398,476,491,616,576,402,325,210,524,237,193,321,88,45,189,189
"G1900130","2015","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",34758,609,433,81,277,217,83,297,580,646,1386,1195,2257,2312,4657,3798,4264,2461,3463,2490,1911,517,398,205,143,0,78,"Black Hawk County, Iowa",1368,307,286,98,251,171,88,222,323,255,426,429,483,541,1072,661,825,650,718,659,501,257,263,204,159,155,94
"G1900490","2015","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",23533,50,143,44,81,141,38,119,170,130,354,337,932,609,2003,2128,1986,2130,3286,2798,2458,1228,2137,156,0,42,33,"Dallas County, Iowa",972,64,113,48,85,168,64,140,103,120,250,226,374,446,676,589,570,599,845,837,739,466,659,192,155,72,57
"G1900610","2015","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",27154,607,374,130,151,119,67,65,242,161,478,818,696,897,3859,3087,3907,2387,3573,2412,1776,709,408,42,113,0,76,"Dubuque County, Iowa",1041,254,277,110,124,85,83,78,173,161,221,301,301,356,661,581,565,630,694,623,477,291,199,70,93,155,115
"G1901030","2015","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",32474,1317,225,954,27,140,176,375,0,89,270,224,710,894,1359,3049,3533,3299,4881,3589,3842,1156,1845,199,199,122,0,"Johnson County, Iowa",1373,767,260,532,45,151,175,374,155,138,248,201,376,453,517,663,782,866,748,854,924,526,743,201,176,136,155
"G1901130","2015","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",64104,693,356,824,123,682,562,0,349,943,1204,1968,3006,2078,9089,10340,7375,6662,7269,4437,3119,1702,1027,74,207,0,15,"Linn County, Iowa",2022,364,361,577,104,450,651,155,242,406,433,757,581,518,1289,1419,1151,1297,1271,782,704,564,514,87,143,155,24
"G1901530","2015","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",119508,1854,695,333,780,917,924,378,1226,2292,1917,3220,5715,5084,13176,15229,15377,11035,14512,9519,8539,3460,2144,719,422,0,41,"Polk County, Iowa",3178,731,456,192,466,484,537,270,461,611,580,796,1251,910,1528,1925,1571,1680,1752,1608,1533,957,583,469,370,155,69
"G1901550","2015","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",25113,137,433,117,87,0,205,94,393,778,1501,615,2361,1267,3451,2456,3131,1651,2249,1526,1679,470,417,50,0,0,45,"Pottawattamie County, Iowa",1107,116,348,99,78,155,138,100,218,387,581,256,606,344,669,579,553,408,485,374,447,228,256,82,155,155,75
"G1901630","2015","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",46648,418,378,102,168,163,272,88,380,918,990,1309,2284,2362,7560,5002,5519,3109,6048,3275,4336,1078,766,0,51,29,43,"Scott County, Iowa",1775,231,256,112,146,136,257,76,300,426,398,403,584,729,1091,949,975,735,994,764,1040,450,403,155,81,51,73
"G1901690","2015","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",19868,311,167,0,112,308,208,160,174,142,116,181,555,367,2066,2721,2140,2112,3026,1166,1861,1214,411,227,123,0,0,"Story County, Iowa",1022,175,166,155,158,285,272,183,237,136,78,141,242,233,554,750,558,513,693,469,671,749,297,255,198,155,155
"G1901930","2015","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",24963,214,332,94,355,113,94,419,489,1247,1223,2108,1678,2121,3579,2355,2455,1643,1906,928,1078,285,164,38,0,0,45,"Woodbury County, Iowa",1419,190,234,108,224,85,111,400,249,532,441,669,518,581,846,709,638,663,745,495,540,250,139,61,155,155,77
"G2000150","2015","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",18471,279,64,25,173,114,173,15,470,637,598,669,930,1287,2058,2481,2306,918,2188,1679,845,308,254,0,0,0,0,"Butler County, Kansas",1250,260,77,28,155,125,176,27,287,262,380,347,401,507,631,645,749,414,700,543,294,222,182,168,168,168,168
"G2000450","2015","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",23044,353,189,284,11,49,0,0,0,97,118,287,481,619,1970,2709,3946,2157,3539,2977,1542,971,580,120,45,0,0,"Douglas County, Kansas",1556,243,239,324,19,64,168,168,168,156,128,219,276,337,684,762,956,643,676,774,557,427,293,150,74,168,168
"G2000910","2015","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",155508,562,564,389,172,367,212,308,279,208,791,1049,1017,1413,7134,12997,18470,16672,24524,19491,23960,10119,9722,2540,1308,733,507,"Johnson County, Kansas",2830,442,399,240,178,280,163,242,171,149,374,456,439,543,1247,1499,1766,1709,2103,1642,1859,1261,1358,573,431,515,262
"G2001030","2015","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",18051,322,78,211,0,8,120,168,81,187,396,632,668,715,2210,1586,2000,1985,2525,1439,1854,287,366,78,125,0,10,"Leavenworth County, Kansas",1304,249,90,149,168,15,132,210,114,132,291,366,409,356,666,575,609,562,730,437,538,209,240,127,128,168,18
"G2001610","2015","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",10233,325,283,165,6,68,20,0,37,367,35,192,129,104,511,1072,1138,1339,1270,1508,855,271,430,108,0,0,0,"Riley County, Kansas",931,273,312,175,10,128,35,168,43,270,33,212,118,105,307,483,501,540,539,547,447,232,282,122,168,168,168
"G2001730","2015","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",121361,1548,1276,549,685,1011,1551,1570,3723,3909,4861,7282,8677,6059,14962,15270,12291,8374,11131,6271,5777,1664,1440,842,265,212,161,"Sedgwick County, Kansas",3065,787,504,351,314,499,677,652,791,841,865,1371,1471,967,1454,1623,1538,1059,1277,862,1068,520,440,359,203,260,196
"G2001770","2015","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",44963,558,448,300,209,430,380,602,1362,1719,1561,2473,3263,2502,5691,5766,5762,2507,3932,2616,1914,376,398,73,65,0,56,"Shawnee County, Kansas",2005,293,310,286,162,300,302,448,535,561,568,693,659,742,1037,891,981,699,704,634,564,177,241,123,108,168,93
"G2002090","2015","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",34119,619,547,169,828,880,689,534,1503,2059,2264,3731,3493,2220,4697,2623,2708,1561,1697,497,691,78,31,0,0,0,0,"Wyandotte County, Kansas",1593,282,285,97,345,319,318,253,543,706,557,834,709,658,898,611,731,430,503,288,352,112,52,168,168,168,168
"G2100150","2015","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",31944,505,355,355,104,158,0,0,100,315,444,346,632,621,3028,4218,3218,3690,5225,2928,2694,1519,759,451,279,0,0,"Boone County, Kentucky",2113,340,356,345,133,213,187,187,121,253,324,253,361,386,947,1051,888,749,873,738,676,634,417,492,372,187,187
"G2100290","2015","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",22713,401,513,338,77,100,94,0,44,402,173,564,564,515,4184,3808,2722,2458,2605,1304,1385,275,70,117,0,0,0,"Bullitt County, Kentucky",1379,256,353,317,92,121,114,187,56,274,153,260,357,297,914,848,785,679,615,457,529,201,121,139,187,187,187
"G2100370","2015","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",23794,114,50,0,65,86,96,372,183,529,639,715,1748,562,2568,2780,2464,1958,2978,1874,2096,707,783,236,32,159,0,"Campbell County, Kentucky",1383,105,88,187,108,137,132,365,145,287,313,283,710,287,655,711,680,728,654,530,592,369,314,181,56,201,187
"G2100470","2015","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",12293,359,427,159,48,87,584,64,335,449,650,459,1130,1055,1881,990,901,661,588,492,459,200,236,79,0,0,0,"Christian County, Kentucky",999,248,306,141,66,111,485,94,207,321,289,281,435,446,588,462,357,323,372,338,224,190,172,124,187,187,187
"G2100590","2015","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",27761,257,353,322,90,132,113,112,371,1250,1900,1853,2569,1974,3693,2367,2918,1629,1423,1669,1857,447,347,115,0,0,0,"Daviess County, Kentucky",1568,291,263,274,114,139,88,150,231,449,789,792,743,704,788,640,762,650,475,510,654,223,271,142,187,187,187
"G2100670","2015","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",66539,930,354,273,170,75,241,20,186,620,710,1307,1847,3507,6071,9469,9255,4395,8429,4936,6889,2553,2586,643,638,241,194,"Fayette County, Kentucky",2175,405,217,192,217,92,177,33,158,338,368,525,499,849,1046,1298,1064,789,1363,869,1050,595,691,317,401,196,171
"G2100930","2015","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",25609,815,99,0,51,353,11,0,282,793,641,1389,1001,1440,3452,3044,3203,2117,2787,1744,1470,295,545,77,0,0,0,"Hardin County, Kentucky",1488,545,167,187,65,277,31,187,221,523,365,555,489,659,940,974,803,706,864,792,575,248,322,132,187,187,187
"G2101110","2015","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",187674,2281,927,623,529,1101,806,377,2134,3202,5419,5876,9887,9178,22251,24565,20578,13920,19449,14089,15354,5981,5301,1760,1050,150,886,"Jefferson County, Kentucky",3780,812,362,300,270,459,386,210,610,715,1103,1147,1432,1457,1965,2075,1741,1292,1934,1506,1751,917,798,635,314,97,522
"G2101170","2015","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",39327,298,398,144,84,102,187,73,568,507,924,1466,2983,2127,5491,4686,5165,3383,3691,2161,2615,869,1098,252,31,0,24,"Kenton County, Kentucky",1788,209,294,122,95,107,143,76,374,248,405,459,651,755,1041,899,875,819,926,588,561,362,378,222,50,187,41
"G2101450","2015","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",19058,142,237,119,264,48,272,147,863,541,328,1137,1102,1171,1923,1736,3160,881,1620,930,1075,486,432,59,149,70,166,"McCracken County, Kentucky",1152,142,232,145,179,70,223,168,421,298,276,437,512,567,678,632,785,509,632,570,548,330,293,103,175,118,193
"G2101510","2015","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",18654,306,90,179,137,184,123,0,169,64,722,321,1163,1021,2122,2837,2748,2147,1297,1198,1302,37,487,0,0,0,0,"Madison County, Kentucky",1255,243,112,271,215,205,140,187,197,98,375,229,596,474,642,673,770,596,507,436,407,63,354,187,187,187,187
"G2101950","2015","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",18821,807,551,773,424,912,951,1020,1579,927,969,1447,1440,713,1789,725,1188,373,688,464,347,0,579,82,32,0,41,"Pike County, Kentucky",1194,356,247,452,259,352,349,502,551,330,433,562,617,406,668,350,484,194,399,275,219,187,438,102,53,187,85
"G2102270","2015","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",26132,949,483,72,33,67,128,126,345,925,1276,592,1584,1030,3079,3117,3545,1688,2235,1742,1436,879,274,314,213,0,0,"Warren County, Kentucky",1560,562,437,106,56,118,121,154,326,472,488,271,753,409,753,897,870,620,847,512,503,469,242,318,197,187,187
"G2200050","2015","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",33891,1006,59,180,378,17,115,0,810,746,804,744,795,1135,2857,1831,4011,4402,4394,3762,3247,1341,883,250,124,0,0,"Ascension Parish, Louisiana",1808,578,93,228,410,28,157,204,563,521,413,482,435,661,846,744,1045,1318,1291,1175,963,608,435,302,206,204,204
"G2200150","2015","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",30604,1115,210,1081,114,596,486,50,564,972,451,458,848,768,2800,2094,3646,3100,3750,3352,1918,1591,391,0,70,0,179,"Bossier Parish, Louisiana",1757,546,267,622,151,481,318,86,562,584,305,193,452,412,715,659,1224,927,1256,1296,744,766,303,204,114,204,262
"G2200170","2015","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",56495,1328,407,119,849,691,1186,918,1602,2298,1664,1733,2649,2314,6174,5510,6580,4352,6005,2954,3371,1422,1915,236,0,0,218,"Caddo Parish, Louisiana",2746,552,302,141,429,387,546,435,650,675,530,554,755,686,1318,1140,1090,1021,1175,672,937,537,572,313,204,204,154
"G2200190","2015","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",52489,1609,1107,625,903,1335,740,461,1080,1570,2308,1919,2467,2346,5068,4333,5033,3992,5793,3164,4170,830,1009,334,293,0,0,"Calcasieu Parish, Louisiana",2260,775,545,380,597,843,463,335,415,759,939,580,838,815,1073,1118,952,956,1164,803,1066,383,436,294,222,204,204
"G2200330","2015","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",101414,847,1041,351,599,419,874,533,1334,1253,2540,1995,3427,2811,8427,7454,11765,8495,15320,8433,10625,4992,4557,1787,816,232,487,"East Baton Rouge Parish, Louisiana",3205,391,410,260,408,266,438,450,590,498,814,655,969,839,1493,1426,1742,1499,2004,1662,1488,1163,1001,666,454,344,383
