GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHP5E001,AHP5E002,AHP5E003,AHP5E004,AHP5E005,AHP5E006,AHP5E007,AHP5E008,AHP5E009,AHP5E010,AHP5E011,AHP5E012,AHP5E013,AHP5E014,AHP5E015,AHP5E016,AHP5E017,AHP5E018,AHP5E019,AHP5E020,AHP5E021,AHP5E022,AHP5E023,AHP5E024,AHP5E025,AHP5E026,AHP5E027,NAME_M,AHP5M001,AHP5M002,AHP5M003,AHP5M004,AHP5M005,AHP5M006,AHP5M007,AHP5M008,AHP5M009,AHP5M010,AHP5M011,AHP5M012,AHP5M013,AHP5M014,AHP5M015,AHP5M016,AHP5M017,AHP5M018,AHP5M019,AHP5M020,AHP5M021,AHP5M022,AHP5M023,AHP5M024,AHP5M025,AHP5M026,AHP5M027
"G4701550","2017","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",25212,872,101,136,111,106,0,0,465,978,153,792,946,670,1339,2552,2658,1671,5349,3186,1215,778,551,183,155,73,172,"Sevier County, Tennessee",1846,627,103,136,144,133,208,208,455,524,175,508,566,430,548,791,918,578,1068,832,486,487,314,193,185,124,229
"G4701570","2017","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",191676,1532,861,1995,1259,1583,1948,2552,7569,7632,10348,9164,10041,7382,16806,16085,17177,11840,18231,14036,16310,7740,5545,1700,1433,310,597,"Shelby County, Tennessee",3768,485,426,834,448,592,564,895,1137,1231,1741,1202,1728,1349,1847,1978,1870,1582,2088,1651,2070,1326,1099,611,601,266,371
"G4701630","2017","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",48069,987,533,476,557,274,534,374,788,2248,2405,1872,3354,1986,4365,4613,5722,3584,4449,2913,2438,2490,858,159,45,0,45,"Sullivan County, Tennessee",1905,417,251,296,308,194,425,292,377,709,661,702,752,587,994,988,949,902,927,701,589,757,391,157,77,208,74
"G4701650","2017","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",49189,327,204,90,232,149,217,129,518,528,334,1034,170,756,3513,3294,4954,2999,6694,8341,8131,2551,2098,917,591,81,337,"Sumner County, Tennessee",1980,278,168,104,252,133,167,149,323,364,327,456,154,444,1128,966,966,730,1348,1331,1232,745,654,448,414,133,341
"G4701790","2017","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",33783,665,114,215,0,209,201,153,316,713,982,720,1203,1810,3901,3476,4427,2382,4046,3298,2120,957,1051,516,228,80,0,"Washington County, Tennessee",1930,484,142,266,208,231,215,189,299,300,466,367,688,682,1068,919,1049,874,1130,972,613,583,520,408,200,134,208
"G4701870","2017","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",62851,46,43,100,50,78,0,50,23,0,81,0,0,0,498,652,1189,476,5259,3657,12139,13777,15590,5971,1976,808,388,"Williamson County, Tennessee",1969,56,68,119,86,96,208,88,40,208,130,208,208,208,314,415,746,258,1319,1005,1576,1649,1562,1075,469,375,226
"G4701890","2017","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",38315,228,0,106,328,301,0,0,0,254,212,560,271,394,1354,1816,1993,2379,7643,6464,7397,4262,1635,358,76,109,175,"Wilson County, Tennessee",1760,187,208,175,272,300,208,208,208,200,206,392,225,230,508,786,747,814,1195,1161,1186,1089,675,266,131,184,147
"G4800050","2017","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",20413,703,358,227,240,230,162,423,551,1024,1573,1332,1007,939,3065,2089,2045,995,1575,1000,548,177,150,0,0,0,0,"Angelina County, Texas",1375,400,226,224,212,267,183,319,396,694,697,597,502,448,970,750,732,464,505,432,304,180,185,225,225,225,225
"G4800210","2017","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",17840,54,0,21,0,78,166,0,359,225,46,859,1139,402,2366,1138,1796,1149,2855,1995,1600,824,390,292,86,0,0,"Bastrop County, Texas",1724,97,225,38,225,147,253,225,309,248,80,543,649,301,992,552,797,529,889,906,710,411,351,313,145,225,225
"G4800270","2017","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",66349,974,954,340,243,425,135,689,875,1414,2149,1838,3290,4479,6272,10243,9397,4913,5089,5095,4424,1199,1180,535,34,80,83,"Bell County, Texas",3002,487,558,228,221,292,131,469,431,610,725,618,787,1043,1218,1910,2018,1146,1095,1303,1032,444,495,309,57,128,84
"G4800290","2017","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",373093,1911,1760,1755,1513,1668,2789,2599,8413,10878,14772,17701,20602,16440,37869,28642,42544,27861,47073,26131,30598,13811,9780,2970,1458,846,709,"Bexar County, Texas",6423,590,588,552,734,580,603,838,1444,1598,1958,2071,2433,1543,3013,2435,3411,2618,3046,2203,2673,1633,1385,807,553,405,336
"G4800370","2017","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",19956,361,309,130,186,187,625,319,691,655,706,1210,587,1114,2383,1839,2199,1134,2055,622,1016,461,665,265,65,48,124,"Bowie County, Texas",1644,229,226,135,189,168,340,417,371,380,363,558,364,446,732,716,895,714,689,395,568,304,409,308,107,83,198
"G4800390","2017","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",86798,1518,386,435,513,399,1035,125,1210,1852,1810,1942,1780,2010,8422,6744,6582,8203,13610,12937,9051,4050,2032,152,0,0,0,"Brazoria County, Texas",3349,635,375,402,377,299,505,126,593,787,782,722,700,822,1576,1502,1270,1666,2574,1996,1738,1157,1012,255,225,225,225
"G4800410","2017","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",39427,52,286,843,732,317,642,112,783,380,846,1404,1624,1275,1832,2101,4356,3416,6394,3905,4337,1809,1392,282,229,78,0,"Brazos County, Texas",2010,90,312,676,529,272,386,188,740,382,459,765,827,686,720,766,1132,1036,1329,916,801,593,510,202,195,101,225
"G4800610","2017","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",79958,1381,748,817,1696,1925,2574,2729,5677,4970,5765,5551,4998,5773,10105,6337,5974,3282,2921,2509,1593,699,1340,228,18,96,252,"Cameron County, Texas",2998,693,381,650,652,795,1136,735,1111,1223,1405,1335,1310,1521,1713,1422,1307,966,910,943,692,334,643,231,31,122,224
"G4800850","2017","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",217394,1651,225,304,401,444,515,220,197,443,662,596,804,1079,4321,4417,7647,8679,28796,33509,58765,33149,21894,5543,1797,762,574,"Collin County, Texas",4144,611,198,227,297,386,446,200,195,339,365,374,431,527,1005,1495,1510,1625,2586,3165,3396,2549,2281,1002,484,379,391
"G4800910","2017","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",39236,193,41,117,239,0,289,58,146,211,522,357,574,675,1416,1177,3186,2804,4748,4429,8557,3757,3943,922,257,254,364,"Comal County, Texas",1906,208,66,135,244,225,401,91,143,187,383,253,407,449,485,679,1173,798,1037,990,1198,886,809,423,338,209,430
"G4800990","2017","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",13322,54,134,243,190,103,117,49,231,639,428,1377,754,1142,1980,1440,1621,761,1051,589,193,22,77,40,0,0,87,"Coryell County, Texas",1033,90,181,183,183,162,170,82,212,371,205,534,307,634,594,610,517,454,461,494,199,30,79,53,225,225,121
"G4801130","2017","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",464015,3819,1958,2685,2110,2225,1900,1976,4694,7999,10829,16188,19298,15733,47095,43666,49816,36311,47121,29429,40600,26477,26210,9004,8237,4290,4345,"Dallas County, Texas",7432,1070,739,961,557,832,702,968,969,1710,1786,2183,2593,2274,3513,3459,3423,3295,3634,2682,2736,2420,2351,1381,1296,956,821
"G4801210","2017","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",191151,1182,1086,850,779,516,234,775,304,935,694,852,1848,972,4589,7001,11401,12230,31869,28512,38351,22746,17265,4309,1192,168,491,"Denton County, Texas",3548,532,730,542,427,302,254,573,239,492,512,586,772,432,1148,1314,1626,1941,2457,2269,2728,2119,1762,823,494,171,318
"G4801350","2017","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",33236,697,269,272,675,118,557,427,443,796,913,1569,1569,1612,4563,2178,4732,2014,4711,1910,1937,866,368,0,0,0,40,"Ector County, Texas",1915,407,190,291,388,139,355,320,279,435,422,588,632,902,1188,740,1125,681,1176,756,699,604,285,225,225,225,66
"G4801390","2017","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",41943,979,233,0,107,413,0,449,434,759,935,1111,860,1079,2770,4989,4225,2638,5673,3609,6837,2604,615,438,186,0,0,"Ellis County, Texas",1848,559,201,225,96,444,225,246,298,454,441,586,364,400,799,1191,952,889,1237,762,1047,666,426,425,176,225,225
"G4801410","2017","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",165139,2152,770,912,444,722,1211,1090,2215,2343,4763,10369,13010,14592,31317,21445,16402,11721,15098,6025,4954,1162,1714,452,103,50,103,"El Paso County, Texas",4367,785,363,390,305,353,724,500,830,1001,974,1782,1639,1930,2978,2278,1954,1777,2575,1205,1223,526,692,316,127,87,122
"G4801570","2017","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",180593,899,734,786,354,261,324,72,566,881,1075,972,3331,3054,8840,10165,11401,13431,25214,28282,34951,18109,10968,3994,1283,169,477,"Fort Bend County, Texas",5872,428,625,533,326,277,280,107,415,559,732,514,934,874,1509,1841,2276,2419,3462,3344,3075,3116,1994,1474,562,169,434
"G4801670","2017","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",82161,1444,152,719,243,592,789,569,778,1081,1928,1084,1408,1481,6392,6699,8208,6058,11415,10222,10681,4185,3791,1457,399,203,183,"Galveston County, Texas",3462,1065,173,500,226,529,561,408,486,515,782,421,618,520,1404,1275,1713,1406,2005,1769,1506,1021,1045,668,281,253,231
"G4801810","2017","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",32973,491,166,397,382,368,698,423,1162,939,1486,1898,1815,1190,3410,2865,2838,1840,2713,2665,3599,969,396,263,0,0,0,"Grayson County, Texas",1813,440,145,317,406,242,344,341,559,419,653,809,561,553,1095,806,794,654,793,687,803,469,282,276,225,225,225
"G4801830","2017","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",27023,696,441,377,969,77,518,169,1158,1237,619,1100,902,1255,2523,2923,3804,1095,2417,1637,1962,559,358,160,67,0,0,"Gregg County, Texas",1944,613,383,282,595,94,517,197,761,550,390,641,389,624,695,882,933,503,866,652,834,440,293,195,120,225,225
"G4801870","2017","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",43104,594,375,208,0,863,91,43,1444,981,928,430,1357,1154,2359,2267,4978,5815,6443,5084,5159,1296,538,180,241,0,276,"Guadalupe County, Texas",1789,520,430,204,225,417,113,76,723,572,398,283,649,488,806,772,1153,1248,1037,1076,936,572,390,134,227,225,231
"G4802010","2017","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",872773,8824,3861,3834,5278,2627,4813,2821,10999,14702,21801,23300,31364,28948,90524,88105,98704,65486,102268,64638,79302,38529,40437,15371,15162,5123,5952,"Harris County, Texas",9517,1600,1045,1063,1481,852,1226,958,1698,2414,2387,2332,2890,2542,5227,5590,5424,4823,4900,4354,4481,3081,3362,1582,1796,849,1088
"G4802030","2017","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",16735,505,245,417,357,108,383,464,472,38,526,1012,503,569,1700,1595,2209,502,1932,695,1059,625,474,43,39,0,263,"Harrison County, Texas",1351,342,338,356,316,124,285,436,322,68,476,546,307,347,816,817,751,293,648,396,476,506,447,91,67,225,387
"G4802090","2017","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",44834,101,339,168,0,0,35,430,391,853,1095,691,64,547,1220,2248,4044,4667,8029,4180,5232,5099,3610,1145,310,67,269,"Hays County, Texas",2529,166,284,211,225,225,65,408,392,636,760,430,103,409,735,987,1289,1254,1699,1100,1181,1214,810,588,307,84,206
"G4802130","2017","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",24749,753,128,606,1070,775,1003,256,810,729,2285,1232,833,974,1434,1734,2156,1967,1915,1734,891,469,533,303,0,0,159,"Henderson County, Texas",1618,517,118,300,408,634,432,200,477,407,702,540,411,482,491,629,810,741,749,743,331,272,311,278,225,225,202
"G4802150","2017","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",159173,3090,1942,2557,5109,4265,4604,7453,12069,10131,11860,8574,13056,8344,18643,12391,10252,5868,6367,5817,2540,1607,956,1216,172,90,200,"Hidalgo County, Texas",4897,1137,868,1017,1199,1199,1389,1558,1915,2207,2057,1452,1973,1998,2016,2349,1707,1442,1411,1725,776,653,418,615,165,149,189
"G4802310","2017","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",22781,256,253,237,296,101,549,651,766,715,894,877,1202,1027,2443,2286,1911,974,2610,1640,2062,393,434,204,0,0,0,"Hunt County, Texas",1386,150,243,201,194,94,249,433,392,342,374,347,469,420,819,775,698,512,883,539,647,254,249,228,225,225,225
"G4802450","2017","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",58054,834,702,765,1024,1353,2034,1070,2301,2831,3794,3096,3606,3928,5877,4600,4197,3183,5701,2819,1885,1018,708,356,229,93,50,"Jefferson County, Texas",2662,533,402,730,466,659,608,490,786,886,939,958,784,1109,1170,1220,1129,886,1112,725,649,504,367,268,194,155,86
"G4802510","2017","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",43871,722,112,256,120,207,323,239,1478,1581,1597,1852,2112,1969,5118,3492,4463,3990,5621,3503,3312,679,602,97,45,0,381,"Johnson County, Texas",2208,314,142,201,152,165,277,173,641,730,629,730,718,703,1016,1082,910,1001,1264,790,823,384,418,108,75,225,418
"G4802570","2017","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",29813,296,82,206,111,453,285,127,688,1016,834,1415,786,741,2291,2060,2645,3001,4434,3320,3468,919,539,0,0,0,96,"Kaufman County, Texas",1461,294,97,181,163,410,253,181,499,485,402,605,385,346,707,694,777,769,884,827,802,410,384,225,225,225,106
"G4802910","2017","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",20240,175,407,354,71,38,530,497,1277,305,2373,1478,1575,1130,2512,2047,954,672,1052,1488,1087,204,14,0,0,0,0,"Liberty County, Texas",1611,204,545,341,108,69,505,499,944,280,1212,799,795,574,1016,1059,458,456,636,555,549,205,18,225,225,225,225
"G4803030","2017","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",59115,1638,846,470,333,677,1106,783,1982,2433,1633,1594,3228,2733,6163,7727,5668,3303,5202,4081,3825,2105,983,241,213,148,0,"Lubbock County, Texas",2493,664,571,339,287,484,389,479,805,837,584,623,870,714,1229,1310,1206,962,921,839,873,583,412,188,216,148,225
"G4803090","2017","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",53437,552,426,494,738,284,1378,187,2086,1775,2438,3059,2894,2119,5524,4675,6053,4370,5371,3401,2818,1749,665,220,37,0,124,"McLennan County, Texas",2205,305,317,373,405,209,553,171,713,671,763,733,785,753,1096,1112,1279,1118,987,774,762,696,306,189,63,225,163
"G4803290","2017","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",37868,444,294,118,371,190,138,794,915,258,780,685,809,1007,1895,3031,5289,1638,6751,4407,4452,1080,1784,536,202,0,0,"Midland County, Texas",2248,442,288,115,470,272,226,431,542,314,478,395,618,547,842,1117,1336,590,1253,1101,965,541,700,485,175,225,225
"G4803390","2017","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",139419,1124,282,708,1254,1587,1042,131,1337,2413,1116,3672,4400,2438,5621,7078,10955,11304,18713,14373,21152,10897,13038,1952,1338,979,515,"Montgomery County, Texas",4419,544,252,652,624,888,668,244,740,1064,675,1536,1336,999,1487,2009,1669,2538,2912,2107,2875,2447,1969,745,669,1029,420
"G4803470","2017","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",12619,237,177,439,195,253,179,368,389,561,366,874,236,471,768,1201,1033,979,1196,871,789,48,417,114,372,0,86,"Nacogdoches County, Texas",1075,189,128,379,231,264,157,301,255,342,259,562,163,319,427,499,454,522,485,477,403,76,374,119,288,225,113
"G4803550","2017","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",73906,696,725,458,559,736,1067,944,1779,2676,2504,2873,4416,4609,7858,9311,8025,6261,7504,3917,3650,1177,1131,464,454,64,48,"Nueces County, Texas",3346,411,534,428,367,412,506,482,762,755,708,958,1039,1134,1335,1340,1319,1261,1340,1119,957,506,533,305,269,96,82
"G4803610","2017","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",23302,542,377,102,719,326,249,614,848,995,2238,1523,1058,1214,2985,1458,1524,817,3019,1266,812,62,146,29,328,0,51,"Orange County, Texas",1635,292,340,110,479,326,191,433,587,498,822,680,468,590,868,669,633,392,1118,583,584,72,190,51,406,225,88
"G4803670","2017","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",36112,822,167,147,158,167,268,139,224,713,588,1256,1457,1316,2469,1929,2591,2044,4979,3755,5615,2246,2541,319,154,48,0,"Parker County, Texas",1920,366,212,140,142,186,282,189,267,402,427,625,566,637,788,599,762,665,987,951,1061,783,1086,249,122,60,225
"G4803750","2017","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",25675,99,124,261,641,697,645,200,1459,1980,2486,1961,2145,1121,2791,2022,1595,952,1356,1282,988,151,339,358,0,0,22,"Potter County, Texas",1657,100,122,238,364,431,474,177,548,741,837,586,702,406,751,710,524,486,458,550,438,142,234,260,225,225,38
"G4803810","2017","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",34367,262,249,98,89,297,0,82,374,299,780,382,611,1810,3828,4297,3898,3351,5058,2185,3770,975,569,175,694,192,42,"Randall County, Texas",1780,241,156,124,148,294,225,132,297,195,437,361,387,642,1164,792,828,935,1068,808,914,385,316,179,471,177,68
"G4803970","2017","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2017","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",15294,202,228,116,529,537,309,418,520,773,833,574,825,568,1451,1260,2211,867,1001,877,627,364,204,0,0,0,0,"San Patricio County, Texas",1303,194,164,163,330,371,264,300,411,446,330,392,406,360,479,421,720,515,402,391,381,223,185,225,225,225,225
"G4804230","2017","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",51846,936,829,344,1184,592,754,644,1049,1504,1081,2537,1564,1748,4829,5109,5124,4042,4364,4699,3945,1292,1848,1019,271,79,459,"Smith County, Texas",2230,461,504,274,536,369,594,467,492,745,484,984,633,677,1171,1162,1161,1228,1034,1095,1268,481,708,721,280,88,499
"G4804390","2017","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",426185,2860,1536,1600,1676,1416,2694,1415,4515,6471,7930,12099,14282,13707,35725,37811,51509,35360,58483,39019,43102,24103,18210,5974,3148,888,652,"Tarrant County, Texas",6704,696,416,648,673,750,917,656,922,1491,1276,1549,2133,1980,2755,3653,3109,3442,3784,2980,2815,2677,1657,1194,723,362,308
"G4804410","2017","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",31350,510,418,482,509,434,455,269,1330,1786,1310,1653,1813,1807,3284,2891,1670,2279,3318,2268,950,858,436,435,0,137,48,"Taylor County, Texas",1571,303,179,293,422,250,327,174,551,712,550,536,602,564,834,829,482,739,846,836,457,355,294,432,225,181,56
"G4804510","2017","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",27106,372,230,37,235,151,677,520,954,1272,401,676,1400,1299,4133,1939,3355,2046,2395,2029,1666,848,170,187,0,67,47,"Tom Green County, Texas",1574,247,259,58,199,197,417,322,616,557,239,346,492,527,1154,604,951,807,579,771,544,396,125,180,225,118,84
