GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G3701610","2012","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",20453,385,373,335,461,197,278,451,1107,712,666,1222,1777,881,3224,1942,2463,990,1240,482,314,430,383,117,23,"Rutherford County, North Carolina",1375,284,465,274,418,188,219,334,602,354,404,527,784,443,768,832,664,382,492,256,168,377,242,118,27
"G3701710","2012","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",21153,741,235,393,122,242,566,506,623,570,712,1619,1604,1273,2554,1502,1874,867,2077,1304,793,407,291,212,66,"Surry County, North Carolina",1208,320,169,252,121,183,421,229,306,339,298,485,548,503,556,443,538,299,548,358,354,200,240,229,85
"G3701790","2012","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",52663,207,553,508,364,0,187,41,670,400,808,412,1335,1301,4666,6260,5623,4356,7046,4457,7207,2298,2239,1038,687,"Union County, North Carolina",1832,164,307,301,195,193,189,70,357,220,484,201,460,495,905,1231,996,816,983,794,1087,683,510,450,513
"G3701830","2012","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",224825,1804,1010,835,252,430,574,0,584,572,1791,2498,2285,2893,15425,20722,23075,18707,34608,26511,34721,16827,13082,3578,2041,"Wake County, North Carolina",4088,722,425,376,186,239,305,193,377,331,798,1144,793,912,2181,2553,2273,1929,2637,2213,2552,1716,1786,765,504
"G3701910","2012","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",28195,1827,619,460,582,796,384,265,892,727,1158,1485,2284,1939,3199,2850,2517,793,2617,1218,579,300,404,10,290,"Wayne County, North Carolina",1622,609,647,286,407,588,302,217,367,375,631,534,681,577,786,732,727,330,794,498,289,182,271,16,236
"G3701930","2012","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",22281,1121,391,511,848,411,1202,70,213,949,898,758,1174,1053,2631,1644,2232,1228,906,1522,1799,270,213,0,237,"Wilkes County, North Carolina",1511,671,320,352,510,282,630,117,186,450,426,368,515,461,776,721,646,489,416,583,678,245,213,193,179
"G3701950","2012","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",18439,1010,254,38,150,166,93,288,697,746,853,1184,1861,807,2553,1949,2181,1039,1130,539,540,82,157,0,122,"Wilson County, North Carolina",1259,411,196,72,159,130,90,227,357,318,316,519,506,412,743,623,683,458,384,253,358,128,188,193,199
"G3800150","2012","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",24897,464,944,429,168,46,17,250,421,237,271,142,472,406,1640,2517,3831,1894,4188,2456,2563,896,517,128,0,"Burleigh County, North Dakota",1288,212,533,305,150,65,28,211,322,201,348,121,253,195,505,650,710,521,857,785,579,464,255,149,141
"G3800170","2012","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",35168,801,587,11,55,253,107,21,507,265,467,733,515,1445,3886,6023,4256,2930,5122,2383,2607,1407,752,28,7,"Cass County, North Dakota",1669,382,276,19,93,189,99,22,298,208,295,361,269,631,895,1126,1030,757,857,594,743,905,406,48,12
"G3800350","2012","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",14223,176,204,18,194,182,105,17,243,460,106,640,408,561,1488,1539,2961,1319,1126,1241,681,293,160,101,0,"Grand Forks County, North Dakota",929,161,178,21,245,166,103,29,185,299,93,346,245,216,440,441,716,527,380,376,347,206,148,120,141
"G3900030","2012","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",27564,608,368,249,29,216,169,229,1035,1528,2182,2814,2295,1454,4288,2412,2776,1242,1793,688,740,172,194,20,63,"Allen County, Ohio",1291,281,236,182,49,178,198,184,412,516,571,646,580,494,841,602,581,480,442,267,422,159,190,34,107
"G3900070","2012","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",27949,562,493,207,465,463,611,607,966,1092,1170,1977,2643,2150,4247,2858,2675,1839,859,870,712,109,180,58,136,"Ashtabula County, Ohio",1318,336,283,102,257,200,299,398,425,377,427,642,655,572,814,693,730,500,339,385,386,120,155,92,161
"G3900130","2012","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",20338,390,450,199,362,328,404,413,1531,1035,1221,1703,1092,1339,3317,1722,1453,820,835,686,600,368,38,0,32,"Belmont County, Ohio",1131,284,231,148,193,216,184,206,453,361,364,419,401,478,765,441,474,359,357,323,324,212,62,182,55
"G3900170","2012","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",95910,1316,498,732,403,182,846,537,2317,3210,2674,3231,4642,4925,11445,9950,12485,9761,11933,6054,5322,1782,1255,248,162,"Butler County, Ohio",2506,593,321,338,322,136,471,260,768,874,744,656,951,1123,1607,1479,1369,1346,1192,1194,1167,630,405,172,138
"G3900230","2012","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",35114,1225,555,225,262,456,356,355,735,1790,2488,2723,3013,3080,5830,3125,3104,1536,1993,1363,377,131,178,0,214,"Clark County, Ohio",1263,383,308,157,148,206,189,208,278,564,566,598,635,737,868,654,571,481,466,388,190,146,136,182,249
"G3900250","2012","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",53427,1450,530,782,463,66,480,88,396,762,1085,1260,2321,2898,6291,6710,5925,4241,6697,4013,4426,860,1328,152,203,"Clermont County, Ohio",2012,510,369,404,503,97,272,93,354,440,516,417,613,836,1200,1134,1136,898,1184,997,844,397,439,178,155
"G3900290","2012","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",29098,452,581,303,642,542,396,380,794,1583,1938,1714,2737,1695,3981,2569,3085,818,1996,908,1120,388,121,0,355,"Columbiana County, Ohio",1440,238,310,191,402,354,245,216,329,530,604,540,628,514,667,685,826,308,726,438,504,410,98,182,248
"G3900350","2012","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",314746,1546,2330,2083,3384,2562,4095,2244,10175,13948,16667,17927,21250,21346,42315,32696,31604,19141,26186,15023,13169,5557,5921,1811,1766,"Cuyahoga County, Ohio",4903,398,578,543,711,670,782,579,1166,1401,1394,1667,1670,1863,2399,2403,2062,1702,2246,1433,1302,880,923,522,439
"G3900410","2012","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",52766,222,342,179,141,0,108,144,152,265,222,362,508,653,2983,3351,6063,4269,7627,6865,10099,4089,3497,507,118,"Delaware County, Ohio",1550,163,258,163,162,182,127,169,154,154,164,178,386,310,674,990,1164,960,1160,1024,1387,964,851,276,129
"G3900430","2012","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",21872,638,100,242,306,79,330,35,364,809,780,655,910,1420,2734,2829,2459,1593,3109,790,829,373,248,194,46,"Erie County, Ohio",1040,353,126,230,202,134,229,60,242,328,320,337,343,536,676,689,627,582,833,371,325,233,193,168,72
"G3900450","2012","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",39435,587,140,64,223,43,139,20,331,546,570,1324,1003,1531,4739,5577,6756,3568,5756,2581,2070,687,783,148,249,"Fairfield County, Ohio",1784,380,122,57,214,71,139,26,198,263,321,565,355,645,1038,1122,1138,782,982,712,691,339,473,176,193
"G3900490","2012","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",252351,1274,2220,1010,1175,638,1222,1127,4457,5918,7838,10755,15390,12601,33055,30590,27507,20079,27936,17728,15903,6452,5334,995,1147,"Franklin County, Ohio",4628,381,657,368,395,271,461,478,723,928,1080,1628,1612,1582,2718,2495,2889,1844,2119,1918,1583,1121,1115,401,404
"G3900550","2012","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",28646,273,241,224,144,0,45,57,61,105,187,423,243,443,1980,2051,3306,2878,4635,4469,4059,1493,924,300,105,"Geauga County, Ohio",1177,193,151,176,146,182,77,78,80,133,135,247,185,245,548,710,831,884,900,795,804,454,379,256,120
"G3900570","2012","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",41671,116,403,225,84,67,0,69,510,636,1858,1540,2161,2634,5295,3693,4822,3685,5640,3094,3198,1131,299,222,289,"Greene County, Ohio",1596,112,236,208,102,109,182,74,436,310,555,474,579,819,939,735,966,787,1144,859,732,387,216,211,241
"G3900610","2012","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",191084,1699,1268,654,290,671,779,1119,3422,3991,6012,8797,11916,13800,27699,20823,17352,12935,18663,10943,13789,5828,5510,2053,1071,"Hamilton County, Ohio",3715,558,454,304,192,221,354,447,796,819,1092,1288,1418,1819,2588,1977,1866,1742,2040,1386,1520,962,846,523,443
"G3900630","2012","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",21759,523,258,418,145,76,162,21,506,688,497,896,1493,1460,3791,2179,2478,1611,1548,1404,1083,96,224,151,51,"Hancock County, Ohio",1187,352,270,288,135,125,190,27,395,353,232,397,576,488,870,565,640,634,555,499,419,114,173,146,86
"G3900810","2012","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",20096,300,496,273,288,395,515,603,1190,1912,1566,1504,1532,1869,2807,1113,1419,475,711,354,255,16,70,44,389,"Jefferson County, Ohio",1040,157,224,179,165,225,269,277,391,520,398,459,441,568,616,368,433,236,283,220,182,27,79,75,380
"G3900850","2012","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",68774,564,684,372,209,412,168,151,406,893,1175,1368,2964,3595,12217,9185,9403,6047,9436,3834,3505,1284,541,102,259,"Lake County, Ohio",2216,313,351,222,195,223,201,195,384,386,432,437,779,774,1561,1193,1389,991,1184,799,712,554,222,95,215
"G3900890","2012","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",45144,641,589,445,433,97,130,168,1413,391,1344,1187,2467,2291,4703,7137,6071,4446,3984,2036,2495,1202,861,476,137,"Licking County, Ohio",1985,297,413,299,462,119,130,150,523,193,541,476,722,586,970,1203,1151,929,937,660,697,456,427,470,147
"G3900930","2012","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",83728,1034,922,822,423,242,776,425,1735,2317,4037,4196,4604,4547,11214,9946,9914,6209,7231,6024,4796,708,877,164,565,"Lorain County, Ohio",2285,374,330,422,296,179,350,349,706,655,862,949,790,876,1304,1212,1218,1034,1125,885,930,370,352,142,366
"G3900950","2012","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",108548,2237,1271,955,2341,2213,2228,1536,4998,5331,6893,7368,7644,8428,13881,10135,8377,5968,6888,3276,3644,839,1395,256,446,"Lucas County, Ohio",2834,517,362,307,812,690,614,612,986,937,1287,990,926,1144,1274,1487,1259,1153,1188,747,834,410,650,213,280
"G3900990","2012","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",65532,1692,1492,615,1651,1241,1327,1157,3063,3553,4075,4452,5492,3992,7626,5897,6849,1957,4170,2217,1924,477,367,112,134,"Mahoning County, Ohio",2055,446,414,248,488,316,371,374,686,658,838,842,1050,691,1080,1028,988,522,721,640,638,283,340,106,142
"G3901010","2012","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",16236,521,200,86,233,499,286,207,765,790,1163,1282,890,1292,2388,1678,1412,807,1155,380,56,48,54,44,0,"Marion County, Ohio",1167,358,188,104,172,299,195,174,350,303,494,435,336,492,706,669,493,474,485,246,97,81,89,78,182
"G3901030","2012","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",51707,56,494,74,98,72,53,0,227,253,509,863,1022,1705,5106,6004,8229,6763,7847,5523,4252,1498,542,400,117,"Medina County, Ohio",1790,59,399,87,95,122,44,182,194,184,311,396,436,520,861,930,1025,1110,1006,1067,840,566,239,279,129
"G3901090","2012","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",29592,503,457,100,0,122,20,371,178,439,1019,1588,2124,2020,3692,3352,2594,2887,3575,1848,1403,461,644,0,195,"Miami County, Ohio",1416,248,336,117,182,144,34,256,154,215,324,518,703,552,836,898,689,757,894,609,589,277,365,182,160
"G3901130","2012","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",132815,1353,1200,976,992,1179,1894,1583,5485,6337,9190,10255,10677,10651,17737,13522,11056,7371,9413,4156,4356,1732,622,599,479,"Montgomery County, Ohio",3228,397,504,414,349,502,502,548,1017,1025,1387,1189,1361,1225,1513,1314,1268,1066,1568,952,790,607,338,315,301
"G3901190","2012","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",23030,611,702,683,87,251,469,209,415,1593,1117,1393,1609,2115,2276,2304,2315,1066,1634,727,632,221,394,0,207,"Muskingum County, Ohio",922,350,305,390,105,199,203,164,198,529,429,414,523,624,605,649,660,466,664,430,398,222,240,182,173
"G3901330","2012","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",41125,974,1028,445,456,510,108,254,133,951,632,1835,1924,1036,5737,5820,5848,3457,3853,1974,2645,554,341,204,406,"Portage County, Ohio",1866,504,542,261,392,358,127,192,133,442,307,631,569,486,1257,1034,968,685,838,650,697,331,239,191,355
"G3901390","2012","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",34207,1156,379,339,449,408,318,696,895,1443,2757,3878,3106,1883,5089,2673,3418,2223,1060,708,756,283,114,0,176,"Richland County, Ohio",1437,523,232,200,336,212,207,382,379,415,663,898,730,478,1089,675,740,738,383,355,389,253,132,182,176
"G3901410","2012","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",20500,318,462,265,452,726,259,208,642,654,1447,2010,978,1215,2687,3075,1781,682,1381,513,428,0,58,58,201,"Ross County, Ohio",1185,216,267,226,239,482,283,155,325,386,552,741,529,426,729,958,670,375,474,269,229,182,75,96,187
"G3901450","2012","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",19905,1238,583,508,275,269,328,559,983,1012,1496,1109,1361,743,2139,1718,2110,647,1093,667,391,305,153,123,95,"Scioto County, Ohio",1451,629,337,330,266,272,215,291,426,448,518,411,412,361,624,626,564,370,453,332,260,241,190,193,114
"G3901510","2012","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",103589,1290,1590,1090,742,1412,1613,566,2221,3256,4212,6530,8229,6602,16639,14482,12249,6597,4946,3863,2997,1515,783,165,0,"Stark County, Ohio",2480,471,575,531,446,509,545,306,599,662,908,1090,1239,1037,1594,1755,1462,1075,928,867,580,529,377,177,182
"G3901530","2012","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",147024,1385,1102,787,1019,593,1024,1195,4621,5481,7323,9528,7916,9635,20646,15371,14904,9339,13123,9891,7128,2195,1708,502,608,"Summit County, Ohio",3221,534,412,335,399,313,346,492,901,1021,1124,1321,1207,1492,1919,1639,1478,1296,1562,1299,1168,584,483,228,339
"G3901550","2012","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",60643,2428,1416,672,1155,882,899,817,2121,4052,4294,3998,5458,5116,8786,4625,4703,2947,3427,880,1031,480,204,34,218,"Trumbull County, Ohio",1776,840,431,384,464,409,382,506,584,849,712,796,830,837,1095,883,871,660,686,337,370,258,183,55,171
"G3901570","2012","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",25763,721,397,275,114,225,138,199,725,654,1319,1604,2581,1823,3916,2788,3098,923,1802,974,616,287,293,241,50,"Tuscarawas County, Ohio",1380,375,275,186,144,175,145,178,332,291,482,562,558,484,640,688,671,359,574,380,288,204,187,186,71
"G3901650","2012","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",59327,345,552,322,0,41,50,152,273,312,394,1204,1424,1342,4768,6514,8318,5669,8808,6881,7371,2290,723,563,1011,"Warren County, Ohio",2148,243,429,273,182,69,86,140,244,219,217,582,599,490,1110,1215,1604,1327,1559,1587,1291,908,405,404,731
"G3901690","2012","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",30250,1029,194,341,543,97,173,9,558,636,454,852,1918,1776,5266,3895,3370,2593,2599,1844,1171,311,364,153,104,"Wayne County, Ohio",1233,408,147,214,321,116,143,15,296,337,193,326,527,508,932,743,670,564,607,517,409,173,245,121,101
"G3901730","2012","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",34522,996,731,247,427,64,310,208,330,649,853,1055,1598,2152,4531,4590,3956,4203,3254,2065,1398,382,398,63,62,"Wood County, Ohio",1048,323,322,172,263,70,247,176,290,273,349,378,433,708,839,989,573,989,722,640,603,252,269,103,107
"G4000170","2012","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",33171,230,324,222,539,478,139,148,733,590,1215,720,2051,1358,4630,5986,3746,3072,2498,1987,1780,184,349,143,49,"Canadian County, Oklahoma",1490,187,155,211,290,246,107,143,354,283,475,294,652,404,845,1045,712,681,602,502,598,160,283,152,50
"G4000270","2012","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",65387,957,506,625,469,151,396,545,1089,974,1128,2652,3287,2843,12089,7481,8985,4561,6687,3287,3822,1111,1218,330,194,"Cleveland County, Oklahoma",2083,396,336,338,355,157,266,342,512,378,423,864,904,743,1734,1282,1264,1030,1227,798,780,421,601,258,165
"G4000310","2012","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",25286,534,406,212,512,595,210,522,1061,864,1249,1241,2491,1258,3116,2225,2175,1865,2371,956,864,257,142,109,51,"Comanche County, Oklahoma",1424,232,217,168,286,347,127,347,410,349,361,398,717,612,714,762,597,630,568,320,386,231,110,99,81
"G4000370","2012","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",19949,602,486,431,204,557,372,501,1037,1091,996,1183,1270,859,2424,1705,2005,688,1503,745,763,214,238,0,75,"Creek County, Oklahoma",982,220,170,238,133,208,196,206,323,346,321,356,380,271,490,472,462,215,333,269,284,161,162,149,78
"G4001010","2012","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",16775,614,348,312,402,434,824,294,989,1148,899,1541,905,606,1377,1093,1357,802,1203,661,223,350,323,0,70,"Muskogee County, Oklahoma",807,299,172,213,213,200,263,156,349,417,354,399,369,274,425,380,390,351,390,314,188,210,287,149,87
