GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3VE001,AA3VE002,AA3VE003,AA3VE004,AA3VE005,AA3VE006,AA3VE007,AA3VE008,AA3VE009,AA3VE010,AA3VE011,AA3VE012,AA3VE013,AA3VE014,AA3VE015,AA3VE016,AA3VE017,AA3VE018,AA3VE019,AA3VE020,AA3VE021,AA3VE022,AA3VE023,AA3VE024,AA3VE025,NAME_M,AA3VM001,AA3VM002,AA3VM003,AA3VM004,AA3VM005,AA3VM006,AA3VM007,AA3VM008,AA3VM009,AA3VM010,AA3VM011,AA3VM012,AA3VM013,AA3VM014,AA3VM015,AA3VM016,AA3VM017,AA3VM018,AA3VM019,AA3VM020,AA3VM021,AA3VM022,AA3VM023,AA3VM024,AA3VM025
"G4803290","2014","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",35412,1649,186,615,239,179,171,642,1025,758,440,784,1086,1631,3583,2162,3535,2312,4395,2596,3594,1465,1518,540,307,"Midland County, Texas",2146,767,230,566,148,181,165,529,594,421,334,380,510,549,864,657,797,841,962,815,1233,672,903,466,349
"G4803390","2014","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",126425,2864,2800,599,1267,741,1677,743,1546,3472,2321,4040,3015,5387,9369,9459,10433,7113,11352,12824,15567,7010,8632,2540,1654,"Montgomery County, Texas",4299,946,1018,429,711,394,1169,501,623,1184,674,1088,1056,1778,2086,1641,1869,1496,2197,2216,2406,1431,1936,1407,782
"G4803470","2014","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",13242,884,575,688,132,216,323,187,867,592,778,661,243,186,2071,1133,595,411,708,729,977,185,0,0,101,"Nacogdoches County, Texas",1086,461,396,433,129,139,372,158,412,373,546,322,160,147,687,476,279,208,303,382,463,157,211,211,165
"G4803550","2014","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",75463,1707,1041,546,635,530,871,909,4635,4250,5135,3820,5570,4252,7644,8782,6735,3416,5196,3611,3396,1381,865,112,424,"Nueces County, Texas",2815,532,474,332,414,308,377,497,994,1063,1114,1050,1114,918,1279,1376,1401,837,1011,978,920,566,350,180,283
"G4803610","2014","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",25196,1093,582,509,468,727,197,634,972,1353,1118,1754,2062,1712,2499,1550,3006,851,1890,1411,591,72,78,67,0,"Orange County, Texas",1514,487,441,318,449,521,183,305,513,528,379,661,688,711,967,678,806,398,628,610,327,89,95,112,211
"G4803670","2014","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",31774,531,216,48,301,166,193,420,605,1401,686,1051,1030,859,3017,2191,3482,1127,4426,3349,3870,911,716,661,517,"Parker County, Texas",1647,299,284,62,446,133,170,286,304,596,405,503,436,409,860,755,986,445,1112,864,921,351,368,521,328
"G4803750","2014","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",23886,683,900,231,222,433,357,388,1969,2200,1360,2023,2238,899,2619,1677,1523,829,1239,870,573,330,126,106,91,"Potter County, Texas",1558,325,350,202,167,337,356,247,635,701,454,616,662,308,725,570,478,382,578,321,290,191,124,131,123
"G4803810","2014","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",34654,640,80,338,363,425,145,161,474,722,1024,1557,1727,1598,4000,3583,4606,3093,4286,2647,1551,543,560,43,488,"Randall County, Texas",1506,340,140,304,246,382,130,163,340,483,411,588,689,602,838,699,895,892,1104,797,485,295,369,76,387
"G4803970","2014","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",22766,228,232,114,74,6,0,0,165,231,184,435,460,193,1966,2097,3277,2323,3550,2062,2626,1584,528,225,206,"Rockwall County, Texas",1532,194,227,129,122,10,211,211,193,228,191,516,319,209,747,648,994,816,898,710,644,649,332,211,210
"G4804090","2014","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",15105,135,234,172,48,213,529,340,859,744,1755,419,852,935,2218,1515,1287,1179,578,558,148,92,247,35,13,"San Patricio County, Texas",1303,114,223,149,63,227,314,241,441,468,658,250,444,378,725,538,450,436,320,357,104,89,230,61,22
"G4804230","2014","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",47966,1644,233,731,131,971,793,908,1293,1568,2590,2173,2275,1381,3401,4415,7072,3287,3897,3642,2892,1275,744,430,220,"Smith County, Texas",2389,790,244,435,156,547,445,573,445,550,883,615,678,573,855,897,1308,922,1058,867,980,597,324,345,218
"G4804390","2014","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",407812,7525,2277,1546,3325,2553,1900,1945,7794,9960,14476,19196,21258,22631,49328,47372,46004,28222,36813,26140,24312,14002,11762,4612,2859,"Tarrant County, Texas",6593,1420,644,569,935,646,556,839,1178,1346,1872,2127,2175,2364,3880,3243,3430,2180,2880,2117,2264,2047,1708,1027,790
"G4804410","2014","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",28319,706,383,197,690,593,789,279,1093,1424,1233,1818,2419,1362,2822,2507,2782,2005,2494,1380,873,266,204,0,0,"Taylor County, Texas",1613,427,211,140,397,421,301,143,456,428,424,544,611,477,649,739,704,646,710,401,369,156,200,211,211
"G4804510","2014","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",25677,834,532,243,676,47,1344,90,1059,1311,1191,1841,2527,1680,2285,2237,1947,1718,737,1335,1013,593,391,0,46,"Tom Green County, Texas",1810,425,323,179,472,69,688,100,336,571,445,832,774,736,597,801,637,501,281,599,453,385,309,211,57
"G4804530","2014","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",223202,5446,918,1167,1595,1096,964,635,1164,2317,939,1483,2891,2489,9600,14601,21841,16311,28669,21489,29360,19503,22559,8632,7533,"Travis County, Texas",4656,1041,499,474,838,541,516,419,583,855,494,708,858,798,1532,1902,2313,1895,2453,2024,2039,1833,1842,1373,1118
"G4804690","2014","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",21197,651,205,286,278,411,183,336,867,1248,1187,737,1146,809,2393,1836,2411,1889,1262,1002,1047,704,132,0,177,"Victoria County, Texas",1117,339,162,171,174,377,182,239,419,431,535,332,441,386,751,543,767,692,538,384,437,355,123,211,162
"G4804710","2014","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",11405,471,663,150,368,0,0,409,213,517,314,58,204,161,943,1511,980,950,1749,701,881,63,99,0,0,"Walker County, Texas",1292,314,412,273,395,211,211,313,188,405,262,120,201,252,460,690,492,668,909,504,515,114,161,211,211
"G4804790","2014","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",43107,1381,447,215,634,352,1048,673,1689,1641,2078,3513,3330,2915,4758,4425,4755,3158,2478,980,1197,776,362,302,0,"Webb County, Texas",1792,504,262,165,416,258,472,457,523,519,509,857,806,773,901,900,1026,925,803,425,524,476,389,265,211
"G4804850","2014","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",29804,449,780,513,419,745,681,756,1700,2024,2354,1909,2373,1566,3433,3177,2338,1076,1245,1106,457,335,268,45,55,"Wichita County, Texas",1833,255,443,310,244,398,330,329,538,649,788,674,719,580,878,958,648,414,433,381,258,215,216,74,85
"G4804910","2014","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",110714,1697,408,500,194,107,58,31,530,1023,467,1029,771,967,6183,10617,14727,10597,22189,14044,16356,4731,2635,228,625,"Williamson County, Texas",3190,505,281,302,159,126,82,53,329,517,307,602,305,348,1105,1410,2056,1516,2130,1662,1612,1047,561,204,297
"G4900050","2014","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",22967,244,287,118,63,162,35,0,38,62,24,43,489,418,1413,2571,3272,3135,4079,2586,2155,741,826,52,154,"Cache County, Utah",926,143,259,105,98,180,60,184,67,65,29,78,329,286,422,584,663,702,625,622,573,339,376,57,108
"G4900110","2014","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",76318,2325,697,218,268,210,547,331,142,292,224,81,252,193,2560,4586,6479,8473,16813,10098,10970,6163,3267,495,634,"Davis County, Utah",1918,780,446,195,167,181,342,384,134,355,175,137,199,166,796,1096,1043,1310,1401,1442,1281,931,748,362,354
"G4900350","2014","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",235271,6156,1386,1110,1212,1105,789,416,808,581,536,1086,1116,1246,10296,15124,20049,19549,42257,30931,37456,18987,16247,3930,2898,"Salt Lake County, Utah",4056,1235,692,452,514,480,552,336,467,488,318,606,441,523,1462,1896,1717,2354,3170,2679,2496,1743,1592,827,727
"G4900490","2014","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",101258,1981,412,552,404,254,136,299,110,90,183,166,245,160,4198,5615,9368,11208,19646,15036,15975,7462,5519,1643,596,"Utah County, Utah",2010,474,214,294,240,178,142,184,117,105,120,114,180,147,834,1017,1061,1239,1529,1480,1418,831,752,408,257
"G4900530","2014","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",33987,744,427,0,0,47,0,261,263,297,630,563,312,319,1711,2032,3117,3417,6546,3915,5617,1538,1736,238,257,"Washington County, Utah",1984,368,404,184,184,78,184,416,341,325,426,413,253,291,629,680,790,772,1322,843,1096,704,554,187,209
"G4900570","2014","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",58296,1825,551,436,492,202,127,127,41,20,660,978,611,1787,6666,7022,8867,5661,6362,6383,5502,2303,1163,229,281,"Weber County, Utah",1969,579,388,249,413,170,161,136,51,38,396,490,275,657,1084,873,1179,994,1125,1090,1024,822,507,200,204
"G5000070","2014","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",41083,843,129,421,621,344,234,31,140,184,61,90,69,80,697,1337,2669,2908,6753,7575,8054,3875,2806,693,469,"Chittenden County, Vermont",1615,355,137,388,513,383,218,38,170,184,108,106,100,132,364,613,667,798,1145,1150,1075,740,639,265,421
"G5100030","2014","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",23951,500,238,144,46,57,0,0,132,0,0,112,0,222,731,472,1503,848,2689,2731,3534,3600,3568,1491,1333,"Albemarle County, Virginia",1602,289,262,154,79,95,195,195,217,195,195,91,195,189,473,300,540,429,683,753,794,759,765,516,493
"G5100130","2014","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G5100150","2014","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",22613,568,115,838,46,281,0,106,109,337,153,267,536,482,1053,1495,2556,1913,3660,2421,3282,1454,498,66,377,"Augusta County, Virginia",1248,321,134,510,78,258,195,185,145,251,187,283,217,321,437,533,781,634,803,706,822,683,398,114,274
"G5100190","2014","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",24950,1459,53,255,0,226,131,42,104,429,434,104,427,511,1636,2067,2354,2082,3360,3547,2415,1280,1361,422,251,"Bedford County, Virginia",1257,667,85,174,195,223,133,73,155,229,245,145,281,302,508,640,669,567,789,889,764,496,518,288,187
"G5100410","2014","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",89626,1948,317,357,61,95,34,0,129,291,26,601,748,609,5703,7750,10274,9674,18305,11074,12006,4634,3576,1066,348,"Chesterfield County, Virginia",2494,681,304,226,77,121,54,195,133,205,45,294,562,268,1211,1153,1467,1406,1639,1389,1412,930,647,417,259
"G5100590","2014","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",263530,5156,83,165,120,44,154,156,317,99,303,69,764,310,759,2335,2391,3082,9665,11508,41342,46532,82893,34249,21034,"Fairfax County, Virginia",4287,861,95,123,116,72,157,140,231,121,324,84,557,248,370,692,603,893,1484,1435,2841,2339,3117,2324,1467
"G5100610","2014","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G5100690","2014","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",22538,485,431,384,306,103,77,66,125,49,112,505,217,656,1261,1367,2099,1585,2488,3049,5041,1170,708,87,167,"Frederick County, Virginia",1537,294,307,248,380,167,135,114,128,82,135,412,188,424,624,579,698,582,648,719,912,474,438,106,183
"G5100850","2014","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",29860,723,0,88,129,0,29,0,27,95,113,0,145,272,209,1192,2333,2486,6244,5551,5879,1815,1813,445,272,"Hanover County, Virginia",1389,361,195,110,125,195,49,195,43,115,131,195,239,242,145,468,649,712,868,979,764,481,494,292,241
"G5100870","2014","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",77005,1687,97,264,168,279,64,37,0,77,417,141,1095,1022,5625,7090,9277,7149,11136,8854,10929,5540,4497,1052,508,"Henrico County, Virginia",2540,497,114,202,163,295,106,64,195,127,259,146,432,552,1262,1057,1642,1257,1458,1334,1504,924,832,376,225
"G5100950","2014","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"James City County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G5101070","2014","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",89443,1850,158,0,40,38,10,57,84,90,82,100,39,230,666,665,952,1347,3640,4409,18267,16074,30137,8130,2378,"Loudoun County, Virginia",2158,646,160,195,65,63,18,96,123,111,105,119,67,205,353,358,345,461,743,808,1646,1510,1783,1113,574
"G5101210","2014","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",17940,859,169,532,185,0,0,47,0,122,69,488,43,153,1348,1219,1918,1464,2609,2147,2533,1264,549,99,123,"Montgomery County, Virginia",1597,505,179,376,276,195,195,83,195,144,116,436,79,159,622,466,799,638,703,588,632,598,290,140,150
"G5101530","2014","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",99706,3416,199,32,0,92,55,36,71,166,18,33,33,150,1078,955,3224,3767,13259,14203,22116,19213,14844,2047,699,"Prince William County, Virginia",3027,1051,318,54,195,100,87,59,84,174,31,55,56,146,576,336,659,1137,1721,1562,1743,1550,1331,656,325
"G5101610","2014","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",27675,715,193,176,0,54,0,0,0,139,0,589,476,558,1531,3154,3894,3901,4076,2845,3468,793,704,66,343,"Roanoke County, Virginia",1580,379,196,170,195,90,195,195,195,135,195,332,304,266,501,756,911,1068,983,616,726,353,367,113,236
"G5101650","2014","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",21944,520,491,456,42,164,43,0,47,93,183,169,265,305,1213,1379,2839,2243,3323,4057,2713,777,321,220,81,"Rockingham County, Virginia",1049,332,322,293,71,159,71,195,79,94,197,125,207,203,473,518,753,598,740,1005,653,326,277,133,127
"G5101770","2014","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",31708,988,51,499,107,173,113,0,39,112,188,122,78,193,1021,1743,2573,2586,5320,4477,5866,2786,1501,784,388,"Spotsylvania County, Virginia",1416,350,62,295,105,267,144,195,61,129,149,135,93,184,345,509,730,644,1041,824,924,682,432,337,242
"G5101790","2014","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",33124,669,178,61,21,88,0,80,36,0,0,46,0,59,822,1134,1065,2150,4434,4202,10085,4913,2791,139,151,"Stafford County, Virginia",1689,304,151,102,37,142,195,103,62,195,195,72,195,72,623,601,430,723,818,793,1141,957,679,146,120
"G5101990","2014","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",16331,566,26,0,163,46,0,0,0,0,0,142,0,76,418,696,459,754,2371,2205,4027,2142,1700,229,311,"York County, Virginia",967,353,47,195,194,88,195,195,195,195,195,221,195,96,265,480,293,399,695,623,745,629,473,162,234
"G5105100","2014","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G5105500","2014","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",58818,1424,490,200,110,135,298,136,41,159,73,415,221,392,1110,3162,4459,5235,10787,9231,13596,4112,2049,391,592,"Chesapeake city, Virginia",2292,632,354,206,139,160,236,158,70,200,127,319,201,285,445,861,1161,1007,1568,1226,1701,762,592,261,386
"G5106500","2014","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",28187,445,379,298,89,324,28,49,105,67,27,199,969,631,2314,3153,3071,3500,5068,3020,3367,494,282,201,107,"Hampton city, Virginia",1751,238,238,238,112,197,49,75,140,90,45,178,481,317,597,724,764,755,1004,788,947,281,193,171,134
"G5106800","2014","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",13990,739,26,99,266,42,113,41,453,66,292,667,842,436,1595,1685,1615,1213,1398,1174,600,219,320,64,25,"Lynchburg city, Virginia",966,457,43,121,306,71,139,76,335,91,197,302,400,202,536,669,519,429,485,509,233,193,218,100,41
"G5107000","2014","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",33050,964,132,1092,96,163,59,86,214,33,106,786,566,817,2209,2477,4880,4637,5991,4508,1877,411,490,98,358,"Newport News city, Virginia",1624,410,128,426,115,149,99,100,294,49,125,360,393,286,665,662,1203,814,1045,850,580,228,237,128,235
"G5107100","2014","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",37359,886,290,328,98,45,62,37,45,86,167,699,815,711,2711,3602,5224,4793,6210,2520,3624,1380,1862,733,431,"Norfolk city, Virginia",1495,299,184,175,111,73,73,64,52,106,111,302,288,332,687,656,984,807,822,605,713,341,489,363,222
"G5107400","2014","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",18430,285,199,221,93,65,0,0,55,62,27,321,468,570,1856,2290,3154,2371,2901,1727,1129,443,117,51,25,"Portsmouth city, Virginia",1383,196,179,156,112,83,195,195,67,77,46,261,284,288,475,578,849,534,693,587,385,399,90,65,43
"G5107600","2014","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",36430,520,112,133,174,41,0,90,369,502,684,788,871,1511,3071,2311,4823,2116,4101,3162,4617,2542,2175,814,903,"Richmond city, Virginia",1829,251,110,107,151,72,195,122,238,307,337,409,351,390,709,611,1093,622,835,723,890,617,431,264,387
"G5107700","2014","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",21425,375,185,209,197,0,0,17,420,593,818,761,961,1440,2871,4065,2707,993,1474,973,787,892,304,148,235,"Roanoke city, Virginia",1637,243,181,207,202,195,195,28,377,383,470,329,392,542,731,1043,828,409,515,388,373,420,201,172,277
"G5108000","2014","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",20801,660,59,71,117,99,107,0,125,30,54,22,317,169,1057,823,1970,1835,3876,2863,3861,1197,1025,319,145,"Suffolk city, Virginia",1125,249,75,81,114,128,115,195,96,51,67,38,231,157,374,287,621,475,849,549,743,337,333,214,136
"G5108100","2014","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",106218,2764,476,534,262,274,224,0,201,118,142,114,245,275,3797,3692,6727,9205,20529,14932,20062,8705,8915,2272,1753,"Virginia Beach city, Virginia",2649,750,269,259,176,188,199,195,167,128,182,140,221,196,935,910,1102,1547,1837,1738,1766,1317,1259,569,485
"G5300050","2014","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",44713,1115,709,39,484,97,227,0,203,219,558,594,424,1180,3240,4894,5497,4974,7484,4356,4795,2020,1234,330,40,"Benton County, Washington",2144,497,350,64,423,116,151,193,203,212,392,247,317,598,809,896,1084,1020,1110,967,725,534,553,244,67
