GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJNQE001,AJNQE002,AJNQE003,AJNQE004,AJNQE005,AJNQE006,AJNQE007,AJNQE008,AJNQE009,AJNQE010,AJNQE011,AJNQE012,AJNQE013,AJNQE014,AJNQE015,AJNQE016,AJNQE017,AJNQE018,AJNQE019,AJNQE020,AJNQE021,AJNQE022,AJNQE023,AJNQE024,AJNQE025,AJNQE026,AJNQE027,NAME_M,AJNQM001,AJNQM002,AJNQM003,AJNQM004,AJNQM005,AJNQM006,AJNQM007,AJNQM008,AJNQM009,AJNQM010,AJNQM011,AJNQM012,AJNQM013,AJNQM014,AJNQM015,AJNQM016,AJNQM017,AJNQM018,AJNQM019,AJNQM020,AJNQM021,AJNQM022,AJNQM023,AJNQM024,AJNQM025,AJNQM026,AJNQM027
"G2101110","2018","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",191497,1149,895,797,678,751,493,515,1826,2426,2687,3774,5782,6807,20737,19077,23024,14420,23966,17361,21370,10316,8958,1865,903,402,518,"Jefferson County, Kentucky",4372,456,442,364,336,347,249,265,761,841,760,837,1029,1275,2196,2082,1981,1378,2130,1805,1694,1370,1272,592,328,268,250
"G2101170","2018","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",42701,129,343,251,257,100,293,159,217,778,1289,1638,1650,1571,4580,5732,4800,3578,6051,3525,2515,1469,1153,417,161,0,45,"Kenton County, Kentucky",1752,127,256,198,236,134,264,225,146,400,510,504,556,573,1023,1164,863,693,1179,941,681,521,359,274,137,197,75
"G2101450","2018","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",17263,258,167,0,0,156,115,166,1196,772,560,985,776,355,1935,1297,2341,1254,2181,953,769,303,414,239,0,0,71,"McCracken County, Kentucky",1331,256,198,197,197,134,114,210,627,529,360,440,409,267,605,504,767,491,676,488,421,216,277,191,197,197,126
"G2101510","2018","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",19592,325,327,77,96,112,163,74,426,409,242,296,932,476,1988,2462,2948,1641,2775,1250,1800,432,196,42,103,0,0,"Madison County, Kentucky",1267,216,223,140,152,113,199,91,317,244,209,231,471,288,688,817,780,578,738,502,565,259,181,69,128,197,197
"G2101850","2018","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2102270","2018","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",28922,828,172,108,440,217,50,179,382,141,203,759,768,1049,2147,2590,3750,3174,3645,2972,3354,925,662,179,115,113,0,"Warren County, Kentucky",1554,592,193,179,431,218,87,153,308,174,187,436,408,573,785,800,1070,828,1061,759,1002,590,356,212,138,182,197
"G2200050","2018","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",35517,444,304,101,449,241,307,75,452,221,123,322,674,415,1670,1925,2012,4687,7742,4559,5865,1787,593,193,67,150,139,"Ascension Parish, Louisiana",1912,387,394,135,488,290,299,126,493,339,156,288,467,360,808,798,745,1309,1833,1330,1131,705,426,227,111,234,165
"G2200150","2018","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",32277,351,824,430,767,234,464,0,410,1085,951,982,1812,451,2655,3455,3315,3868,3234,2518,2760,822,889,0,0,0,0,"Bossier Parish, Louisiana",1843,244,496,392,706,294,620,217,288,589,747,592,755,338,930,971,1073,1242,912,861,772,432,573,217,217,217,217
"G2200170","2018","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",55060,787,813,1157,345,370,681,784,1788,2885,1888,2008,3207,2080,3706,6862,5775,3819,5340,3359,3770,1907,1009,404,184,78,54,"Caddo Parish, Louisiana",2356,396,472,528,245,340,351,501,724,1054,621,690,1043,725,954,1478,1249,896,1186,1101,949,674,706,234,249,81,93
"G2200190","2018","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",51835,236,943,180,171,706,906,381,2535,1703,1768,1230,2485,2206,3068,4423,5982,5257,5320,5486,3996,1593,742,315,203,0,0,"Calcasieu Parish, Louisiana",2428,150,760,183,156,590,423,311,1211,741,756,538,933,920,1062,1174,1039,1246,1125,1275,970,623,409,243,163,217,217
"G2200330","2018","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",98145,1119,513,711,442,270,489,417,583,1969,2386,2643,3037,1858,6328,8122,10504,7591,12801,9471,12869,5130,5836,1677,622,235,522,"East Baton Rouge Parish, Louisiana",3665,475,336,595,313,232,333,304,345,616,906,860,1105,772,1400,1575,1777,1414,1992,1695,1858,1011,1239,768,291,280,402
"G2200450","2018","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",16660,866,326,653,130,514,285,160,701,491,269,1047,636,489,1444,2022,904,1479,1280,1083,1063,584,157,0,0,0,77,"Iberia Parish, Louisiana",1325,689,305,476,149,386,248,259,385,348,221,511,417,296,570,792,450,658,621,533,499,428,197,217,217,217,128
"G2200510","2018","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",101024,190,695,424,218,120,325,190,287,761,1123,2056,2314,2759,8468,9676,13347,11199,14862,12075,12357,3295,2487,1154,437,44,161,"Jefferson Parish, Louisiana",3205,145,549,279,178,155,220,160,273,551,538,798,581,893,1195,1697,1701,1482,1764,1564,1503,588,727,502,223,72,117
"G2200550","2018","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",61397,1217,971,1307,863,337,577,115,407,930,1009,851,951,1968,4152,3775,6853,5969,9304,6034,7303,1747,2600,681,875,374,227,"Lafayette Parish, Louisiana",3038,469,536,862,573,532,383,137,301,485,479,522,602,704,1082,983,1230,1231,1595,1358,1507,676,944,287,681,458,214
"G2200570","2018","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",27196,1280,697,344,254,94,124,176,353,452,1167,1070,1083,725,2741,2389,3222,2447,2850,2288,2278,592,479,0,0,0,91,"Lafourche Parish, Louisiana",1683,686,445,198,215,118,162,151,245,231,511,528,475,470,847,605,800,761,832,804,733,326,289,217,217,217,152
"G2200630","2018","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",41091,813,844,657,110,209,179,36,178,1282,863,1424,1167,180,3221,4192,6448,3593,6784,2038,4106,1067,1170,0,0,530,0,"Livingston Parish, Louisiana",2563,684,724,691,160,250,238,45,167,715,563,739,620,245,1347,1191,1852,1393,1526,679,1432,490,996,217,217,767,217
"G2200710","2018","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",74982,250,89,236,165,111,154,159,303,563,737,1220,1464,1524,5945,3412,8714,5052,8617,7623,10003,5806,6939,2758,1837,669,632,"Orleans Parish, Louisiana",2104,181,95,154,137,84,127,146,195,241,302,474,460,520,912,887,1217,854,996,1132,1175,816,877,658,438,341,262
"G2200730","2018","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",32427,227,588,558,364,441,623,524,739,954,1094,1137,1060,584,3409,2062,3424,2378,2960,3461,3244,990,1317,200,51,0,38,"Ouachita Parish, Louisiana",2142,248,396,394,308,375,303,463,429,609,502,750,439,325,866,722,747,898,779,1017,991,596,625,210,87,217,66
"G2200790","2018","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",30064,454,480,221,1014,165,45,280,474,1117,1258,1068,1837,900,3062,2071,3757,1674,4117,2646,1628,549,961,188,0,0,98,"Rapides Parish, Louisiana",2159,410,392,259,648,193,73,205,232,493,503,594,655,448,1042,662,960,660,1056,777,627,337,551,185,217,217,160
"G2200970","2018","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",19628,705,525,597,99,21,391,46,558,821,649,1250,744,1197,1974,1415,1756,1300,2103,1381,927,477,581,0,111,0,0,"St. Landry Parish, Louisiana",1354,364,329,494,86,39,275,80,292,616,324,535,423,559,655,528,592,612,731,549,450,329,536,217,118,217,217
"G2201030","2018","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",74196,866,344,325,840,161,98,319,657,237,1223,1396,1160,424,4695,5650,7054,5364,10910,10002,11031,6570,3235,619,626,203,187,"St. Tammany Parish, Louisiana",2981,430,259,263,618,194,101,377,515,307,787,630,776,257,1055,1237,1243,1226,1771,1606,1333,1451,848,403,326,197,218
"G2201050","2018","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",34233,2322,1039,458,417,124,234,116,314,918,1424,999,782,1430,2179,1654,5283,2861,3113,4628,2384,907,353,0,294,0,0,"Tangipahoa Parish, Louisiana",2477,1172,781,414,376,199,210,188,275,442,921,688,590,957,785,702,1345,1041,878,1293,965,503,329,217,453,217,217
"G2201090","2018","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",28042,444,399,532,138,194,909,161,523,712,861,1268,1672,1065,2534,2389,3942,1692,2132,3265,1628,855,362,274,0,0,91,"Terrebonne Parish, Louisiana",2063,317,352,474,178,305,578,271,373,415,511,696,753,539,747,757,1069,541,699,909,711,493,341,263,217,217,158
"G2300010","2018","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",27588,445,257,35,342,359,362,0,87,306,518,384,1015,991,3033,4131,4282,1748,4429,2630,1901,118,114,69,0,32,0,"Androscoggin County, Maine",1653,342,227,60,273,295,349,170,82,179,368,215,418,519,731,900,1074,577,1138,777,600,141,95,92,170,54,170
"G2300030","2018","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",21214,123,133,200,456,218,856,256,941,1373,1409,1624,2197,1229,1908,1816,2362,689,1816,676,638,188,17,6,40,0,43,"Aroostook County, Maine",1047,92,129,218,271,120,429,128,278,469,435,438,571,353,430,496,477,245,431,263,269,170,29,12,62,170,39
"G2300050","2018","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",84735,650,166,255,41,128,62,247,278,262,660,442,690,208,1339,2931,4025,3835,14268,13390,17538,11876,7578,1961,1266,213,426,"Cumberland County, Maine",2168,362,154,209,68,147,106,215,311,235,321,254,600,158,601,1073,795,960,1667,1325,1687,1495,1165,630,524,196,342
"G2300110","2018","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",38885,516,672,209,324,155,190,263,416,391,763,1093,1505,1426,5062,5105,5395,4078,4478,3170,2056,637,469,120,338,0,54,"Kennebec County, Maine",2043,305,545,211,273,145,196,192,244,237,328,739,473,574,1245,1032,872,924,874,837,546,293,212,123,338,170,95
"G2300190","2018","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",40671,895,530,785,468,249,574,461,1640,1201,1204,1282,1874,1235,4118,3898,5251,3361,4328,3415,2619,332,586,101,93,83,88,"Penobscot County, Maine",2107,470,456,478,239,146,542,258,467,398,313,485,677,448,865,845,967,792,992,831,704,197,411,79,102,137,93
"G2300310","2018","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",63407,317,190,182,475,316,341,66,333,548,69,481,646,48,2809,2072,4515,3925,11598,10768,11047,5510,4578,1348,644,186,395,"York County, Maine",2854,273,194,178,377,207,262,66,222,356,120,325,366,55,961,637,1058,1029,1797,1394,1520,1261,1030,656,302,180,284
"G2400010","2018","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",18996,82,320,84,140,166,283,499,981,1142,924,953,1393,1036,2696,1772,1602,1365,1305,831,882,413,69,35,23,0,0,"Allegany County, Maryland",1268,109,293,95,121,158,170,350,482,432,414,372,395,377,832,606,559,470,487,379,383,248,75,56,40,206,206
"G2400030","2018","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",157266,1046,187,307,524,443,67,162,625,691,377,129,294,389,1157,1188,2720,3719,16651,19697,39568,24652,28444,7585,4088,858,1698,"Anne Arundel County, Maryland",2730,655,189,315,326,338,109,178,379,569,326,151,258,334,579,563,894,1227,2380,2709,2836,2126,2615,1311,943,464,614
"G2400050","2018","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",208733,1181,391,675,886,305,166,159,302,1004,765,1182,1112,1310,7295,9518,13249,15104,37854,29893,36846,22116,20028,4580,1112,638,1062,"Baltimore County, Maryland",3657,500,247,337,449,238,138,155,198,444,309,463,412,550,1288,1746,1585,1630,2430,2622,2135,1911,1707,889,327,423,474
"G2400090","2018","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calvert County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400130","2018","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",49822,506,45,93,431,255,183,0,46,40,51,0,110,298,792,630,1436,1155,4868,7255,13836,10393,6512,524,226,137,0,"Carroll County, Maryland",1590,360,75,153,410,246,231,206,78,67,88,206,119,281,413,407,612,417,941,939,1484,1237,1015,283,213,226,206
"G2400150","2018","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",27022,0,535,637,68,174,104,0,0,25,74,145,118,283,950,1794,2526,2299,4665,3945,5056,1670,1119,52,0,490,293,"Cecil County, Maryland",1630,206,418,418,115,171,165,206,206,33,126,190,142,287,439,632,925,661,994,895,941,616,480,81,206,443,275
"G2400170","2018","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400210","2018","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",71410,224,0,0,157,120,147,25,37,51,125,12,185,173,333,1326,3878,2453,8321,10788,18982,11619,10438,1462,352,47,155,"Frederick County, Maryland",2442,198,206,206,196,129,133,40,59,84,143,19,143,169,188,575,976,723,1329,1673,1518,1258,1225,461,223,85,161
"G2400250","2018","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",75076,868,381,43,267,415,174,118,623,169,284,186,521,232,1738,1986,3612,4346,11594,10565,17132,11883,5967,1741,123,0,108,"Harford County, Maryland",2048,528,224,71,235,305,177,142,393,225,266,240,416,232,678,647,878,912,1720,1427,1391,1568,1117,677,159,206,126
"G2400270","2018","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",83639,445,0,0,754,153,334,241,159,128,122,0,70,226,272,1189,620,748,4263,6447,14558,14485,27513,7144,2113,1002,653,"Howard County, Maryland",2720,370,206,206,519,173,322,203,180,156,147,206,122,200,247,506,408,436,951,1110,1613,2007,2076,991,604,633,384
"G2400310","2018","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",239642,1120,51,107,30,0,276,177,548,432,148,312,268,171,2385,2276,2717,2839,11287,14758,41034,43712,60854,27970,15842,4940,5388,"Montgomery County, Maryland",4093,360,87,127,49,206,200,189,302,288,143,228,218,185,681,643,732,778,1729,1761,2880,2867,2672,2317,1431,876,840
"G2400330","2018","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",197187,1178,256,367,768,694,312,441,392,689,1392,1176,636,389,3355,2415,4826,5963,24260,36123,63297,27290,17681,1611,644,78,954,"Prince George's County, Maryland",4151,428,191,255,322,373,235,265,238,421,636,632,332,204,923,665,995,1362,2102,2885,3200,2151,1924,496,494,96,354
"G2400370","2018","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Mary's County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400430","2018","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",36869,714,98,0,199,68,0,0,16,279,141,457,1243,412,1516,3156,5488,3326,5704,4557,6014,1572,1274,358,200,0,77,"Washington County, Maryland",1802,424,161,206,193,116,206,206,28,333,121,225,708,280,538,766,1106,758,1169,869,1074,620,511,221,197,206,125
"G2400450","2018","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",21254,139,0,0,114,406,151,394,160,116,111,459,594,609,1019,3020,3522,1601,3038,3466,1531,367,294,45,98,0,0,"Wicomico County, Maryland",1665,169,206,206,142,433,147,348,219,97,143,264,396,342,412,792,913,712,793,771,489,265,228,78,132,206,206
"G2405100","2018","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",112621,959,697,577,980,717,646,964,2260,3179,3626,2803,4018,3729,12096,10120,12527,6457,13615,9593,10658,4510,4924,1906,780,193,87,"Baltimore city, Maryland",3474,419,358,318,512,392,385,477,701,897,981,615,844,891,1608,1443,1560,1396,1544,1579,1295,818,827,514,364,193,124
"G2500010","2018","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",70988,156,0,91,178,60,0,46,137,101,42,191,48,0,280,203,346,1056,3987,7731,19800,13081,14990,4725,1614,998,1127,"Barnstable County, Massachusetts",2695,156,211,107,168,101,211,76,156,120,70,195,78,211,186,170,224,568,885,1262,1672,1407,1483,998,608,365,553
"G2500030","2018","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",37639,190,317,331,13,77,61,49,196,136,368,266,800,650,2998,2617,4278,3039,4913,4234,5242,3116,2158,717,213,353,307,"Berkshire County, Massachusetts",1763,115,217,229,21,77,96,62,193,137,239,191,334,323,928,711,910,763,890,879,961,734,486,313,148,242,210
"G2500050","2018","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",131246,842,81,316,324,548,184,271,395,149,182,425,1461,528,1601,1665,4115,4812,17896,23323,37244,17117,14098,2697,750,0,222,"Bristol County, Massachusetts",3437,424,94,297,207,309,181,353,292,173,178,287,678,346,599,550,986,1084,2146,2183,2788,1959,1462,761,509,211,148
"G2500090","2018","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",185629,809,129,204,71,224,377,144,321,750,49,242,654,144,890,906,2918,2659,10243,13145,40719,38482,48570,15440,4608,978,1953,"Essex County, Massachusetts",3673,358,160,191,115,152,259,118,254,583,81,189,528,140,342,400,826,720,1398,1826,2698,2474,3111,1676,998,490,786
"G2500110","2018","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2500130","2018","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",107058,750,497,541,229,352,218,88,357,97,805,502,1684,1048,5797,7379,13363,13287,18514,16685,13812,6105,3980,653,101,46,168,"Hampden County, Massachusetts",2802,410,279,294,208,249,187,104,240,118,577,351,759,503,1065,1425,1678,1950,1841,2010,1595,1331,904,345,151,77,156
"G2500150","2018","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",38955,51,0,218,116,118,47,74,0,142,0,148,393,131,616,1214,1950,1868,6656,6863,7882,5667,3814,561,231,132,63,"Hampshire County, Massachusetts",1570,87,211,194,133,136,77,125,211,144,211,204,231,153,295,455,674,733,1063,1119,1119,1083,977,295,192,152,113
"G2500170","2018","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",376865,1467,88,50,285,324,610,306,353,400,508,95,752,371,2239,1713,3834,4542,12614,18406,57132,62154,115859,48255,28209,8543,7756,"Middlesex County, Massachusetts",5048,540,147,82,256,253,412,242,402,236,278,118,551,258,716,675,874,1188,2003,2088,3187,3844,4323,3105,2508,1121,1034
"G2500210","2018","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",181431,972,44,0,124,117,303,131,384,215,214,337,0,153,888,1013,1204,1240,6071,9543,34408,34530,49895,19434,10574,4032,5605,"Norfolk County, Massachusetts",3628,579,72,211,157,152,253,162,301,186,207,310,211,178,637,807,523,545,1181,1203,2591,2526,3116,1904,1378,946,1027
"G2500230","2018","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",146173,810,33,0,148,122,107,307,338,264,243,302,183,298,1144,1536,3554,2906,10600,15688,38983,25514,28512,8574,3967,1282,758,"Plymouth County, Massachusetts",3228,366,55,211,169,149,137,245,221,229,192,239,184,239,513,528,877,836,1634,1900,2678,2445,2438,1322,861,602,309
"G2500250","2018","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",111167,1247,0,111,51,88,288,117,68,153,70,90,59,25,393,206,645,360,3366,5781,17644,19841,32797,11983,8262,2874,4648,"Suffolk County, Massachusetts",3598,487,211,112,86,105,241,146,110,175,85,107,70,41,254,221,347,187,878,1190,2051,2396,2836,1600,1342,693,918
"G2500270","2018","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",204024,859,117,378,525,471,377,35,374,680,405,377,925,701,4652,5763,11811,11179,32235,36088,48142,20640,20315,4339,1405,623,608,"Worcester County, Massachusetts",4367,431,146,275,373,305,283,58,200,328,230,226,499,423,939,1220,1646,1581,2744,2616,3355,1978,2214,819,548,462,385
"G2600050","2018","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",36483,1046,319,314,138,125,558,118,753,380,803,346,1165,607,3381,4095,5070,3263,4606,2813,2948,1300,1430,430,307,124,44,"Allegan County, Michigan",1615,494,213,236,126,141,305,94,439,207,303,207,341,308,791,968,1013,896,851,712,780,437,460,280,310,156,57
"G2600170","2018","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",33423,1021,263,124,111,609,537,281,1056,2254,2507,2058,2417,2398,4594,2903,3507,1727,2015,1710,754,474,63,0,40,0,0,"Bay County, Michigan",1575,511,243,115,78,395,379,190,459,663,776,583,709,629,953,664,871,577,623,596,435,403,107,172,62,172,172
"G2600210","2018","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",46949,1284,639,614,456,205,229,99,1038,1306,1746,1446,2409,2206,5347,3837,5258,3089,5132,3399,3054,1193,1676,830,219,65,173,"Berrien County, Michigan",1667,531,354,467,449,162,194,83,528,438,540,495,627,759,894,717,861,609,874,738,616,417,501,346,172,98,129
"G2600250","2018","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",36821,906,513,270,554,352,676,370,1624,2301,2599,2137,2632,1993,4802,2265,3849,2246,2679,1579,1500,351,429,68,35,0,91,"Calhoun County, Michigan",1439,476,303,285,304,256,299,196,598,617,600,637,683,584,969,535,807,494,610,450,398,237,210,82,44,172,107
"G2600370","2018","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",22810,633,92,175,87,254,13,6,134,399,410,519,586,963,1593,1976,3625,2095,3199,2450,2244,631,524,126,57,0,19,"Clinton County, Michigan",852,268,97,102,91,348,22,11,125,155,223,215,225,380,387,509,664,447,570,608,514,338,283,142,66,172,32
"G2600450","2018","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",33364,345,572,313,25,125,68,111,360,114,477,574,1223,1170,3818,4202,4963,2924,4877,3179,2288,1035,378,0,188,35,0,"Eaton County, Michigan",1308,283,301,261,40,96,107,101,234,72,245,295,348,450,671,757,756,784,911,749,545,397,267,172,210,40,172
"G2600490","2018","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",115406,4784,3420,2690,2468,3217,3275,995,4721,5007,3520,3922,5050,4094,14086,10594,12132,8472,10119,4975,3864,1298,1937,522,0,48,196,"Genesee County, Michigan",3031,900,896,707,840,965,1029,495,1161,1041,683,902,1010,981,1678,1251,1525,1185,1360,997,934,399,723,299,172,81,204
"G2600550","2018","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",27691,713,162,338,197,652,46,123,287,276,64,67,98,107,1439,2209,3142,2546,3422,2909,4111,1799,1969,450,283,58,224,"Grand Traverse County, Michigan",1671,515,185,308,202,376,75,151,287,292,57,90,129,122,411,703,734,712,785,861,810,542,547,235,186,77,205
"G2600650","2018","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",65187,1774,348,105,412,793,851,311,1485,1269,3334,3315,3614,3700,7414,5469,6116,4732,7762,5180,3888,1439,1258,189,263,105,61,"Ingham County, Michigan",2386,742,257,110,282,506,351,208,525,438,759,704,709,889,1109,993,873,936,1294,918,702,462,494,136,184,123,94
