GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHPKE001,AHPKE002,AHPKE003,AHPKE004,AHPKE005,AHPKE006,AHPKE007,AHPKE008,AHPKE009,AHPKE010,AHPKE011,AHPKE012,AHPKE013,AHPKE014,AHPKE015,AHPKE016,AHPKE017,AHPKE018,AHPKE019,AHPKE020,AHPKE021,AHPKE022,AHPKE023,AHPKE024,AHPKE025,AHPKE026,AHPKE027,NAME_M,AHPKM001,AHPKM002,AHPKM003,AHPKM004,AHPKM005,AHPKM006,AHPKM007,AHPKM008,AHPKM009,AHPKM010,AHPKM011,AHPKM012,AHPKM013,AHPKM014,AHPKM015,AHPKM016,AHPKM017,AHPKM018,AHPKM019,AHPKM020,AHPKM021,AHPKM022,AHPKM023,AHPKM024,AHPKM025,AHPKM026,AHPKM027
"G32040000","2017","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",112494,109562,344,547,1267,687,71,1455,626,1237,2214,3211,3642,5768,4834,5829,7565,12507,13923,26335,10181,5022,1293,425,468,111,2932,"Las Vegas city, Nevada",4361,4503,274,451,631,390,91,720,332,534,703,858,918,1112,1025,1205,1444,1861,1789,3028,1770,1238,521,312,341,132,844
"G32051800","2017","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",29382,28691,144,0,51,0,0,58,300,68,270,1270,1216,1129,2232,955,883,4318,4069,7292,2722,1376,338,0,0,0,691,"North Las Vegas city, Nevada",2429,2462,230,211,83,211,211,65,294,82,237,613,494,601,703,697,435,1230,1077,1571,886,576,475,211,211,211,330
"G32054600","2017","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",55815,54707,223,0,380,26,70,317,0,785,739,1234,3469,3712,4537,6057,3531,10239,5602,8803,2758,1785,117,160,112,51,1108,"Paradise CDP, Nevada",3839,3867,244,211,327,43,114,260,211,520,492,539,961,1049,1116,1242,890,1749,1324,1520,731,771,113,132,132,85,467
"G32060600","2017","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",51857,51400,146,216,403,293,60,368,427,539,1548,1975,2224,2190,4088,3040,3333,8472,5230,6913,5651,3754,326,204,0,0,457,"Reno city, Nevada",2385,2370,144,208,216,202,102,294,383,414,641,789,830,744,1042,1044,1000,1450,1076,1495,1222,916,288,330,211,211,266
"G32068400","2017","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32068585","2017","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",38171,37284,44,180,0,40,0,47,0,0,0,535,450,233,1064,2778,2241,5983,5069,9986,5153,2887,530,64,0,0,887,"Spring Valley CDP, Nevada",2680,2726,72,180,211,66,211,78,211,211,211,433,361,217,533,1085,782,1688,1220,1572,1312,1021,608,106,211,211,543
"G32071400","2017","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",29519,28565,237,58,0,0,0,180,872,235,331,782,1642,2315,3330,2700,2569,6336,2732,2931,1098,217,0,0,0,0,954,"Sunrise Manor CDP, Nevada",2087,2098,269,97,211,211,211,186,718,211,282,381,613,919,869,846,812,1239,856,759,409,221,211,211,211,211,438
"G33045140","2017","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",27470,26915,23,579,226,59,259,230,0,201,412,358,504,903,638,1385,1541,4496,3952,4748,3548,2241,422,44,146,0,555,"Manchester city, New Hampshire",1908,1924,39,530,253,74,192,181,192,171,318,294,380,574,402,462,688,1258,971,1010,901,769,425,74,234,192,376
"G33050260","2017","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",16663,16663,40,42,259,176,361,169,73,84,0,116,505,734,170,422,772,1773,1207,4496,3202,1868,137,57,0,0,0,"Nashua city, New Hampshire",1652,1652,64,71,221,150,265,165,87,143,192,187,462,419,197,335,495,681,690,1176,785,710,133,50,192,192,192
"G34003580","2017","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",16831,16477,46,0,69,891,317,201,235,225,67,436,167,155,0,823,221,1009,1188,4749,2365,2550,612,151,0,0,354,"Bayonne city, New Jersey",1580,1582,77,206,118,611,313,272,284,222,112,295,271,123,206,576,204,465,603,1165,777,818,380,183,206,206,304
"G34010000","2017","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",15885,15524,604,376,1378,1199,203,110,305,331,131,75,757,779,191,912,2002,2278,1211,2131,406,145,0,0,0,0,361,"Camden city, New Jersey",1493,1520,353,385,689,571,250,180,356,292,210,124,589,571,196,613,873,974,629,869,305,188,206,206,206,206,345
"G34013690","2017","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2017","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",17319,16967,243,64,647,663,221,491,199,37,149,191,183,0,50,101,708,1546,3568,4435,2223,814,360,74,0,0,352,"East Orange city, New Jersey",1586,1542,262,105,436,443,206,337,216,63,128,188,249,206,89,123,477,628,889,1246,740,433,233,124,206,206,312
"G34021000","2017","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",31553,31003,440,0,562,548,284,0,233,206,128,52,248,171,329,642,1595,3648,5579,9177,4566,1784,596,0,132,83,550,"Elizabeth city, New Jersey",1901,1921,375,206,349,331,286,206,223,255,202,79,259,201,253,351,654,879,1195,1556,998,732,424,206,95,133,311
"G34036000","2017","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",68393,67239,479,386,1478,1598,680,418,747,564,513,995,718,1537,922,1068,1359,6063,3575,14430,6270,7893,5381,5088,3154,1923,1154,"Jersey City city, New Jersey",3077,3167,368,243,669,788,367,224,559,445,337,445,504,715,562,439,536,1240,852,2132,1483,1301,913,1062,714,510,560
"G34051000","2017","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",73782,72668,1585,1121,1651,3150,1644,1454,279,752,1133,1407,871,2503,2243,1978,2802,8295,8273,16692,9752,4721,362,0,0,0,1114,"Newark city, New Jersey",3371,3329,676,483,703,886,712,606,241,566,541,675,437,1017,796,722,893,1568,1455,1950,1781,937,489,206,206,206,599
"G34056550","2017","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2017","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",32322,31553,134,373,185,1070,381,101,337,388,561,59,160,383,718,524,1454,2760,4152,12159,3919,1735,0,0,0,0,769,"Paterson city, New Jersey",2145,2144,167,385,190,519,311,109,300,306,452,72,158,302,317,331,607,737,788,1823,1041,593,206,206,206,206,481
"G34073110","2017","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2017","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",17112,16874,508,0,789,1716,335,201,177,254,0,0,0,652,711,179,589,2437,1402,4860,2002,62,0,0,0,0,238,"Trenton city, New Jersey",1711,1696,454,206,507,742,257,207,188,238,206,206,206,397,406,175,463,732,578,901,660,107,206,206,206,206,244
"G34074630","2017","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",18793,18340,0,48,28,420,90,178,125,292,0,111,136,164,443,634,245,2182,1714,4902,3364,2691,528,0,45,0,453,"Union City city, New Jersey",1305,1335,206,80,46,299,146,209,200,258,206,136,162,157,269,382,217,583,652,1026,908,846,464,206,76,206,270
"G35002000","2017","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",87175,84228,344,332,483,1052,499,591,989,3076,3675,5046,6205,7735,6264,6117,4916,9525,8156,11921,4508,1707,308,339,110,330,2947,"Albuquerque city, New Mexico",3604,3680,412,343,326,491,310,380,550,1090,1080,1365,1539,1504,1514,1344,1240,1755,1500,2053,1091,700,203,277,182,175,887
"G35039380","2017","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",17141,16591,507,219,272,92,131,744,667,1181,1342,1440,1009,1408,625,1624,516,1260,1499,1625,50,0,380,0,0,0,550,"Las Cruces city, New Mexico",2076,2008,447,340,284,112,208,665,617,731,744,767,602,760,513,1201,357,624,1046,860,85,201,371,201,201,201,440
"G35063460","2017","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2017","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",13077,12386,79,80,283,424,227,0,69,83,138,157,110,460,552,757,539,1821,1688,2271,1245,910,124,331,38,0,691,"Santa Fe city, New Mexico",1441,1339,131,103,232,394,298,201,111,104,218,138,83,315,336,349,327,599,561,643,491,351,82,272,45,201,370
"G36001000","2017","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",24891,24466,0,486,394,1340,195,127,375,639,273,550,323,1721,753,1369,1556,3673,3153,5122,998,1213,130,0,0,76,425,"Albany city, New York",1666,1694,200,479,309,521,182,197,348,382,213,425,344,778,428,667,721,1120,891,1396,486,611,158,200,200,88,326
"G36008026","2017","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2017","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",65355,62982,670,1027,1245,1403,1637,2781,2622,4370,3550,5996,6551,5062,4474,4542,4204,4787,2974,2905,965,826,305,60,26,0,2373,"Buffalo city, New York",2791,2872,435,525,589,591,624,990,689,965,1034,1164,1636,1181,946,1317,1152,1045,1038,895,475,442,239,101,43,200,782
"G36015000","2017","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheektowaga CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36049121","2017","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2017","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2017","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",2127881,2076517,7037,13035,41106,58532,35719,31280,25789,28900,21679,31034,24334,32954,25702,39540,35362,104904,114220,353505,267351,396245,169838,92665,66344,59442,51364,"New York city, New York",16154,15854,1652,2432,4210,3981,3327,3076,3039,3433,2825,3128,3010,3852,2813,3370,3978,5878,7611,9585,10046,11127,7410,5452,3981,4432,3658
"G36063000","2017","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",56024,55336,230,130,311,2659,1188,688,1679,1781,2448,3261,3642,5134,3979,4381,5034,8783,3121,4317,1040,984,328,33,88,97,688,"Rochester city, New York",2495,2415,215,112,293,793,458,524,775,646,853,845,944,1141,953,1070,1293,1453,936,831,505,492,241,56,73,159,432
"G36065508","2017","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36073000","2017","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",34103,32842,267,189,756,1268,618,790,970,1419,1094,1823,1764,3276,2739,3629,2783,2948,1931,2295,1115,585,541,0,0,42,1261,"Syracuse city, New York",1975,1965,222,220,434,522,386,391,524,385,427,560,508,784,796,930,782,780,596,603,484,371,348,200,200,74,499
"G36084000","2017","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",42498,40420,0,523,713,994,339,545,396,102,174,451,764,761,550,677,449,1674,1973,8020,8829,9002,2803,568,113,0,2078,"Yonkers city, New York",2683,2628,200,506,460,537,244,376,301,120,220,515,608,559,417,493,350,676,824,1616,1699,1565,898,447,117,200,914
"G37002140","2017","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",20279,20140,293,290,154,410,343,206,161,46,198,604,525,453,595,1037,1718,1494,2206,4216,2995,990,884,322,0,0,139,"Asheville city, North Carolina",2259,2255,274,242,126,321,271,174,145,76,169,426,318,302,452,689,1012,878,948,1298,1054,595,698,294,207,207,165
"G37010740","2017","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37012000","2017","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",155435,153138,255,600,725,676,1295,1362,1575,1521,3170,3465,4506,7160,7705,7662,7005,19530,19582,34495,16917,10550,1572,856,723,231,2297,"Charlotte city, North Carolina",4426,4302,268,390,435,555,550,690,812,654,916,980,1195,1338,1421,1697,1442,2253,2560,3220,2088,1628,502,507,444,174,795
"G37014100","2017","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37019000","2017","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",57401,56812,930,179,374,1268,715,278,396,1301,1782,2404,2506,2312,2934,2851,2738,6357,8320,10609,5197,2044,687,0,0,630,589,"Durham city, North Carolina",2576,2579,615,214,487,527,477,246,276,596,958,939,837,1152,1124,1049,1073,1628,2128,2126,1169,607,490,207,207,342,421
"G37022920","2017","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",46649,44120,331,188,328,567,531,719,968,1289,2871,2459,3755,3554,4868,3792,2864,4374,2475,5050,1977,770,194,0,196,0,2529,"Fayetteville city, North Carolina",2381,2347,238,179,200,307,370,448,392,516,777,616,739,715,1019,1037,747,946,676,890,683,450,233,207,316,207,732
"G37025580","2017","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",14365,13623,0,291,209,308,225,109,220,877,495,1548,1660,898,1600,1168,1091,1337,445,804,279,59,0,0,0,0,742,"Gastonia city, North Carolina",1526,1563,207,265,273,271,182,108,226,466,407,737,707,431,810,523,470,559,322,495,224,95,207,207,207,207,506
"G37028000","2017","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",57553,56544,417,1073,1118,360,413,255,494,1822,2962,3862,4326,5127,5153,5657,5670,7724,2395,3762,2140,419,926,130,204,135,1009,"Greensboro city, North Carolina",3455,3470,628,649,689,249,471,215,383,775,959,1300,1429,1141,1335,1387,1541,1423,726,1295,1147,326,665,155,327,116,517
"G37028080","2017","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",23344,23091,150,243,0,250,481,428,119,1712,2110,1540,2899,1560,1489,1932,346,1833,1624,2651,566,639,242,191,0,86,253,"Greenville city, North Carolina",1920,2027,252,316,207,354,408,463,149,751,925,752,1220,689,885,965,289,938,777,999,451,558,340,314,207,155,323
"G37031400","2017","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",17390,17049,228,45,370,572,197,730,905,1670,976,748,600,889,1330,1169,1743,1949,677,1281,100,598,41,0,0,231,341,"High Point city, North Carolina",1778,1736,248,74,328,383,236,439,474,816,450,437,260,332,698,639,632,826,433,575,119,381,69,207,207,168,247
"G37034200","2017","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2017","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",85621,84470,55,456,89,591,236,473,524,650,2729,619,1992,2258,3446,4734,7043,12372,11224,18451,9528,5092,587,197,485,639,1151,"Raleigh city, North Carolina",4184,4246,91,312,149,477,241,337,418,431,1325,382,818,893,1153,1162,1526,2170,1987,2454,1587,1396,364,193,410,431,487
"G37074440","2017","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",27646,26663,436,0,1353,692,501,279,168,668,313,562,664,1941,1662,1582,2758,4153,2411,3270,1339,1529,240,142,0,0,983,"Wilmington city, North Carolina",2315,2298,421,207,536,467,348,248,179,479,386,363,526,1068,902,625,789,1171,926,995,709,674,200,171,207,207,663
"G37075000","2017","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",44050,42263,834,666,1155,369,201,572,703,3074,3466,3635,3423,3758,2901,3678,3375,3512,3225,2184,662,580,0,34,200,56,1787,"Winston-Salem city, North Carolina",2879,2833,499,465,643,290,184,351,357,938,951,961,1047,940,1026,1077,1100,1024,1134,591,383,318,207,54,182,94,748
"G38007200","2017","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",11696,11332,362,262,142,0,128,153,116,345,176,522,458,949,1365,492,751,1279,909,1335,716,542,58,272,0,0,364,"Bismarck city, North Dakota",1485,1471,298,337,165,161,125,153,176,302,260,367,351,421,637,396,429,651,482,580,477,408,102,336,161,161,292
"G38025700","2017","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",29033,28683,48,0,46,151,86,115,351,705,913,1431,3257,3343,2713,1414,2913,3192,2265,4172,1336,54,178,0,0,0,350,"Fargo city, North Dakota",1862,1911,80,161,75,198,128,138,275,372,373,591,891,1138,903,574,1129,1020,929,1909,712,93,298,161,161,161,299
"G39001000","2017","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",41013,39004,328,260,562,1421,1162,710,1111,997,3150,3903,4739,5667,5543,3557,1445,2319,989,845,230,38,0,28,0,0,2009,"Akron city, Ohio",2728,2749,204,221,304,559,606,348,647,535,1026,907,1174,1457,1440,1067,674,777,528,442,204,45,193,47,193,193,699
"G39012000","2017","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",17040,15645,1012,556,235,1033,409,546,557,988,1464,1392,2179,2047,1483,688,416,315,0,0,0,220,105,0,0,0,1395,"Canton city, Ohio",1975,1824,716,462,188,517,317,337,442,657,751,659,766,816,725,377,349,404,193,193,193,210,125,193,193,193,949
"G39015000","2017","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",88746,87453,3208,926,2190,3264,1566,1918,2844,4692,8313,9244,8028,7149,4717,5181,3243,6557,4551,4570,2158,1944,422,407,332,29,1293,"Cincinnati city, Ohio",2793,2776,1068,482,789,795,606,598,838,1229,1938,1851,1709,1599,1201,1341,935,1417,977,1098,608,565,226,288,286,51,501
"G39016000","2017","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",102330,97993,3835,1293,1992,6692,2194,2631,3193,6392,6869,12252,7374,9420,7890,5566,4997,4416,3670,3530,1695,1337,353,194,208,0,4337,"Cleveland city, Ohio",3249,3298,1061,549,800,1295,791,751,852,1191,1409,1877,1548,1629,1529,1273,1242,909,959,874,581,376,263,126,226,193,955
"G39018000","2017","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",196598,192977,1697,2172,3218,3066,473,2118,1823,4817,6488,10178,11326,14675,18208,15261,13466,24808,19503,23380,7908,5843,2002,145,334,68,3621,"Columbus city, Ohio",5655,5583,652,967,1128,970,308,707,594,1193,1482,1546,1448,1851,2761,2274,1998,2726,2644,2884,1290,1129,668,126,402,112,1015
"G39021000","2017","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",32393,31158,1544,446,540,1697,429,1239,1795,2265,3739,3447,3134,2680,2220,1321,1149,1815,757,328,131,335,147,0,0,0,1235,"Dayton city, Ohio",2282,2296,939,344,309,615,277,642,747,722,1112,1034,890,916,759,564,561,841,398,267,147,319,170,193,193,193,577
"G39044856","2017","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",12460,12267,717,57,274,212,204,386,439,710,1575,1347,1763,1460,1026,521,842,269,405,60,0,0,0,0,0,0,193,"Lorain city, Ohio",1457,1477,470,97,346,198,162,345,287,607,882,705,727,591,444,511,514,229,529,112,193,193,193,193,193,193,159
"G39061000","2017","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",10103,9779,0,0,0,321,0,44,106,257,130,426,1173,539,1322,916,650,1665,1392,796,42,0,0,0,0,0,324,"Parma city, Ohio",1404,1379,193,193,193,283,193,71,133,193,124,363,404,320,603,419,364,689,617,410,71,193,193,193,193,193,226
"G39077000","2017","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",57504,55625,2673,501,1372,1825,1007,1799,2916,5001,5590,5871,5602,4960,4806,2419,3270,3639,969,1154,124,78,49,0,0,0,1879,"Toledo city, Ohio",2794,2739,875,371,701,735,535,554,1056,1193,1365,1137,1365,1231,1315,822,1005,1290,528,592,127,93,79,193,193,193,630
"G39088000","2017","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",12497,11703,463,161,207,798,926,708,1614,906,1449,1771,1032,295,386,397,94,213,52,138,26,44,0,0,23,0,794,"Youngstown city, Ohio",1282,1257,289,147,140,294,604,370,648,394,475,587,463,286,265,295,127,268,90,145,45,77,193,193,56,193,419
