GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S5EE001,S5EE002,S5EE003,S5EE004,S5EE005,S5EE006,S5EE007,S5EE008,S5EE009,S5EE010,S5EE011,S5EE012,S5EE013,S5EE014,S5EE015,S5EE016,S5EE017,S5EE018,S5EE019,S5EE020,S5EE021,S5EE022,S5EE023,S5EE024,NAME_M,S5EM001,S5EM002,S5EM003,S5EM004,S5EM005,S5EM006,S5EM007,S5EM008,S5EM009,S5EM010,S5EM011,S5EM012,S5EM013,S5EM014,S5EM015,S5EM016,S5EM017,S5EM018,S5EM019,S5EM020,S5EM021,S5EM022,S5EM023,S5EM024
"G33045140","2013","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",24632,24536,44,29,296,828,205,143,490,269,304,144,950,891,1361,1558,1444,4487,3844,5380,1195,674,0,96,"Manchester city, New Hampshire",2044,2043,75,49,249,424,165,150,358,219,264,142,504,499,713,531,724,1129,968,1188,393,436,185,109
"G33050260","2013","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",15743,15543,0,177,143,516,221,338,0,212,23,280,464,106,238,316,924,1373,2616,4276,2168,988,164,200,"Nashua city, New Hampshire",1397,1368,185,264,170,561,191,389,185,204,38,196,363,140,203,292,576,630,746,1174,619,597,167,203
"G34003580","2013","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",15353,15052,256,154,375,333,101,26,125,230,314,145,183,208,269,346,586,1478,2287,3741,2256,1389,250,301,"Bayonne city, New Jersey",1463,1460,258,156,285,330,123,44,103,214,217,140,195,157,207,273,342,619,812,884,847,554,266,289
"G34010000","2013","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",16350,15890,1028,312,834,1531,66,162,300,199,481,506,373,295,1212,1640,972,2843,1507,1033,561,35,0,460,"Camden city, New Jersey",1915,1840,463,221,448,712,115,209,251,175,431,312,299,357,561,699,526,1039,763,580,457,59,200,319
"G34013690","2013","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2013","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",17129,17015,703,350,479,405,160,187,46,100,293,44,142,620,936,617,1001,3124,2313,3239,1134,1022,100,114,"East Orange city, New Jersey",1778,1771,353,295,276,337,154,179,76,168,245,72,176,392,461,377,465,833,751,983,499,594,120,192
"G34021000","2013","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",30487,30211,189,82,819,210,249,115,123,306,40,521,167,1420,907,1223,1725,5763,4979,7895,2636,842,0,276,"Elizabeth city, New Jersey",2023,2024,181,138,381,209,198,189,128,294,67,373,139,521,460,527,555,1308,1225,1124,887,499,200,243
"G34036000","2013","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",70816,69516,767,527,745,1734,505,506,1011,698,1059,726,1665,2172,1570,2455,2686,6897,6855,14211,6396,7072,9259,1300,"Jersey City city, New Jersey",2818,2869,524,335,408,679,339,329,485,396,561,375,837,792,492,754,898,1383,1242,2001,1168,1319,1603,636
"G34051000","2013","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",72874,71123,2351,1040,2488,2880,1881,1548,386,536,1148,1588,1494,2983,3041,6066,3881,9279,8859,12635,4361,2554,124,1751,"Newark city, New Jersey",2892,2845,768,499,627,823,558,554,282,321,474,555,460,876,942,1304,1094,1554,1617,1779,926,838,182,632
"G34056550","2013","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",15122,14960,44,147,285,83,190,97,159,246,193,275,145,227,748,853,766,2564,2417,3617,1047,820,37,162,"Passaic city, New Jersey",1122,1088,73,185,256,69,229,166,218,212,199,271,162,184,408,430,433,745,677,838,520,369,64,171
"G34057000","2013","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",32330,31503,183,362,171,687,53,685,362,617,483,731,665,745,1206,1281,678,4876,4684,9187,3049,798,0,827,"Paterson city, New Jersey",1992,1970,191,218,164,335,62,395,241,345,286,365,393,372,600,532,395,1016,1107,1361,871,476,200,399
"G34073110","2013","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2013","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",16678,15864,506,0,383,1105,528,521,206,326,537,557,354,832,426,1230,569,1597,2054,3270,417,195,251,814,"Trenton city, New Jersey",1432,1387,371,200,293,571,406,400,212,272,368,424,261,428,355,654,358,688,679,864,302,234,284,526
"G34074630","2013","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",17553,17447,87,80,147,405,206,81,54,269,175,256,66,631,405,708,762,2679,1828,4851,1935,1506,316,106,"Union City city, New Jersey",1131,1126,106,62,169,343,116,134,87,218,231,299,81,352,241,334,378,723,545,1043,658,599,289,129
"G35002000","2013","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",89735,86131,733,43,646,1499,1250,975,2483,3795,5515,6844,5420,6498,6227,5551,5990,8477,7712,10331,3446,1841,855,3604,"Albuquerque city, New Mexico",3929,4039,518,72,375,712,590,483,917,1006,1245,1336,1120,1321,1490,1325,1459,1706,1720,1656,1059,757,416,1039
"G35039380","2013","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",17488,16982,0,216,827,176,140,0,353,2204,1848,1271,1569,924,1519,810,401,2273,1097,982,172,200,0,506,"Las Cruces city, New Mexico",2006,1986,195,267,574,200,176,195,379,957,951,707,763,673,749,530,314,1331,547,485,264,305,195,327
"G35063460","2013","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2013","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",11323,10734,104,207,314,279,366,0,0,150,248,214,487,542,521,336,805,1408,1039,1939,562,724,489,589,"Santa Fe city, New Mexico",1107,1135,170,238,282,301,280,195,195,174,275,203,285,440,303,327,406,621,466,702,235,420,386,426
"G36001000","2013","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",27023,26822,0,237,390,1049,670,694,59,705,1209,1327,1564,1246,1753,1889,2579,3380,3729,2830,299,839,374,201,"Albany city, New York",1974,1989,193,167,289,488,375,525,99,390,588,590,733,551,735,691,934,981,1025,1282,239,561,210,222
"G36011000","2013","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",63303,61496,721,431,1372,1943,2024,3027,3832,6789,6522,6419,4705,5760,3941,3231,3153,3089,1866,1591,328,614,138,1807,"Buffalo city, New York",2513,2572,465,245,609,630,722,800,1009,1292,1457,1251,1035,1292,1209,875,1124,1101,758,763,238,305,176,623
"G36015000","2013","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",11811,10538,0,0,387,0,91,992,198,412,517,903,630,913,1451,499,701,1858,181,574,0,75,156,1273,"Cheektowaga CDP, New York",1544,1410,193,193,463,193,113,684,101,247,281,482,355,400,585,256,340,806,192,354,193,88,264,643
"G36049121","2013","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2013","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",15235,14466,169,100,322,749,299,138,48,171,262,159,147,235,315,0,0,428,1393,3875,2455,2267,934,769,"New Rochelle city, New York",1622,1614,161,110,258,437,257,165,79,220,352,191,143,274,247,193,193,292,747,1250,850,677,391,662
"G36051000","2013","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",2096767,2043415,9118,17218,40307,58659,28772,31495,22948,33242,23575,39503,26295,50576,34034,58207,58058,130124,158006,404724,259344,297124,262086,53352,"New York city, New York",13497,14105,1543,2511,2801,4197,2700,2807,2364,3178,2490,3204,2917,4088,2671,3979,4144,5885,6695,8907,8552,9638,8444,3924
"G36063000","2013","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",53695,52866,578,574,458,1390,776,1466,1326,3686,4105,3222,4972,5044,6434,4096,4444,3952,2651,1847,916,581,348,829,"Rochester city, New York",2542,2453,354,335,320,459,400,650,532,966,852,803,892,1030,1241,1030,888,1096,770,772,519,387,283,435
"G36065508","2013","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",12261,11826,199,185,0,486,260,45,138,50,197,1325,1380,1381,1962,1448,1127,584,748,154,90,67,0,435,"Schenectady city, New York",1330,1309,191,193,193,297,289,77,164,62,148,593,725,683,765,549,568,340,390,252,150,87,193,334
"G36073000","2013","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",33451,32871,888,396,572,818,328,999,1197,1769,2010,3490,4217,3458,2529,2808,1848,2195,1082,1026,856,184,201,580,"Syracuse city, New York",2105,2029,513,307,299,352,206,444,463,548,546,805,949,819,652,857,616,554,436,369,443,160,226,340
"G36084000","2013","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",38340,37341,63,401,809,501,722,327,527,378,119,762,536,570,394,1239,1059,3022,3967,9183,6420,4883,1459,999,"Yonkers city, New York",2404,2390,102,289,521,496,506,343,369,291,140,493,459,399,239,678,507,987,1148,1512,1499,1235,671,498
"G37002140","2013","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",19797,19145,743,195,735,453,136,334,149,260,1099,905,606,1763,534,697,1713,2700,2050,2145,608,745,575,652,"Asheville city, North Carolina",1693,1724,446,189,497,298,97,358,200,198,587,477,450,953,328,490,704,878,811,812,372,447,411,395
"G37010740","2013","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",19126,18905,0,87,0,0,0,0,46,94,0,46,405,239,2338,1476,1858,2618,3230,3477,1366,788,837,221,"Cary town, North Carolina",2144,2104,201,100,201,201,201,201,75,109,201,74,317,193,952,845,961,1003,1188,1134,582,432,406,203
"G37012000","2013","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",141107,137963,940,739,1543,860,1180,1672,1880,3533,5585,8942,9858,8635,10729,9953,11018,18016,12121,14439,8836,4653,2831,3144,"Charlotte city, North Carolina",4246,4294,588,367,683,463,609,751,693,849,1289,1962,1712,1487,1456,1460,1616,2145,2131,2091,1884,922,906,809
"G37014100","2013","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",10501,10272,35,59,34,29,0,273,204,1068,488,1407,771,1321,692,1069,448,1272,249,411,365,77,0,229,"Concord city, North Carolina",1334,1319,58,93,57,50,201,413,226,554,334,553,450,516,378,614,426,622,225,256,292,89,201,205
"G37019000","2013","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",51309,49940,474,257,542,378,560,1108,423,1105,2402,2770,3553,5064,3879,4361,3970,5118,3569,5559,2434,1829,585,1369,"Durham city, North Carolina",2368,2407,364,255,418,337,381,691,312,679,979,663,1012,1305,1290,1228,1242,1242,1030,1218,879,906,263,579
"G37022920","2013","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",43125,41775,647,516,452,400,299,883,565,1934,3527,2761,3227,3435,3884,3353,3506,3761,1966,5327,825,507,0,1350,"Fayetteville city, North Carolina",2149,2078,345,266,349,245,188,362,357,498,711,749,636,824,835,753,738,956,750,879,375,278,201,472
"G37025580","2013","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",13384,13003,321,161,445,378,226,617,786,837,1952,705,1146,1752,911,899,704,272,321,168,235,0,167,381,"Gastonia city, North Carolina",1410,1393,256,228,447,405,188,425,441,497,843,375,589,699,566,483,458,209,240,231,221,201,191,253
"G37028000","2013","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",57962,55689,1501,1549,315,500,641,902,1580,2601,3877,4063,6489,5878,5450,6603,3598,4373,1272,2735,378,492,892,2273,"Greensboro city, North Carolina",2745,2763,596,674,195,315,484,527,633,904,1065,1009,1228,1386,1294,1468,1139,1185,610,954,238,423,524,636
"G37028080","2013","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",22776,22519,832,348,370,191,38,553,1328,3856,1732,1677,420,1639,906,1749,1401,1658,710,1463,552,1067,29,257,"Greenville city, North Carolina",1681,1656,576,403,439,308,66,492,718,1111,881,723,320,814,627,789,699,744,509,747,388,590,51,329
"G37031400","2013","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",19025,18323,248,381,232,524,652,512,741,1148,1515,1860,1907,1663,1935,1348,858,1082,303,735,104,278,297,702,"High Point city, North Carolina",1766,1733,252,270,172,380,407,323,360,554,562,644,760,613,747,446,531,488,261,371,105,253,181,439
"G37034200","2013","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",13576,13174,236,0,46,227,317,62,287,333,478,1018,368,398,438,1066,673,1430,629,3651,925,592,0,402,"Jacksonville city, North Carolina",1870,1895,367,201,75,360,325,105,269,310,355,495,294,442,383,682,515,765,572,1012,551,392,201,276
"G37055000","2013","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",82253,80736,601,443,433,1125,152,836,254,1691,1534,2535,4320,6138,9123,7700,7200,13209,6055,9765,3639,2608,1375,1517,"Raleigh city, North Carolina",3881,3984,464,237,430,668,157,488,249,739,661,757,968,1832,1612,1864,1608,2351,1299,1908,1095,934,607,526
"G37074440","2013","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",27096,26472,547,380,659,563,334,884,668,295,661,2123,1395,2627,2194,1500,1737,4111,1187,2538,829,556,684,624,"Wilmington city, North Carolina",2206,2182,376,270,416,273,416,542,507,341,362,788,625,933,832,585,814,1006,524,1079,560,439,470,371
"G37075000","2013","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",41475,40013,736,624,621,995,640,1201,2197,3378,4666,4272,2230,3744,3467,2512,1789,2718,1475,1383,868,294,203,1462,"Winston-Salem city, North Carolina",2791,2761,546,305,286,553,362,532,726,1026,1018,1185,769,1142,1103,1051,734,1033,657,558,516,241,207,538
"G38007200","2013","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",9968,9862,173,0,128,0,146,54,55,215,611,961,857,685,1224,797,589,956,803,848,369,135,256,106,"Bismarck city, North Dakota",1218,1197,218,149,134,149,171,94,87,187,405,527,425,460,719,422,439,548,436,554,325,172,179,170
"G38025700","2013","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",28545,28359,367,135,137,348,511,803,948,1098,2281,2698,2939,2406,2364,1632,1173,3110,2259,2132,0,656,362,186,"Fargo city, North Dakota",1910,1919,494,217,163,397,370,484,562,417,720,783,1000,768,903,784,626,873,937,908,149,600,289,176
"G39001000","2013","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",41075,39585,487,567,532,1996,1182,1194,1712,3303,4657,4213,5214,3562,3657,2051,1611,1665,440,677,312,217,336,1490,"Akron city, Ohio",2411,2560,276,422,312,738,656,529,726,993,1092,1025,1166,970,978,793,811,792,225,403,209,170,348,497
"G39012000","2013","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",14684,14294,631,301,720,370,212,775,2042,1533,1825,1400,1614,1291,527,167,241,520,0,125,0,0,0,390,"Canton city, Ohio",1650,1663,329,363,534,238,169,373,747,636,591,597,723,595,329,270,174,463,190,151,190,190,190,326
"G39015000","2013","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",82600,79662,2093,2499,1942,2861,930,2469,5426,8517,7231,7963,8337,7128,5162,2597,3138,3893,2085,2157,1084,1332,818,2938,"Cincinnati city, Ohio",3514,3367,564,696,677,829,340,741,1257,1710,1508,1468,1556,1442,1211,729,926,1186,853,590,382,430,349,939
"G39016000","2013","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",94555,89592,4219,1542,3230,5438,2354,2790,5455,8019,10418,10506,8662,6534,4677,3225,2371,3462,1444,2976,1117,723,430,4963,"Cleveland city, Ohio",3547,3425,919,541,950,1165,673,825,1030,1294,1542,1416,1529,1223,1165,850,705,879,473,759,531,400,222,988
"G39018000","2013","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",179505,173806,3119,2325,2242,2373,1534,2494,5171,8241,10506,13984,14630,19053,15628,12673,11163,20049,10295,10510,3309,2573,1934,5699,"Columbus city, Ohio",5639,5390,1055,897,888,935,652,785,1094,1433,1385,1922,2371,2150,2359,2157,1798,3009,1766,1556,1287,816,610,1327
"G39021000","2013","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",29093,27791,1036,515,779,1354,801,1258,2857,4144,3385,3529,2215,1985,861,460,677,1018,35,262,260,135,225,1302,"Dayton city, Ohio",2462,2274,540,377,550,521,614,525,909,994,986,1035,765,757,354,245,360,585,57,294,250,153,244,539
"G39044856","2013","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",11116,10302,464,240,455,541,243,386,346,606,1370,1604,1534,569,466,729,82,467,54,69,0,0,77,814,"Lorain city, Ohio",1234,1169,371,236,340,390,275,358,234,431,588,587,611,366,280,520,140,360,63,80,190,190,126,459
"G39061000","2013","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2013","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",55086,53310,2390,859,719,1831,1499,3000,4849,5965,5869,5521,4004,5551,4126,1885,1261,2328,679,844,74,0,56,1776,"Toledo city, Ohio",2791,2585,777,492,364,518,530,818,1206,1191,1310,1190,984,1480,991,698,659,838,485,411,68,190,94,533
"G39088000","2013","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",11605,10654,684,346,368,767,391,491,1313,1443,1106,773,1188,296,228,356,311,130,34,46,49,216,118,951,"Youngstown city, Ohio",1264,1153,381,265,198,381,256,294,610,671,439,378,472,216,174,286,288,135,60,76,82,225,194,563
"G40009050","2013","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",8908,8561,0,51,0,284,99,54,82,107,294,894,465,460,580,635,563,1351,668,936,490,375,173,347,"Broken Arrow city, Oklahoma",914,894,157,83,157,215,114,65,115,108,164,354,202,256,261,236,332,381,283,382,287,362,125,165
"G40023200","2013","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",8753,8438,0,0,89,116,244,36,351,164,716,707,815,819,283,608,830,698,363,591,623,0,385,315,"Edmond city, Oklahoma",1302,1299,157,157,108,115,250,64,215,156,418,466,517,455,240,311,505,448,225,341,321,157,290,228
"G40041850","2013","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",18523,17852,235,113,629,380,373,213,1148,1377,1643,1041,1841,870,1708,856,974,821,959,1631,421,561,58,671,"Lawton city, Oklahoma",1585,1592,227,179,335,238,243,164,649,616,695,461,793,450,756,605,609,431,400,604,296,347,75,336
"G40052500","2013","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",21035,20499,0,51,99,141,188,213,290,1436,1865,2079,3146,1765,1359,1762,1237,1366,743,1098,933,487,241,536,"Norman city, Oklahoma",1711,1676,157,44,159,186,247,227,226,653,915,775,1225,639,551,663,551,517,520,534,535,384,242,330
"G40055000","2013","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",97153,92880,2147,847,969,1753,1238,2728,3555,5629,10737,8714,8941,7753,7466,6027,3643,6432,2874,6580,1896,2128,823,4273,"Oklahoma City city, Oklahoma",4182,4028,790,410,433,634,464,698,861,1328,1604,1372,1535,1762,1298,1248,1012,1445,758,1493,715,792,474,1010
"G40075000","2013","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",79877,76404,1824,1090,1340,1855,1405,2139,3194,7303,4626,7893,7368,6550,5692,4834,3594,6534,3373,2637,1261,820,1072,3473,"Tulsa city, Oklahoma",2156,2136,461,369,383,458,399,487,556,896,802,915,924,828,722,737,650,831,567,630,568,298,313,560
