GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADC4E001,ADC4E002,ADC4E003,ADC4E004,ADC4E005,ADC4E006,ADC4E007,ADC4E008,ADC4E009,ADC4E010,ADC4E011,ADC4E012,ADC4E013,ADC4E014,ADC4E015,ADC4E016,ADC4E017,ADC4E018,ADC4E019,ADC4E020,ADC4E021,ADC4E022,ADC4E023,ADC4E024,ADC4E025,ADC4E026,ADC4E027,NAME_M,ADC4M001,ADC4M002,ADC4M003,ADC4M004,ADC4M005,ADC4M006,ADC4M007,ADC4M008,ADC4M009,ADC4M010,ADC4M011,ADC4M012,ADC4M013,ADC4M014,ADC4M015,ADC4M016,ADC4M017,ADC4M018,ADC4M019,ADC4M020,ADC4M021,ADC4M022,ADC4M023,ADC4M024,ADC4M025,ADC4M026,ADC4M027
"G48056000","2015","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",26363,25875,0,140,89,119,0,341,54,248,1824,959,2291,2726,3300,2328,2390,4132,1461,2221,919,286,0,47,0,0,488,"Pasadena city, Texas",1952,1982,214,171,105,147,214,273,89,286,750,488,1048,937,774,767,1075,1155,633,803,634,261,214,76,214,214,325
"G48056348","2015","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2015","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2015","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",42895,41966,192,211,64,348,92,45,39,128,0,144,66,299,1159,1339,2632,5795,6036,8529,7688,5140,627,440,846,107,929,"Plano city, Texas",2494,2453,213,142,107,289,130,74,65,148,214,217,107,191,677,601,899,1286,1629,1468,1737,1092,303,477,528,131,398
"G48061796","2015","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063500","2015","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2015","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",16720,15796,0,96,129,112,440,687,674,452,377,1609,514,1743,1233,1063,331,1993,787,2391,298,823,0,0,44,0,924,"San Angelo city, Texas",1631,1738,214,165,137,134,381,504,293,290,365,918,432,959,633,570,307,818,453,748,230,583,214,214,71,214,549
"G48065000","2015","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",238056,228988,2396,3480,4101,2265,2958,3920,3515,4760,6189,12909,14586,19223,15708,16234,17902,29633,18669,26995,13403,7561,1070,1226,209,76,9068,"San Antonio city, Texas",6663,6444,782,900,1035,727,1027,1273,1025,1037,1359,1971,2351,2382,2291,2266,2273,3945,2656,2976,2207,1521,505,756,201,125,1492
"G48070808","2015","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2015","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",14622,14182,0,166,0,274,0,205,453,971,796,1591,1508,697,1321,1304,1074,946,624,1307,322,0,44,57,268,254,440,"Temple city, Texas",1582,1520,214,198,214,177,214,115,403,425,454,678,602,402,718,642,625,511,373,696,291,214,73,95,249,422,310
"G48072656","2015","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2015","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",18579,17974,0,210,75,379,166,415,0,410,462,1145,709,2351,1882,1679,1163,2830,655,1566,1063,627,187,0,0,0,605,"Tyler city, Texas",1938,1974,214,228,95,345,175,267,214,392,359,467,396,742,840,908,643,941,390,698,508,410,227,214,214,214,446
"G48075428","2015","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",9194,9103,0,0,0,282,184,387,232,193,745,652,712,711,777,1003,867,601,644,562,453,38,60,0,0,0,91,"Victoria city, Texas",1376,1396,214,214,214,246,255,254,233,182,461,422,476,400,618,658,355,544,375,350,257,67,102,214,214,214,102
"G48076000","2015","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",25371,24473,252,25,139,808,164,462,726,617,1347,2724,2578,2348,2864,1627,2182,1008,1083,2339,384,186,610,0,0,0,898,"Waco city, Texas",2207,2122,294,44,152,619,174,316,538,412,593,1030,935,840,1248,608,770,627,703,836,306,227,510,214,214,214,549
"G48079000","2015","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",16496,15706,350,141,504,673,175,406,956,883,897,1813,1627,1148,838,1195,510,636,1072,1035,103,381,73,290,0,0,790,"Wichita Falls city, Texas",1751,1803,418,141,497,349,190,296,711,584,510,584,719,612,432,480,265,366,445,544,138,240,122,344,214,214,366
"G49043660","2015","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2015","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",14230,13690,422,240,144,190,753,231,539,958,701,1186,984,842,1508,751,865,1661,737,646,88,0,244,0,0,0,540,"Ogden city, Utah",1528,1504,375,240,108,172,456,185,333,336,351,580,473,459,711,393,447,693,480,514,149,187,354,187,187,187,341
"G49057300","2015","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",11592,11054,0,0,62,0,0,0,98,33,165,632,288,993,802,1158,719,2240,1106,1714,302,318,424,0,0,0,538,"Orem city, Utah",1344,1321,187,187,101,187,187,187,116,54,163,527,240,457,466,510,406,756,563,703,211,206,285,187,187,187,309
"G49062470","2015","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",18915,18095,261,247,42,368,1010,316,438,148,76,460,949,1949,2237,1565,1072,1686,1544,2144,363,1130,90,0,0,0,820,"Provo city, Utah",1381,1321,300,218,69,282,424,236,355,168,94,289,399,534,643,609,422,742,632,606,201,748,109,187,187,187,338
"G49065330","2015","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2015","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",41738,40677,370,177,427,977,638,813,599,891,1321,1697,2146,2668,4269,2259,3486,5299,3363,4312,2955,1584,379,47,0,0,1061,"Salt Lake City city, Utah",2533,2519,315,155,292,566,321,532,381,588,567,491,580,898,1120,609,1012,1483,805,1167,817,741,264,79,187,187,396
"G49067440","2015","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49070850","2015","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2015","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2015","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51001000","2015","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2015","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",60126,58980,315,90,230,393,0,20,0,320,191,132,0,0,179,132,118,579,983,6763,9165,17164,11528,6213,3589,876,1146,"Arlington CDP, Virginia",2450,2446,358,80,209,240,197,36,197,478,176,213,197,197,211,160,143,430,510,1355,1403,1976,1371,1289,950,548,537
"G51014440","2015","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2015","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",26845,26015,0,489,296,0,0,139,0,164,222,455,481,937,928,1363,860,2480,3295,5936,3935,2680,976,44,335,0,830,"Chesapeake city, Virginia",2272,2291,197,447,314,197,197,240,197,192,256,528,293,602,502,783,561,831,1076,1347,1182,875,510,75,438,197,497
"G51021088","2015","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2015","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",23360,22942,199,542,279,190,109,203,470,500,332,448,731,794,507,865,1766,3604,2721,4687,2144,1383,317,131,20,0,418,"Hampton city, Virginia",2114,1998,175,515,301,153,183,171,568,397,252,366,496,484,322,444,756,1233,871,1215,845,658,197,100,34,197,303
"G51047672","2015","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",14454,13849,0,292,682,160,210,207,122,826,1298,855,991,1078,1279,1272,842,1510,314,850,592,59,157,88,165,0,605,"Lynchburg city, Virginia",1607,1568,197,238,636,155,307,188,155,451,1056,380,687,530,625,682,404,555,266,575,545,96,205,77,167,197,427
"G51056000","2015","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",37478,36588,1133,454,533,1354,309,199,672,97,558,651,626,2653,3685,2187,2996,5622,3916,4535,2845,1312,182,0,0,69,890,"Newport News city, Virginia",2339,2358,521,358,311,707,239,202,579,155,373,297,362,932,1011,731,818,1252,1096,1234,1049,542,119,197,197,60,429
"G51057000","2015","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",48906,48116,1193,759,427,1205,814,323,196,777,402,2233,1889,2059,3038,3668,4427,5284,5538,5879,4521,2456,840,77,27,84,790,"Norfolk city, Virginia",2401,2409,594,391,276,469,421,238,171,580,303,866,633,717,965,936,1098,1255,1140,1115,888,733,385,96,46,99,386
"G51064000","2015","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",17150,16369,536,325,515,507,0,289,140,471,276,554,318,984,1036,732,1717,2688,1826,1969,469,1017,0,0,0,0,781,"Portsmouth city, Virginia",1499,1524,387,285,289,258,197,301,147,301,348,304,242,585,461,356,711,757,648,609,245,586,197,197,197,197,424
"G51067000","2015","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",54680,52891,2104,744,759,1005,794,521,450,1094,1133,2020,3521,2799,3202,4493,4267,6557,4521,6368,3410,2437,550,142,0,0,1789,"Richmond city, Virginia",2476,2386,651,499,410,405,294,349,203,533,427,671,901,1094,776,1321,956,1381,994,1205,806,900,331,138,197,197,679
"G51068000","2015","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",20537,20161,331,485,460,395,302,167,700,1023,2050,1934,2396,1999,2081,1472,1199,1277,836,656,326,72,0,0,0,0,376,"Roanoke city, Virginia",1695,1705,350,436,292,382,306,170,458,571,1069,964,1035,918,871,723,611,539,541,449,286,94,197,197,197,197,316
"G51076432","2015","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",10462,10062,322,534,217,115,195,265,222,642,32,232,392,345,716,333,469,1019,877,784,1285,875,150,41,0,0,400,"Suffolk city, Virginia",1306,1307,258,362,219,198,165,248,175,414,58,232,288,266,478,201,451,546,534,417,608,355,162,71,197,197,267
"G51082000","2015","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",63264,61473,767,392,87,376,42,0,493,122,221,321,527,603,166,2150,1972,8710,8862,17001,9101,7052,1162,605,507,234,1791,"Virginia Beach city, Virginia",2978,3012,624,249,89,292,67,197,338,142,288,254,438,409,155,877,842,1612,1414,2288,1571,1258,597,458,362,137,636
"G53003180","2015","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005210","2015","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2015","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",16840,16228,328,102,39,44,151,61,86,185,178,523,857,1048,980,1300,1654,1844,1725,1869,1595,1160,379,0,120,0,612,"Bellingham city, Washington",1674,1600,279,105,68,78,163,98,149,184,194,422,576,497,501,704,731,679,628,600,632,691,289,195,100,195,599
"G53022640","2015","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",24310,23705,149,496,441,664,78,317,128,249,246,315,424,293,806,683,1932,4304,2628,5237,2782,1173,360,0,0,0,605,"Everett city, Washington",1848,1777,196,498,379,397,136,295,206,273,331,235,332,240,397,414,768,1201,764,1289,834,642,323,195,195,195,421
"G53023515","2015","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2015","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035415","2015","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",17701,17440,140,118,71,205,60,214,37,178,47,222,116,168,421,579,498,2589,2617,4805,1977,1948,430,0,0,0,261,"Kent city, Washington",1331,1337,162,116,82,192,100,358,63,289,77,185,111,168,238,293,368,743,833,1292,690,696,354,195,195,195,256
"G53035940","2015","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53043955","2015","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53053545","2015","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2015","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53063000","2015","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",166079,162791,1817,664,2172,3032,1963,1476,728,727,315,1530,650,1248,2672,4251,5326,10024,13618,28188,26786,34997,11632,5187,2285,1503,3288,"Seattle city, Washington",5018,4960,913,486,913,979,756,624,485,391,312,722,410,498,1079,1221,1342,1454,1982,2908,2923,2998,1641,1176,961,685,936
"G53067000","2015","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",39886,38924,310,433,266,1527,785,767,589,1640,2265,4060,3919,2940,3873,2217,1610,3730,2611,2877,1167,917,69,0,204,148,962,"Spokane city, Washington",2289,2292,423,433,220,625,412,439,363,724,676,1151,1092,818,1086,830,639,844,901,689,567,543,82,195,169,192,438
"G53067167","2015","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",17249,16941,0,28,0,43,101,488,130,248,577,945,1352,1463,966,2657,853,1657,973,3182,669,389,146,74,0,0,308,"Spokane Valley city, Washington",1676,1639,195,47,195,72,116,454,163,369,497,524,750,720,438,1023,460,676,565,1246,538,363,146,63,195,195,284
"G53070000","2015","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",41383,40240,350,296,492,1487,409,167,658,419,389,795,1118,2628,1886,2248,2423,6043,4534,8051,3645,1543,340,53,155,111,1143,"Tacoma city, Washington",2309,2317,385,236,264,652,238,170,564,233,295,422,540,1027,642,860,765,1155,1185,1440,957,656,255,88,257,137,490
"G53074060","2015","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",35110,34404,214,64,495,464,348,285,203,246,205,277,1396,531,1838,1701,3403,4496,5360,7498,2986,1466,493,212,74,149,706,"Vancouver city, Washington",1855,1836,259,107,329,461,229,200,206,196,173,147,708,270,683,768,1289,1052,904,1101,857,572,307,157,122,176,408
"G53080010","2015","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",14429,13965,159,100,100,441,204,733,312,967,455,1226,1112,1334,1193,1204,438,1368,647,1475,200,297,0,0,0,0,464,"Yakima city, Washington",1434,1422,137,166,162,296,203,468,235,461,301,581,534,554,480,514,268,577,454,742,192,230,195,195,195,195,342
"G55002375","2015","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",9751,9514,0,0,97,35,85,91,133,515,704,941,1223,1219,1308,970,268,720,457,437,39,145,35,92,0,0,237,"Appleton city, Wisconsin",1182,1174,145,145,110,58,98,145,141,423,362,436,421,440,644,439,324,425,286,242,63,125,52,82,145,145,201
"G55022300","2015","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",10716,10414,0,83,447,139,85,301,593,206,572,635,512,1422,1499,1046,594,498,600,887,40,152,23,80,0,0,302,"Eau Claire city, Wisconsin",1417,1422,145,109,351,163,119,208,403,197,310,454,334,658,752,529,376,295,404,484,68,184,39,124,145,145,215
"G55031000","2015","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",19238,18654,63,380,60,586,516,496,850,860,2763,1939,2507,2453,863,1657,790,1106,528,189,48,0,0,0,0,0,584,"Green Bay city, Wisconsin",1752,1715,87,390,104,355,344,316,614,377,758,694,877,858,517,657,370,399,290,191,79,145,145,145,145,145,288
"G55039225","2015","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",16067,15989,47,187,160,578,347,264,240,651,884,1502,1333,1194,1746,827,733,1320,1723,1727,105,310,64,47,0,0,78,"Kenosha city, Wisconsin",1551,1562,79,299,183,429,299,219,188,434,395,751,598,519,594,475,358,622,686,574,125,274,108,81,145,145,101
"G55048000","2015","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",57133,56202,77,437,319,218,521,332,189,507,816,698,1318,2309,4112,3566,3617,9427,7427,7445,5023,6067,1502,163,112,0,931,"Madison city, Wisconsin",2691,2748,125,431,248,175,368,189,197,440,505,386,748,750,1177,955,1174,1286,1557,1307,1074,1356,514,143,138,145,431
"G55053000","2015","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",138058,135521,785,794,1885,4278,1452,2227,2193,3695,5505,11690,14440,14352,13529,11957,8233,15261,6231,7990,4652,2567,1224,183,0,398,2537,"Milwaukee city, Wisconsin",3465,3448,313,529,560,1093,649,612,665,826,914,1585,1806,1593,2130,1901,1408,2082,1167,1159,1154,672,487,178,145,316,626
"G55060500","2015","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",12317,12087,56,0,0,155,85,592,722,918,1079,996,1183,847,1257,1044,654,1237,280,355,364,224,39,0,0,0,230,"Oshkosh city, Wisconsin",1255,1256,91,145,145,134,100,357,325,468,539,431,561,364,574,606,322,593,226,254,367,192,64,145,145,145,197
"G55066000","2015","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",13803,13510,164,0,103,389,223,0,495,751,763,1173,1494,1378,1143,1642,1046,643,1043,520,254,26,181,0,0,79,293,"Racine city, Wisconsin",1497,1522,175,145,104,300,243,145,343,497,460,533,628,708,500,764,595,365,608,326,367,41,264,145,145,132,248
"G55084250","2015","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",13677,13314,79,109,172,437,232,162,47,184,172,538,436,1125,1633,730,1820,1983,1694,1077,159,410,0,0,0,115,363,"Waukesha city, Wisconsin",1510,1491,126,175,125,411,182,118,76,155,176,324,282,673,641,385,744,621,675,507,141,308,145,145,145,193,258
"G72006593","2015","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",20594,14362,2442,448,312,566,261,540,1138,1249,791,1013,911,1369,733,714,984,560,0,262,69,0,0,0,0,0,6232,"Bayamón zona urbana, Puerto Rico",1616,1627,647,317,242,354,213,293,492,582,369,416,395,524,407,422,548,410,221,173,114,221,221,221,221,221,1111
"G72010334","2015","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",10155,8044,1187,574,401,59,169,712,387,1150,474,1045,96,512,391,218,33,360,126,0,150,0,0,0,0,0,2111,"Caguas zona urbana, Puerto Rico",1526,1395,478,345,429,70,164,384,316,476,339,488,150,378,344,218,59,320,212,221,247,221,221,221,221,221,852
