GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUEE001,AFUEE002,AFUEE003,AFUEE004,AFUEE005,AFUEE006,AFUEE007,AFUEE008,AFUEE009,AFUEE010,AFUEE011,AFUEE012,AFUEE013,AFUEE014,AFUEE015,AFUEE016,AFUEE017,AFUEE018,AFUEE019,AFUEE020,AFUEE021,AFUEE022,AFUEE023,AFUEE024,AFUEE025,AFUEE026,AFUEE027,NAME_M,AFUEM001,AFUEM002,AFUEM003,AFUEM004,AFUEM005,AFUEM006,AFUEM007,AFUEM008,AFUEM009,AFUEM010,AFUEM011,AFUEM012,AFUEM013,AFUEM014,AFUEM015,AFUEM016,AFUEM017,AFUEM018,AFUEM019,AFUEM020,AFUEM021,AFUEM022,AFUEM023,AFUEM024,AFUEM025,AFUEM026,AFUEM027
"G32068400","2016","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32068585","2016","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",44109,43524,0,0,0,85,232,41,0,0,196,288,281,1310,1120,2218,3837,9286,7474,12650,2658,1660,107,36,0,45,585,"Spring Valley CDP, Nevada",3193,3210,210,210,210,141,300,66,210,210,235,232,258,601,547,791,1127,1578,1433,2168,864,986,104,59,210,73,287
"G32071400","2016","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",32317,31795,422,0,244,409,118,540,255,899,922,2063,2075,2776,4131,2407,3142,3417,2757,4370,736,112,0,0,0,0,522,"Sunrise Manor CDP, Nevada",2398,2356,450,210,219,298,191,524,236,351,451,656,783,867,1207,746,1023,937,839,960,445,145,210,210,210,210,332
"G33045140","2016","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",26940,26552,276,0,144,260,451,190,144,142,206,522,410,639,1029,1668,2099,4039,2993,6482,3064,1664,130,0,0,0,388,"Manchester city, New Hampshire",1538,1482,449,187,137,193,472,124,161,140,225,330,329,358,501,781,664,1037,865,1160,753,587,208,187,187,187,300
"G33050260","2016","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2016","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2016","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",15336,14202,810,456,392,1051,279,141,208,779,510,266,579,625,606,1507,1064,2306,1307,636,150,222,0,93,0,215,1134,"Camden city, New Jersey",1534,1570,575,269,285,477,209,161,197,572,411,231,369,406,481,772,614,907,727,422,180,249,200,135,200,339,575
"G34013690","2016","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2016","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",17532,17129,105,143,603,359,343,447,191,429,143,108,242,658,125,1124,1214,1807,2646,3963,1152,1033,129,165,0,0,403,"East Orange city, New Jersey",1565,1516,127,177,344,242,249,383,189,299,118,102,208,435,159,554,497,646,793,845,465,463,154,172,200,200,286
"G34021000","2016","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",30710,30169,321,262,372,537,163,0,44,156,431,537,0,1312,788,858,1141,6081,4665,7950,3225,1157,169,0,0,0,541,"Elizabeth city, New Jersey",2039,2022,321,231,235,346,131,200,73,184,320,427,200,540,455,451,478,1264,1018,1515,890,464,272,200,200,200,332
"G34036000","2016","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",73109,72639,805,850,888,1228,898,894,266,542,265,1342,464,637,1298,2263,2940,5927,6378,13266,9740,7046,5734,4806,1732,2430,470,"Jersey City city, New Jersey",2494,2509,448,437,426,429,502,458,204,394,231,606,323,334,492,884,892,977,1381,1669,1317,1317,1015,1009,625,738,253
"G34051000","2016","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",78737,77118,1306,1682,1773,4317,2513,1562,1210,1235,602,1708,1763,1920,1658,2925,3400,8909,9928,17828,6006,4025,472,0,291,85,1619,"Newark city, New Jersey",2955,3150,533,672,688,988,848,796,656,517,416,712,811,652,616,853,1050,1501,1788,2270,1060,1134,380,200,437,141,703
"G34056550","2016","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2016","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",35728,34228,419,370,434,913,320,308,518,635,0,811,371,1164,348,940,1395,4259,4636,11511,2946,1824,70,0,36,0,1500,"Paterson city, New Jersey",1935,1911,344,326,302,421,251,224,278,457,200,411,286,411,266,506,607,805,1187,1570,870,764,117,200,56,200,598
"G34073110","2016","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2016","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",17460,17115,605,428,294,1150,479,649,154,408,57,284,167,1070,255,359,1347,3245,2301,2860,915,0,0,88,0,0,345,"Trenton city, New Jersey",1520,1461,469,371,264,633,348,408,211,319,94,265,206,549,216,390,611,970,756,866,501,200,200,146,200,200,254
"G34074630","2016","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",19014,18796,0,299,416,331,147,110,77,52,62,363,563,523,321,914,980,1989,2489,3821,2744,2201,339,55,0,0,218,"Union City city, New Jersey",1434,1398,200,249,286,187,145,184,85,86,108,278,396,372,240,399,543,660,799,930,844,693,219,92,200,200,184
"G35002000","2016","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",87448,85239,529,403,935,587,1190,1064,1446,3010,3178,5041,8617,7432,6741,5533,5104,8921,6375,11709,4882,1693,378,179,292,0,2209,"Albuquerque city, New Mexico",4033,4005,428,421,573,335,607,485,825,1269,911,1256,1639,1646,1328,1314,1414,1704,1193,1801,1244,727,259,173,237,195,749
"G35039380","2016","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",19283,18998,0,317,241,476,359,65,1010,1001,1491,1789,1269,1738,1502,840,1411,1683,1892,1189,298,236,0,0,0,191,285,"Las Cruces city, New Mexico",2217,2238,195,335,220,467,423,106,512,628,766,869,641,782,896,552,921,871,1184,598,296,328,195,195,195,312,286
"G35063460","2016","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2016","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",13486,12859,253,24,767,44,255,294,0,26,0,231,219,405,620,870,340,1986,1798,2794,1088,521,123,163,38,0,627,"Santa Fe city, New Mexico",1346,1308,295,45,512,75,351,332,195,44,195,215,209,308,314,540,188,588,511,860,494,295,174,242,63,195,342
"G36001000","2016","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",26623,26434,88,142,242,868,388,133,515,108,253,1231,1030,1524,1967,1766,2617,4638,3477,3417,884,898,0,248,0,0,189,"Albany city, New York",2239,2244,143,236,236,492,285,152,330,117,304,635,808,659,769,712,973,1291,1075,1116,460,585,192,277,192,192,189
"G36008026","2016","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2016","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",64335,61819,1214,1114,1274,2313,1045,2800,3090,3923,4965,5057,4129,6521,5627,4743,2513,4222,2515,2896,900,514,254,45,110,35,2516,"Buffalo city, New York",3139,3178,516,476,491,782,466,717,958,1082,1052,1188,1048,1167,1331,1239,842,973,778,920,373,320,185,74,164,58,711
"G36015000","2016","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",10058,9771,0,26,0,320,0,62,299,154,273,758,969,605,884,737,1015,2385,679,605,0,0,0,0,0,0,287,"Cheektowaga CDP, New York",1562,1513,192,42,192,325,192,103,247,135,194,327,518,315,418,421,545,844,427,494,192,192,192,192,192,192,228
"G36049121","2016","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2016","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2016","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",2116613,2056323,9640,9120,33461,56409,37141,31787,26181,32975,20415,31049,22535,35519,28485,41598,41718,107597,122592,361864,273904,371625,147016,88023,68540,57129,60290,"New York city, New York",16512,15328,1663,1366,3567,4166,2963,2965,2596,3347,2724,3143,2770,3721,3575,3430,3431,5811,6076,8793,6961,10087,6497,4779,4891,4439,4484
"G36063000","2016","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",55888,55081,142,303,436,2523,1236,897,812,3249,2257,3509,4190,5321,5745,5390,4327,6332,2510,3260,1214,1105,267,56,0,0,807,"Rochester city, New York",2647,2500,150,219,287,858,463,391,382,919,695,920,956,1258,1136,1197,1100,1242,631,794,529,585,201,95,192,192,455
"G36065508","2016","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36073000","2016","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",34303,33747,363,515,711,1172,609,534,809,1370,1760,3057,3489,2588,3394,3337,1380,2709,2073,2628,623,460,61,105,0,0,556,"Syracuse city, New York",2046,2040,253,321,339,504,326,259,454,482,665,872,766,696,792,886,406,737,694,608,367,266,72,168,192,192,312
"G36084000","2016","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",38393,36900,372,331,654,1856,266,60,501,901,599,110,431,492,314,394,584,2482,3740,6371,6792,7819,1236,404,88,103,1493,"Yonkers city, New York",2252,2214,345,429,471,715,266,99,420,611,578,176,294,364,270,335,345,918,1154,1430,1379,1571,564,249,140,174,769
"G37002140","2016","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",19689,18627,218,313,391,743,403,318,211,544,560,704,861,958,986,1060,879,1652,1823,4017,1059,755,99,0,73,0,1062,"Asheville city, North Carolina",1821,1752,153,232,236,480,284,324,225,514,456,515,639,424,713,466,480,486,660,1059,427,326,115,203,89,203,542
"G37010740","2016","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37012000","2016","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",152853,149395,1607,152,873,390,1281,423,930,2100,2629,5126,4399,7634,7779,8733,8443,22797,19911,28610,14113,8622,1540,440,602,261,3458,"Charlotte city, North Carolina",4429,4485,626,130,452,344,567,273,450,633,909,1119,1044,1776,1432,1575,1661,2361,2689,2933,1945,1488,739,259,380,186,971
"G37014100","2016","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",10379,10204,149,102,162,93,169,228,145,535,253,1277,493,415,1166,935,527,776,644,1712,313,66,0,44,0,0,175,"Concord city, North Carolina",1300,1300,246,170,143,108,164,285,158,306,188,612,282,313,645,550,319,430,536,775,275,105,203,73,203,203,164
"G37019000","2016","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",55641,54135,154,186,977,663,196,747,1170,982,2272,2319,1667,2477,2866,4192,5908,4774,6938,7685,4020,3039,643,0,82,178,1506,"Durham city, North Carolina",3236,3216,184,241,729,486,145,383,601,501,923,919,751,953,886,1239,1625,1314,1659,1590,1247,964,319,203,122,146,593
"G37022920","2016","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",43039,41162,1085,230,157,280,393,812,1046,1573,2861,2498,3645,3356,3602,2770,2534,4281,3536,4558,1585,346,14,0,0,0,1877,"Fayetteville city, North Carolina",2108,2105,427,164,175,212,258,365,346,452,671,601,743,804,868,683,661,966,897,1001,652,196,24,203,203,203,583
"G37025580","2016","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",13118,12720,444,301,391,48,153,226,453,325,535,956,1214,1721,1034,1852,656,1512,514,274,67,0,0,0,44,0,398,"Gastonia city, North Carolina",1379,1382,347,368,374,60,119,183,441,248,415,545,628,649,537,758,407,663,497,220,114,203,203,203,70,203,245
"G37028000","2016","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",58166,56665,222,391,531,907,588,692,486,2576,2405,4803,6594,5001,7635,5797,4928,5050,3202,2719,950,759,48,156,79,146,1501,"Greensboro city, North Carolina",2870,2831,164,288,463,531,627,516,329,955,900,1320,1515,1169,1658,1404,1389,1445,901,781,579,442,56,135,131,178,520
"G37028080","2016","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",26122,25477,734,0,149,72,413,800,1700,1695,3461,2480,1641,1691,574,2313,2049,2037,610,1796,263,707,219,73,0,0,645,"Greenville city, North Carolina",1984,1972,439,203,200,118,390,395,928,600,1210,816,796,825,377,1001,929,952,404,796,314,370,350,128,203,203,576
"G37031400","2016","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",21379,20454,478,59,315,663,1119,886,1183,1134,615,843,2628,1550,1898,1383,1477,1327,697,1203,539,236,0,0,183,38,925,"High Point city, North Carolina",2225,2114,356,72,319,332,525,470,544,572,358,413,753,891,769,606,632,565,383,619,429,160,203,203,113,60,578
"G37034200","2016","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",12973,12635,121,0,209,38,41,527,100,1172,457,636,233,748,774,412,826,943,1280,3224,657,193,44,0,0,0,338,"Jacksonville city, North Carolina",1579,1583,145,203,275,65,73,470,168,712,531,523,186,475,533,329,555,495,718,964,365,265,71,203,203,203,283
"G37055000","2016","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",91989,90372,316,227,333,396,1091,1147,787,634,1081,1591,2046,3320,4671,6544,8690,13822,13095,15594,7481,5228,1221,589,200,268,1617,"Raleigh city, North Carolina",4787,4831,255,248,347,333,685,771,467,347,465,742,794,1199,1332,1389,1620,2171,2237,2646,1734,1464,584,320,152,252,714
"G37074440","2016","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",28415,27434,277,796,959,655,491,499,547,943,661,557,1290,1900,2366,1972,1372,3195,2574,3361,1749,1048,158,0,0,64,981,"Wilmington city, North Carolina",2351,2450,212,559,752,424,315,412,467,754,526,396,622,1128,1015,927,604,868,983,1055,779,774,205,203,203,106,512
"G37075000","2016","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",43324,41611,416,591,621,1433,410,611,2153,2077,3446,3898,5516,2486,2302,1940,2051,4963,1891,3223,529,767,59,0,56,172,1713,"Winston-Salem city, North Carolina",2773,2688,270,357,459,676,290,296,876,939,1036,1056,1343,877,728,757,795,1328,602,873,355,508,99,203,93,159,755
"G38007200","2016","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bismarck city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G38025700","2016","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",31747,31397,781,520,0,275,150,417,464,661,1110,2832,1981,2940,2558,3364,1669,4191,2753,1732,2159,460,307,73,0,0,350,"Fargo city, North Dakota",2268,2259,721,576,155,250,254,281,329,360,690,1018,709,1041,965,1354,791,1347,1235,720,1317,300,327,67,155,155,245
"G39001000","2016","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",41800,40447,1029,430,1453,1719,291,649,1453,3138,2293,3881,5911,4570,2673,3667,1741,2268,1548,1025,181,153,353,0,0,21,1353,"Akron city, Ohio",2636,2706,598,370,666,603,214,377,593,832,775,970,1457,1295,803,1095,617,753,646,547,170,137,465,189,189,36,577
"G39012000","2016","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",14958,14546,674,149,504,925,324,604,1113,1904,1248,1513,1472,1555,1222,389,266,310,0,99,0,275,0,0,0,0,412,"Canton city, Ohio",1529,1515,439,173,424,404,246,380,542,782,622,726,685,751,646,331,258,297,189,122,189,292,189,189,189,189,301
"G39015000","2016","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",84083,81096,2674,1695,1924,2810,1880,2294,3086,5410,8299,8183,6480,5050,4732,5556,3477,4452,4553,4264,1809,1065,680,143,126,454,2987,"Cincinnati city, Ohio",3735,3641,863,970,639,646,623,841,1078,1131,1418,1536,1392,1119,1097,1491,1099,1144,1072,952,477,467,307,140,153,302,736
"G39016000","2016","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",97892,92881,3939,1462,2254,5417,1801,2897,3339,6542,7635,11199,8891,8973,6455,4413,3763,5747,2006,3223,1358,1009,472,58,28,0,5011,"Cleveland city, Ohio",3399,3378,860,586,716,1038,562,833,798,1086,1166,1650,1246,1194,1210,1092,902,1067,574,912,476,408,270,67,48,189,945
"G39018000","2016","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",195602,191582,1773,1900,1579,3064,1828,1525,1810,5147,8027,13902,14635,17869,16222,13650,13404,22634,17696,18613,8478,5983,1599,164,80,0,4020,"Columbus city, Ohio",5764,5784,764,696,606,969,694,722,797,1522,1530,1972,2264,2261,2252,1981,1892,2979,2396,2508,1613,1167,704,164,133,189,948
"G39021000","2016","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",31203,29402,807,1165,554,726,1016,671,2315,2863,3499,4192,2534,2681,1771,1606,572,1051,607,284,360,102,26,0,0,0,1801,"Dayton city, Ohio",2636,2533,488,522,351,309,472,419,693,939,865,1020,827,981,834,763,357,481,375,252,259,106,44,189,189,189,707
"G39044856","2016","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",11046,10325,269,0,843,874,41,598,118,526,893,1603,686,1186,760,862,673,216,115,62,0,0,0,0,0,0,721,"Lorain city, Ohio",1220,1273,226,189,530,502,62,568,202,281,514,736,434,660,620,485,513,178,135,102,189,189,189,189,189,189,470
"G39061000","2016","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",9859,9319,0,0,0,0,0,0,0,173,332,973,1217,933,832,1000,430,1278,1006,759,256,50,80,0,0,0,540,"Parma city, Ohio",1176,1160,189,189,189,189,189,189,189,106,264,410,483,402,452,433,209,529,555,397,257,81,137,189,189,189,300
"G39077000","2016","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",61242,59686,2220,811,1145,2457,1119,2390,4479,6779,6037,5689,5043,4651,4438,4486,1759,2985,913,1440,812,33,0,0,0,0,1556,"Toledo city, Ohio",3071,3105,878,466,502,771,592,641,1127,1361,1339,958,1073,1314,1143,1240,688,961,426,676,718,54,189,189,189,189,613
"G39088000","2016","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",11085,10339,282,225,624,691,222,1161,859,802,900,1208,989,877,568,212,154,225,105,179,56,0,0,0,0,0,746,"Youngstown city, Ohio",1253,1210,302,260,404,391,143,629,414,353,468,503,412,457,487,211,174,204,138,186,93,189,189,189,189,189,402
"G40009050","2016","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",10624,10023,161,150,93,116,49,41,0,375,339,419,312,550,783,585,653,1967,1015,1398,843,132,0,0,0,42,601,"Broken Arrow city, Oklahoma",988,911,138,122,110,111,58,45,159,236,182,245,180,253,515,237,311,425,412,427,342,125,159,159,159,69,268
"G40023200","2016","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",10269,9903,0,121,136,111,77,181,294,180,38,706,1167,343,288,402,622,957,1253,1902,588,382,82,0,0,73,366,"Edmond city, Oklahoma",1414,1429,159,117,223,174,89,160,284,239,33,321,587,195,225,358,403,500,548,705,386,360,134,159,159,119,231
"G40041850","2016","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",18726,18416,137,0,169,74,500,878,1027,1270,1715,1203,2270,1174,1198,939,902,1003,641,2169,266,578,303,0,0,0,310,"Lawton city, Oklahoma",1405,1421,184,159,190,98,301,522,639,645,789,543,846,549,583,576,445,445,296,927,230,451,317,159,159,159,217
"G40052500","2016","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",21383,21059,68,132,245,432,31,586,392,905,785,2869,1567,1937,1947,1377,1079,2139,1636,1546,908,328,150,0,0,0,324,"Norman city, Oklahoma",2168,2145,115,146,293,442,51,564,298,485,508,1053,615,885,835,518,659,848,700,600,568,285,246,159,159,159,227
