GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3AE001,AA3AE002,AA3AE003,AA3AE004,AA3AE005,AA3AE006,AA3AE007,AA3AE008,AA3AE009,AA3AE010,AA3AE011,AA3AE012,AA3AE013,AA3AE014,AA3AE015,AA3AE016,AA3AE017,AA3AE018,AA3AE019,AA3AE020,AA3AE021,AA3AE022,AA3AE023,AA3AE024,NAME_M,AA3AM001,AA3AM002,AA3AM003,AA3AM004,AA3AM005,AA3AM006,AA3AM007,AA3AM008,AA3AM009,AA3AM010,AA3AM011,AA3AM012,AA3AM013,AA3AM014,AA3AM015,AA3AM016,AA3AM017,AA3AM018,AA3AM019,AA3AM020,AA3AM021,AA3AM022,AA3AM023,AA3AM024
"G13019000","2014","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",38568,37160,680,603,443,1220,1112,1759,1954,1864,1873,2492,2947,2413,2500,1846,2742,3230,2150,2235,1498,1229,370,1408,"Columbus city, Georgia",2074,2072,299,355,217,457,461,652,697,736,772,702,865,841,736,527,970,948,753,778,579,494,288,511
"G13042425","2014","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2014","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",27171,25464,1162,917,488,977,798,1026,1492,1995,1465,1781,2910,1272,1313,2273,1418,1423,682,1108,324,199,441,1707,"Macon-Bibb County, Georgia",1880,2073,495,353,302,488,449,519,632,542,532,763,1227,609,559,909,657,595,325,592,351,305,259,690
"G13067284","2014","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",12211,12045,0,0,194,0,167,0,0,67,110,266,198,516,852,544,1288,1968,2163,2379,602,369,362,166,"Roswell city, Georgia",1615,1604,211,211,313,211,281,211,211,111,185,263,324,361,573,481,817,768,1062,1040,363,264,316,167
"G13068516","2014","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",23992,23182,328,81,0,179,39,0,73,235,148,0,725,992,801,1797,2326,4154,3907,3737,2023,750,887,810,"Sandy Springs city, Georgia",2255,2260,271,132,211,291,65,211,124,278,240,211,496,571,533,830,939,1217,1251,946,935,481,565,563
"G13069000","2014","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",30460,29338,549,1016,510,487,555,711,733,794,688,1807,1613,2372,3700,1958,1808,3244,2205,2805,1019,484,280,1122,"Savannah city, Georgia",2018,1902,304,379,312,289,285,372,356,391,411,614,547,779,935,606,632,836,732,759,513,256,172,433
"G13080508","2014","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",11913,11736,66,457,89,65,48,697,254,1537,120,858,882,771,802,1000,869,1485,317,793,149,477,0,177,"Warner Robins city, Georgia",1701,1711,110,336,161,110,86,546,245,827,127,431,557,530,451,613,508,799,331,485,292,449,211,200
"G15071550","2014","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",71102,68581,863,443,302,816,665,483,106,550,186,691,646,735,797,2240,1732,5099,5141,13939,8968,13081,11098,2521,"Urban Honolulu CDP, Hawaii",2700,2752,487,369,208,366,451,265,120,294,157,340,240,290,332,935,640,1211,1144,1991,1308,1500,1332,649
"G16008830","2014","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",35391,34247,0,68,62,615,563,340,501,427,1419,2770,2221,3847,3145,3118,2530,3341,3906,2436,756,1133,1049,1144,"Boise City city, Idaho",2877,2953,190,109,100,461,447,318,363,371,662,1002,736,960,849,857,983,937,1491,967,435,695,541,559
"G16052120","2014","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2014","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",12430,11959,0,135,26,48,346,140,233,724,788,809,1162,1358,1738,993,1017,1115,1053,0,0,0,274,471,"Nampa city, Idaho",1699,1692,190,218,47,41,369,128,215,497,452,385,677,650,857,527,547,632,755,190,190,190,428,384
"G17002154","2014","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2014","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",21071,20409,87,180,38,129,242,292,0,105,49,556,415,1213,748,991,1863,2112,3016,4026,2425,1422,500,662,"Aurora city, Illinois",2111,1927,112,235,63,152,326,313,182,179,82,386,313,590,506,568,689,815,806,1121,952,669,316,531
"G17006613","2014","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",12482,12156,43,39,69,298,382,435,233,856,170,1344,1416,914,1188,602,704,1688,926,537,168,0,144,326,"Bloomington city, Illinois",1241,1236,72,66,62,303,297,409,275,642,142,511,604,470,527,339,329,555,549,302,218,182,172,202
"G17007133","2014","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2014","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",16972,16901,203,413,0,156,412,45,605,213,732,1957,509,1261,1099,1263,1737,1639,1317,1271,891,923,255,71,"Champaign city, Illinois",1562,1575,194,356,182,203,280,76,448,195,381,878,307,522,560,700,699,590,537,616,539,460,262,123
"G17014000","2014","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",581395,565970,7542,7053,12184,8397,6619,8215,8115,10250,10140,19327,17073,36740,30064,36364,31616,69163,48487,72701,43042,49224,33654,15425,"Chicago city, Illinois",7679,8094,1287,1402,1730,1480,1278,1563,1322,1328,1580,2118,2190,2912,2917,2843,2942,3844,3754,4253,3177,3479,3232,1609
"G17014351","2014","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2014","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",10675,9995,351,141,337,1037,301,1017,549,601,1312,1123,725,828,391,270,327,311,78,67,127,102,0,680,"Decatur city, Illinois",1135,1109,227,132,254,535,219,520,304,388,441,520,336,392,298,225,232,373,105,48,149,146,182,331
"G17023074","2014","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",13404,12744,40,110,117,50,24,95,172,227,39,396,391,733,914,986,844,1486,1392,1762,1694,562,710,660,"Elgin city, Illinois",1855,1810,66,141,147,84,40,155,190,306,63,271,448,406,487,495,583,505,650,717,816,390,852,420
"G17024582","2014","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17038570","2014","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",14619,13997,298,160,562,179,349,134,74,126,104,822,297,1040,917,964,1121,2340,1189,1401,870,931,119,622,"Joliet city, Illinois",1529,1521,195,190,287,185,194,116,86,109,158,527,255,400,415,393,430,652,500,771,480,508,118,390
"G17051622","2014","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2014","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2014","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",20095,19586,74,458,316,1030,373,816,719,790,1132,2469,1876,2397,1677,1198,951,703,577,979,252,412,387,509,"Peoria city, Illinois",1692,1650,98,286,239,443,225,413,363,433,563,793,635,701,682,519,418,356,350,489,253,251,305,330
"G17065000","2014","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",27419,26443,462,397,744,451,532,655,807,1419,2728,2994,2503,2353,1922,1499,1124,2776,908,1202,556,22,389,976,"Rockford city, Illinois",1845,1900,313,408,362,255,311,327,359,559,790,706,709,833,652,514,517,739,422,551,316,41,220,422
"G17068003","2014","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2014","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2014","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",19985,19517,299,233,236,651,312,663,958,1627,2113,1861,2260,1884,1915,585,721,1604,534,543,285,156,77,468,"Springfield city, Illinois",1701,1650,181,265,198,326,264,388,563,720,720,712,782,552,655,418,419,643,245,301,264,94,66,267
"G17079293","2014","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",15392,14897,352,230,145,182,306,349,186,0,297,575,234,297,1460,1895,876,2647,1500,2021,999,276,70,495,"Waukegan city, Illinois",1612,1677,262,224,149,177,290,298,147,182,267,357,202,247,654,820,450,837,741,824,642,290,115,281
"G18005860","2014","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",19727,19318,286,0,342,167,0,338,279,536,1386,1211,1793,1218,1753,1521,2031,1434,1768,1480,1203,485,87,409,"Bloomington city, Indiana",2016,2012,220,187,375,263,187,446,354,366,629,574,728,494,625,631,838,567,697,621,693,446,132,301
"G18010342","2014","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2014","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",23937,22588,282,179,505,1014,334,1064,1138,2634,2307,2511,2257,2509,827,1655,1147,1075,595,320,64,84,87,1349,"Evansville city, Indiana",1989,1980,276,173,422,517,272,521,571,879,769,891,791,768,369,724,566,450,447,230,83,119,114,608
"G18023278","2014","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,"Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2014","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",38677,37271,217,453,611,639,703,1779,1267,4216,5013,5909,4682,3331,2491,1352,1147,1452,634,672,321,290,92,1406,"Fort Wayne city, Indiana",2036,1988,184,299,377,289,444,590,477,931,993,1086,1255,868,974,451,640,523,461,452,277,203,85,723
"G18027000","2014","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",14132,13158,1070,661,623,684,280,404,113,1118,654,930,718,2391,1075,374,1121,301,62,524,55,0,0,974,"Gary city, Indiana",1248,1249,545,465,326,295,288,267,118,558,423,467,467,737,450,343,511,244,104,454,93,187,187,459
"G18031000","2014","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",11346,10512,60,87,82,168,130,210,76,342,380,1198,894,895,884,788,1239,1443,1308,221,28,79,0,834,"Hammond city, Indiana",1403,1347,102,110,99,119,161,241,90,174,264,510,485,446,465,434,569,595,635,165,48,133,187,436
"G18036003","2014","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",151563,147720,709,1362,2516,2349,1060,2604,2764,8577,10413,18733,12349,15088,12743,12357,9947,12252,8354,7879,2600,1857,1207,3843,"Indianapolis city (balance), Indiana",4627,4632,359,571,983,692,425,877,779,1669,1690,2535,1749,2326,2017,1895,1817,2120,1552,1676,760,710,541,939
"G18040788","2014","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",14447,14204,379,196,266,114,24,110,649,480,505,1771,2146,1336,1380,758,1261,1422,748,475,75,0,109,243,"Lafayette city, Indiana",1404,1431,246,180,225,189,41,143,366,310,360,660,734,495,591,364,658,712,418,574,126,187,173,249
"G18051876","2014","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",12969,12260,101,268,0,421,219,452,677,1337,1508,1421,1315,1343,861,284,272,121,313,722,480,145,0,709,"Muncie city, Indiana",1379,1355,108,295,187,328,200,359,389,532,549,565,515,512,415,265,231,122,256,419,377,155,187,460
"G18071000","2014","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",17887,16883,489,89,286,527,810,1077,154,870,1717,2780,1660,1818,1499,846,692,443,72,470,346,168,70,1004,"South Bend city, Indiana",1454,1377,297,109,245,298,470,474,146,432,616,858,729,581,560,416,337,278,116,237,301,122,113,424
"G19012000","2014","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",15460,15019,604,49,132,252,313,760,1115,1078,1264,1714,1426,744,1067,999,1053,758,597,922,172,0,0,441,"Cedar Rapids city, Iowa",1853,1797,436,80,160,190,250,506,561,377,592,659,591,350,478,603,475,440,465,464,275,155,155,406
"G19019000","2014","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",16025,15604,0,182,47,204,467,243,381,723,1499,1537,1668,1677,1617,1053,905,966,835,1018,237,40,305,421,"Davenport city, Iowa",1403,1353,155,165,76,179,372,167,273,352,644,636,548,603,653,492,551,436,339,622,244,64,117,250
"G19021000","2014","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",35313,34044,328,308,231,841,512,431,694,1448,1392,2343,3122,2641,5551,2778,2322,4081,1423,2275,922,361,40,1269,"Des Moines city, Iowa",2261,2229,265,333,177,399,315,304,433,564,480,822,753,741,1059,838,859,1220,617,789,508,273,66,566
"G19038595","2014","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",14556,14365,0,42,63,179,151,110,0,375,756,572,597,767,1160,1342,896,902,1437,2990,1149,613,264,191,"Iowa City city, Iowa",1695,1702,155,73,81,185,156,137,155,380,520,429,378,399,541,626,342,471,620,1124,543,339,232,223
"G19073335","2014","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",12659,12557,137,295,49,385,621,256,1179,1146,1409,1152,952,867,977,70,854,626,828,393,0,66,295,102,"Sioux City city, Iowa",1387,1410,155,354,81,250,359,280,486,662,623,607,443,447,468,98,531,465,503,407,155,83,198,139
"G19082425","2014","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",10528,10215,47,172,175,155,166,135,526,478,1184,1339,1244,1008,804,1395,502,247,198,283,0,43,114,313,"Waterloo city, Iowa",1297,1225,89,208,182,119,166,121,366,361,558,585,570,452,398,582,357,221,139,275,155,72,135,247
"G20036000","2014","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",24539,22788,805,450,155,992,231,722,1031,1263,2296,2821,2939,2225,1702,1351,970,1382,227,1180,0,46,0,1751,"Kansas City city, Kansas",1461,1414,323,309,136,333,166,356,470,438,714,849,783,843,570,558,396,542,187,524,168,74,168,595
"G20038900","2014","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",19438,19129,0,152,0,402,182,353,406,491,1510,1222,2024,1294,2163,2413,1329,1756,1664,678,559,454,77,309,"Lawrence city, Kansas",1619,1553,168,178,168,521,192,230,266,364,606,529,803,598,984,1068,770,788,744,390,345,339,127,297
"G20052575","2014","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",14682,14232,37,23,159,242,26,86,45,566,552,825,1195,643,996,858,1419,2456,622,1554,758,710,460,450,"Olathe city, Kansas",1445,1453,61,37,156,281,42,81,57,358,371,433,509,309,411,466,718,786,318,799,479,532,307,400
"G20053775","2014","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",26947,26365,161,153,222,84,77,0,270,816,658,86,911,1106,1678,2707,2262,3709,3567,4194,1526,1634,544,582,"Overland Park city, Kansas",1825,1765,244,202,151,138,138,168,222,615,547,144,443,589,660,830,813,1094,1001,859,601,620,234,355
"G20071000","2014","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",21555,20840,367,157,32,581,573,671,875,2199,2053,1503,2132,2583,2022,917,1210,932,373,471,332,362,495,715,"Topeka city, Kansas",1892,1841,357,154,55,494,340,468,449,708,682,530,584,907,794,442,575,563,261,367,279,282,322,376
"G20079000","2014","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",58990,56641,575,382,635,969,1381,3033,5217,6102,4169,6104,5176,4558,4779,1927,2964,2720,1643,2138,1335,424,410,2349,"Wichita city, Kansas",2584,2424,351,443,374,465,510,785,1080,1209,839,1289,1216,1013,1174,702,803,760,550,742,594,252,161,809
"G21046027","2014","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",58904,56282,726,572,272,1239,481,1015,2766,2002,4754,5084,6426,5183,3721,2776,3951,4731,3148,3813,1486,1245,891,2622,"Lexington-Fayette urban county, Kentucky",2555,2533,473,373,219,511,335,432,862,737,1022,1235,1509,1234,951,766,1057,1004,780,1051,611,466,448,935
"G21048006","2014","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",98764,94938,1908,1029,2731,2924,3294,1746,3420,6073,7448,10613,8033,7978,8146,7567,5166,7731,2730,3210,1556,1393,242,3826,"Louisville/Jefferson County metro government (balance), Kentucky",3752,3689,697,482,858,917,686,592,1147,1373,1369,1509,1423,1722,1567,1274,1316,1349,671,736,677,631,211,785
"G22005000","2014","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",48030,46109,241,459,558,570,518,1222,1143,1821,3061,3966,3498,5092,3384,3339,2641,4227,3199,3312,1560,1187,1111,1921,"Baton Rouge city, Louisiana",2721,2613,189,295,443,360,312,629,481,735,894,959,918,1222,1083,1131,947,1141,1028,990,762,637,717,811
"G22008920","2014","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",12510,11606,102,193,363,170,50,229,77,335,847,505,294,726,642,1557,274,1007,989,1861,789,409,187,904,"Bossier City city, Louisiana",1363,1372,94,208,276,160,88,203,94,315,582,341,262,468,419,819,234,549,675,738,389,297,171,568
"G22039475","2014","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",10110,9945,0,31,110,0,185,383,168,21,61,311,78,882,926,793,280,2754,924,936,979,123,0,165,"Kenner city, Louisiana",1439,1418,201,51,136,201,122,296,164,35,100,285,96,510,541,420,222,1084,452,518,610,151,201,154
"G22040735","2014","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",24071,21961,235,527,249,124,424,1273,510,857,842,1407,1454,2496,1797,691,2183,1754,677,3183,372,538,368,2110,"Lafayette city, Louisiana",2154,2138,269,418,238,146,328,609,443,611,592,770,845,854,709,587,769,786,431,1286,289,469,284,881
"G22041155","2014","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",15641,14490,554,881,544,871,200,509,243,367,1132,382,959,1858,1703,1386,744,999,664,183,128,183,0,1151,"Lake Charles city, Louisiana",1728,1646,369,377,347,656,226,405,222,444,725,272,628,921,815,622,464,489,430,197,141,226,201,569
"G22050115","2014","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",22333,21753,0,121,0,379,103,309,54,190,324,845,1304,1553,2005,3175,1617,4088,2806,1661,482,646,91,580,"Metairie CDP, Louisiana",1877,1839,201,195,201,270,121,221,90,140,237,509,592,785,783,985,667,906,840,730,417,404,106,268
"G22055000","2014","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",82680,78615,1318,1747,1811,2260,1576,1743,1336,2095,2517,3296,3197,4990,5764,5763,3401,10659,6307,9429,3874,3793,1739,4065,"New Orleans city, Louisiana",2557,2520,476,541,455,574,497,519,588,538,641,805,808,959,1013,1016,705,1668,1201,1273,745,768,519,820
"G22070000","2014","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",34460,30605,574,736,598,464,498,1335,1286,1093,1752,2396,2892,1927,3360,1862,2393,2868,1229,2118,525,672,27,3855,"Shreveport city, Louisiana",2513,2599,384,432,330,272,301,651,665,529,796,908,822,749,1112,921,790,943,689,706,424,382,46,1122
"G23060545","2014","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",16680,16151,67,130,306,1041,157,449,400,133,77,310,232,469,824,878,1156,1435,2234,3034,1130,1157,532,529,"Portland city, Maine",1229,1303,109,161,280,549,181,317,442,214,95,214,194,346,363,407,483,446,627,889,399,390,417,463
