GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PF8E001,PF8E002,PF8E003,PF8E004,PF8E005,PF8E006,PF8E007,PF8E008,PF8E009,PF8E010,PF8E011,PF8E012,PF8E013,PF8E014,PF8E015,PF8E016,PF8E017,PF8E018,PF8E019,PF8E020,PF8E021,PF8E022,PF8E023,PF8E024,NAME_M,PF8M001,PF8M002,PF8M003,PF8M004,PF8M005,PF8M006,PF8M007,PF8M008,PF8M009,PF8M010,PF8M011,PF8M012,PF8M013,PF8M014,PF8M015,PF8M016,PF8M017,PF8M018,PF8M019,PF8M020,PF8M021,PF8M022,PF8M023,PF8M024
"G48065000","2012","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",216325,204948,3541,3341,3292,3426,2236,3829,3912,8495,10259,18141,17856,18147,18036,14099,14340,17128,14050,15591,8421,3793,3015,11377,"San Antonio city, Texas",5298,5265,931,685,861,972,723,1056,1152,1503,1846,2434,2203,2613,2642,2439,2226,2472,2228,2236,1813,972,789,1623
"G48070808","2012","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2012","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",10303,9962,131,439,26,256,328,301,290,408,1141,802,833,684,697,450,316,794,456,868,452,104,186,341,"Temple city, Texas",1488,1463,217,426,44,216,212,221,225,339,523,461,402,397,407,235,309,521,366,598,430,185,145,276
"G48072656","2012","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2012","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",18149,17538,95,163,129,189,246,326,418,724,1322,1497,2060,1796,1336,1164,1951,1107,828,1192,373,505,117,611,"Tyler city, Texas",1952,1847,110,188,167,132,269,276,334,467,602,813,794,789,538,570,803,553,441,642,351,412,143,399
"G48076000","2012","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",23170,22537,577,279,443,429,73,726,1377,932,2788,2277,1905,1613,1914,862,1416,1224,686,1807,607,489,113,633,"Waco city, Texas",1754,1737,449,253,327,264,121,438,578,385,814,745,558,729,697,443,759,666,453,796,358,287,139,372
"G48079000","2012","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",16644,15835,123,370,419,676,122,645,987,798,1015,1656,1362,1011,1760,510,889,795,805,919,245,424,304,809,"Wichita Falls city, Texas",1978,1944,102,310,266,387,188,368,498,368,419,918,500,423,854,381,501,355,542,522,196,283,259,515
"G49043660","2012","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,
"G49050150","2012","UT",,,"Utah","49",,,"Millcreek CDP","50150",,,,,,,,,,,,,,,,"16000US4950150","Millcreek CDP, Utah",10401,10009,0,31,0,0,0,570,71,0,0,226,395,789,832,1637,627,1722,324,1178,937,393,277,392,"Millcreek CDP, Utah",1255,1293,181,53,181,181,181,457,125,181,181,241,215,463,485,690,375,651,245,487,473,386,189,366
"G49055980","2012","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",12534,11713,218,112,514,411,70,277,1039,524,579,1329,756,1196,1030,607,1096,381,769,501,130,137,37,821,"Ogden city, Utah",1320,1239,162,110,377,285,90,188,414,326,328,517,476,583,417,350,500,262,316,295,203,112,64,452
"G49057300","2012","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",9511,9053,100,0,0,220,0,0,210,154,308,458,1142,1035,1043,636,598,773,478,1393,214,254,37,458,"Orem city, Utah",1241,1243,162,181,181,228,181,181,254,200,284,313,478,511,452,293,370,373,307,507,168,217,60,257
"G49062470","2012","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",19263,18528,101,351,234,441,359,756,391,451,249,1198,2176,1823,2231,1268,1131,1648,393,1925,477,719,206,735,"Provo city, Utah",1427,1423,122,382,229,277,201,500,292,328,208,462,681,647,625,568,570,682,284,829,342,349,169,469
"G49065330","2012","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",9811,9694,0,0,70,120,292,0,104,95,198,912,650,867,1124,861,544,679,1257,1175,459,53,234,117,"St. George city, Utah",1422,1409,181,181,124,203,270,181,180,169,227,478,388,582,651,468,407,502,705,591,457,88,183,151
"G49067000","2012","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",38176,37464,570,210,807,664,496,403,1187,1292,1305,2624,3721,3141,3210,2643,2527,4136,2230,3496,1920,699,183,712,"Salt Lake City city, Utah",2259,2300,370,176,373,337,301,228,529,536,512,739,1013,840,795,939,695,1081,681,951,825,270,160,417
"G49067440","2012","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2012","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2012","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",10596,10276,260,218,82,0,43,235,0,29,265,418,255,1154,1151,1108,1220,939,831,929,1036,103,0,320,"West Valley City city, Utah",1392,1376,213,228,68,181,70,234,181,50,269,346,308,557,522,553,716,462,628,435,688,172,181,249
"G51001000","2012","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G51003000","2012","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",55352,54836,437,196,87,140,316,0,190,73,104,44,344,171,110,255,160,457,2360,7868,8546,18038,14940,516,"Arlington CDP, Virginia",2295,2294,601,218,141,127,284,192,199,103,91,76,340,139,142,300,196,310,918,1313,1473,2030,1656,286
"G51014440","2012","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2012","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",23992,22955,671,615,248,0,0,329,190,136,33,444,552,667,1218,519,1863,3816,2397,4593,2142,1873,649,1037,"Chesapeake city, Virginia",2407,2395,467,367,303,192,192,506,231,171,56,288,423,431,637,344,772,954,943,1186,699,706,334,478
"G51021088","2012","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2012","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",22649,22040,278,199,805,198,98,555,30,150,322,881,1372,1391,1091,1798,2229,3018,3369,2368,1091,398,399,609,"Hampton city, Virginia",2227,2131,363,208,484,141,141,399,51,152,266,506,792,473,519,621,736,980,922,749,509,249,305,379
"G51047672","2012","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",13386,12817,584,142,675,176,295,535,657,826,1500,970,1308,1067,773,322,891,1258,235,113,20,0,470,569,"Lynchburg city, Virginia",1461,1469,444,154,374,170,248,336,334,398,640,557,608,536,339,268,509,610,191,111,34,192,206,551
"G51056000","2012","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",35479,34171,1061,486,506,453,321,416,539,834,458,1185,1573,1857,2780,2577,2363,5609,3137,4114,2246,1496,160,1308,"Newport News city, Virginia",2141,2239,511,276,271,290,258,260,298,430,301,545,616,717,878,706,676,1500,865,1107,859,616,134,558
"G51057000","2012","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",49763,48497,774,554,1110,1195,577,354,657,554,1097,1601,2013,3759,4735,2761,3777,5225,4054,6295,3538,2799,1068,1266,"Norfolk city, Virginia",2335,2320,255,358,438,382,267,178,359,432,470,475,657,873,1087,808,972,1125,896,1069,712,754,420,494
"G51064000","2012","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",17674,16946,758,120,485,281,165,580,69,151,353,482,497,1145,980,1714,828,3464,1535,2107,824,303,105,728,"Portsmouth city, Virginia",1517,1381,427,132,369,244,135,380,83,212,253,246,288,421,339,806,407,792,674,760,417,235,174,407
"G51067000","2012","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",47250,46882,2110,1141,974,1379,449,917,687,936,654,3010,2963,3658,4938,3988,2569,4378,3430,4961,1715,1934,91,368,"Richmond city, Virginia",2307,2338,700,520,329,499,253,453,351,451,325,1029,839,899,1160,995,722,1088,909,968,506,660,129,231
"G51068000","2012","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",18954,18162,639,248,555,875,262,179,878,1919,1826,1118,1279,1340,1331,1041,1795,918,899,481,286,147,146,792,"Roanoke city, Virginia",1816,1824,376,169,382,561,305,164,447,701,653,542,547,651,691,551,731,531,478,269,351,208,143,423
"G51076432","2012","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",8804,8377,327,188,104,166,63,457,336,146,268,207,339,726,613,341,807,734,620,1394,149,346,46,427,"Suffolk city, Virginia",1048,1008,251,168,95,212,117,375,212,125,245,228,286,435,475,184,442,275,404,553,161,203,80,259
"G51082000","2012","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",63050,61219,255,196,227,234,170,54,433,195,104,441,1131,915,1602,1372,2727,9450,8362,16017,8090,7122,2122,1831,"Virginia Beach city, Virginia",2871,2898,275,192,175,217,169,86,334,205,103,308,944,582,759,665,856,1495,1431,1945,1354,1144,772,612
"G53003180","2012","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",10086,10057,125,19,87,72,21,54,44,118,66,203,41,798,878,523,1470,1475,1290,1647,873,153,100,29,"Auburn city, Washington",1394,1385,152,19,87,90,35,75,71,98,62,177,69,430,543,311,723,656,576,811,524,127,93,29
"G53005210","2012","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2012","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",18942,18216,155,297,386,0,213,524,69,137,340,1254,981,1306,1763,1339,803,2394,1303,2330,1263,617,742,726,"Bellingham city, Washington",1520,1567,175,290,427,192,254,497,87,191,235,684,425,616,714,784,440,987,501,849,559,541,575,492
"G53022640","2012","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",23867,23576,593,278,245,325,155,167,103,46,762,474,499,1306,1793,1966,2651,3444,2256,3978,1527,731,277,291,"Everett city, Washington",1867,1834,502,296,226,212,169,187,94,78,292,321,306,577,744,807,793,983,743,1342,676,420,157,237
"G53023515","2012","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",16008,15528,114,55,109,154,479,0,0,195,0,337,253,950,883,1472,960,2230,1883,2871,1183,896,504,480,"Federal Way city, Washington",1599,1587,142,94,127,256,465,192,192,223,192,431,255,479,443,634,429,895,783,940,680,499,458,371
"G53035275","2012","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",9965,9792,0,332,0,103,63,112,107,111,500,738,1399,1038,867,1416,852,1187,385,390,50,142,0,173,"Kennewick city, Washington",1415,1428,192,291,192,124,111,188,134,131,312,525,628,494,509,748,638,449,344,282,60,166,192,181
"G53035415","2012","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",20200,19822,100,35,243,0,60,90,145,731,79,330,746,1444,1079,2257,1404,3903,1641,2608,1552,749,626,378,"Kent city, Washington",1883,1856,120,58,178,192,101,150,149,580,93,289,406,638,552,911,571,1168,763,895,703,438,399,257
"G53053545","2012","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2012","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",17732,17370,0,411,0,77,295,61,350,141,167,828,186,749,197,1414,1216,1867,2706,3454,1139,1761,351,362,"Renton city, Washington",2035,2003,192,247,192,130,396,100,298,165,195,668,185,510,174,739,751,700,818,970,546,764,225,253
"G53063000","2012","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",156902,154164,1290,733,3047,2664,1582,1680,1004,1146,879,1924,1697,3981,7127,6330,8702,21735,16205,24959,17494,18876,11109,2738,"Seattle city, Washington",3821,3809,559,377,904,862,580,732,634,535,524,683,747,894,1520,1297,1917,2445,2431,2426,2233,2107,1984,855
"G53067000","2012","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",38525,37367,389,535,464,941,991,706,1808,2295,1976,4325,2891,4069,3680,1540,2454,2777,1692,2473,482,505,374,1158,"Spokane city, Washington",2194,2218,248,404,271,394,435,401,588,763,660,1144,990,1111,1078,653,790,773,694,880,344,293,215,569
"G53067167","2012","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",14769,14587,42,83,178,142,311,196,129,570,463,982,1606,1350,2013,1200,986,1238,907,966,461,103,661,182,"Spokane Valley city, Washington",1364,1383,69,136,182,167,286,192,157,431,283,550,817,549,700,617,577,513,454,484,489,100,413,162
"G53070000","2012","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",37226,36292,477,401,724,376,228,423,241,751,546,1879,1643,1839,2840,3220,2328,4924,3183,5852,3192,740,485,934,"Tacoma city, Washington",2292,2268,335,258,365,165,170,221,181,400,329,650,693,647,951,870,824,873,862,1210,1015,330,248,464
"G53074060","2012","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",33827,33380,163,129,522,129,373,495,182,445,132,856,1480,2772,4865,2614,3245,5332,3407,3432,1845,613,349,447,"Vancouver city, Washington",2029,1975,174,115,390,108,205,379,193,253,115,458,599,858,1042,840,854,1210,866,951,762,284,246,260
"G53080010","2012","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",14863,14043,0,209,236,245,89,534,284,844,1636,1180,854,1148,1512,832,1197,1060,710,655,70,451,297,820,"Yakima city, Washington",1468,1442,192,196,200,197,112,338,191,524,660,511,476,574,697,477,591,551,448,393,119,408,237,441
"G55002375","2012","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",9044,8731,77,0,204,216,181,0,218,476,1588,1805,943,452,527,412,487,235,312,308,46,165,79,313,"Appleton city, Wisconsin",1115,1082,89,145,250,197,224,145,174,271,554,674,565,250,370,267,364,182,356,314,76,188,91,240
"G55022300","2012","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",13303,13149,208,0,364,196,142,533,235,1718,904,979,866,2253,1092,491,615,763,749,506,166,271,98,154,"Eau Claire city, Wisconsin",1255,1265,303,145,341,173,167,419,217,622,484,668,472,727,538,372,397,399,413,302,236,237,153,140
"G55031000","2012","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",18931,18565,284,190,415,101,94,540,968,1672,2082,2229,2627,2291,1854,1117,1195,630,237,39,0,0,0,366,"Green Bay city, Wisconsin",1596,1597,236,144,334,98,113,306,509,542,662,534,884,779,544,548,508,452,314,68,145,145,145,341
"G55039225","2012","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",16167,15466,22,153,244,584,492,263,63,409,484,1249,1291,1530,1733,1278,717,1508,912,1894,109,469,62,701,"Kenosha city, Wisconsin",1697,1579,37,249,216,359,359,183,79,338,364,581,642,602,687,556,444,558,418,828,135,487,74,429
"G55048000","2012","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",52581,52225,0,336,365,585,414,462,1204,766,607,2732,3008,3322,4453,4696,4442,7763,4505,6661,2748,2354,802,356,"Madison city, Wisconsin",2786,2775,145,238,202,318,269,255,520,450,278,891,823,921,1000,1180,1186,1337,999,1716,669,737,386,270
"G55053000","2012","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",135528,133752,1091,1015,2830,2876,1688,1746,3257,5308,9461,12281,17636,16632,12545,11619,7444,9898,4484,5801,3344,1886,910,1776,"Milwaukee city, Wisconsin",3424,3542,453,435,637,775,469,470,757,848,1505,1628,2043,1677,1641,1563,1162,1392,1114,977,903,649,499,606
"G55060500","2012","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",11672,11420,37,0,418,211,306,446,338,374,1502,1978,1637,688,1096,397,377,977,0,333,219,37,49,252,"Oshkosh city, Wisconsin",1442,1371,63,145,383,223,208,257,166,236,502,642,628,433,586,380,273,742,145,238,304,48,80,283
"G55066000","2012","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",14229,13929,71,405,238,48,232,193,867,627,795,1466,2598,1662,706,1152,1295,632,421,370,52,61,38,300,"Racine city, Wisconsin",1507,1482,115,350,218,84,155,204,502,347,506,720,990,700,447,514,617,346,439,350,97,110,65,345
"G55084250","2012","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",13289,13208,63,0,66,125,159,86,166,162,258,459,1697,648,1134,1316,1423,2463,1155,1303,239,195,91,81,"Waukesha city, Wisconsin",1063,1068,108,145,81,121,135,103,164,155,275,295,662,393,476,688,597,681,515,554,229,135,148,133
"G72006593","2012","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",19250,15046,2117,1235,317,444,792,1037,1322,1210,607,1998,1244,783,581,526,248,309,208,0,0,0,68,4204,"Bayamón zona urbana, Puerto Rico",1745,1574,660,490,237,293,365,440,550,540,310,655,502,437,330,441,176,226,198,214,214,214,86,932
"G72010334","2012","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",10193,7260,1132,701,581,565,417,505,552,896,501,501,372,450,0,26,61,0,0,0,0,0,0,2933,"Caguas zona urbana, Puerto Rico",1130,1068,418,429,407,330,293,351,302,388,300,320,412,440,214,43,98,214,214,214,214,214,214,756
"G72014290","2012","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",17609,13070,1503,360,310,158,219,954,362,766,675,1451,866,1375,903,732,110,940,382,790,214,0,0,4539,"Carolina zona urbana, Puerto Rico",1844,1618,568,284,281,267,218,472,273,372,387,593,465,644,470,412,111,478,226,480,198,214,214,1106
"G72032522","2012","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",6920,5327,907,266,430,302,0,180,526,113,204,234,127,210,213,418,169,213,61,329,85,0,340,1593,"Guaynabo zona urbana, Puerto Rico",1023,867,435,253,290,228,214,188,364,144,116,280,217,196,246,341,182,193,90,263,146,214,264,582
"G72052431","2012","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",11467,8673,1953,395,290,1059,993,1262,618,679,175,121,403,176,30,221,30,0,78,78,42,70,0,2794,"Mayagüez zona urbana, Puerto Rico",1026,1046,596,257,226,588,487,417,377,383,159,152,277,210,52,204,48,214,133,124,75,114,214,770
"G72063820","2012","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",17690,11805,2661,1092,640,423,976,526,460,594,911,1318,353,344,332,186,99,385,62,231,212,0,0,5885,"Ponce zona urbana, Puerto Rico",1564,1256,595,428,289,290,338,300,286,344,393,495,261,282,260,241,128,251,103,215,265,214,214,1011
"G72076770","2012","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",69920,56231,11111,2283,1561,2197,2426,3164,3881,4399,3028,4311,2480,4367,2461,2061,1642,1987,1289,715,127,429,312,13689,"San Juan zona urbana, Puerto Rico",2889,2820,1379,647,486,590,619,844,852,960,692,1022,740,922,746,695,720,706,506,462,164,324,294,1459
