GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MF9E001,MF9E002,MF9E003,MF9E004,MF9E005,MF9E006,MF9E007,MF9E008,MF9E009,MF9E010,MF9E011,MF9E012,MF9E013,MF9E014,MF9E015,MF9E016,MF9E017,MF9E018,MF9E019,MF9E020,MF9E021,MF9E022,MF9E023,MF9E024,NAME_M,MF9M001,MF9M002,MF9M003,MF9M004,MF9M005,MF9M006,MF9M007,MF9M008,MF9M009,MF9M010,MF9M011,MF9M012,MF9M013,MF9M014,MF9M015,MF9M016,MF9M017,MF9M018,MF9M019,MF9M020,MF9M021,MF9M022,MF9M023,MF9M024
"G47040000","2011","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",42156,40276,1722,795,1213,1117,504,1237,2295,1955,4285,2783,5781,2743,4594,2067,2515,2066,1135,870,166,275,158,1880,"Knoxville city, Tennessee",2509,2438,693,407,534,574,307,592,740,665,1016,885,1373,845,1471,805,831,804,553,432,117,271,183,741
"G47048000","2011","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",124672,120252,1074,780,2503,1742,2879,4844,5899,8323,9490,12589,12114,13038,12400,5722,6538,6867,5333,4544,1322,1862,389,4420,"Memphis city, Tennessee",4416,4395,570,355,713,570,846,1212,1447,1494,1633,1875,2235,2242,1876,1488,1601,1360,1758,1190,732,838,263,953
"G47051560","2011","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",18580,18425,694,195,502,216,58,393,666,624,1933,1353,1380,1935,1719,1893,1443,1299,811,1080,0,231,0,155,"Murfreesboro city, Tennessee",2350,2351,460,162,513,298,104,282,506,555,1046,711,778,856,1091,1005,792,766,641,628,208,287,208,137
"G47052006","2011","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",114062,110531,2554,930,1237,2355,1637,1848,2679,4324,6831,9928,8619,11148,9122,8186,6314,11006,5474,8661,2958,2878,1842,3531,"Nashville-Davidson metropolitan government (balance), Tennessee",4106,4155,754,449,484,841,708,577,1019,1258,1538,1603,1669,1737,1864,1884,1432,1505,1111,1650,893,1132,765,1042
"G48001000","2011","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",16395,15327,0,119,61,646,627,682,1552,1761,1112,1486,1361,986,540,828,1177,728,375,320,482,453,31,1068,"Abilene city, Texas",1689,1655,218,164,102,487,374,348,730,755,463,646,615,501,270,473,590,432,335,253,418,266,53,424
"G48001924","2011","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2011","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",28408,27434,295,155,152,506,1023,1111,1212,2329,2541,2708,2798,2719,1524,1955,1014,1797,1342,1327,486,388,52,974,"Amarillo city, Texas",1771,1760,214,188,117,207,585,484,530,661,724,879,960,948,613,739,473,731,655,524,426,465,63,469
"G48004000","2011","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",54777,53662,355,314,380,175,118,196,630,2448,5144,6256,4447,6042,4981,5034,3069,4296,3763,2739,1791,1272,212,1115,"Arlington city, Texas",3735,3680,311,280,411,252,172,238,516,1119,1153,1442,1225,1158,1317,1293,974,1254,1276,1123,921,778,129,490
"G48004462","2011","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2011","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",189997,186349,1727,1772,994,545,812,1101,1806,2904,4802,8968,13312,16094,20346,15452,12282,22202,13778,25246,10400,7850,3956,3648,"Austin city, Texas",5462,5754,773,607,563,338,463,497,674,1002,1141,1420,2094,2324,2828,2130,1920,3014,2227,3320,2237,1596,1092,997
"G48006128","2011","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",9645,8864,237,0,65,46,219,180,235,878,251,750,797,1172,927,578,626,734,589,450,25,105,0,781,"Baytown city, Texas",1253,1230,141,218,82,76,329,185,192,453,215,382,493,493,527,416,476,380,505,377,41,174,218,536
"G48007000","2011","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",18704,17637,128,209,318,235,451,762,470,2097,2312,1836,1116,1345,1604,797,1063,1224,567,520,364,45,174,1067,"Beaumont city, Texas",2036,2048,122,187,260,242,313,484,346,832,781,800,558,578,780,389,765,604,504,342,438,66,208,512
"G48010768","2011","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",18898,17869,717,1018,728,709,1006,1212,1466,1589,1441,1776,1350,1719,767,489,378,498,140,668,86,0,112,1029,"Brownsville city, Texas",1620,1578,390,438,468,501,505,494,579,587,531,594,492,641,520,330,282,329,148,422,105,218,195,425
"G48010912","2011","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",14155,13832,568,0,90,125,88,520,587,800,1086,1802,1242,895,1366,319,393,2046,263,811,129,593,109,323,"Bryan city, Texas",1398,1393,563,218,155,205,105,454,575,484,734,793,839,594,756,271,486,786,272,511,159,514,116,292
"G48013024","2011","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",17157,16770,124,0,0,0,0,0,0,404,428,97,1551,1112,2362,1792,1297,1246,994,3945,1178,156,84,387,"Carrollton city, Texas",2240,2172,150,218,218,218,218,218,218,420,270,113,1029,569,721,874,592,582,612,1622,800,154,100,373
"G48015976","2011","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",22284,21583,0,183,106,139,0,130,0,424,1475,1760,2523,1930,1236,1390,886,943,2154,4231,1275,798,0,701,"College Station city, Texas",2116,2030,218,225,140,228,218,226,218,317,825,761,954,780,632,677,496,481,959,1354,835,462,218,491
"G48017000","2011","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",49150,47092,1175,939,1167,952,910,569,1190,3228,1406,4291,3742,4873,4479,3432,2737,3376,2987,3103,1148,1039,349,2058,"Corpus Christi city, Texas",3096,3145,602,505,673,789,495,374,544,1144,616,1408,1298,1356,1327,1036,1012,1347,1168,1193,509,733,297,881
"G48019000","2011","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",256958,252252,2985,2189,3249,2374,1484,3612,5644,12846,17848,23616,24001,21527,22276,18901,16349,20458,14729,17826,7838,7904,4596,4706,"Dallas city, Texas",6924,7040,788,680,791,840,526,938,1338,2412,1958,3015,3362,2582,2419,2891,2317,2307,2345,2077,1450,1734,1187,923
"G48019972","2011","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",22226,21455,134,0,38,92,62,38,38,282,1212,2344,1982,2200,2673,1406,1286,2446,902,2897,1004,309,110,771,"Denton city, Texas",2657,2669,189,218,63,153,104,65,68,219,496,1101,953,1097,882,560,579,855,490,1347,978,244,115,590
"G48022660","2011","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48024000","2011","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",91500,87402,1012,1836,2600,1681,2312,4525,4462,3813,4918,7988,9038,6366,4760,5079,5218,7357,4445,6133,2034,1782,43,4098,"El Paso city, Texas",4687,4406,380,747,903,674,687,1070,1015,1029,1041,1718,1719,1430,1131,1294,1220,2188,1267,1542,975,788,73,1144
"G48026232","2011","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2011","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",109885,106403,983,1981,685,1800,1003,2081,3728,6235,8978,10567,9584,8154,8199,6063,4546,9385,5876,11349,1986,2182,1038,3482,"Fort Worth city, Texas",4697,4565,408,749,370,822,581,854,1023,1401,2016,1971,2150,1981,1422,1341,1190,2081,1749,2700,774,1008,562,923
"G48027684","2011","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2011","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",25221,24548,210,79,95,271,134,163,240,547,1187,1398,2036,2253,2101,2902,1070,2581,2468,3622,408,426,357,673,"Garland city, Texas",2125,2066,299,98,124,270,165,164,263,374,597,603,727,820,705,818,462,845,963,1093,317,378,405,468
"G48030464","2011","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",25015,24511,466,111,454,40,151,125,102,700,877,2288,1646,2183,1770,3173,1917,2914,1991,2504,466,522,111,504,"Grand Prairie city, Texas",2512,2524,443,138,391,67,175,124,113,491,550,981,719,1190,929,1047,1191,1174,971,1179,490,431,136,349
"G48032372","2011","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",8864,8536,144,586,266,317,16,236,395,484,1063,1150,947,414,812,225,125,1097,160,29,0,70,0,328,"Harlingen city, Texas",1171,1191,148,370,277,267,29,199,280,297,749,654,495,407,439,150,163,651,164,48,218,118,218,258
"G48035000","2011","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",425711,413246,2610,3392,1990,2232,2418,6359,10314,27223,28442,39837,33184,37703,32348,25376,23401,37823,23803,33446,20163,12360,8822,12465,"Houston city, Texas",7830,7859,775,1073,616,642,808,1437,1906,2957,3535,3696,3896,4122,3305,3378,3449,3946,3227,3078,3322,2084,1541,1812
"G48037000","2011","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",49365,48760,219,75,0,129,67,206,1331,762,2783,2851,5552,4282,5791,4959,3904,4768,2816,4635,1235,1411,984,605,"Irving city, Texas",3354,3176,286,89,218,156,109,193,634,400,867,888,1232,1143,1399,1476,1183,1441,1293,1646,840,954,904,785
"G48039148","2011","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",23702,23420,292,168,285,0,318,464,956,1520,1332,1340,2166,2163,3047,1518,1682,2237,1426,1622,714,170,0,282,"Killeen city, Texas",2769,2777,369,219,327,218,287,398,540,852,642,733,1044,1079,1687,1172,842,1200,844,1194,838,223,218,272
"G48041464","2011","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",25216,24168,121,219,961,301,810,1316,1032,2130,1722,2629,2230,1696,1571,2380,1415,1191,648,577,821,0,398,1048,"Laredo city, Texas",2214,2194,128,242,410,345,385,583,649,975,810,867,988,700,764,1315,901,853,490,487,740,218,460,547
"G48041980","2011","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2011","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2011","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",14098,13175,0,102,311,140,81,329,423,352,750,1898,1455,1361,1335,730,1014,999,289,400,370,539,297,923,"Longview city, Texas",1605,1655,218,163,233,218,134,298,337,322,485,818,633,782,635,454,620,576,220,384,370,491,300,416
"G48045000","2011","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",40062,38382,504,214,251,936,189,924,1589,3441,2830,3415,4117,2450,2916,2148,1995,3857,2057,2167,887,1275,220,1680,"Lubbock city, Texas",2933,2826,419,215,311,476,192,495,565,881,956,873,1049,852,965,735,906,1099,743,1051,511,913,155,663
"G48045384","2011","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",17763,17123,532,404,345,310,250,497,1012,2024,2321,1100,2335,356,2216,1016,145,1108,487,426,194,45,0,640,"McAllen city, Texas",2198,2139,514,306,420,292,218,433,764,894,881,568,1110,386,1228,530,143,727,409,370,325,78,218,395
"G48045744","2011","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2011","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",20437,20012,217,37,71,0,42,0,174,370,1020,708,1538,2060,2206,2161,842,3104,1239,3660,563,0,0,425,"Mesquite city, Texas",1979,1930,353,63,116,218,69,218,170,372,586,396,810,873,896,790,570,941,674,1308,567,218,218,271
"G48048072","2011","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",14221,13569,42,0,249,83,0,89,184,759,601,733,694,872,1593,579,591,1354,1483,1929,1332,276,126,652,"Midland city, Texas",1434,1375,75,218,381,140,218,124,179,424,293,513,452,355,635,385,279,566,703,737,703,231,100,349
"G48048768","2011","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48048804","2011","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2011","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2011","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",14927,14248,351,112,345,113,468,78,289,903,1027,1581,1994,662,979,726,972,1950,345,664,182,433,74,679,"Odessa city, Texas",1784,1718,365,130,300,102,344,100,260,523,527,683,1114,481,621,408,571,773,339,564,190,409,120,340
"G48056000","2011","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",21637,21288,97,445,406,0,105,496,401,1058,1097,2799,2841,2872,1554,1702,995,2032,1134,1024,99,69,62,349,"Pasadena city, Texas",1868,1922,158,296,319,218,173,364,269,524,515,847,937,1084,718,841,654,747,530,539,119,114,103,213
"G48056348","2011","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2011","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2011","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",38976,37958,59,81,242,146,38,160,242,0,444,271,1042,2776,3989,3999,2626,5450,4318,5446,3692,2386,551,1018,"Plano city, Texas",3258,3028,97,95,227,180,64,189,393,218,455,241,528,1212,1640,1149,730,1302,1309,1340,1237,821,480,731
"G48061796","2011","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",14906,14531,86,0,0,0,0,121,0,241,287,309,534,1721,385,1213,1535,1271,1366,4088,595,716,63,375,"Richardson city, Texas",1448,1471,144,218,218,218,218,133,218,219,376,265,391,707,354,572,681,651,560,1168,553,555,106,248
"G48063500","2011","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2011","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",14284,13409,370,185,232,364,189,365,561,970,1907,1128,1583,1178,958,368,1413,366,599,376,0,297,0,875,"San Angelo city, Texas",1659,1616,337,281,224,292,195,314,313,555,832,633,663,580,580,341,840,270,435,312,218,282,218,666
"G48065000","2011","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",216762,206514,4248,3716,4337,3832,1734,4145,5586,10382,14013,15489,17003,15784,19663,16538,13115,18314,13234,13888,6399,3574,1520,10248,"San Antonio city, Texas",7105,6567,1178,984,1151,1116,740,1048,1390,1776,2234,2885,2264,2479,3011,2645,2107,2684,2291,2961,2067,1067,484,2006
"G48070808","2011","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2011","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",9855,9322,101,0,64,131,119,828,431,993,653,482,674,397,739,793,714,704,613,768,72,46,0,533,"Temple city, Texas",1382,1425,107,218,82,164,128,468,252,604,439,406,507,278,311,540,493,487,464,570,121,76,218,312
"G48072656","2011","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2011","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",18522,17417,234,91,74,259,477,410,630,545,1050,1257,1882,1406,1256,722,856,1797,920,1631,859,335,726,1105,"Tyler city, Texas",2099,2028,233,69,98,261,392,257,402,305,477,650,641,718,631,369,439,870,625,669,538,300,639,503
"G48076000","2011","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",24440,23149,417,435,510,312,154,1022,1671,2442,2478,2389,3326,1258,1469,1204,458,1632,399,662,408,219,284,1291,"Waco city, Texas",1976,1978,337,293,302,236,134,529,671,729,918,904,934,575,698,689,329,647,270,377,235,213,287,643
"G48079000","2011","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",13865,13645,160,163,443,869,401,458,1381,945,995,1935,623,537,877,341,422,1101,492,473,481,402,146,220,"Wichita Falls city, Texas",1532,1551,156,148,302,577,353,316,634,496,538,800,377,260,405,242,321,654,381,311,376,230,161,169
"G49043660","2011","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2011","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",13251,12987,197,123,232,147,268,621,512,715,1206,1427,772,1302,1273,1114,581,1562,427,298,62,148,0,264,"Ogden city, Utah",1521,1536,145,175,190,125,323,340,358,336,721,735,455,647,604,469,389,629,418,259,104,185,192,165
"G49057300","2011","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",10008,9608,0,0,0,148,0,413,66,200,265,278,368,1033,918,384,772,1950,1026,1328,209,221,29,400,"Orem city, Utah",1221,1216,192,192,192,236,192,319,78,237,207,176,266,500,432,250,517,767,386,609,141,263,48,272
"G49062470","2011","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",19714,18784,62,322,202,206,1582,678,722,576,891,1481,2046,2124,1676,775,1081,1036,733,2046,251,247,47,930,"Provo city, Utah",1585,1629,107,363,239,157,610,326,435,350,543,637,762,644,614,421,561,457,456,803,156,183,79,574
"G49065330","2011","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",8095,7465,0,49,0,0,0,193,137,424,479,575,963,596,625,530,492,861,288,817,0,401,35,630,"St. George city, Utah",1547,1511,192,85,192,192,192,213,157,413,437,471,647,434,421,331,293,728,330,412,192,283,58,372
"G49067000","2011","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",39390,38312,371,218,659,618,758,515,572,1195,1954,2370,4146,3331,2854,3736,2704,3739,1516,4071,1690,1020,275,1078,"Salt Lake City city, Utah",2174,2270,239,225,541,514,412,399,315,579,624,756,1064,1043,879,878,717,1046,598,985,574,529,202,495
"G49067440","2011","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2011","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2011","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",13466,13002,0,0,163,122,0,498,262,61,29,272,1124,1012,1261,1460,1296,1138,615,2996,661,32,0,464,"West Valley City city, Utah",1571,1622,192,192,193,91,192,459,413,102,48,275,709,526,637,717,710,519,432,921,397,54,192,424
"G51001000","2011","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",36516,36054,254,0,212,300,452,0,73,38,0,244,157,463,233,189,192,635,2129,9402,8286,6832,5963,462,"Alexandria city, Virginia",2618,2567,205,210,182,285,355,210,98,49,210,298,201,401,302,230,174,464,867,1367,1829,1305,1227,351
"G51003000","2011","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",49387,48832,0,492,324,274,449,138,38,296,91,217,124,0,527,79,464,899,1151,7066,8004,15585,12614,555,"Arlington CDP, Virginia",3312,3312,210,298,401,263,479,198,91,227,93,253,213,210,402,133,367,477,788,1557,1591,2421,2143,293
"G51014440","2011","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2011","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",21155,20461,283,198,283,88,46,119,64,55,81,446,281,787,945,1333,974,2848,2244,4975,2193,1601,617,694,"Chesapeake city, Virginia",2137,2105,245,259,236,105,78,197,110,75,93,228,252,497,436,509,602,1156,704,1361,758,843,558,436
"G51021088","2011","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2011","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",17245,16672,557,352,396,194,74,278,310,482,221,933,1228,1102,845,1045,470,3570,1451,2310,539,76,239,573,"Hampton city, Virginia",1814,1789,314,419,319,170,90,219,331,252,294,398,775,486,504,534,272,1056,595,794,365,94,109,316
"G51047672","2011","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",13696,12713,76,83,401,37,112,678,764,1005,1178,1827,484,953,1181,129,941,807,578,1058,25,241,155,983,"Lynchburg city, Virginia",1409,1382,89,84,279,64,123,385,434,454,465,848,356,527,576,159,495,575,528,718,44,214,135,425
"G51056000","2011","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",31580,30634,908,725,349,301,148,525,31,389,409,674,1252,2295,3216,2821,2612,3495,3015,4299,1335,1791,44,946,"Newport News city, Virginia",2564,2589,451,529,212,235,171,537,53,330,262,412,579,888,983,923,937,1127,908,990,541,835,75,525
"G51057000","2011","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",46511,45672,465,867,1412,816,354,338,470,266,1028,1713,1955,2477,4202,4628,3558,4544,4225,5720,2764,3506,364,839,"Norfolk city, Virginia",2522,2479,230,397,354,319,234,212,266,154,381,646,618,683,878,1021,839,898,1255,981,663,922,147,333
"G51064000","2011","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",14988,14696,1207,313,99,568,181,99,64,354,351,530,529,798,1125,989,1156,2569,993,1355,793,623,0,292,"Portsmouth city, Virginia",1538,1542,642,208,75,438,192,105,79,264,317,363,310,467,479,445,535,778,515,496,480,418,210,196
"G51067000","2011","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",46333,45544,2341,1183,1223,1206,652,869,390,743,869,2325,3768,4027,3428,3413,2314,6472,2737,3868,2188,1061,467,789,"Richmond city, Virginia",2516,2475,805,584,494,499,381,472,300,459,500,677,890,884,784,983,623,1202,757,945,699,498,435,379
