GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJM5E001,AJM5E002,AJM5E003,AJM5E004,AJM5E005,AJM5E006,AJM5E007,AJM5E008,AJM5E009,AJM5E010,AJM5E011,AJM5E012,AJM5E013,AJM5E014,AJM5E015,AJM5E016,AJM5E017,AJM5E018,AJM5E019,AJM5E020,AJM5E021,AJM5E022,AJM5E023,AJM5E024,AJM5E025,AJM5E026,AJM5E027,NAME_M,AJM5M001,AJM5M002,AJM5M003,AJM5M004,AJM5M005,AJM5M006,AJM5M007,AJM5M008,AJM5M009,AJM5M010,AJM5M011,AJM5M012,AJM5M013,AJM5M014,AJM5M015,AJM5M016,AJM5M017,AJM5M018,AJM5M019,AJM5M020,AJM5M021,AJM5M022,AJM5M023,AJM5M024,AJM5M025,AJM5M026,AJM5M027
"G48048768","2018","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048804","2018","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48050820","2018","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2018","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2018","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Odessa city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48056000","2018","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",21871,21284,0,85,0,0,391,100,123,473,42,569,552,1589,1915,1659,1685,2917,2478,3742,1530,1319,44,0,31,40,587,"Pasadena city, Texas",2041,2044,228,100,228,228,349,116,202,361,70,358,343,736,751,780,821,1027,912,876,775,681,72,228,49,66,342
"G48056348","2018","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2018","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2018","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plano city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48061796","2018","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063500","2018","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Round Rock city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48063572","2018","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"16000US4863572","Rowlett city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowlett city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48064472","2018","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",15152,14567,0,226,103,70,319,368,306,327,790,1366,428,998,745,1302,1334,884,1331,1205,1710,622,0,0,0,133,585,"San Angelo city, Texas",2015,1925,228,229,176,122,348,291,253,314,507,713,301,531,437,584,627,413,859,689,814,495,228,228,228,122,535
"G48065000","2018","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",239557,223189,2340,2502,2774,4214,1777,1935,2057,2669,3597,7270,9286,14786,14710,19127,13434,29536,23267,33620,20424,9870,2097,1053,602,242,16368,"San Antonio city, Texas",5295,5643,795,718,766,1271,658,856,777,830,953,1455,1654,2373,2284,2414,2187,2759,2697,3506,2397,1579,870,686,558,299,2020
"G48070808","2018","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sugar Land city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48072176","2018","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",12419,11924,117,40,84,64,133,236,670,352,109,620,792,839,1810,497,958,1455,910,1344,574,0,142,0,96,82,495,"Temple city, Texas",1641,1651,160,62,142,72,126,241,634,331,105,513,449,381,970,308,475,791,509,662,534,228,234,228,165,137,285
"G48072656","2018","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Woodlands CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48074144","2018","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",17791,17603,328,172,0,370,0,440,191,405,189,1021,390,1771,1455,1273,1353,2418,1247,2705,896,497,347,56,79,0,188,"Tyler city, Texas",1838,1796,373,185,228,405,228,333,210,381,299,661,295,847,673,563,803,842,610,1037,454,349,249,94,130,228,181
"G48075428","2018","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Victoria city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48076000","2018","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",27381,25258,428,393,858,508,434,303,639,534,1174,1740,1720,2163,1895,1339,2494,2187,1548,3000,801,619,411,70,0,0,2123,"Waco city, Texas",2092,2076,359,355,490,431,424,201,475,405,483,818,618,676,772,635,960,773,542,972,497,389,293,117,228,228,789
"G48079000","2018","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",15037,14068,551,318,285,179,325,978,278,1079,529,863,556,1035,1394,604,868,1559,653,793,565,494,162,0,0,0,969,"Wichita Falls city, Texas",1706,1552,418,267,305,293,276,537,328,541,325,369,337,548,588,327,452,529,609,399,278,420,124,228,228,228,460
"G49043660","2018","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Layton city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49044320","2018","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"16000US4944320","Lehi city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lehi city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49055980","2018","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",13693,13328,261,441,231,517,86,132,160,107,467,680,755,850,1134,1134,716,1813,871,1663,631,679,0,0,0,0,365,"Ogden city, Utah",1556,1557,330,401,159,349,121,101,178,112,297,352,372,391,540,740,422,659,446,692,411,436,193,193,193,193,273
"G49057300","2018","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orem city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49062470","2018","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",21026,20542,0,136,57,266,325,463,797,295,295,475,534,748,1718,2089,2222,1736,971,3228,1585,1805,797,0,0,0,484,"Provo city, Utah",1471,1453,193,127,68,228,197,244,365,198,191,289,354,510,630,556,727,572,396,872,549,609,544,193,193,193,218
"G49065330","2018","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. George city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49067000","2018","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",42290,41823,0,129,0,1228,150,395,344,848,373,873,1104,2266,1933,2646,2822,4383,4691,7022,4821,4985,485,102,186,37,467,"Salt Lake City city, Utah",2331,2367,193,149,193,582,144,404,305,440,298,547,524,940,731,977,873,1027,1190,1167,1124,1371,329,146,243,59,338
"G49067440","2018","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49070850","2018","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49082950","2018","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Jordan city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G49083470","2018","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Valley City city, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51001000","2018","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",39964,39288,147,0,424,1003,0,112,0,344,0,146,150,40,437,194,203,178,688,4441,6188,14917,4636,3618,863,559,676,"Alexandria city, Virginia",2098,2003,182,206,417,757,206,180,206,343,206,137,249,66,458,253,214,159,595,1280,1080,1883,943,839,391,257,435
"G51003000","2018","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",62989,62290,392,422,69,579,184,48,0,39,133,268,44,172,60,492,0,217,1609,3307,7345,21572,13816,6310,3413,1799,699,"Arlington CDP, Virginia",2526,2420,439,276,115,512,208,84,206,67,196,268,72,280,102,450,206,204,1040,932,1580,2395,1718,1318,854,672,501
"G51014440","2018","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centreville CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51016000","2018","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51021088","2018","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale City CDP, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G51035000","2018","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",25455,24671,145,602,96,407,426,0,71,515,263,548,681,463,1069,762,1915,3245,3869,5346,3123,698,364,0,28,35,784,"Hampton city, Virginia",2021,2102,251,563,123,241,530,206,123,521,269,356,496,326,698,574,909,1062,1170,1569,1048,364,335,206,46,41,493
"G51047672","2018","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",14814,14284,239,103,38,296,95,91,1488,0,811,1334,1415,953,987,1233,1131,2107,402,1100,222,50,0,149,0,40,530,"Lynchburg city, Virginia",1404,1405,361,136,70,274,167,118,673,206,416,706,632,525,524,595,666,771,243,523,203,92,206,145,206,71,353
"G51056000","2018","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",37489,36264,642,46,258,1057,547,537,340,500,724,1456,176,1804,1582,3159,2340,5870,5312,5872,2781,1056,29,176,0,0,1225,"Newport News city, Virginia",2730,2682,401,79,221,556,406,476,303,396,327,752,181,694,622,1059,717,1456,1210,1424,969,496,50,186,206,206,713
"G51057000","2018","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",53537,52225,936,447,1106,1092,798,562,320,448,480,937,1409,2120,3262,3538,4221,6889,5513,8586,4148,4137,1026,218,32,0,1312,"Norfolk city, Virginia",2555,2586,527,268,486,501,540,393,265,274,302,474,673,655,1103,845,969,1436,1330,1113,892,1027,416,192,57,206,459
"G51064000","2018","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",15815,15245,306,772,24,364,0,154,0,332,156,798,0,489,713,1070,923,2747,1871,3017,981,528,0,0,0,0,570,"Portsmouth city, Virginia",1720,1705,299,463,40,315,206,234,206,266,129,592,206,410,483,689,397,804,750,751,561,355,206,206,206,206,301
"G51067000","2018","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",52929,52040,1436,540,1169,1316,523,719,504,850,455,1180,1364,2496,3581,2997,2955,6465,5327,8910,5198,3372,363,216,104,0,889,"Richmond city, Virginia",2483,2426,682,627,822,737,387,487,400,572,367,532,620,875,1194,818,923,1194,1304,1388,1068,753,207,174,122,206,530
"G51068000","2018","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",20323,20024,535,295,189,823,373,315,190,794,1044,1216,1811,1862,1403,1390,1179,2746,1085,1679,318,92,475,62,0,148,299,"Roanoke city, Virginia",1786,1765,448,342,120,481,268,215,219,542,613,684,673,820,684,641,630,1064,523,802,333,177,460,98,206,210,176
"G51076432","2018","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",10457,10001,60,253,336,306,0,0,506,56,131,442,311,408,641,731,311,737,247,1497,1605,1254,96,25,0,48,456,"Suffolk city, Virginia",1220,1222,106,280,365,274,206,206,488,83,160,405,234,308,437,504,234,418,163,621,654,656,115,43,206,77,279
"G51082000","2018","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",60708,59565,183,512,157,686,99,788,87,460,190,0,44,819,290,1184,1070,4621,6919,19102,10329,9038,1799,231,359,598,1143,"Virginia Beach city, Virginia",3585,3620,283,397,166,564,118,596,148,598,164,206,76,676,206,632,490,1414,1480,2732,1800,1543,614,167,510,416,379
"G53003180","2018","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005210","2018","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellevue city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53005280","2018","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",21025,20452,0,0,385,399,68,74,100,66,288,120,287,500,251,803,951,2980,2638,5456,1351,2539,797,158,146,95,573,"Bellingham city, Washington",1779,1867,204,204,448,363,109,141,123,113,260,142,212,317,247,455,566,1178,1017,1352,540,870,406,191,177,112,454
"G53022640","2018","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everett city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53023515","2018","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federal Way city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035275","2018","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennewick city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035415","2018","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53035940","2018","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kirkland city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53043955","2018","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marysville city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53053545","2018","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasco city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057535","2018","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"16000US5357535","Redmond city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redmond city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53057745","2018","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renton city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53061115","2018","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"16000US5361115","Sammamish city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sammamish city, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G53063000","2018","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",186920,184005,1280,161,2522,2505,1524,1406,1163,1230,717,1361,633,1409,910,1694,2353,3935,6293,23214,28599,51387,27170,12888,5945,3706,2915,"Seattle city, Washington",5498,5636,621,129,786,885,936,695,978,745,475,767,513,767,499,739,1046,970,1453,2722,3496,3493,2900,2161,1787,1071,988
"G53067000","2018","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",40383,39848,600,236,343,1232,966,1102,644,740,874,1829,1992,2561,2685,3965,3444,3993,4004,4760,1829,1304,382,187,0,176,535,"Spokane city, Washington",2723,2686,466,204,248,542,831,515,443,478,365,640,739,751,855,1309,1087,1113,1147,1198,672,568,347,215,204,179,392
"G53067167","2018","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",16739,16109,0,0,118,119,182,344,128,125,71,259,650,929,1184,927,461,3410,2017,2555,1177,659,304,63,70,357,630,"Spokane Valley city, Washington",1767,1805,204,204,143,152,239,334,210,123,85,207,421,480,632,615,345,1129,934,895,606,535,230,103,84,441,425
"G53070000","2018","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",40750,39715,473,391,60,549,221,365,161,793,77,828,230,599,717,856,1384,3463,3617,10634,7331,5020,1244,391,179,132,1035,"Tacoma city, Washington",3025,2970,423,291,107,391,219,256,187,594,125,544,197,393,514,494,570,973,1104,1768,1492,1198,633,186,155,178,466
"G53074060","2018","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",35240,34141,53,0,362,231,212,210,204,80,388,193,156,317,587,795,660,1851,3331,10441,7578,5426,582,115,157,212,1099,"Vancouver city, Washington",1929,1882,89,204,374,187,187,179,192,99,281,165,153,466,304,462,558,636,864,1699,1340,1143,398,136,179,164,514
"G53080010","2018","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",15255,14913,38,112,127,487,564,247,117,452,743,1519,1789,1453,834,1069,1046,1291,1205,364,396,679,381,0,0,0,342,"Yakima city, Washington",1966,1957,67,167,171,489,429,255,120,305,505,636,752,767,421,548,639,688,664,321,304,517,388,204,204,204,277
"G55002375","2018","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appleton city, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G55022300","2018","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",12485,12026,0,0,322,251,99,587,321,366,733,438,731,472,1035,1628,929,970,1199,860,649,312,33,91,0,0,459,"Eau Claire city, Wisconsin",1670,1605,151,151,328,236,187,458,260,380,575,279,475,326,472,645,510,424,635,590,536,321,55,155,151,151,322
"G55031000","2018","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",16899,16630,119,213,45,270,72,593,191,277,1506,1389,2672,2177,1036,1996,824,2130,629,178,201,0,112,0,0,0,269,"Green Bay city, Wisconsin",2017,1992,148,258,76,295,90,391,195,263,639,659,911,717,422,903,390,635,360,174,245,151,180,151,151,151,167
"G55039225","2018","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",15950,15701,0,113,109,153,359,205,503,97,751,331,1006,1495,1587,658,1473,2963,1327,1555,516,500,0,0,0,0,249,"Kenosha city, Wisconsin",1475,1493,151,200,137,161,365,222,447,170,375,263,408,676,748,445,640,883,612,732,326,350,151,151,151,151,203
"G55048000","2018","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",60415,59812,0,38,116,821,142,291,360,353,855,1059,1172,1525,1490,2470,2431,7856,10477,11210,8138,5287,2491,893,91,246,603,"Madison city, Wisconsin",2744,2721,151,66,134,614,171,334,423,209,596,718,637,554,635,668,817,1353,1604,1837,1402,1226,792,480,81,263,314
"G55053000","2018","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",134432,130498,878,547,1652,3381,1622,1316,1621,2723,4141,8831,8597,15610,12311,12341,11167,12291,11754,9427,5259,3722,971,221,0,115,3934,"Milwaukee city, Wisconsin",3667,3863,488,376,581,987,520,573,553,666,1241,1530,1392,2041,1713,1795,1516,1363,1896,1457,1075,941,462,159,151,135,930
"G55060500","2018","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",11345,11115,21,252,44,114,113,420,75,578,748,1145,1228,1256,551,788,1082,921,793,618,84,245,39,0,0,0,230,"Oshkosh city, Wisconsin",1199,1188,33,275,72,144,110,305,77,302,396,543,487,416,350,363,501,407,414,449,140,273,66,151,151,151,226
"G55066000","2018","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",15159,15049,45,60,557,648,151,273,1017,621,383,434,1255,1374,1023,1008,1028,2146,1315,1390,261,60,0,0,0,0,110,"Racine city, Wisconsin",1586,1584,77,116,412,482,128,185,702,341,271,302,695,706,565,470,497,804,530,832,240,86,151,151,151,151,133
"G55084250","2018","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",12684,12385,125,0,271,39,127,424,0,264,0,264,326,898,714,690,412,2541,1890,2364,854,38,144,0,0,0,299,"Waukesha city, Wisconsin",1322,1244,147,151,348,65,126,357,151,222,151,264,293,352,466,406,291,988,691,625,488,63,119,151,151,151,299
