GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AN6BE001,AN6BE002,AN6BE003,NAME_M,AN6BM001,AN6BM002,AN6BM003
"G13004000","2021","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"1600000US1304000","1304000","Atlanta city, Georgia",253355,232720,20635,"Atlanta city, Georgia",5916,5791,2524
"G13004204","2021","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"1600000US1304204","1304204","Augusta-Richmond County consolidated government (balance), Georgia",90645,72760,17885,"Augusta-Richmond County consolidated government (balance), Georgia",1117,2955,2474
"G13019000","2021","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"1600000US1319000","1319000","Columbus city, Georgia",91621,82663,8958,"Columbus city, Georgia",1103,2071,1770
"G13042425","2021","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"1600000US1342425","1342425","Johns Creek city, Georgia",29983,29256,727,"Johns Creek city, Georgia",1899,1869,496
"G13049008","2021","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"1600000US1349008","1349008","Macon-Bibb County, Georgia",71906,57677,14229,"Macon-Bibb County, Georgia",846,2209,2066
"G13067284","2021","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"1600000US1367284","1367284","Roswell city, Georgia",38653,37044,1609,"Roswell city, Georgia",2701,2493,819
"G13068516","2021","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"1600000US1368516","1368516","Sandy Springs city, Georgia",54061,52487,1574,"Sandy Springs city, Georgia",2818,2911,837
"G13069000","2021","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"1600000US1369000","1369000","Savannah city, Georgia",68618,59612,9006,"Savannah city, Georgia",3020,2941,1655
"G13072122","2021","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"1600000US1372122","1372122","South Fulton city, Georgia",44910,41405,3505,"South Fulton city, Georgia",3758,3386,1632
"G13080508","2021","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"1600000US1380508","1380508","Warner Robins city, Georgia",35983,30701,5282,"Warner Robins city, Georgia",2059,2007,1685
"G15071550","2021","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"1600000US1571550","1571550","Urban Honolulu CDP, Hawaii",157427,138398,19029,"Urban Honolulu CDP, Hawaii",3163,3000,2217
"G16008830","2021","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"1600000US1608830","1608830","Boise City city, Idaho",104110,99250,4860,"Boise City city, Idaho",2981,2833,1551
"G16039700","2021","ID",,,"Idaho","16",,,"Idaho Falls city","39700",,,,,,,,,,,,,,,,"1600000US1639700","1639700","Idaho Falls city, Idaho",25993,24257,1736,"Idaho Falls city, Idaho",1405,1357,747
"G16052120","2021","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"1600000US1652120","1652120","Meridian city, Idaho",48218,47825,393,"Meridian city, Idaho",2919,2803,638
"G16056260","2021","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"1600000US1656260","1656260","Nampa city, Idaho",38826,37666,1160,"Nampa city, Idaho",1828,1985,1126
"G17002154","2021","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"1600000US1702154","1702154","Arlington Heights village, Illinois",33260,31415,1845,"Arlington Heights village, Illinois",1984,1814,1034
"G17003012","2021","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"1600000US1703012","1703012","Aurora city, Illinois",64677,62379,2298,"Aurora city, Illinois",2763,2814,875
"G17006613","2021","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"1600000US1706613","1706613","Bloomington city, Illinois",36236,33803,2433,"Bloomington city, Illinois",1319,1342,835
"G17007133","2021","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"1600000US1707133","1707133","Bolingbrook village, Illinois",25524,24600,924,"Bolingbrook village, Illinois",1646,1629,640
"G17012385","2021","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"1600000US1712385","1712385","Champaign city, Illinois",41755,37423,4332,"Champaign city, Illinois",2147,2166,1062
"G17014000","2021","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"1600000US1714000","1714000","Chicago city, Illinois",1272191,1139537,132654,"Chicago city, Illinois",10075,10546,7255
"G17014351","2021","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"1600000US1714351","1714351","Cicero town, Illinois",25983,24737,1246,"Cicero town, Illinois",2075,2001,579
"G17018823","2021","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"1600000US1718823","1718823","Decatur city, Illinois",36518,32087,4431,"Decatur city, Illinois",1264,1284,936
"G17023074","2021","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"1600000US1723074","1723074","Elgin city, Illinois",41458,40585,873,"Elgin city, Illinois",1964,1883,575
"G17024582","2021","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"1600000US1724582","1724582","Evanston city, Illinois",34093,31157,2936,"Evanston city, Illinois",2228,2007,1147
"G17038570","2021","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"1600000US1738570","1738570","Joliet city, Illinois",53989,51263,2726,"Joliet city, Illinois",2317,2253,796
"G17051622","2021","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"1600000US1751622","1751622","Naperville city, Illinois",56443,54377,2066,"Naperville city, Illinois",2334,2145,791
"G17057225","2021","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"1600000US1757225","1757225","Palatine village, Illinois",28010,26402,1608,"Palatine village, Illinois",1973,1762,862
"G17059000","2021","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"1600000US1759000","1759000","Peoria city, Illinois",53890,50176,3714,"Peoria city, Illinois",1728,1831,1059
"G17065000","2021","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"1600000US1765000","1765000","Rockford city, Illinois",66905,59909,6996,"Rockford city, Illinois",2322,2291,1331
"G17068003","2021","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"1600000US1768003","1768003","Schaumburg village, Illinois",32977,31569,1408,"Schaumburg village, Illinois",2015,1795,816
"G17070122","2021","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"1600000US1770122","1770122","Skokie village, Illinois",24783,23599,1184,"Skokie village, Illinois",1873,1666,752
"G17072000","2021","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"1600000US1772000","1772000","Springfield city, Illinois",57997,51317,6680,"Springfield city, Illinois",1883,1969,1330
"G17079293","2021","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"1600000US1779293","1779293","Waukegan city, Illinois",31673,30068,1605,"Waukegan city, Illinois",1945,1950,723
"G18005860","2021","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"1600000US1805860","1805860","Bloomington city, Indiana",35873,31711,4162,"Bloomington city, Indiana",2044,2235,1396
"G18010342","2021","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"1600000US1810342","1810342","Carmel city, Indiana",42773,39994,2779,"Carmel city, Indiana",2060,1859,1055
"G18022000","2021","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"1600000US1822000","1822000","Evansville city, Indiana",58844,53896,4948,"Evansville city, Indiana",1788,1899,1302
"G18023278","2021","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"1600000US1823278","1823278","Fishers city, Indiana",37546,35466,2080,"Fishers city, Indiana",2305,1955,1231
"G18025000","2021","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"1600000US1825000","1825000","Fort Wayne city, Indiana",117245,109640,7605,"Fort Wayne city, Indiana",2357,2505,1544
"G18031000","2021","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"1600000US1831000","1831000","Hammond city, Indiana",33703,30737,2966,"Hammond city, Indiana",1983,1752,969
"G18036003","2021","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"1600000US1836003","1836003","Indianapolis city (balance), Indiana",399820,358150,41670,"Indianapolis city (balance), Indiana",2480,4481,3589
"G18040788","2021","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"1600000US1840788","1840788","Lafayette city, Indiana",32933,31585,1348,"Lafayette city, Indiana",2062,2013,838
"G18054180","2021","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"1600000US1854180","1854180","Noblesville city, Indiana",25883,25035,848,"Noblesville city, Indiana",2203,2175,726
"G18071000","2021","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"1600000US1871000","1871000","South Bend city, Indiana",49249,42707,6542,"South Bend city, Indiana",2328,2310,1391
"G19001855","2021","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"1600000US1901855","1901855","Ames city, Iowa",27954,25901,2053,"Ames city, Iowa",1107,1258,763
"G19002305","2021","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"1600000US1902305","1902305","Ankeny city, Iowa",28444,27720,724,"Ankeny city, Iowa",1940,1831,520
"G19012000","2021","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"1600000US1912000","1912000","Cedar Rapids city, Iowa",64442,59107,5335,"Cedar Rapids city, Iowa",1925,1840,1362
"G19019000","2021","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"1600000US1919000","1919000","Davenport city, Iowa",49139,44958,4181,"Davenport city, Iowa",1558,1653,1198
"G19021000","2021","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"1600000US1921000","1921000","Des Moines city, Iowa",97957,90416,7541,"Des Moines city, Iowa",3101,2862,1901
"G19038595","2021","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"1600000US1938595","1938595","Iowa City city, Iowa",33875,30270,3605,"Iowa City city, Iowa",1928,2232,1232
"G19073335","2021","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"1600000US1973335","1973335","Sioux City city, Iowa",35109,33659,1450,"Sioux City city, Iowa",926,1156,703
"G19082425","2021","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"1600000US1982425","1982425","Waterloo city, Iowa",33190,29948,3242,"Waterloo city, Iowa",1143,1242,907
"G19083910","2021","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"1600000US1983910","1983910","West Des Moines city, Iowa",37031,36066,965,"West Des Moines city, Iowa",2316,2223,708
"G20036000","2021","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"1600000US2036000","2036000","Kansas City city, Kansas",63738,57819,5919,"Kansas City city, Kansas",967,1513,1187
"G20038900","2021","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"1600000US2038900","2038900","Lawrence city, Kansas",44551,41041,3510,"Lawrence city, Kansas",1077,1618,1292
"G20052575","2021","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"1600000US2052575","2052575","Olathe city, Kansas",54720,53285,1435,"Olathe city, Kansas",2203,2202,677
"G20053775","2021","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"1600000US2053775","2053775","Overland Park city, Kansas",85708,82593,3115,"Overland Park city, Kansas",2046,2221,1193
"G20064500","2021","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"1600000US2064500","2064500","Shawnee city, Kansas",28651,27114,1537,"Shawnee city, Kansas",1876,1726,923
"G20071000","2021","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"1600000US2071000","2071000","Topeka city, Kansas",61068,55844,5224,"Topeka city, Kansas",1353,1769,1543
"G20079000","2021","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"1600000US2079000","2079000","Wichita city, Kansas",176357,156668,19689,"Wichita city, Kansas",2140,3020,2655
"G21008902","2021","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"1600000US2108902","2108902","Bowling Green city, Kentucky",32531,28947,3584,"Bowling Green city, Kentucky",1672,1596,1306
"G21046027","2021","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"1600000US2146027","2146027","Lexington-Fayette urban county, Kentucky",147590,139303,8287,"Lexington-Fayette urban county, Kentucky",1002,1880,1684
"G21048006","2021","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"1600000US2148006","2148006","Louisville/Jefferson County metro government (balance), Kentucky",288859,264336,24523,"Louisville/Jefferson County metro government (balance), Kentucky",2059,3413,3087
"G22005000","2021","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"1600000US2205000","2205000","Baton Rouge city, Louisiana",107002,87440,19562,"Baton Rouge city, Louisiana",3532,3619,2527
"G22039475","2021","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"1600000US2239475","2239475","Kenner city, Louisiana",27548,25267,2281,"Kenner city, Louisiana",2511,2356,817
"G22040735","2021","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"1600000US2240735","2240735","Lafayette city, Louisiana",56725,51150,5575,"Lafayette city, Louisiana",2575,2374,1544
"G22041155","2021","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"1600000US2241155","2241155","Lake Charles city, Louisiana",40810,28683,12127,"Lake Charles city, Louisiana",2855,2542,1988
"G22050115","2021","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"1600000US2250115","2250115","Metairie CDP, Louisiana",66619,62315,4304,"Metairie CDP, Louisiana",3008,2960,991
"G22055000","2021","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"1600000US2255000","2255000","New Orleans city, Louisiana",194701,158827,35874,"New Orleans city, Louisiana",859,2670,2344
"G22070000","2021","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"1600000US2270000","2270000","Shreveport city, Louisiana",90211,76167,14044,"Shreveport city, Louisiana",2457,2438,2098
"G23060545","2021","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"1600000US2360545","2360545","Portland city, Maine",35456,32523,2933,"Portland city, Maine",1863,1622,1011
"G24004000","2021","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"1600000US2404000","2404000","Baltimore city, Maryland",293487,254370,39117,"Baltimore city, Maryland",1685,3581,3051
"G24007125","2021","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"1600000US2407125","2407125","Bethesda CDP, Maryland",29577,27748,1829,"Bethesda CDP, Maryland",1710,1683,713
"G24019125","2021","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"1600000US2419125","2419125","Columbia CDP, Maryland",43548,42050,1498,"Columbia CDP, Maryland",1926,2010,915
"G24026000","2021","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"1600000US2426000","2426000","Ellicott City CDP, Maryland",27995,27318,677,"Ellicott City CDP, Maryland",1641,1632,536
"G24030325","2021","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"1600000US2430325","2430325","Frederick city, Maryland",35383,33907,1476,"Frederick city, Maryland",1684,1622,663
"G24031175","2021","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"1600000US2431175","2431175","Gaithersburg city, Maryland",29266,26764,2502,"Gaithersburg city, Maryland",1847,1764,861
"G24032025","2021","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"1600000US2432025","2432025","Germantown CDP, Maryland",31519,30985,534,"Germantown CDP, Maryland",2308,2287,519
"G24032650","2021","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"1600000US2432650","2432650","Glen Burnie CDP, Maryland",28452,27700,752,"Glen Burnie CDP, Maryland",2323,2338,624
"G24067675","2021","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"1600000US2467675","2467675","Rockville city, Maryland",26760,25537,1223,"Rockville city, Maryland",2076,1915,689
"G24072450","2021","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"1600000US2472450","2472450","Silver Spring CDP, Maryland",34703,33307,1396,"Silver Spring CDP, Maryland",2436,2306,762
"G24081175","2021","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"1600000US2481175","2481175","Waldorf CDP, Maryland",30901,29701,1200,"Waldorf CDP, Maryland",1649,1762,666
"G25007000","2021","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"1600000US2507000","2507000","Boston city, Massachusetts",307025,271941,35084,"Boston city, Massachusetts",2891,4553,3995
"G25009000","2021","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"1600000US2509000","2509000","Brockton city, Massachusetts",38391,37554,837,"Brockton city, Massachusetts",1817,1753,592
"G25011000","2021","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"1600000US2511000","2511000","Cambridge city, Massachusetts",57581,52487,5094,"Cambridge city, Massachusetts",2734,2335,1232
"G25023000","2021","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"1600000US2523000","2523000","Fall River city, Massachusetts",43230,40521,2709,"Fall River city, Massachusetts",1899,1666,1003
"G25024960","2021","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"1600000US2524960","2524960","Framingham city, Massachusetts",27159,26320,839,"Framingham city, Massachusetts",1496,1503,583
"G25029405","2021","MA",,,"Massachusetts","25",,,"Haverhill city","29405",,,,,,,,,,,,,,,,"1600000US2529405","2529405","Haverhill city, Massachusetts",26413,25293,1120,"Haverhill city, Massachusetts",1566,1564,624
"G25034550","2021","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"1600000US2534550","2534550","Lawrence city, Massachusetts",31378,30366,1012,"Lawrence city, Massachusetts",1964,1840,528
"G25037000","2021","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"1600000US2537000","2537000","Lowell city, Massachusetts",44466,42577,1889,"Lowell city, Massachusetts",2708,2528,856
"G25037490","2021","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"1600000US2537490","2537490","Lynn city, Massachusetts",39222,37304,1918,"Lynn city, Massachusetts",2389,2119,747
"G25037875","2021","MA",,,"Massachusetts","25",,,"Malden city","37875",,,,,,,,,,,,,,,,"1600000US2537875","2537875","Malden city, Massachusetts",28151,26386,1765,"Malden city, Massachusetts",2302,2034,987
"G25045000","2021","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"1600000US2545000","2545000","New Bedford city, Massachusetts",44717,42743,1974,"New Bedford city, Massachusetts",2387,2324,631
"G25045560","2021","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"1600000US2545560","2545560","Newton city, Massachusetts",31501,29961,1540,"Newton city, Massachusetts",1514,1245,797
"G25055745","2021","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"1600000US2555745","2555745","Quincy city, Massachusetts",46911,44051,2860,"Quincy city, Massachusetts",2034,1993,1021
"G25062535","2021","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"1600000US2562535","2562535","Somerville city, Massachusetts",37251,35015,2236,"Somerville city, Massachusetts",1882,1707,774
"G25067000","2021","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"1600000US2567000","2567000","Springfield city, Massachusetts",62032,57806,4226,"Springfield city, Massachusetts",2349,2206,1139
"G25082000","2021","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"1600000US2582000","2582000","Worcester city, Massachusetts",82375,76065,6310,"Worcester city, Massachusetts",3165,2991,1434
"G26003000","2021","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"1600000US2603000","2603000","Ann Arbor city, Michigan",54874,51238,3636,"Ann Arbor city, Michigan",2249,2366,1215
"G26021000","2021","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"1600000US2621000","2621000","Dearborn city, Michigan",38133,35209,2924,"Dearborn city, Michigan",1987,1820,952
"G26022000","2021","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"1600000US2622000","2622000","Detroit city, Michigan",322906,251729,71177,"Detroit city, Michigan",4766,4285,3489
"G26027440","2021","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"1600000US2627440","2627440","Farmington Hills city, Michigan",36496,35224,1272,"Farmington Hills city, Michigan",2122,1980,807
"G26029000","2021","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"1600000US2629000","2629000","Flint city, Michigan",41139,32837,8302,"Flint city, Michigan",2591,2220,1306
"G26034000","2021","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"1600000US2634000","2634000","Grand Rapids city, Michigan",85623,79486,6137,"Grand Rapids city, Michigan",2819,2508,1458
"G26042160","2021","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"1600000US2642160","2642160","Kalamazoo city, Michigan",33160,29853,3307,"Kalamazoo city, Michigan",2245,2213,977
"G26046000","2021","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"1600000US2646000","2646000","Lansing city, Michigan",55557,50590,4967,"Lansing city, Michigan",1918,1859,1142
"G26049000","2021","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"1600000US2649000","2649000","Livonia city, Michigan",39344,38329,1015,"Livonia city, Michigan",2081,2098,538
"G26059440","2021","MI",,,"Michigan","26",,,"Novi city","59440",,,,,,,,,,,,,,,,"1600000US2659440","2659440","Novi city, Michigan",30844,28217,2627,"Novi city, Michigan",1929,1559,1381
"G26069035","2021","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"1600000US2669035","2669035","Rochester Hills city, Michigan",30934,28831,2103,"Rochester Hills city, Michigan",1505,1269,817
"G26074900","2021","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"1600000US2674900","2674900","Southfield city, Michigan",37514,35649,1865,"Southfield city, Michigan",2132,1972,834
"G26076460","2021","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"1600000US2676460","2676460","Sterling Heights city, Michigan",53932,51805,2127,"Sterling Heights city, Michigan",2059,2112,822
"G26080700","2021","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"1600000US2680700","2680700","Troy city, Michigan",34953,33822,1131,"Troy city, Michigan",1608,1625,589
"G26084000","2021","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"1600000US2684000","2684000","Warren city, Michigan",60142,57632,2510,"Warren city, Michigan",2551,2315,954
"G26086000","2021","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"1600000US2686000","2686000","Westland city, Michigan",39435,37870,1565,"Westland city, Michigan",2629,2495,695
"G26088940","2021","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"1600000US2688940","2688940","Wyoming city, Michigan",29880,28253,1627,"Wyoming city, Michigan",2232,2186,913
"G27006382","2021","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"1600000US2706382","2706382","Blaine city, Minnesota",26622,25869,753,"Blaine city, Minnesota",1597,1539,411
"G27006616","2021","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"1600000US2706616","2706616","Bloomington city, Minnesota",41127,38725,2402,"Bloomington city, Minnesota",1911,1897,950
"G27007966","2021","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"1600000US2707966","2707966","Brooklyn Park city, Minnesota",30705,30074,631,"Brooklyn Park city, Minnesota",2294,2071,668
"G27017000","2021","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"1600000US2717000","2717000","Duluth city, Minnesota",39763,36310,3453,"Duluth city, Minnesota",1915,1852,915
"G27017288","2021","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"1600000US2717288","2717288","Eagan city, Minnesota",27660,27069,591,"Eagan city, Minnesota",1380,1328,404
"G27035180","2021","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"1600000US2735180","2735180","Lakeville city, Minnesota",25337,23868,1469,"Lakeville city, Minnesota",1678,1465,930
"G27040166","2021","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"1600000US2740166","2740166","Maple Grove city, Minnesota",28282,28026,256,"Maple Grove city, Minnesota",1578,1573,246
"G27043000","2021","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"1600000US2743000","2743000","Minneapolis city, Minnesota",203633,188681,14952,"Minneapolis city, Minnesota",4178,3928,2333
"G27051730","2021","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"1600000US2751730","2751730","Plymouth city, Minnesota",34281,32923,1358,"Plymouth city, Minnesota",1672,1479,853
"G27054880","2021","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"1600000US2754880","2754880","Rochester city, Minnesota",54111,49984,4127,"Rochester city, Minnesota",965,1425,1310
"G27056896","2021","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"1600000US2756896","2756896","St. Cloud city, Minnesota",31034,30029,1005,"St. Cloud city, Minnesota",1939,1985,741
"G27058000","2021","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"1600000US2758000","2758000","St. Paul city, Minnesota",131275,121964,9311,"St. Paul city, Minnesota",2691,3257,1780
"G27071428","2021","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"1600000US2771428","2771428","Woodbury city, Minnesota",30287,28751,1536,"Woodbury city, Minnesota",1835,1605,1250
