GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AN6BE001,AN6BE002,AN6BE003,NAME_M,AN6BM001,AN6BM002,AN6BM003
"G06060102","2021","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"1600000US0660102","0660102","Redwood City city, California",32232,29450,2782,"Redwood City city, California",1837,1631,983
"G06060466","2021","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"1600000US0660466","0660466","Rialto city, California",30380,29043,1337,"Rialto city, California",1772,1566,639
"G06060620","2021","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"1600000US0660620","0660620","Richmond city, California",42082,40019,2063,"Richmond city, California",2472,2362,736
"G06062000","2021","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"1600000US0662000","0662000","Riverside city, California",94246,91110,3136,"Riverside city, California",2944,2861,1039
"G06062364","2021","CA",,,"California","06",,,"Rocklin city","62364",,,,,,,,,,,,,,,,"1600000US0662364","0662364","Rocklin city, California",26221,25528,693,"Rocklin city, California",1233,1242,444
"G06062938","2021","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"1600000US0662938","0662938","Roseville city, California",59392,57569,1823,"Roseville city, California",1856,2030,814
"G06064000","2021","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"1600000US0664000","0664000","Sacramento city, California",210715,202093,8622,"Sacramento city, California",4391,4080,1872
"G06064224","2021","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"1600000US0664224","0664224","Salinas city, California",43045,41871,1174,"Salinas city, California",1751,1723,570
"G06065000","2021","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"1600000US0665000","0665000","San Bernardino city, California",66188,63331,2857,"San Bernardino city, California",2916,2869,1014
"G06065042","2021","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"1600000US0665042","0665042","San Buenaventura (Ventura) city, California",46360,42288,4072,"San Buenaventura (Ventura) city, California",2225,2203,1484
"G06066000","2021","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"1600000US0666000","0666000","San Diego city, California",555456,521000,34456,"San Diego city, California",7850,7487,3888
"G06067000","2021","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"1600000US0667000","0667000","San Francisco city, California",412269,350796,61473,"San Francisco city, California",1484,5380,5134
"G06068000","2021","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"1600000US0668000","0668000","San Jose city, California",340561,322881,17680,"San Jose city, California",4585,4593,2466
"G06068084","2021","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"1600000US0668084","0668084","San Leandro city, California",32100,30977,1123,"San Leandro city, California",2095,2037,641
"G06068196","2021","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"1600000US0668196","0668196","San Marcos city, California",35300,34037,1263,"San Marcos city, California",2017,1886,860
"G06068252","2021","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"1600000US0668252","0668252","San Mateo city, California",41607,39340,2267,"San Mateo city, California",1873,1879,905
"G06068378","2021","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"1600000US0668378","0668378","San Ramon city, California",30255,29662,593,"San Ramon city, California",1507,1454,479
"G06069000","2021","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"1600000US0669000","0669000","Santa Ana city, California",80604,78674,1930,"Santa Ana city, California",2558,2355,782
"G06069070","2021","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"1600000US0669070","0669070","Santa Barbara city, California",37875,35676,2199,"Santa Barbara city, California",2181,1921,885
"G06069084","2021","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"1600000US0669084","0669084","Santa Clara city, California",52276,49011,3265,"Santa Clara city, California",2239,2041,1083
"G06069088","2021","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"1600000US0669088","0669088","Santa Clarita city, California",74788,73509,1279,"Santa Clarita city, California",2724,2654,751
"G06069196","2021","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"1600000US0669196","0669196","Santa Maria city, California",30476,30316,160,"Santa Maria city, California",1937,1903,222
"G06070000","2021","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"1600000US0670000","0670000","Santa Monica city, California",52958,45541,7417,"Santa Monica city, California",3172,2714,2051
"G06070098","2021","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"1600000US0670098","0670098","Santa Rosa city, California",71553,68686,2867,"Santa Rosa city, California",2713,2661,1028
"G06072016","2021","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"1600000US0672016","0672016","Simi Valley city, California",46277,45308,969,"Simi Valley city, California",2084,2119,608
"G06073080","2021","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"1600000US0673080","0673080","South Gate city, California",25375,24891,484,"South Gate city, California",1318,1291,290
"G06075000","2021","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"1600000US0675000","0675000","Stockton city, California",102642,97447,5195,"Stockton city, California",3106,2854,1221
"G06077000","2021","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"1600000US0677000","0677000","Sunnyvale city, California",63065,59567,3498,"Sunnyvale city, California",2543,2373,1111
"G06078120","2021","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"1600000US0678120","0678120","Temecula city, California",36588,34958,1630,"Temecula city, California",2127,1968,838
"G06078582","2021","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"1600000US0678582","0678582","Thousand Oaks city, California",46350,45081,1269,"Thousand Oaks city, California",1984,2060,879
"G06080000","2021","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"1600000US0680000","0680000","Torrance city, California",60220,57584,2636,"Torrance city, California",2428,2214,1035
"G06080238","2021","CA",,,"California","06",,,"Tracy city","80238",,,,,,,,,,,,,,,,"1600000US0680238","0680238","Tracy city, California",29262,28353,909,"Tracy city, California",1854,1780,521
"G06080644","2021","CA",,,"California","06",,,"Tulare city","80644",,,,,,,,,,,,,,,,"1600000US0680644","0680644","Tulare city, California",21637,20974,663,"Tulare city, California",1599,1514,503
"G06080812","2021","CA",,,"California","06",,,"Turlock city","80812",,,,,,,,,,,,,,,,"1600000US0680812","0680812","Turlock city, California",26321,24885,1436,"Turlock city, California",2138,2052,847
"G06080854","2021","CA",,,"California","06",,,"Tustin city","80854",,,,,,,,,,,,,,,,"1600000US0680854","0680854","Tustin city, California",27550,26762,788,"Tustin city, California",1748,1670,520
"G06081204","2021","CA",,,"California","06",,,"Union City city","81204",,,,,,,,,,,,,,,,"1600000US0681204","0681204","Union City city, California",22527,21637,890,"Union City city, California",1616,1513,483
"G06081344","2021","CA",,,"California","06",,,"Upland city","81344",,,,,,,,,,,,,,,,"1600000US0681344","0681344","Upland city, California",26423,26052,371,"Upland city, California",1431,1377,403
"G06081554","2021","CA",,,"California","06",,,"Vacaville city","81554",,,,,,,,,,,,,,,,"1600000US0681554","0681554","Vacaville city, California",35398,33777,1621,"Vacaville city, California",2014,1798,852
"G06081666","2021","CA",,,"California","06",,,"Vallejo city","81666",,,,,,,,,,,,,,,,"1600000US0681666","0681666","Vallejo city, California",45319,43906,1413,"Vallejo city, California",2003,1958,621
"G06082590","2021","CA",,,"California","06",,,"Victorville city","82590",,,,,,,,,,,,,,,,"1600000US0682590","0682590","Victorville city, California",39786,38400,1386,"Victorville city, California",2427,2301,804
"G06082954","2021","CA",,,"California","06",,,"Visalia city","82954",,,,,,,,,,,,,,,,"1600000US0682954","0682954","Visalia city, California",49257,47660,1597,"Visalia city, California",2293,2109,846
"G06082996","2021","CA",,,"California","06",,,"Vista city","82996",,,,,,,,,,,,,,,,"1600000US0682996","0682996","Vista city, California",31525,30614,911,"Vista city, California",1970,1908,640
"G06083346","2021","CA",,,"California","06",,,"Walnut Creek city","83346",,,,,,,,,,,,,,,,"1600000US0683346","0683346","Walnut Creek city, California",32398,31035,1363,"Walnut Creek city, California",1677,1730,721
"G06084200","2021","CA",,,"California","06",,,"West Covina city","84200",,,,,,,,,,,,,,,,"1600000US0684200","0684200","West Covina city, California",33792,32012,1780,"West Covina city, California",1485,1381,730
"G06084550","2021","CA",,,"California","06",,,"Westminster city","84550",,,,,,,,,,,,,,,,"1600000US0684550","0684550","Westminster city, California",29012,27935,1077,"Westminster city, California",1850,1706,624
"G06085292","2021","CA",,,"California","06",,,"Whittier city","85292",,,,,,,,,,,,,,,,"1600000US0685292","0685292","Whittier city, California",28607,27773,834,"Whittier city, California",1473,1491,453
"G06086832","2021","CA",,,"California","06",,,"Yorba Linda city","86832",,,,,,,,,,,,,,,,"1600000US0686832","0686832","Yorba Linda city, California",24897,24098,799,"Yorba Linda city, California",1354,1277,549
"G06086972","2021","CA",,,"California","06",,,"Yuba City city","86972",,,,,,,,,,,,,,,,"1600000US0686972","0686972","Yuba City city, California",24529,24176,353,"Yuba City city, California",958,1045,395
"G08003455","2021","CO",,,"Colorado","08",,,"Arvada city","03455",,,,,,,,,,,,,,,,"1600000US0803455","0803455","Arvada city, Colorado",51928,50678,1250,"Arvada city, Colorado",1956,1834,668
"G08004000","2021","CO",,,"Colorado","08",,,"Aurora city","04000",,,,,,,,,,,,,,,,"1600000US0804000","0804000","Aurora city, Colorado",149636,140003,9633,"Aurora city, Colorado",3371,3153,1844
"G08007850","2021","CO",,,"Colorado","08",,,"Boulder city","07850",,,,,,,,,,,,,,,,"1600000US0807850","0807850","Boulder city, Colorado",44793,42376,2417,"Boulder city, Colorado",1767,1756,717
"G08009280","2021","CO",,,"Colorado","08",,,"Broomfield city","09280",,,,,,,,,,,,,,,,"1600000US0809280","0809280","Broomfield city, Colorado",31800,30161,1639,"Broomfield city, Colorado",177,866,866
"G08012415","2021","CO",,,"Colorado","08",,,"Castle Rock town","12415",,,,,,,,,,,,,,,,"1600000US0812415","0812415","Castle Rock town, Colorado",28082,27249,833,"Castle Rock town, Colorado",1598,1447,798
"G08012815","2021","CO",,,"Colorado","08",,,"Centennial city","12815",,,,,,,,,,,,,,,,"1600000US0812815","0812815","Centennial city, Colorado",41114,39660,1454,"Centennial city, Colorado",1602,1502,744
"G08016000","2021","CO",,,"Colorado","08",,,"Colorado Springs city","16000",,,,,,,,,,,,,,,,"1600000US0816000","0816000","Colorado Springs city, Colorado",205380,197542,7838,"Colorado Springs city, Colorado",3006,3531,1993
"G08020000","2021","CO",,,"Colorado","08",,,"Denver city","20000",,,,,,,,,,,,,,,,"1600000US0820000","0820000","Denver city, Colorado",351829,326634,25195,"Denver city, Colorado",978,3286,3075
"G08027425","2021","CO",,,"Colorado","08",,,"Fort Collins city","27425",,,,,,,,,,,,,,,,"1600000US0827425","0827425","Fort Collins city, Colorado",73397,70686,2711,"Fort Collins city, Colorado",2572,2607,994
"G08031660","2021","CO",,,"Colorado","08",,,"Grand Junction city","31660",,,,,,,,,,,,,,,,"1600000US0831660","0831660","Grand Junction city, Colorado",30264,28352,1912,"Grand Junction city, Colorado",1527,1484,982
"G08032155","2021","CO",,,"Colorado","08",,,"Greeley city","32155",,,,,,,,,,,,,,,,"1600000US0832155","0832155","Greeley city, Colorado",40510,38381,2129,"Greeley city, Colorado",2046,1848,770
"G08036410","2021","CO",,,"Colorado","08",,,"Highlands Ranch CDP","36410",,,,,,,,,,,,,,,,"1600000US0836410","0836410","Highlands Ranch CDP, Colorado",38952,38117,835,"Highlands Ranch CDP, Colorado",2054,2015,501
"G08043000","2021","CO",,,"Colorado","08",,,"Lakewood city","43000",,,,,,,,,,,,,,,,"1600000US0843000","0843000","Lakewood city, Colorado",75300,70751,4549,"Lakewood city, Colorado",2399,2314,1340
"G08045970","2021","CO",,,"Colorado","08",,,"Longmont city","45970",,,,,,,,,,,,,,,,"1600000US0845970","0845970","Longmont city, Colorado",44891,43519,1372,"Longmont city, Colorado",2266,2270,767
"G08046465","2021","CO",,,"Colorado","08",,,"Loveland city","46465",,,,,,,,,,,,,,,,"1600000US0846465","0846465","Loveland city, Colorado",36659,35803,856,"Loveland city, Colorado",1923,1805,576
"G08062000","2021","CO",,,"Colorado","08",,,"Pueblo city","62000",,,,,,,,,,,,,,,,"1600000US0862000","0862000","Pueblo city, Colorado",50106,47901,2205,"Pueblo city, Colorado",1536,1462,859
"G08077290","2021","CO",,,"Colorado","08",,,"Thornton city","77290",,,,,,,,,,,,,,,,"1600000US0877290","0877290","Thornton city, Colorado",48948,48263,685,"Thornton city, Colorado",2099,2085,508
"G08083835","2021","CO",,,"Colorado","08",,,"Westminster city","83835",,,,,,,,,,,,,,,,"1600000US0883835","0883835","Westminster city, Colorado",51037,47797,3240,"Westminster city, Colorado",1951,1683,958
"G09008000","2021","CT",,,"Connecticut","09",,,"Bridgeport city","08000",,,,,,,,,,,,,,,,"1600000US0908000","0908000","Bridgeport city, Connecticut",61494,57732,3762,"Bridgeport city, Connecticut",2513,2508,1083
"G09018430","2021","CT",,,"Connecticut","09",,,"Danbury city","18430",,,,,,,,,,,,,,,,"1600000US0918430","0918430","Danbury city, Connecticut",35346,33024,2322,"Danbury city, Connecticut",2631,2385,1045
"G09037000","2021","CT",,,"Connecticut","09",,,"Hartford city","37000",,,,,,,,,,,,,,,,"1600000US0937000","0937000","Hartford city, Connecticut",55111,45491,9620,"Hartford city, Connecticut",2625,2145,1622
"G09050370","2021","CT",,,"Connecticut","09",,,"New Britain city","50370",,,,,,,,,,,,,,,,"1600000US0950370","0950370","New Britain city, Connecticut",30456,28450,2006,"New Britain city, Connecticut",2066,1895,675
"G09052000","2021","CT",,,"Connecticut","09",,,"New Haven city","52000",,,,,,,,,,,,,,,,"1600000US0952000","0952000","New Haven city, Connecticut",61547,56373,5174,"New Haven city, Connecticut",2586,2781,1295
"G09055990","2021","CT",,,"Connecticut","09",,,"Norwalk city","55990",,,,,,,,,,,,,,,,"1600000US0955990","0955990","Norwalk city, Connecticut",39560,36847,2713,"Norwalk city, Connecticut",2178,1986,984
"G09073000","2021","CT",,,"Connecticut","09",,,"Stamford city","73000",,,,,,,,,,,,,,,,"1600000US0973000","0973000","Stamford city, Connecticut",57380,52816,4564,"Stamford city, Connecticut",2592,2442,1149
"G09080000","2021","CT",,,"Connecticut","09",,,"Waterbury city","80000",,,,,,,,,,,,,,,,"1600000US0980000","0980000","Waterbury city, Connecticut",48607,45008,3599,"Waterbury city, Connecticut",2543,2267,1159
"G10077580","2021","DE",,,"Delaware","10",,,"Wilmington city","77580",,,,,,,,,,,,,,,,"1600000US1077580","1077580","Wilmington city, Delaware",37153,32049,5104,"Wilmington city, Delaware",2085,1721,1036
"G11050000","2021","DC",,,"District of Columbia","11",,,"Washington city","50000",,,,,,,,,,,,,,,,"1600000US1150000","1150000","Washington city, District of Columbia",357482,319565,37917,"Washington city, District of Columbia",47,3541,3551
"G12000410","2021","FL",,,"Florida","12",,,"Alafaya CDP","00410",,,,,,,,,,,,,,,,"1600000US1200410","1200410","Alafaya CDP, Florida",34561,32823,1738,"Alafaya CDP, Florida",3883,3660,1043
"G12007300","2021","FL",,,"Florida","12",,,"Boca Raton city","07300",,,,,,,,,,,,,,,,"1600000US1207300","1207300","Boca Raton city, Florida",48657,41318,7339,"Boca Raton city, Florida",2603,2438,1498
"G12007875","2021","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"1600000US1207875","1207875","Boynton Beach city, Florida",39736,33201,6535,"Boynton Beach city, Florida",2574,2475,1552
"G12008150","2021","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"1600000US1208150","1208150","Brandon CDP, Florida",50086,46925,3161,"Brandon CDP, Florida",3038,2955,1102
"G12010275","2021","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"1600000US1210275","1210275","Cape Coral city, Florida",94442,79845,14597,"Cape Coral city, Florida",3345,3478,2439
"G12012875","2021","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"1600000US1212875","1212875","Clearwater city, Florida",60153,49486,10667,"Clearwater city, Florida",3053,2370,2018
"G12014400","2021","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"1600000US1214400","1214400","Coral Springs city, Florida",46687,44417,2270,"Coral Springs city, Florida",2880,2501,1018
"G12016475","2021","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"1600000US1216475","1216475","Davie town, Florida",41953,39061,2892,"Davie town, Florida",2323,2136,1212
"G12016525","2021","FL",,,"Florida","12",,,"Daytona Beach city","16525",,,,,,,,,,,,,,,,"1600000US1216525","1216525","Daytona Beach city, Florida",40465,34721,5744,"Daytona Beach city, Florida",2628,2166,1447
"G12016725","2021","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"1600000US1216725","1216725","Deerfield Beach city, Florida",50429,39934,10495,"Deerfield Beach city, Florida",2962,2819,1762
"G12017100","2021","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"1600000US1217100","1217100","Delray Beach city, Florida",38037,30472,7565,"Delray Beach city, Florida",2433,1976,1585
"G12017200","2021","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"1600000US1217200","1217200","Deltona city, Florida",36713,35384,1329,"Deltona city, Florida",2111,1954,754
"G12017935","2021","FL",,,"Florida","12",,,"Doral city","17935",,,,,,,,,,,,,,,,"1600000US1217935","1217935","Doral city, Florida",27139,25419,1720,"Doral city, Florida",1843,1388,847
"G12024000","2021","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"1600000US1224000","1224000","Fort Lauderdale city, Florida",102567,83021,19546,"Fort Lauderdale city, Florida",3979,3458,2946
"G12024125","2021","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"1600000US1224125","1224125","Fort Myers city, Florida",48488,37323,11165,"Fort Myers city, Florida",3003,2758,1937
"G12025175","2021","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"1600000US1225175","1225175","Gainesville city, Florida",66685,56513,10172,"Gainesville city, Florida",3011,2979,1916
"G12030000","2021","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"1600000US1230000","1230000","Hialeah city, Florida",78076,75692,2384,"Hialeah city, Florida",2814,2668,879
"G12032000","2021","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"1600000US1232000","1232000","Hollywood city, Florida",74324,61598,12726,"Hollywood city, Florida",3006,2656,1837
"G12032275","2021","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"1600000US1232275","1232275","Homestead city, Florida",29482,27094,2388,"Homestead city, Florida",2755,2439,1472
"G12032610","2021","FL",,,"Florida","12",,,"Horizon West CDP","32610",,,,,,,,,,,,,,,,"1600000US1232610","1232610","Horizon West CDP, Florida",21837,21444,393,"Horizon West CDP, Florida",3348,3330,458
"G12035000","2021","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"1600000US1235000","1235000","Jacksonville city, Florida",422315,386283,36032,"Jacksonville city, Florida",3351,5159,4070
"G12036100","2021","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"1600000US1236100","1236100","Kendall CDP, Florida",33932,33184,748,"Kendall CDP, Florida",2901,2876,554
"G12036950","2021","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"1600000US1236950","1236950","Kissimmee city, Florida",29099,25999,3100,"Kissimmee city, Florida",2402,2153,1128
"G12038250","2021","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"1600000US1238250","1238250","Lakeland city, Florida",52994,45548,7446,"Lakeland city, Florida",2740,2408,1554
"G12039425","2021","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"1600000US1239425","1239425","Largo city, Florida",46495,36493,10002,"Largo city, Florida",3051,2614,1761
"G12039550","2021","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"1600000US1239550","1239550","Lauderhill city, Florida",30956,26555,4401,"Lauderhill city, Florida",2196,1922,1126
"G12039925","2021","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"1600000US1239925","1239925","Lehigh Acres CDP, Florida",42566,40295,2271,"Lehigh Acres CDP, Florida",2666,2698,827
"G12043975","2021","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"1600000US1243975","1243975","Melbourne city, Florida",40160,36651,3509,"Melbourne city, Florida",2589,2163,1306
"G12045000","2021","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"1600000US1245000","1245000","Miami city, Florida",219775,192219,27556,"Miami city, Florida",5651,4587,3460
"G12045025","2021","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"1600000US1245025","1245025","Miami Beach city, Florida",60872,40788,20084,"Miami Beach city, Florida",2829,2380,2011
"G12045060","2021","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"1600000US1245060","1245060","Miami Gardens city, Florida",36204,34332,1872,"Miami Gardens city, Florida",2438,2277,856
"G12045975","2021","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"1600000US1245975","1245975","Miramar city, Florida",44987,42707,2280,"Miramar city, Florida",2717,2353,1302
"G12049675","2021","FL",,,"Florida","12",,,"North Port city","49675",,,,,,,,,,,,,,,,"1600000US1249675","1249675","North Port city, Florida",35149,30622,4527,"North Port city, Florida",2962,2583,1872
"G12053000","2021","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"1600000US1253000","1253000","Orlando city, Florida",149940,130037,19903,"Orlando city, Florida",5158,4859,3054
"G12054000","2021","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"1600000US1254000","1254000","Palm Bay city, Florida",50159,45145,5014,"Palm Bay city, Florida",2704,2508,1493
"G12054200","2021","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"1600000US1254200","1254200","Palm Coast city, Florida",43228,36896,6332,"Palm Coast city, Florida",1159,1796,1561
"G12055775","2021","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"1600000US1255775","1255775","Pembroke Pines city, Florida",67317,64378,2939,"Pembroke Pines city, Florida",2974,2778,1111
"G12056825","2021","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"1600000US1256825","1256825","Pine Hills CDP, Florida",26423,25752,671,"Pine Hills CDP, Florida",2075,2018,526
"G12057425","2021","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"1600000US1257425","1257425","Plantation city, Florida",38622,36564,2058,"Plantation city, Florida",2469,2260,969
"G12057900","2021","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"1600000US1257900","1257900","Poinciana CDP, Florida",25796,21402,4394,"Poinciana CDP, Florida",3908,3477,2402
"G12058050","2021","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"1600000US1258050","1258050","Pompano Beach city, Florida",61793,48363,13430,"Pompano Beach city, Florida",3682,3094,2091
"G12058350","2021","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"1600000US1258350","1258350","Port Charlotte CDP, Florida",33195,29120,4075,"Port Charlotte CDP, Florida",2288,2270,1384
"G12058715","2021","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"1600000US1258715","1258715","Port St. Lucie city, Florida",84820,77190,7630,"Port St. Lucie city, Florida",3155,3814,2734
"G12060950","2021","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"1600000US1260950","1260950","Riverview CDP, Florida",42959,40114,2845,"Riverview CDP, Florida",3218,3099,1406
"G12063000","2021","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"1600000US1263000","1263000","St. Petersburg city, Florida",137046,111349,25697,"St. Petersburg city, Florida",3480,3294,2786
"G12068350","2021","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"1600000US1268350","1268350","Spring Hill CDP, Florida",48653,46360,2293,"Spring Hill CDP, Florida",1981,1910,1204
"G12069700","2021","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"1600000US1269700","1269700","Sunrise city, Florida",40831,35166,5665,"Sunrise city, Florida",2870,2542,1626
"G12070600","2021","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"1600000US1270600","1270600","Tallahassee city, Florida",95467,84920,10547,"Tallahassee city, Florida",2111,2439,1849
"G12070675","2021","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"1600000US1270675","1270675","Tamarac city, Florida",32750,29065,3685,"Tamarac city, Florida",2505,2151,1328
"G12071000","2021","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"1600000US1271000","1271000","Tampa city, Florida",172886,159925,12961,"Tampa city, Florida",3935,3676,1936
"G12071625","2021","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"1600000US1271625","1271625","The Villages CDP, Florida",54256,47527,6729,"The Villages CDP, Florida",3154,2284,2698
"G12072145","2021","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"1600000US1272145","1272145","Town 'n' Country CDP, Florida",37239,35155,2084,"Town 'n' Country CDP, Florida",3249,3216,1033
"G12075875","2021","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"1600000US1275875","1275875","Wesley Chapel CDP, Florida",24706,23868,838,"Wesley Chapel CDP, Florida",2253,2211,589
"G12076582","2021","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"1600000US1276582","1276582","Weston city, Florida",22530,20227,2303,"Weston city, Florida",1598,1187,941
"G12076600","2021","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"1600000US1276600","1276600","West Palm Beach city, Florida",60001,50409,9592,"West Palm Beach city, Florida",3126,3049,1794
"G13001052","2021","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"1600000US1301052","1301052","Albany city, Georgia",32318,27357,4961,"Albany city, Georgia",1216,1393,1177
"G13001696","2021","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"1600000US1301696","1301696","Alpharetta city, Georgia",26292,25457,835,"Alpharetta city, Georgia",1628,1412,637
"G13003440","2021","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"1600000US1303440","1303440","Athens-Clarke County unified government (balance), Georgia",55757,54438,1319,"Athens-Clarke County unified government (balance), Georgia",1706,1800,650
