GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFR5E001,AFR5E002,AFR5E003,NAME_M,AFR5M001,AFR5M002,AFR5M003
"G36049121","2016","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",26469,24658,1811,"Mount Vernon city, New York",1695,1576,582
"G36050617","2016","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",30520,28795,1725,"New Rochelle city, New York",1922,1765,755
"G36051000","2016","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3463870,3114811,349059,"New York city, New York",2605,11631,11143
"G36063000","2016","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",99879,84688,15191,"Rochester city, New York",2910,2818,1813
"G36065508","2016","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",32671,20407,12264,"Schenectady city, New York",1683,1677,1046
"G36073000","2016","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",68507,56295,12212,"Syracuse city, New York",2152,2177,1326
"G36084000","2016","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",79313,72040,7273,"Yonkers city, New York",2681,2362,1305
"G37002140","2016","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",41240,37527,3713,"Asheville city, North Carolina",1752,1859,1225
"G37010740","2016","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",63497,60298,3199,"Cary town, North Carolina",2033,1772,1197
"G37012000","2016","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",349447,319816,29631,"Charlotte city, North Carolina",2873,3520,2926
"G37014100","2016","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",34453,31432,3021,"Concord city, North Carolina",1538,1499,1144
"G37019000","2016","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",114984,106400,8584,"Durham city, North Carolina",1598,2238,1685
"G37022920","2016","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",94365,79645,14720,"Fayetteville city, North Carolina",2035,2226,1641
"G37025580","2016","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",33036,29559,3477,"Gastonia city, North Carolina",1512,1426,851
"G37028000","2016","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",129716,113922,15794,"Greensboro city, North Carolina",2444,2613,2741
"G37028080","2016","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",43017,37921,5096,"Greenville city, North Carolina",1784,1889,1351
"G37031400","2016","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",49059,43265,5794,"High Point city, North Carolina",2669,2413,1218
"G37034200","2016","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",22430,19925,2505,"Jacksonville city, North Carolina",1920,1598,1376
"G37055000","2016","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",201158,180773,20385,"Raleigh city, North Carolina",3967,4669,3736
"G37074440","2016","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",57177,50083,7094,"Wilmington city, North Carolina",2234,2470,1475
"G37075000","2016","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",107837,95506,12331,"Winston-Salem city, North Carolina",2046,2362,2341
"G38007200","2016","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",33271,30628,2643,"Bismarck city, North Dakota",946,1302,1044
"G38025700","2016","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",58791,55368,3423,"Fargo city, North Dakota",1371,1786,1196
"G39001000","2016","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",95670,83071,12599,"Akron city, Ohio",2329,2714,1992
"G39012000","2016","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",35072,29592,5480,"Canton city, Ohio",1947,1825,1316
"G39015000","2016","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",162392,135565,26827,"Cincinnati city, Ohio",3342,3185,2647
"G39016000","2016","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",212568,168306,44262,"Cleveland city, Ohio",3880,3533,2852
"G39018000","2016","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",388841,349113,39728,"Columbus city, Ohio",4399,5053,3279
"G39021000","2016","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",74465,58722,15743,"Dayton city, Ohio",2473,2502,1865
"G39044856","2016","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",29781,26325,3456,"Lorain city, Ohio",1573,1310,1004
"G39061000","2016","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",35837,33376,2461,"Parma city, Ohio",1917,1607,863
"G39077000","2016","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",136264,118122,18142,"Toledo city, Ohio",2236,2335,2008
"G39088000","2016","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",33505,26697,6808,"Youngstown city, Ohio",1813,1745,1090
"G40009050","2016","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",43574,40978,2596,"Broken Arrow city, Oklahoma",1146,1212,644
"G40023200","2016","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",35131,32433,2698,"Edmond city, Oklahoma",1700,1506,1007
"G40041850","2016","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",40442,33440,7002,"Lawton city, Oklahoma",1070,1549,1340
"G40052500","2016","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",52390,47571,4819,"Norman city, Oklahoma",1957,1867,1354
"G40055000","2016","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",272749,241046,31703,"Oklahoma City city, Oklahoma",3071,2948,3079
"G40075000","2016","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",187765,165545,22220,"Tulsa city, Oklahoma",2100,2003,1222
"G41005350","2016","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",42130,40190,1940,"Beaverton city, Oregon",1913,1732,863
"G41005800","2016","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",40800,37021,3779,"Bend city, Oregon",1699,1820,1491
"G41023850","2016","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",73090,67993,5097,"Eugene city, Oregon",2180,2103,1327
"G41031250","2016","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",42140,39646,2494,"Gresham city, Oregon",2210,2117,1001
"G41034100","2016","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",38127,36132,1995,"Hillsboro city, Oregon",1993,2054,924
"G41047000","2016","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",37216,34952,2264,"Medford city, Oregon",2300,2208,1079
"G41059000","2016","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",280479,263774,16705,"Portland city, Oregon",2732,3578,2763
"G41064900","2016","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",65345,60439,4906,"Salem city, Oregon",2006,2185,1546
"G42002000","2016","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",44991,41625,3366,"Allentown city, Pennsylvania",1798,1803,882
"G42006088","2016","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",31659,28912,2747,"Bethlehem city, Pennsylvania",2078,1804,990
"G42024000","2016","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",44813,40028,4785,"Erie city, Pennsylvania",1755,1614,1053
"G42060000","2016","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",674504,580205,94299,"Philadelphia city, Pennsylvania",1484,5087,4666
"G42061000","2016","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",156632,136300,20332,"Pittsburgh city, Pennsylvania",3777,3277,2377
"G42063624","2016","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",31272,26783,4489,"Reading city, Pennsylvania",1996,1839,948
"G42069000","2016","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",35725,30631,5094,"Scranton city, Pennsylvania",1707,1586,1041
"G44019180","2016","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",34150,31154,2996,"Cranston city, Rhode Island",2332,2094,970
"G44054640","2016","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",30808,27316,3492,"Pawtucket city, Rhode Island",1661,1574,893
"G44059000","2016","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",67393,58170,9223,"Providence city, Rhode Island",3133,2738,1470
"G44074300","2016","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",38115,35208,2907,"Warwick city, Rhode Island",1644,1705,1057
"G45013330","2016","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",65690,57854,7836,"Charleston city, South Carolina",2717,2701,1578
"G45016000","2016","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",54438,47289,7149,"Columbia city, South Carolina",2147,2118,1311
"G45030850","2016","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",33294,29281,4013,"Greenville city, South Carolina",1745,1537,1209
"G45048535","2016","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",33725,31552,2173,"Mount Pleasant town, South Carolina",2543,2242,1435
"G45050875","2016","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",47743,43248,4495,"North Charleston city, South Carolina",2872,2837,1046
"G45061405","2016","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",29540,27812,1728,"Rock Hill city, South Carolina",1538,1487,812
"G46052980","2016","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",31707,29331,2376,"Rapid City city, South Dakota",1079,1405,971
"G46059020","2016","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",74469,69330,5139,"Sioux Falls city, South Dakota",975,1580,1471
"G47014000","2016","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",83133,72349,10784,"Chattanooga city, Tennessee",2883,3091,1966
"G47015160","2016","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",63294,54765,8529,"Clarksville city, Tennessee",1115,1663,1468
"G47027740","2016","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",29753,28255,1498,"Franklin city, Tennessee",1113,1002,839
"G47037640","2016","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",30347,26287,4060,"Jackson city, Tennessee",960,1471,1165
"G47038320","2016","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",33095,29071,4024,"Johnson City city, Tennessee",1426,1490,1127
"G47040000","2016","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",90626,81005,9621,"Knoxville city, Tennessee",2447,2747,1957
"G47048000","2016","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",303888,256973,46915,"Memphis city, Tennessee",3228,4572,3681
"G47051560","2016","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",51280,49371,1909,"Murfreesboro city, Tennessee",1848,1866,880
"G47052006","2016","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",295621,271680,23941,"Nashville-Davidson metropolitan government (balance), Tennessee",1408,3287,2868
"G48001000","2016","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",50032,42424,7608,"Abilene city, Texas",1265,1785,1572
"G48001924","2016","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",33523,33337,186,"Allen city, Texas",1585,1588,222
"G48003000","2016","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",84510,74687,9823,"Amarillo city, Texas",1440,1961,1408
"G48004000","2016","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",148637,135348,13289,"Arlington city, Texas",3812,3815,2460
"G48004462","2016","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",24746,24309,437,"Atascocita CDP, Texas",2526,2629,607
"G48005000","2016","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",405387,372327,33060,"Austin city, Texas",4745,5397,3296
"G48006128","2016","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",27883,25195,2688,"Baytown city, Texas",1637,1377,922
"G48007000","2016","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",52284,45642,6642,"Beaumont city, Texas",2098,1784,1449
"G48010768","2016","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",55435,50289,5146,"Brownsville city, Texas",2032,1946,1115
"G48010912","2016","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",31825,29065,2760,"Bryan city, Texas",1666,1596,1106
"G48013024","2016","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",50737,49099,1638,"Carrollton city, Texas",2067,2013,741
"G48013552","2016","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",23321,22188,1133,"Cedar Park city, Texas",1876,1802,684
"G48015976","2016","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",45159,40098,5061,"College Station city, Texas",1704,1668,1375
"G48016432","2016","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",31715,29022,2693,"Conroe city, Texas",2351,2213,1110
"G48017000","2016","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",132799,116916,15883,"Corpus Christi city, Texas",1632,3162,2610
"G48019000","2016","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",568951,514588,54363,"Dallas city, Texas",5453,5379,4214
"G48019972","2016","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",50346,45320,5026,"Denton city, Texas",2483,2284,1381
"G48022660","2016","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",28599,27010,1589,"Edinburg city, Texas",1843,1659,975
"G48024000","2016","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",248159,225891,22268,"El Paso city, Texas",2102,3025,2868
"G48026232","2016","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",23865,23493,372,"Flower Mound town, Texas",989,949,315
"G48027000","2016","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",314469,287401,27068,"Fort Worth city, Texas",4555,4732,3371
"G48027684","2016","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",58816,55493,3323,"Frisco city, Texas",1954,1465,1223
"G48029000","2016","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",80045,75219,4826,"Garland city, Texas",2728,2556,1533
"G48029336","2016","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",26702,25235,1467,"Georgetown city, Texas",1836,1783,649
"G48030464","2016","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",66443,61773,4670,"Grand Prairie city, Texas",2971,2599,1272
"G48032372","2016","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",26262,21872,4390,"Harlingen city, Texas",1600,1385,1185
"G48035000","2016","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",964435,867915,96520,"Houston city, Texas",7769,8198,6165
"G48037000","2016","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",91529,85407,6122,"Irving city, Texas",3282,2706,1646
"G48039148","2016","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",61230,52417,8813,"Killeen city, Texas",2114,2251,1594
"G48041464","2016","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",76151,69849,6302,"Laredo city, Texas",784,1556,1327
"G48041980","2016","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",36152,35193,959,"League City city, Texas",2289,2219,666
"G48042508","2016","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",42460,39805,2655,"Lewisville city, Texas",2031,1957,944
"G48043888","2016","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",34833,30502,4331,"Longview city, Texas",1517,1661,1009
"G48045000","2016","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",104179,93891,10288,"Lubbock city, Texas",1527,2377,1883
"G48045384","2016","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",49066,44903,4163,"McAllen city, Texas",2436,2428,1299
"G48045744","2016","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",63362,59705,3657,"McKinney city, Texas",2365,2210,1351
"G48046452","2016","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",22031,21431,600,"Mansfield city, Texas",1181,1100,413
"G48047892","2016","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",48810,46121,2689,"Mesquite city, Texas",2683,2507,918
"G48048072","2016","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",50138,46915,3223,"Midland city, Texas",1303,1669,1072
"G48048768","2016","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",28879,24318,4561,"Mission city, Texas",1759,1549,1282
"G48048804","2016","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",25650,25169,481,"Missouri City city, Texas",1774,1730,487
"G48050820","2016","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",29482,25887,3595,"New Braunfels city, Texas",1605,1553,928
"G48052356","2016","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",29115,27115,2000,"North Richland Hills city, Texas",1428,1257,915
"G48053388","2016","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",45912,40481,5431,"Odessa city, Texas",1425,1751,1367
"G48056000","2016","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",52325,47930,4395,"Pasadena city, Texas",2748,2276,1332
"G48056348","2016","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",41537,38606,2931,"Pearland city, Texas",2731,2513,1602
"G48057200","2016","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",23886,21501,2385,"Pharr city, Texas",1644,1500,874
"G48058016","2016","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",111074,106062,5012,"Plano city, Texas",3025,2861,1490
"G48061796","2016","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",43992,43095,897,"Richardson city, Texas",2047,1962,634
"G48063500","2016","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",41261,37060,4201,"Round Rock city, Texas",2275,2045,1584
"G48064472","2016","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",41416,37703,3713,"San Angelo city, Texas",1312,1678,1124
"G48065000","2016","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",544975,498154,46821,"San Antonio city, Texas",3776,4880,3921
"G48070808","2016","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",30140,28690,1450,"Sugar Land city, Texas",1686,1439,890
"G48072176","2016","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",32334,27942,4392,"Temple city, Texas",1934,1566,1139
"G48072656","2016","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",43760,39942,3818,"The Woodlands CDP, Texas",3281,2651,1686
"G48074144","2016","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",43363,36812,6551,"Tyler city, Texas",2203,2172,1512
"G48075428","2016","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",26537,23191,3346,"Victoria city, Texas",935,1372,1052
"G48076000","2016","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",55801,47966,7835,"Waco city, Texas",1505,1686,1460
"G48079000","2016","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",43696,38585,5111,"Wichita Falls city, Texas",1694,2004,1285
"G49043660","2016","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",24915,24166,749,"Layton city, Utah",1385,1305,557
"G49055980","2016","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",31797,28511,3286,"Ogden city, Utah",1699,1648,944
"G49057300","2016","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",30522,28873,1649,"Orem city, Utah",1592,1362,702
"G49062470","2016","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",33208,30531,2677,"Provo city, Utah",1792,1504,929
