GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFR5E001,AFR5E002,AFR5E003,NAME_M,AFR5M001,AFR5M002,AFR5M003
"G06069088","2016","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",63148,61687,1461,"Santa Clarita city, California",2272,2071,866
"G06069196","2016","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",28280,27248,1032,"Santa Maria city, California",1671,1632,582
"G06070000","2016","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",53714,47265,6449,"Santa Monica city, California",2886,2390,1412
"G06070098","2016","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",68389,64202,4187,"Santa Rosa city, California",3023,2640,1604
"G06072016","2016","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"16000US0672016","Simi Valley city, California",42927,41020,1907,"Simi Valley city, California",1663,1690,733
"G06073080","2016","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"16000US0673080","South Gate city, California",24327,23762,565,"South Gate city, California",1065,1082,326
"G06073262","2016","CA",,,"California","06",,,"South San Francisco city","73262",,,,,,,,,,,,,,,,"16000US0673262","South San Francisco city, California",21814,20881,933,"South San Francisco city, California",2106,2135,672
"G06075000","2016","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"16000US0675000","Stockton city, California",101908,95851,6057,"Stockton city, California",2261,2087,1378
"G06077000","2016","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"16000US0677000","Sunnyvale city, California",59408,56245,3163,"Sunnyvale city, California",2239,2106,1014
"G06078120","2016","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"16000US0678120","Temecula city, California",34189,32551,1638,"Temecula city, California",1784,1779,787
"G06078582","2016","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"16000US0678582","Thousand Oaks city, California",49261,46830,2431,"Thousand Oaks city, California",1789,1678,831
"G06080000","2016","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"16000US0680000","Torrance city, California",58284,53614,4670,"Torrance city, California",2529,1967,1450
"G06080238","2016","CA",,,"California","06",,,"Tracy city","80238",,,,,,,,,,,,,,,,"16000US0680238","Tracy city, California",27585,26744,841,"Tracy city, California",1583,1427,709
"G06080812","2016","CA",,,"California","06",,,"Turlock city","80812",,,,,,,,,,,,,,,,"16000US0680812","Turlock city, California",25898,25137,761,"Turlock city, California",1543,1496,516
"G06080854","2016","CA",,,"California","06",,,"Tustin city","80854",,,,,,,,,,,,,,,,"16000US0680854","Tustin city, California",29034,27573,1461,"Tustin city, California",1986,1708,770
"G06081204","2016","CA",,,"California","06",,,"Union City city","81204",,,,,,,,,,,,,,,,"16000US0681204","Union City city, California",22609,21702,907,"Union City city, California",1181,1016,570
"G06081344","2016","CA",,,"California","06",,,"Upland city","81344",,,,,,,,,,,,,,,,"16000US0681344","Upland city, California",27783,27326,457,"Upland city, California",1272,1218,305
"G06081554","2016","CA",,,"California","06",,,"Vacaville city","81554",,,,,,,,,,,,,,,,"16000US0681554","Vacaville city, California",34219,32697,1522,"Vacaville city, California",1352,1348,791
"G06081666","2016","CA",,,"California","06",,,"Vallejo city","81666",,,,,,,,,,,,,,,,"16000US0681666","Vallejo city, California",42734,40419,2315,"Vallejo city, California",1716,1705,801
"G06082590","2016","CA",,,"California","06",,,"Victorville city","82590",,,,,,,,,,,,,,,,"16000US0682590","Victorville city, California",34462,32803,1659,"Victorville city, California",2245,1941,1236
"G06082954","2016","CA",,,"California","06",,,"Visalia city","82954",,,,,,,,,,,,,,,,"16000US0682954","Visalia city, California",44224,41357,2867,"Visalia city, California",2176,1988,1020
"G06082996","2016","CA",,,"California","06",,,"Vista city","82996",,,,,,,,,,,,,,,,"16000US0682996","Vista city, California",31870,30416,1454,"Vista city, California",1672,1483,689
"G06083346","2016","CA",,,"California","06",,,"Walnut Creek city","83346",,,,,,,,,,,,,,,,"16000US0683346","Walnut Creek city, California",32002,30542,1460,"Walnut Creek city, California",1749,1582,780
"G06084200","2016","CA",,,"California","06",,,"West Covina city","84200",,,,,,,,,,,,,,,,"16000US0684200","West Covina city, California",31649,30803,846,"West Covina city, California",1357,1201,483
"G06084550","2016","CA",,,"California","06",,,"Westminster city","84550",,,,,,,,,,,,,,,,"16000US0684550","Westminster city, California",28334,27587,747,"Westminster city, California",1488,1393,421
"G06085292","2016","CA",,,"California","06",,,"Whittier city","85292",,,,,,,,,,,,,,,,"16000US0685292","Whittier city, California",28917,27597,1320,"Whittier city, California",1534,1514,531
"G06086832","2016","CA",,,"California","06",,,"Yorba Linda city","86832",,,,,,,,,,,,,,,,"16000US0686832","Yorba Linda city, California",23006,21941,1065,"Yorba Linda city, California",1398,1139,730
"G06086972","2016","CA",,,"California","06",,,"Yuba City city","86972",,,,,,,,,,,,,,,,"16000US0686972","Yuba City city, California",23210,22096,1114,"Yuba City city, California",789,916,642
"G08003455","2016","CO",,,"Colorado","08",,,"Arvada city","03455",,,,,,,,,,,,,,,,"16000US0803455","Arvada city, Colorado",46847,45850,997,"Arvada city, Colorado",1601,1594,605
"G08004000","2016","CO",,,"Colorado","08",,,"Aurora city","04000",,,,,,,,,,,,,,,,"16000US0804000","Aurora city, Colorado",133083,127661,5422,"Aurora city, Colorado",2642,2626,1195
"G08007850","2016","CO",,,"Colorado","08",,,"Boulder city","07850",,,,,,,,,,,,,,,,"16000US0807850","Boulder city, Colorado",43542,40031,3511,"Boulder city, Colorado",1871,2008,1009
"G08009280","2016","CO",,,"Colorado","08",,,"Broomfield city","09280",,,,,,,,,,,,,,,,"16000US0809280","Broomfield city, Colorado",27090,26269,821,"Broomfield city, Colorado",157,479,453
"G08012815","2016","CO",,,"Colorado","08",,,"Centennial city","12815",,,,,,,,,,,,,,,,"16000US0812815","Centennial city, Colorado",40618,39777,841,"Centennial city, Colorado",1860,1816,517
"G08016000","2016","CO",,,"Colorado","08",,,"Colorado Springs city","16000",,,,,,,,,,,,,,,,"16000US0816000","Colorado Springs city, Colorado",195465,184681,10784,"Colorado Springs city, Colorado",2434,2932,2152
"G08020000","2016","CO",,,"Colorado","08",,,"Denver city","20000",,,,,,,,,,,,,,,,"16000US0820000","Denver city, Colorado",311480,292003,19477,"Denver city, Colorado",1000,2724,2462
"G08027425","2016","CO",,,"Colorado","08",,,"Fort Collins city","27425",,,,,,,,,,,,,,,,"16000US0827425","Fort Collins city, Colorado",66689,63735,2954,"Fort Collins city, Colorado",1967,1959,953
"G08032155","2016","CO",,,"Colorado","08",,,"Greeley city","32155",,,,,,,,,,,,,,,,"16000US0832155","Greeley city, Colorado",37991,36589,1402,"Greeley city, Colorado",1695,1660,618
"G08036410","2016","CO",,,"Colorado","08",,,"Highlands Ranch CDP","36410",,,,,,,,,,,,,,,,"16000US0836410","Highlands Ranch CDP, Colorado",41383,40562,821,"Highlands Ranch CDP, Colorado",1496,1564,551
"G08043000","2016","CO",,,"Colorado","08",,,"Lakewood city","43000",,,,,,,,,,,,,,,,"16000US0843000","Lakewood city, Colorado",67844,66185,1659,"Lakewood city, Colorado",2118,2080,877
"G08045970","2016","CO",,,"Colorado","08",,,"Longmont city","45970",,,,,,,,,,,,,,,,"16000US0845970","Longmont city, Colorado",37057,35176,1881,"Longmont city, Colorado",1770,1701,910
"G08046465","2016","CO",,,"Colorado","08",,,"Loveland city","46465",,,,,,,,,,,,,,,,"16000US0846465","Loveland city, Colorado",31229,29780,1449,"Loveland city, Colorado",1677,1664,696
"G08062000","2016","CO",,,"Colorado","08",,,"Pueblo city","62000",,,,,,,,,,,,,,,,"16000US0862000","Pueblo city, Colorado",47765,42366,5399,"Pueblo city, Colorado",1145,1589,1377
"G08077290","2016","CO",,,"Colorado","08",,,"Thornton city","77290",,,,,,,,,,,,,,,,"16000US0877290","Thornton city, Colorado",47127,45559,1568,"Thornton city, Colorado",2010,1969,656
"G08083835","2016","CO",,,"Colorado","08",,,"Westminster city","83835",,,,,,,,,,,,,,,,"16000US0883835","Westminster city, Colorado",45594,43754,1840,"Westminster city, Colorado",2075,1876,712
"G09008000","2016","CT",,,"Connecticut","09",,,"Bridgeport city","08000",,,,,,,,,,,,,,,,"16000US0908000","Bridgeport city, Connecticut",57931,50476,7455,"Bridgeport city, Connecticut",2467,2227,1380
"G09018430","2016","CT",,,"Connecticut","09",,,"Danbury city","18430",,,,,,,,,,,,,,,,"16000US0918430","Danbury city, Connecticut",33687,30831,2856,"Danbury city, Connecticut",1818,1564,1035
"G09037000","2016","CT",,,"Connecticut","09",,,"Hartford city","37000",,,,,,,,,,,,,,,,"16000US0937000","Hartford city, Connecticut",54032,47033,6999,"Hartford city, Connecticut",2358,2125,1045
"G09050370","2016","CT",,,"Connecticut","09",,,"New Britain city","50370",,,,,,,,,,,,,,,,"16000US0950370","New Britain city, Connecticut",32232,29825,2407,"New Britain city, Connecticut",1772,1474,719
"G09052000","2016","CT",,,"Connecticut","09",,,"New Haven city","52000",,,,,,,,,,,,,,,,"16000US0952000","New Haven city, Connecticut",55389,48909,6480,"New Haven city, Connecticut",3066,2753,1238
"G09055990","2016","CT",,,"Connecticut","09",,,"Norwalk city","55990",,,,,,,,,,,,,,,,"16000US0955990","Norwalk city, Connecticut",36788,33989,2799,"Norwalk city, Connecticut",1866,1842,991
"G09073000","2016","CT",,,"Connecticut","09",,,"Stamford city","73000",,,,,,,,,,,,,,,,"16000US0973000","Stamford city, Connecticut",51586,47330,4256,"Stamford city, Connecticut",2153,1932,1219
"G09080000","2016","CT",,,"Connecticut","09",,,"Waterbury city","80000",,,,,,,,,,,,,,,,"16000US0980000","Waterbury city, Connecticut",44531,38372,6159,"Waterbury city, Connecticut",2441,1982,1441
"G10077580","2016","DE",,,"Delaware","10",,,"Wilmington city","77580",,,,,,,,,,,,,,,,"16000US1077580","Wilmington city, Delaware",30866,26185,4681,"Wilmington city, Delaware",1584,1565,976
"G11050000","2016","DC",,,"District of Columbia","11",,,"Washington city","50000",,,,,,,,,,,,,,,,"16000US1150000","Washington city, District of Columbia",313703,281241,32462,"Washington city, District of Columbia",112,3152,3150
"G12000410","2016","FL",,,"Florida","12",,,"Alafaya CDP","00410",,,,,,,,,,,,,,,,"16000US1200410","Alafaya CDP, Florida",31005,29989,1016,"Alafaya CDP, Florida",3131,3070,824
"G12007300","2016","FL",,,"Florida","12",,,"Boca Raton city","07300",,,,,,,,,,,,,,,,"16000US1207300","Boca Raton city, Florida",54811,43103,11708,"Boca Raton city, Florida",2400,2180,1662
"G12007875","2016","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"16000US1207875","Boynton Beach city, Florida",36977,28885,8092,"Boynton Beach city, Florida",2379,1766,1627
"G12008150","2016","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"16000US1208150","Brandon CDP, Florida",43608,40300,3308,"Brandon CDP, Florida",2778,2432,1313
"G12010275","2016","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"16000US1210275","Cape Coral city, Florida",85673,63098,22575,"Cape Coral city, Florida",3674,3164,2800
"G12012875","2016","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"16000US1212875","Clearwater city, Florida",57019,45459,11560,"Clearwater city, Florida",3316,2490,2099
"G12014400","2016","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"16000US1214400","Coral Springs city, Florida",45942,43023,2919,"Coral Springs city, Florida",2246,2073,1013
"G12016475","2016","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"16000US1216475","Davie town, Florida",38235,34502,3733,"Davie town, Florida",2459,1925,1354
"G12016525","2016","FL",,,"Florida","12",,,"Daytona Beach city","16525",,,,,,,,,,,,,,,,"16000US1216525","Daytona Beach city, Florida",37259,30669,6590,"Daytona Beach city, Florida",2142,1955,1460
"G12016725","2016","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"16000US1216725","Deerfield Beach city, Florida",42484,31275,11209,"Deerfield Beach city, Florida",2839,2165,1687
"G12017100","2016","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"16000US1217100","Delray Beach city, Florida",33945,26502,7443,"Delray Beach city, Florida",2398,2115,1308
"G12017200","2016","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"16000US1217200","Deltona city, Florida",35295,31155,4140,"Deltona city, Florida",2454,2040,1371
"G12024000","2016","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"16000US1224000","Fort Lauderdale city, Florida",95127,72896,22231,"Fort Lauderdale city, Florida",3817,3418,2393
"G12024125","2016","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",37986,27938,10048,"Fort Myers city, Florida",2373,2027,1861
"G12025175","2016","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",60664,48591,12073,"Gainesville city, Florida",3158,3105,2244
"G12030000","2016","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",77376,75222,2154,"Hialeah city, Florida",2705,2648,681
"G12032000","2016","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",71412,57852,13560,"Hollywood city, Florida",3186,2464,2087
"G12032275","2016","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"16000US1232275","Homestead city, Florida",21866,19057,2809,"Homestead city, Florida",1816,1298,1312
"G12035000","2016","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",376870,331555,45315,"Jacksonville city, Florida",2328,5147,4723
"G12036100","2016","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",31933,28831,3102,"Kendall CDP, Florida",2216,2056,1244
"G12036950","2016","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"16000US1236950","Kissimmee city, Florida",28385,21587,6798,"Kissimmee city, Florida",2392,1769,1516
"G12038250","2016","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",48363,40078,8285,"Lakeland city, Florida",2294,2088,1422
"G12039425","2016","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",48881,38718,10163,"Largo city, Florida",2343,1939,1606
"G12039550","2016","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",25945,21551,4394,"Lauderhill city, Florida",2160,1826,1216
"G12039925","2016","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",36795,30787,6008,"Lehigh Acres CDP, Florida",2418,2187,1648
"G12043975","2016","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",38004,31902,6102,"Melbourne city, Florida",2392,2014,1692
"G12045000","2016","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",199659,172748,26911,"Miami city, Florida",5398,4896,2921
"G12045025","2016","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",71177,44963,26214,"Miami Beach city, Florida",3231,2322,2142
"G12045060","2016","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",35908,33174,2734,"Miami Gardens city, Florida",2869,2441,1056
"G12045975","2016","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",46046,41895,4151,"Miramar city, Florida",2793,2399,1839
"G12053000","2016","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",132446,115977,16469,"Orlando city, Florida",3801,3136,2557
"G12054000","2016","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",43196,37830,5366,"Palm Bay city, Florida",2679,2022,1703
"G12054200","2016","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",38070,32446,5624,"Palm Coast city, Florida",1269,1931,1424
"G12055775","2016","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",64596,57765,6831,"Pembroke Pines city, Florida",3131,2556,1884
"G12056825","2016","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",24177,22976,1201,"Pine Hills CDP, Florida",2331,2260,722
"G12057425","2016","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",39335,33769,5566,"Plantation city, Florida",2489,2085,1434
"G12058050","2016","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",51473,39136,12337,"Pompano Beach city, Florida",2867,2075,2113
"G12058715","2016","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",73539,64360,9179,"Port St. Lucie city, Florida",2962,3236,2552
"G12060950","2016","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",32419,30547,1872,"Riverview CDP, Florida",2202,2195,800
"G12063000","2016","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",136312,109832,26480,"St. Petersburg city, Florida",3577,3780,2684
"G12068350","2016","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",47717,42168,5549,"Spring Hill CDP, Florida",1447,1873,1437
"G12069700","2016","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",37666,32671,4995,"Sunrise city, Florida",2190,2030,1361
"G12070600","2016","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",86585,75147,11438,"Tallahassee city, Florida",2189,2673,1963
"G12070675","2016","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"16000US1270675","Tamarac city, Florida",31200,25951,5249,"Tamarac city, Florida",2399,1943,1386
"G12071000","2016","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",167921,151167,16754,"Tampa city, Florida",3917,3886,2729
"G12071569","2016","FL",,,"Florida","12",,,"The Hammocks CDP","71569",,,,,,,,,,,,,,,,"16000US1271569","The Hammocks CDP, Florida",18155,16890,1265,"The Hammocks CDP, Florida",1866,1807,725
"G12071625","2016","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",49549,38271,11278,"The Villages CDP, Florida",2317,2387,2637
"G12072145","2016","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",35391,31705,3686,"Town 'n' Country CDP, Florida",2281,2184,1255
"G12076582","2016","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",25389,21053,4336,"Weston city, Florida",2049,1238,1445
"G12076600","2016","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",54172,41679,12493,"West Palm Beach city, Florida",2951,2687,1686
"G13001052","2016","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",33241,28054,5187,"Albany city, Georgia",1206,1524,1325
"G13001696","2016","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",25125,23559,1566,"Alpharetta city, Georgia",1765,1534,811
"G13003440","2016","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",52222,47020,5202,"Athens-Clarke County unified government (balance), Georgia",622,1388,1297
"G13004000","2016","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",236817,193815,43002,"Atlanta city, Georgia",5744,5654,3365
"G13004204","2016","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",86190,73962,12228,"Augusta-Richmond County consolidated government (balance), Georgia",839,2054,2128
"G13019000","2016","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",84741,73051,11690,"Columbus city, Georgia",584,2017,1995
"G13042425","2016","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",28714,27227,1487,"Johns Creek city, Georgia",1739,1524,1053
"G13049008","2016","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",70198,57642,12556,"Macon-Bibb County, Georgia",492,1767,1751
"G13067284","2016","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",34264,32537,1727,"Roswell city, Georgia",1910,1600,886
"G13068516","2016","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",49722,45183,4539,"Sandy Springs city, Georgia",2819,2449,1347
"G13069000","2016","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",63127,55363,7764,"Savannah city, Georgia",2023,2242,1275
"G13080508","2016","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",32518,29590,2928,"Warner Robins city, Georgia",1636,1585,1050
"G15071550","2016","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",152563,128883,23680,"Urban Honolulu CDP, Hawaii",2888,3059,2635
"G16008830","2016","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",93413,89012,4401,"Boise City city, Idaho",3074,3091,1369
"G16052120","2016","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",34631,33458,1173,"Meridian city, Idaho",2461,2289,1186
"G16056260","2016","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",31761,30041,1720,"Nampa city, Idaho",1900,1745,966
"G17002154","2016","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",32546,30610,1936,"Arlington Heights village, Illinois",2026,1760,929
"G17003012","2016","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",67237,62913,4324,"Aurora city, Illinois",2634,2213,1466
"G17006613","2016","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",35203,32784,2419,"Bloomington city, Illinois",1200,1274,838
"G17007133","2016","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",24331,22954,1377,"Bolingbrook village, Illinois",1583,1422,801
"G17012385","2016","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",38049,34343,3706,"Champaign city, Illinois",2162,2132,1153
"G17014000","2016","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1201732,1053986,147746,"Chicago city, Illinois",8372,9730,6465
"G17014351","2016","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",24749,22495,2254,"Cicero town, Illinois",1316,1179,789
"G17018823","2016","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",36097,30770,5327,"Decatur city, Illinois",832,1315,1180
"G17023074","2016","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",39297,36969,2328,"Elgin city, Illinois",2012,1919,827
"G17024582","2016","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",32346,29073,3273,"Evanston city, Illinois",2171,1667,1100
"G17038570","2016","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",51568,47921,3647,"Joliet city, Illinois",2254,2244,1088
"G17051622","2016","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",52789,50672,2117,"Naperville city, Illinois",1742,1434,923
"G17057225","2016","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",27544,26743,801,"Palatine village, Illinois",1731,1627,493
"G17059000","2016","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",54037,46774,7263,"Peoria city, Illinois",1565,1599,1577
"G17065000","2016","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",66291,60659,5632,"Rockford city, Illinois",1699,1796,1177
"G17068003","2016","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",30915,29556,1359,"Schaumburg village, Illinois",1568,1457,734
"G17070122","2016","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",25003,22461,2542,"Skokie village, Illinois",1630,1339,923
"G17072000","2016","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",56060,50310,5750,"Springfield city, Illinois",1199,1468,1249
"G17079293","2016","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",31427,28476,2951,"Waukegan city, Illinois",1524,1538,935
