GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADAVE001,ADAVE002,ADAVE003,NAME_M,ADAVM001,ADAVM002,ADAVM003
"G06069070","2015","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",38246,36016,2230,"Santa Barbara city, California",2101,2044,860
"G06069084","2015","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",45653,43971,1682,"Santa Clara city, California",2372,2138,930
"G06069088","2015","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",61356,59863,1493,"Santa Clarita city, California",1994,1921,624
"G06069196","2015","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",28021,27144,877,"Santa Maria city, California",1750,1643,508
"G06070000","2015","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",51484,45678,5806,"Santa Monica city, California",2976,2271,1585
"G06070098","2015","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",66560,63648,2912,"Santa Rosa city, California",2684,2489,1084
"G06072016","2015","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"16000US0672016","Simi Valley city, California",41279,40269,1010,"Simi Valley city, California",2034,1907,562
"G06073080","2015","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"16000US0673080","South Gate city, California",24869,24276,593,"South Gate city, California",1388,1328,372
"G06073262","2015","CA",,,"California","06",,,"South San Francisco city","73262",,,,,,,,,,,,,,,,"16000US0673262","South San Francisco city, California",21161,19995,1166,"South San Francisco city, California",1475,1402,663
"G06075000","2015","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"16000US0675000","Stockton city, California",102112,94561,7551,"Stockton city, California",2847,2476,1498
"G06077000","2015","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"16000US0677000","Sunnyvale city, California",57509,55157,2352,"Sunnyvale city, California",2490,2212,1118
"G06078120","2015","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"16000US0678120","Temecula city, California",35423,33487,1936,"Temecula city, California",1779,1501,849
"G06078582","2015","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"16000US0678582","Thousand Oaks city, California",47665,45593,2072,"Thousand Oaks city, California",2195,2156,747
"G06080000","2015","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"16000US0680000","Torrance city, California",56993,54436,2557,"Torrance city, California",2180,1886,1289
"G06080238","2015","CA",,,"California","06",,,"Tracy city","80238",,,,,,,,,,,,,,,,"16000US0680238","Tracy city, California",26093,25423,670,"Tracy city, California",1335,1265,486
"G06080812","2015","CA",,,"California","06",,,"Turlock city","80812",,,,,,,,,,,,,,,,"16000US0680812","Turlock city, California",27176,25993,1183,"Turlock city, California",1577,1487,627
"G06080854","2015","CA",,,"California","06",,,"Tustin city","80854",,,,,,,,,,,,,,,,"16000US0680854","Tustin city, California",25875,24433,1442,"Tustin city, California",2023,1796,795
"G06081204","2015","CA",,,"California","06",,,"Union City city","81204",,,,,,,,,,,,,,,,"16000US0681204","Union City city, California",22451,21306,1145,"Union City city, California",1158,1016,513
"G06081344","2015","CA",,,"California","06",,,"Upland city","81344",,,,,,,,,,,,,,,,"16000US0681344","Upland city, California",28060,27427,633,"Upland city, California",1524,1441,420
"G06081554","2015","CA",,,"California","06",,,"Vacaville city","81554",,,,,,,,,,,,,,,,"16000US0681554","Vacaville city, California",33081,31103,1978,"Vacaville city, California",1498,1508,798
"G06081666","2015","CA",,,"California","06",,,"Vallejo city","81666",,,,,,,,,,,,,,,,"16000US0681666","Vallejo city, California",45894,42429,3465,"Vallejo city, California",2145,1875,1059
"G06082590","2015","CA",,,"California","06",,,"Victorville city","82590",,,,,,,,,,,,,,,,"16000US0682590","Victorville city, California",36857,33774,3083,"Victorville city, California",2978,2244,1599
"G06082954","2015","CA",,,"California","06",,,"Visalia city","82954",,,,,,,,,,,,,,,,"16000US0682954","Visalia city, California",44306,41345,2961,"Visalia city, California",2358,2099,1230
"G06082996","2015","CA",,,"California","06",,,"Vista city","82996",,,,,,,,,,,,,,,,"16000US0682996","Vista city, California",29006,28142,864,"Vista city, California",1785,1680,467
"G06083346","2015","CA",,,"California","06",,,"Walnut Creek city","83346",,,,,,,,,,,,,,,,"16000US0683346","Walnut Creek city, California",32127,30572,1555,"Walnut Creek city, California",1753,1647,797
"G06084200","2015","CA",,,"California","06",,,"West Covina city","84200",,,,,,,,,,,,,,,,"16000US0684200","West Covina city, California",30846,30233,613,"West Covina city, California",1305,1266,417
"G06084550","2015","CA",,,"California","06",,,"Westminster city","84550",,,,,,,,,,,,,,,,"16000US0684550","Westminster city, California",28761,28002,759,"Westminster city, California",1497,1445,478
"G06085292","2015","CA",,,"California","06",,,"Whittier city","85292",,,,,,,,,,,,,,,,"16000US0685292","Whittier city, California",28988,27548,1440,"Whittier city, California",1376,1328,569
"G06086832","2015","CA",,,"California","06",,,"Yorba Linda city","86832",,,,,,,,,,,,,,,,"16000US0686832","Yorba Linda city, California",23225,22559,666,"Yorba Linda city, California",1222,1069,564
"G06086972","2015","CA",,,"California","06",,,"Yuba City city","86972",,,,,,,,,,,,,,,,"16000US0686972","Yuba City city, California",23613,22787,826,"Yuba City city, California",812,919,456
"G08003455","2015","CO",,,"Colorado","08",,,"Arvada city","03455",,,,,,,,,,,,,,,,"16000US0803455","Arvada city, Colorado",47698,46055,1643,"Arvada city, Colorado",1858,1689,836
"G08004000","2015","CO",,,"Colorado","08",,,"Aurora city","04000",,,,,,,,,,,,,,,,"16000US0804000","Aurora city, Colorado",132250,126466,5784,"Aurora city, Colorado",2433,2765,1536
"G08007850","2015","CO",,,"Colorado","08",,,"Boulder city","07850",,,,,,,,,,,,,,,,"16000US0807850","Boulder city, Colorado",46289,43447,2842,"Boulder city, Colorado",2307,2384,1101
"G08009280","2015","CO",,,"Colorado","08",,,"Broomfield city","09280",,,,,,,,,,,,,,,,"16000US0809280","Broomfield city, Colorado",26672,25557,1115,"Broomfield city, Colorado",178,514,507
"G08012815","2015","CO",,,"Colorado","08",,,"Centennial city","12815",,,,,,,,,,,,,,,,"16000US0812815","Centennial city, Colorado",41324,40543,781,"Centennial city, Colorado",1600,1552,505
"G08016000","2015","CO",,,"Colorado","08",,,"Colorado Springs city","16000",,,,,,,,,,,,,,,,"16000US0816000","Colorado Springs city, Colorado",193055,181690,11365,"Colorado Springs city, Colorado",2332,2694,1987
"G08020000","2015","CO",,,"Colorado","08",,,"Denver city","20000",,,,,,,,,,,,,,,,"16000US0820000","Denver city, Colorado",304015,287074,16941,"Denver city, Colorado",1245,2900,2784
"G08027425","2015","CO",,,"Colorado","08",,,"Fort Collins city","27425",,,,,,,,,,,,,,,,"16000US0827425","Fort Collins city, Colorado",65164,62631,2533,"Fort Collins city, Colorado",2290,2357,845
"G08032155","2015","CO",,,"Colorado","08",,,"Greeley city","32155",,,,,,,,,,,,,,,,"16000US0832155","Greeley city, Colorado",36511,34611,1900,"Greeley city, Colorado",1589,1460,810
"G08036410","2015","CO",,,"Colorado","08",,,"Highlands Ranch CDP","36410",,,,,,,,,,,,,,,,"16000US0836410","Highlands Ranch CDP, Colorado",38595,37655,940,"Highlands Ranch CDP, Colorado",1609,1679,581
"G08043000","2015","CO",,,"Colorado","08",,,"Lakewood city","43000",,,,,,,,,,,,,,,,"16000US0843000","Lakewood city, Colorado",67523,65646,1877,"Lakewood city, Colorado",2162,2186,893
"G08045970","2015","CO",,,"Colorado","08",,,"Longmont city","45970",,,,,,,,,,,,,,,,"16000US0845970","Longmont city, Colorado",36564,34888,1676,"Longmont city, Colorado",1718,1506,830
"G08046465","2015","CO",,,"Colorado","08",,,"Loveland city","46465",,,,,,,,,,,,,,,,"16000US0846465","Loveland city, Colorado",30428,29515,913,"Loveland city, Colorado",1761,1695,663
"G08062000","2015","CO",,,"Colorado","08",,,"Pueblo city","62000",,,,,,,,,,,,,,,,"16000US0862000","Pueblo city, Colorado",48683,43203,5480,"Pueblo city, Colorado",1259,1557,941
"G08077290","2015","CO",,,"Colorado","08",,,"Thornton city","77290",,,,,,,,,,,,,,,,"16000US0877290","Thornton city, Colorado",46908,44755,2153,"Thornton city, Colorado",1981,1749,994
"G08083835","2015","CO",,,"Colorado","08",,,"Westminster city","83835",,,,,,,,,,,,,,,,"16000US0883835","Westminster city, Colorado",45386,42844,2542,"Westminster city, Colorado",2168,1960,835
"G09008000","2015","CT",,,"Connecticut","09",,,"Bridgeport city","08000",,,,,,,,,,,,,,,,"16000US0908000","Bridgeport city, Connecticut",58578,49811,8767,"Bridgeport city, Connecticut",2211,2237,1396
"G09018430","2015","CT",,,"Connecticut","09",,,"Danbury city","18430",,,,,,,,,,,,,,,,"16000US0918430","Danbury city, Connecticut",32931,29775,3156,"Danbury city, Connecticut",2441,2154,1035
"G09037000","2015","CT",,,"Connecticut","09",,,"Hartford city","37000",,,,,,,,,,,,,,,,"16000US0937000","Hartford city, Connecticut",52369,44867,7502,"Hartford city, Connecticut",2330,2041,1235
"G09050370","2015","CT",,,"Connecticut","09",,,"New Britain city","50370",,,,,,,,,,,,,,,,"16000US0950370","New Britain city, Connecticut",32792,27834,4958,"New Britain city, Connecticut",1405,1277,994
"G09052000","2015","CT",,,"Connecticut","09",,,"New Haven city","52000",,,,,,,,,,,,,,,,"16000US0952000","New Haven city, Connecticut",55013,48690,6323,"New Haven city, Connecticut",2664,2528,1357
"G09055990","2015","CT",,,"Connecticut","09",,,"Norwalk city","55990",,,,,,,,,,,,,,,,"16000US0955990","Norwalk city, Connecticut",34724,32467,2257,"Norwalk city, Connecticut",1766,1764,773
"G09073000","2015","CT",,,"Connecticut","09",,,"Stamford city","73000",,,,,,,,,,,,,,,,"16000US0973000","Stamford city, Connecticut",51192,47256,3936,"Stamford city, Connecticut",2381,2090,1125
"G09080000","2015","CT",,,"Connecticut","09",,,"Waterbury city","80000",,,,,,,,,,,,,,,,"16000US0980000","Waterbury city, Connecticut",47171,39441,7730,"Waterbury city, Connecticut",2330,1869,1454
"G10077580","2015","DE",,,"Delaware","10",,,"Wilmington city","77580",,,,,,,,,,,,,,,,"16000US1077580","Wilmington city, Delaware",34336,28002,6334,"Wilmington city, Delaware",2061,1796,1213
"G11050000","2015","DC",,,"District of Columbia","11",,,"Washington city","50000",,,,,,,,,,,,,,,,"16000US1150000","Washington city, District of Columbia",309596,281787,27809,"Washington city, District of Columbia",59,3030,3026
"G12000410","2015","FL",,,"Florida","12",,,"Alafaya CDP","00410",,,,,,,,,,,,,,,,"16000US1200410","Alafaya CDP, Florida",31756,28974,2782,"Alafaya CDP, Florida",3590,3455,1774
"G12007300","2015","FL",,,"Florida","12",,,"Boca Raton city","07300",,,,,,,,,,,,,,,,"16000US1207300","Boca Raton city, Florida",50861,40551,10310,"Boca Raton city, Florida",2353,2078,1613
"G12007875","2015","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"16000US1207875","Boynton Beach city, Florida",36629,29848,6781,"Boynton Beach city, Florida",2297,2124,1537
"G12008150","2015","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"16000US1208150","Brandon CDP, Florida",45609,41955,3654,"Brandon CDP, Florida",2357,2439,1123
"G12010275","2015","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"16000US1210275","Cape Coral city, Florida",79967,61251,18716,"Cape Coral city, Florida",2951,2768,2933
"G12012875","2015","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"16000US1212875","Clearwater city, Florida",58554,46240,12314,"Clearwater city, Florida",3275,2794,1947
"G12014400","2015","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"16000US1214400","Coral Springs city, Florida",44577,40825,3752,"Coral Springs city, Florida",2363,1868,1119
"G12016475","2015","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"16000US1216475","Davie town, Florida",41164,36504,4660,"Davie town, Florida",1954,1739,1209
"G12016725","2015","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"16000US1216725","Deerfield Beach city, Florida",41453,31863,9590,"Deerfield Beach city, Florida",2551,2089,1625
"G12017100","2015","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"16000US1217100","Delray Beach city, Florida",35031,27741,7290,"Delray Beach city, Florida",2023,1758,1334
"G12017200","2015","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"16000US1217200","Deltona city, Florida",34337,30583,3754,"Deltona city, Florida",1772,1429,1113
"G12024000","2015","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"16000US1224000","Fort Lauderdale city, Florida",94734,73817,20917,"Fort Lauderdale city, Florida",4013,3466,2464
"G12024125","2015","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",38074,28441,9633,"Fort Myers city, Florida",2529,1992,1652
"G12025175","2015","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",57828,48617,9211,"Gainesville city, Florida",1907,2300,1794
"G12030000","2015","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",74920,71124,3796,"Hialeah city, Florida",3201,3086,896
"G12032000","2015","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",68795,56104,12691,"Hollywood city, Florida",3067,2510,2095
"G12032275","2015","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"16000US1232275","Homestead city, Florida",22554,18924,3630,"Homestead city, Florida",2129,1653,1309
"G12035000","2015","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",373211,323488,49723,"Jacksonville city, Florida",2074,4465,3912
"G12036100","2015","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",30507,26911,3596,"Kendall CDP, Florida",1984,1855,1173
"G12036950","2015","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"16000US1236950","Kissimmee city, Florida",28378,22823,5555,"Kissimmee city, Florida",1806,2062,1216
"G12038250","2015","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",46485,38975,7510,"Lakeland city, Florida",2147,2026,1527
"G12039425","2015","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",45689,35192,10497,"Largo city, Florida",2891,2170,1907
"G12039550","2015","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",27275,23525,3750,"Lauderhill city, Florida",1984,1773,1089
"G12039925","2015","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",38874,33574,5300,"Lehigh Acres CDP, Florida",2275,1947,1097
"G12043975","2015","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",36279,32825,3454,"Melbourne city, Florida",2082,1840,1318
"G12045000","2015","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",205585,171720,33865,"Miami city, Florida",4382,4050,2900
"G12045025","2015","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",69331,43400,25931,"Miami Beach city, Florida",3570,2617,2086
"G12045060","2015","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",31883,29814,2069,"Miami Gardens city, Florida",1811,1700,619
"G12045975","2015","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",45845,40203,5642,"Miramar city, Florida",2951,2399,2186
"G12053000","2015","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",126666,111100,15566,"Orlando city, Florida",3456,3390,2241
"G12054000","2015","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",43890,38113,5777,"Palm Bay city, Florida",2560,2104,1874
"G12054200","2015","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",35552,29739,5813,"Palm Coast city, Florida",1039,1543,1431
"G12055775","2015","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",66034,56409,9625,"Pembroke Pines city, Florida",3354,2743,2038
"G12056825","2015","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",24881,23027,1854,"Pine Hills CDP, Florida",2156,2059,852
"G12057425","2015","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",38135,33712,4423,"Plantation city, Florida",1867,1606,1255
"G12057900","2015","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"16000US1257900","Poinciana CDP, Florida",22639,18804,3835,"Poinciana CDP, Florida",2517,2216,1651
"G12058050","2015","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",53437,40375,13062,"Pompano Beach city, Florida",2989,2513,1805
"G12058715","2015","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",72317,61310,11007,"Port St. Lucie city, Florida",2878,3297,2735
"G12060950","2015","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",31183,27869,3314,"Riverview CDP, Florida",2377,2003,1351
"G12063000","2015","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",130745,103788,26957,"St. Petersburg city, Florida",4042,3334,2838
"G12068350","2015","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",45642,39446,6196,"Spring Hill CDP, Florida",1766,1979,1335
"G12069700","2015","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",37643,30856,6787,"Sunrise city, Florida",2166,1456,1678
"G12070600","2015","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",87060,74162,12898,"Tallahassee city, Florida",2383,2825,2112
"G12071000","2015","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",162473,144582,17891,"Tampa city, Florida",3319,3467,2269
"G12071625","2015","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",49043,39513,9530,"The Villages CDP, Florida",2337,2222,2850
"G12072145","2015","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",34194,30176,4018,"Town 'n' Country CDP, Florida",2247,2110,1174
"G12076582","2015","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",25023,20939,4084,"Weston city, Florida",1649,1289,1199
"G12076600","2015","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",51976,41168,10808,"West Palm Beach city, Florida",2743,2373,1705
"G13001052","2015","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",33222,28359,4863,"Albany city, Georgia",1072,1563,1064
"G13003440","2015","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",51476,46029,5447,"Athens-Clarke County unified government (balance), Georgia",699,1470,1243
"G13004000","2015","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",239503,200503,39000,"Atlanta city, Georgia",3889,4613,3135
"G13004204","2015","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",85614,69567,16047,"Augusta-Richmond County consolidated government (balance), Georgia",743,2419,2311
"G13019000","2015","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",84283,73961,10322,"Columbus city, Georgia",809,1704,1548
"G13042425","2015","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",26935,26064,871,"Johns Creek city, Georgia",1786,1592,584
"G13049008","2015","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",70124,59683,10441,"Macon-Bibb County, Georgia",472,1428,1302
"G13067284","2015","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",37497,34758,2739,"Roswell city, Georgia",2067,1818,1140
"G13068516","2015","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",47885,43687,4198,"Sandy Springs city, Georgia",2387,1976,1460
"G13069000","2015","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",60943,52331,8612,"Savannah city, Georgia",2353,2258,1598
"G13080508","2015","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",32242,29451,2791,"Warner Robins city, Georgia",1445,1656,1069
"G15071550","2015","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",148446,126072,22374,"Urban Honolulu CDP, Hawaii",3148,3188,2436
"G16008830","2015","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",87415,82631,4784,"Boise City city, Idaho",2659,2859,1640
"G16052120","2015","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",35918,35695,223,"Meridian city, Idaho",2350,2344,357
"G16056260","2015","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",31198,29557,1641,"Nampa city, Idaho",1653,1667,940
"G17002154","2015","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",33807,32014,1793,"Arlington Heights village, Illinois",1793,1565,845
"G17003012","2015","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",64747,61166,3581,"Aurora city, Illinois",2062,2217,1073
"G17006613","2015","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",34835,32583,2252,"Bloomington city, Illinois",1256,1090,873
"G17007133","2015","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",22971,20989,1982,"Bolingbrook village, Illinois",1400,1241,760
"G17012385","2015","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",39251,34843,4408,"Champaign city, Illinois",1942,2095,1239
"G17014000","2015","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1202265,1053229,149036,"Chicago city, Illinois",8793,8529,6081
"G17014351","2015","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",23451,21428,2023,"Cicero town, Illinois",1293,1121,617
"G17018823","2015","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",36074,31141,4933,"Decatur city, Illinois",966,1478,1168
"G17023074","2015","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",40242,36761,3481,"Elgin city, Illinois",2216,2203,1158
"G17024582","2015","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",33685,29889,3796,"Evanston city, Illinois",1891,1527,1176
"G17038570","2015","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",50574,47074,3500,"Joliet city, Illinois",1962,2018,981
"G17051622","2015","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",55278,52329,2949,"Naperville city, Illinois",2137,1804,1028
"G17057225","2015","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",27359,25724,1635,"Palatine village, Illinois",1461,1458,832
"G17059000","2015","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",54111,47756,6355,"Peoria city, Illinois",1611,1640,1102
"G17065000","2015","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",65363,57858,7505,"Rockford city, Illinois",2029,2071,1206
"G17068003","2015","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",30780,27763,3017,"Schaumburg village, Illinois",2020,1691,1072
"G17070122","2015","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",24520,23059,1461,"Skokie village, Illinois",1294,1152,769
"G17072000","2015","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",57358,51364,5994,"Springfield city, Illinois",1455,1566,1182
"G17079293","2015","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",32138,29510,2628,"Waukegan city, Illinois",1886,1723,835
"G18005860","2015","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",32675,29579,3096,"Bloomington city, Indiana",1782,1974,1189
