GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADAVE001,ADAVE002,ADAVE003,NAME_M,ADAVM001,ADAVM002,ADAVM003
"G36051000","2015","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3447978,3129147,318831,"New York city, New York",2625,10363,9539
"G36063000","2015","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",98094,84946,13148,"Rochester city, New York",2638,2369,1652
"G36065508","2015","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",30384,21881,8503,"Schenectady city, New York",1482,1645,1321
"G36073000","2015","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",65534,54231,11303,"Syracuse city, New York",2419,2397,1544
"G36084000","2015","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",79789,70902,8887,"Yonkers city, New York",2306,2233,1464
"G37002140","2015","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",43791,39098,4693,"Asheville city, North Carolina",2102,2102,1269
"G37010740","2015","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",64445,61376,3069,"Cary town, North Carolina",2214,1990,1175
"G37012000","2015","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",349905,322872,27033,"Charlotte city, North Carolina",2395,3866,3271
"G37014100","2015","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",34656,31840,2816,"Concord city, North Carolina",1452,1399,998
"G37019000","2015","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",112198,103230,8968,"Durham city, North Carolina",1679,2300,1781
"G37022920","2015","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",93612,76856,16756,"Fayetteville city, North Carolina",1709,2022,1700
"G37025580","2015","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",31335,27432,3903,"Gastonia city, North Carolina",1417,1358,907
"G37028000","2015","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",132438,115301,17137,"Greensboro city, North Carolina",2411,2734,2344
"G37028080","2015","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",41313,35455,5858,"Greenville city, North Carolina",1841,1979,1618
"G37031400","2015","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",45671,40124,5547,"High Point city, North Carolina",2081,2137,1168
"G37034200","2015","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",25624,22676,2948,"Jacksonville city, North Carolina",1907,1946,1427
"G37055000","2015","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",195293,178316,16977,"Raleigh city, North Carolina",3545,3552,2538
"G37074440","2015","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",55217,49501,5716,"Wilmington city, North Carolina",1925,1851,1245
"G37075000","2015","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",106754,93621,13133,"Winston-Salem city, North Carolina",2065,2323,2082
"G38007200","2015","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",33458,32200,1258,"Bismarck city, North Dakota",1023,1169,677
"G38025700","2015","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",56298,52437,3861,"Fargo city, North Dakota",1279,1954,1694
"G39001000","2015","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",99035,86078,12957,"Akron city, Ohio",2670,2733,1705
"G39012000","2015","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",33876,29822,4054,"Canton city, Ohio",1632,1414,1034
"G39015000","2015","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",164732,137445,27287,"Cincinnati city, Ohio",3394,2888,2501
"G39016000","2015","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",212100,167667,44433,"Cleveland city, Ohio",3915,3661,2609
"G39018000","2015","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",386584,344839,41745,"Columbus city, Ohio",3972,5102,3781
"G39021000","2015","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",72703,56466,16237,"Dayton city, Ohio",2779,2345,1847
"G39044856","2015","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",28539,24989,3550,"Lorain city, Ohio",1310,1367,790
"G39061000","2015","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",34983,32577,2406,"Parma city, Ohio",1683,1650,903
"G39077000","2015","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",141160,119100,22060,"Toledo city, Ohio",1896,2802,2093
"G39088000","2015","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",33739,27542,6197,"Youngstown city, Ohio",1584,1444,841
"G40009050","2015","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",40835,38613,2222,"Broken Arrow city, Oklahoma",1390,1260,481
"G40023200","2015","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",34753,32982,1771,"Edmond city, Oklahoma",1727,1454,852
"G40041850","2015","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",40635,32083,8552,"Lawton city, Oklahoma",1017,1579,1484
"G40052500","2015","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",52187,45369,6818,"Norman city, Oklahoma",1985,1937,1507
"G40055000","2015","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",269610,239137,30473,"Oklahoma City city, Oklahoma",2944,3337,3117
"G40075000","2015","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",187983,167400,20583,"Tulsa city, Oklahoma",1867,2238,1752
"G41005350","2015","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",41579,38899,2680,"Beaverton city, Oregon",2098,1967,1286
"G41005800","2015","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",38994,36083,2911,"Bend city, Oregon",1479,1555,1325
"G41023850","2015","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",71633,67091,4542,"Eugene city, Oregon",2396,2309,1346
"G41031250","2015","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",43319,40733,2586,"Gresham city, Oregon",2174,2061,958
"G41034100","2015","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",39963,37588,2375,"Hillsboro city, Oregon",2092,1938,888
"G41047000","2015","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",31157,29396,1761,"Medford city, Oregon",1797,1716,806
"G41059000","2015","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",274915,253820,21095,"Portland city, Oregon",2625,3719,2940
"G41064900","2015","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",62104,58456,3648,"Salem city, Oregon",2298,2347,1109
"G42002000","2015","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",46085,43046,3039,"Allentown city, Pennsylvania",1854,1759,880
"G42006088","2015","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",30735,27723,3012,"Bethlehem city, Pennsylvania",1711,1449,1000
"G42024000","2015","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",45842,40914,4928,"Erie city, Pennsylvania",1272,1443,1073
"G42060000","2015","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",672657,581604,91053,"Philadelphia city, Pennsylvania",1409,5120,5131
"G42061000","2015","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",152513,131793,20720,"Pittsburgh city, Pennsylvania",3348,3077,2220
"G42063624","2015","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",33982,28665,5317,"Reading city, Pennsylvania",1785,1490,1009
"G42069000","2015","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",35417,29947,5470,"Scranton city, Pennsylvania",1712,1554,1310
"G44019180","2015","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",33595,29917,3678,"Cranston city, Rhode Island",2064,1720,1173
"G44054640","2015","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",33084,29451,3633,"Pawtucket city, Rhode Island",1754,1455,984
"G44059000","2015","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",71960,60644,11316,"Providence city, Rhode Island",2872,2427,1497
"G44074300","2015","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",36689,33701,2988,"Warwick city, Rhode Island",1363,1528,971
"G45013330","2015","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",62036,54065,7971,"Charleston city, South Carolina",2329,2071,1608
"G45016000","2015","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",53432,44858,8574,"Columbia city, South Carolina",2219,2259,1384
"G45048535","2015","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",34752,31982,2770,"Mount Pleasant town, South Carolina",1889,1728,1215
"G45050875","2015","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",43915,37642,6273,"North Charleston city, South Carolina",2800,2617,1345
"G45061405","2015","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",31674,29906,1768,"Rock Hill city, South Carolina",1515,1562,758
"G46052980","2015","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",31807,30363,1444,"Rapid City city, South Dakota",1081,1200,717
"G46059020","2015","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",73694,69613,4081,"Sioux Falls city, South Dakota",1130,1484,1274
"G47014000","2015","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",82700,69963,12737,"Chattanooga city, Tennessee",2091,1931,2137
"G47015160","2015","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",61310,55418,5892,"Clarksville city, Tennessee",1238,1559,1355
"G47027740","2015","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",27585,26510,1075,"Franklin city, Tennessee",1023,1042,761
"G47037640","2015","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",29115,25199,3916,"Jackson city, Tennessee",1080,1223,1083
"G47038320","2015","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",32107,28201,3906,"Johnson City city, Tennessee",1516,1519,1152
"G47040000","2015","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",89645,79736,9909,"Knoxville city, Tennessee",2516,2247,1582
"G47048000","2015","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",299953,250324,49629,"Memphis city, Tennessee",3373,4428,3767
"G47051560","2015","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",50530,46882,3648,"Murfreesboro city, Tennessee",2102,1962,1421
"G47052006","2015","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",288799,265002,23797,"Nashville-Davidson metropolitan government (balance), Tennessee",1449,3084,2786
"G48001000","2015","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",49389,42507,6882,"Abilene city, Texas",1157,1605,1326
"G48001924","2015","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",32693,32204,489,"Allen city, Texas",1579,1570,571
"G48003000","2015","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",83406,74766,8640,"Amarillo city, Texas",1511,2127,1577
"G48004000","2015","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",144186,132835,11351,"Arlington city, Texas",4030,3628,2303
"G48004462","2015","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",25944,24994,950,"Atascocita CDP, Texas",2525,2536,714
"G48005000","2015","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",397637,364893,32744,"Austin city, Texas",4491,4984,3128
"G48006128","2015","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",31859,28893,2966,"Baytown city, Texas",1888,1750,871
"G48007000","2015","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",51572,46133,5439,"Beaumont city, Texas",1574,1861,1347
"G48010768","2015","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",57563,52309,5254,"Brownsville city, Texas",2046,1867,1147
"G48010912","2015","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",33949,30599,3350,"Bryan city, Texas",1754,1692,1091
"G48013024","2015","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",48497,47577,920,"Carrollton city, Texas",1986,2038,618
"G48013552","2015","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",22220,21212,1008,"Cedar Park city, Texas",1439,1317,663
"G48015976","2015","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",41592,38409,3183,"College Station city, Texas",1595,1875,1221
"G48016432","2015","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",27685,25298,2387,"Conroe city, Texas",2073,1885,848
"G48017000","2015","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",130945,117609,13336,"Corpus Christi city, Texas",1771,2642,2308
"G48019000","2015","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",550251,495362,54889,"Dallas city, Texas",6001,5725,3251
"G48019972","2015","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",48282,45529,2753,"Denton city, Texas",2486,2316,877
"G48022660","2015","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",29000,25073,3927,"Edinburg city, Texas",2255,2074,1260
"G48024000","2015","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",246920,222557,24363,"El Paso city, Texas",2109,3503,3273
"G48026232","2015","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",23979,23575,404,"Flower Mound town, Texas",894,870,432
"G48027000","2015","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",315201,285173,30028,"Fort Worth city, Texas",4782,4230,3342
"G48027684","2015","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",52266,50480,1786,"Frisco city, Texas",1881,1677,848
"G48029000","2015","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",80113,75582,4531,"Garland city, Texas",2993,2880,1042
"G48030464","2015","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",63669,58919,4750,"Grand Prairie city, Texas",2452,2178,1274
"G48032372","2015","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",25737,21447,4290,"Harlingen city, Texas",1643,1303,1115
"G48035000","2015","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",946571,849974,96597,"Houston city, Texas",7235,7977,4989
"G48037000","2015","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",90714,84684,6030,"Irving city, Texas",3477,2996,1466
"G48039148","2015","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",58259,51766,6493,"Killeen city, Texas",2097,2036,1481
"G48041464","2015","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",74887,69026,5861,"Laredo city, Texas",719,1382,1181
"G48041980","2015","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",37459,35997,1462,"League City city, Texas",1943,1955,1294
"G48042508","2015","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",40676,37593,3083,"Lewisville city, Texas",1656,1564,798
"G48043888","2015","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",34057,30457,3600,"Longview city, Texas",1632,1690,1125
"G48045000","2015","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",102813,91196,11617,"Lubbock city, Texas",1513,2317,2166
"G48045384","2015","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",50282,43578,6704,"McAllen city, Texas",2426,2280,1504
"G48045744","2015","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",58283,55575,2708,"McKinney city, Texas",2103,1952,1098
"G48047892","2015","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",52141,48835,3306,"Mesquite city, Texas",2561,2283,1154
"G48048072","2015","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",49761,47237,2524,"Midland city, Texas",1063,1657,1120
"G48048768","2015","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",28497,23669,4828,"Mission city, Texas",1981,1472,1334
"G48048804","2015","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",24641,23582,1059,"Missouri City city, Texas",1926,1842,748
"G48050820","2015","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",27347,24211,3136,"New Braunfels city, Texas",1512,1604,1110
"G48052356","2015","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",27931,26068,1863,"North Richland Hills city, Texas",1836,1629,868
"G48053388","2015","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",44518,40198,4320,"Odessa city, Texas",1106,1441,1234
"G48056000","2015","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",56473,51820,4653,"Pasadena city, Texas",2406,2275,1116
"G48056348","2015","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",38810,37073,1737,"Pearland city, Texas",2580,2459,1159
"G48057200","2015","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",24490,20839,3651,"Pharr city, Texas",2089,1561,1171
"G48058016","2015","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",111786,106610,5176,"Plano city, Texas",2824,2561,1529
"G48061796","2015","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",40689,38816,1873,"Richardson city, Texas",1815,1793,758
"G48063500","2015","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",39239,36819,2420,"Round Rock city, Texas",1818,1744,1347
"G48064472","2015","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",41105,37817,3288,"San Angelo city, Texas",1267,1619,1097
"G48065000","2015","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",540247,494344,45903,"San Antonio city, Texas",3717,5301,4237
"G48070808","2015","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",30487,29712,775,"Sugar Land city, Texas",1667,1578,514
"G48072176","2015","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",30865,27319,3546,"Temple city, Texas",2265,1991,1077
"G48072656","2015","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",43843,40446,3397,"The Woodlands CDP, Texas",3101,3082,1672
"G48074144","2015","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",42802,38326,4476,"Tyler city, Texas",2068,2106,1197
"G48075428","2015","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",27463,24575,2888,"Victoria city, Texas",741,899,1010
"G48076000","2015","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",53911,48448,5463,"Waco city, Texas",1895,2030,1181
"G48079000","2015","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",43309,37173,6136,"Wichita Falls city, Texas",1684,2036,1390
"G49043660","2015","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",23894,22883,1011,"Layton city, Utah",1226,1139,639
"G49055980","2015","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",33392,30954,2438,"Ogden city, Utah",1571,1491,806
"G49057300","2015","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",29414,27922,1492,"Orem city, Utah",1616,1498,603
"G49062470","2015","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",34285,31821,2464,"Provo city, Utah",1733,1530,819
"G49065330","2015","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",34655,28196,6459,"St. George city, Utah",1798,1932,1947
"G49067000","2015","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",86123,79031,7092,"Salt Lake City city, Utah",2843,2798,1329
"G49067440","2015","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",29478,28926,552,"Sandy city, Utah",1366,1299,451
"G49070850","2015","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",19334,18458,876,"South Jordan city, Utah",1526,1339,711
"G49082950","2015","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",33168,32234,934,"West Jordan city, Utah",1704,1718,511
