GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AQALE001,AQALE002,AQALE003,NAME_M,AQALM001,AQALM002,AQALM003
"G48001000","2022","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"1600000US4801000","4801000","Abilene city, Texas",53397,45926,7471,"Abilene city, Texas",1640,2486,2055
"G48001924","2022","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"1600000US4801924","4801924","Allen city, Texas",40891,39697,1194,"Allen city, Texas",2548,2424,866
"G48003000","2022","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"1600000US4803000","4803000","Amarillo city, Texas",89448,78793,10655,"Amarillo city, Texas",1809,2350,2290
"G48004000","2022","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"1600000US4804000","4804000","Arlington city, Texas",150576,140525,10051,"Arlington city, Texas",4042,3612,2127
"G48004462","2022","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"1600000US4804462","4804462","Atascocita CDP, Texas",35630,34400,1230,"Atascocita CDP, Texas",4818,4823,837
"G48005000","2022","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"1600000US4805000","4805000","Austin city, Texas",482411,458505,23906,"Austin city, Texas",4003,4328,3034
"G48006128","2022","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"1600000US4806128","4806128","Baytown city, Texas",36061,32959,3102,"Baytown city, Texas",2763,2310,1090
"G48007000","2022","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"1600000US4807000","4807000","Beaumont city, Texas",51962,45870,6092,"Beaumont city, Texas",2245,2261,1648
"G48010768","2022","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"1600000US4810768","4810768","Brownsville city, Texas",61908,56576,5332,"Brownsville city, Texas",2320,2230,1398
"G48010912","2022","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"1600000US4810912","4810912","Bryan city, Texas",38574,36015,2559,"Bryan city, Texas",1783,1585,978
"G48013024","2022","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"1600000US4813024","4813024","Carrollton city, Texas",53442,52026,1416,"Carrollton city, Texas",2770,2613,946
"G48013552","2022","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"1600000US4813552","4813552","Cedar Park city, Texas",30809,30713,96,"Cedar Park city, Texas",1547,1547,111
"G48015976","2022","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"1600000US4815976","4815976","College Station city, Texas",49597,45612,3985,"College Station city, Texas",1756,1899,1196
"G48016432","2022","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"1600000US4816432","4816432","Conroe city, Texas",43969,41302,2667,"Conroe city, Texas",2301,2166,922
"G48017000","2022","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"1600000US4817000","4817000","Corpus Christi city, Texas",137142,120383,16759,"Corpus Christi city, Texas",1912,2709,2441
"G48019000","2022","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"1600000US4819000","4819000","Dallas city, Texas",587984,539718,48266,"Dallas city, Texas",7323,6693,4384
"G48019972","2022","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"1600000US4819972","4819972","Denton city, Texas",59244,56771,2473,"Denton city, Texas",2703,2404,1019
"G48022660","2022","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"1600000US4822660","4822660","Edinburg city, Texas",35023,32462,2561,"Edinburg city, Texas",2354,2301,1045
"G48024000","2022","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"1600000US4824000","4824000","El Paso city, Texas",266913,246839,20074,"El Paso city, Texas",2534,3375,3195
"G48026232","2022","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"1600000US4826232","4826232","Flower Mound town, Texas",30082,29254,828,"Flower Mound town, Texas",1511,1337,585
"G48027000","2022","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"1600000US4827000","4827000","Fort Worth city, Texas",373502,345018,28484,"Fort Worth city, Texas",6803,6652,3803
"G48027684","2022","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"1600000US4827684","4827684","Frisco city, Texas",79879,77063,2816,"Frisco city, Texas",2481,2285,1165
"G48029000","2022","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"1600000US4829000","4829000","Garland city, Texas",86988,82044,4944,"Garland city, Texas",2963,2749,1584
"G48029336","2022","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"1600000US4829336","4829336","Georgetown city, Texas",40285,39110,1175,"Georgetown city, Texas",2265,2034,861
"G48030464","2022","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"1600000US4830464","4830464","Grand Prairie city, Texas",73005,69832,3173,"Grand Prairie city, Texas",3159,2767,1067
"G48032372","2022","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"1600000US4832372","4832372","Harlingen city, Texas",32817,28891,3926,"Harlingen city, Texas",1815,1670,1077
"G48035000","2022","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"1600000US4835000","4835000","Houston city, Texas",1043326,947632,95694,"Houston city, Texas",9888,10035,6224
"G48037000","2022","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"1600000US4837000","4837000","Irving city, Texas",99501,93837,5664,"Irving city, Texas",3058,3310,1493
"G48039148","2022","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"1600000US4839148","4839148","Killeen city, Texas",66468,60903,5565,"Killeen city, Texas",2075,2035,1512
"G48041464","2022","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"1600000US4841464","4841464","Laredo city, Texas",84062,79223,4839,"Laredo city, Texas",927,1348,1152
"G48041980","2022","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"1600000US4841980","4841980","League City city, Texas",45495,43825,1670,"League City city, Texas",2235,2139,990
"G48042016","2022","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"1600000US4842016","4842016","Leander city, Texas",27559,26680,879,"Leander city, Texas",2069,1760,734
"G48042508","2022","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"1600000US4842508","4842508","Lewisville city, Texas",56287,53915,2372,"Lewisville city, Texas",2946,2878,1031
"G48043888","2022","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"1600000US4843888","4843888","Longview city, Texas",37748,33211,4537,"Longview city, Texas",1649,1490,1233
"G48045000","2022","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"1600000US4845000","4845000","Lubbock city, Texas",119947,110156,9791,"Lubbock city, Texas",1399,1876,1676
"G48045384","2022","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"1600000US4845384","4845384","McAllen city, Texas",56411,49590,6821,"McAllen city, Texas",2715,2268,1440
"G48045744","2022","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"1600000US4845744","4845744","McKinney city, Texas",79562,75237,4325,"McKinney city, Texas",2898,3031,1796
"G48046452","2022","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"1600000US4846452","4846452","Mansfield city, Texas",26039,24145,1894,"Mansfield city, Texas",1953,1734,995
"G48047892","2022","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"1600000US4847892","4847892","Mesquite city, Texas",53868,51052,2816,"Mesquite city, Texas",3095,2995,1186
"G48048072","2022","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"1600000US4848072","4848072","Midland city, Texas",57877,54838,3039,"Midland city, Texas",1803,1970,1490
"G48048768","2022","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"1600000US4848768","4848768","Mission city, Texas",31606,28467,3139,"Mission city, Texas",2126,1877,970
"G48048804","2022","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"1600000US4848804","4848804","Missouri City city, Texas",30586,29544,1042,"Missouri City city, Texas",2052,2035,692
"G48050820","2022","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"1600000US4850820","4850820","New Braunfels city, Texas",44158,40089,4069,"New Braunfels city, Texas",1788,2118,1358
"G48052356","2022","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"1600000US4852356","4852356","North Richland Hills city, Texas",28378,27946,432,"North Richland Hills city, Texas",2120,2054,407
"G48053388","2022","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"1600000US4853388","4853388","Odessa city, Texas",52122,47752,4370,"Odessa city, Texas",1969,2251,1316
"G48056000","2022","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"1600000US4856000","4856000","Pasadena city, Texas",53550,49352,4198,"Pasadena city, Texas",2804,2775,1204
"G48056348","2022","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"1600000US4856348","4856348","Pearland city, Texas",45142,43744,1398,"Pearland city, Texas",2427,2285,1029
"G48057176","2022","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"1600000US4857176","4857176","Pflugerville city, Texas",24879,24091,788,"Pflugerville city, Texas",2110,2031,670
"G48057200","2022","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"1600000US4857200","4857200","Pharr city, Texas",26933,23414,3519,"Pharr city, Texas",1697,1522,1195
"G48058016","2022","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"1600000US4858016","4858016","Plano city, Texas",116292,110466,5826,"Plano city, Texas",3454,3446,1430
"G48061796","2022","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"1600000US4861796","4861796","Richardson city, Texas",49838,48057,1781,"Richardson city, Texas",2722,2698,741
"G48063500","2022","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"1600000US4863500","4863500","Round Rock city, Texas",47702,45859,1843,"Round Rock city, Texas",2158,2032,1076
"G48063572","2022","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"1600000US4863572","4863572","Rowlett city, Texas",22997,22742,255,"Rowlett city, Texas",1766,1727,416
"G48064472","2022","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"1600000US4864472","4864472","San Angelo city, Texas",45574,40516,5058,"San Angelo city, Texas",1022,1761,1467
"G48065000","2022","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"1600000US4865000","4865000","San Antonio city, Texas",612031,557118,54913,"San Antonio city, Texas",5518,6290,4380
"G48065600","2022","TX",,,"Texas","48",,,"San Marcos city","65600",,,,,,,,,,,,,,,,"1600000US4865600","4865600","San Marcos city, Texas",31332,29541,1791,"San Marcos city, Texas",1823,1836,971
"G48069596","2022","TX",,,"Texas","48",,,"Spring CDP","69596",,,,,,,,,,,,,,,,"1600000US4869596","4869596","Spring CDP, Texas",25070,23971,1099,"Spring CDP, Texas",2972,2919,651
"G48070808","2022","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"1600000US4870808","4870808","Sugar Land city, Texas",40610,39319,1291,"Sugar Land city, Texas",1802,1791,786
"G48072176","2022","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"1600000US4872176","4872176","Temple city, Texas",36093,33709,2384,"Temple city, Texas",2150,2040,1196
"G48072656","2022","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"1600000US4872656","4872656","The Woodlands CDP, Texas",47776,45943,1833,"The Woodlands CDP, Texas",2907,2992,1288
"G48074144","2022","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"1600000US4874144","4874144","Tyler city, Texas",45352,37522,7830,"Tyler city, Texas",2404,2151,1893
"G48075428","2022","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"1600000US4875428","4875428","Victoria city, Texas",29817,25593,4224,"Victoria city, Texas",878,1358,1393
"G48076000","2022","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"1600000US4876000","4876000","Waco city, Texas",62671,53623,9048,"Waco city, Texas",2099,2318,1942
"G48079000","2022","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"1600000US4879000","4879000","Wichita Falls city, Texas",42641,38057,4584,"Wichita Falls city, Texas",1208,1368,1071
"G49043660","2022","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"1600000US4943660","4943660","Layton city, Utah",29529,28487,1042,"Layton city, Utah",1546,1541,752
"G49044320","2022","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"1600000US4944320","4944320","Lehi city, Utah",24166,23586,580,"Lehi city, Utah",1165,1049,572
"G49055980","2022","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"1600000US4955980","4955980","Ogden city, Utah",36733,34269,2464,"Ogden city, Utah",1798,1829,1024
"G49057300","2022","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"1600000US4957300","4957300","Orem city, Utah",32762,30904,1858,"Orem city, Utah",1606,1528,772
"G49062470","2022","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"1600000US4962470","4962470","Provo city, Utah",36340,34825,1515,"Provo city, Utah",1742,1573,729
"G49065330","2022","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"1600000US4965330","4965330","St. George city, Utah",44029,37515,6514,"St. George city, Utah",1953,1786,1708
"G49067000","2022","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"1600000US4967000","4967000","Salt Lake City city, Utah",98206,90195,8011,"Salt Lake City city, Utah",3396,3183,1631
"G49067440","2022","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"1600000US4967440","4967440","Sandy city, Utah",34729,33129,1600,"Sandy city, Utah",2031,1883,800
"G49070850","2022","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"1600000US4970850","4970850","South Jordan city, Utah",28192,27734,458,"South Jordan city, Utah",1556,1653,525
"G49082950","2022","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"1600000US4982950","4982950","West Jordan city, Utah",38559,37031,1528,"West Jordan city, Utah",2158,1983,1003
"G49083470","2022","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"1600000US4983470","4983470","West Valley City city, Utah",40307,38400,1907,"West Valley City city, Utah",2584,2409,893
"G51001000","2022","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"1600000US5101000","5101000","Alexandria city, Virginia",80342,76672,3670,"Alexandria city, Virginia",71,1279,1269
"G51003000","2022","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"1600000US5103000","5103000","Arlington CDP, Virginia",122458,112504,9954,"Arlington CDP, Virginia",165,1938,1932
"G51014440","2022","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"1600000US5114440","5114440","Centreville CDP, Virginia",25613,25398,215,"Centreville CDP, Virginia",2012,1978,350
"G51016000","2022","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"1600000US5116000","5116000","Chesapeake city, Virginia",97286,95073,2213,"Chesapeake city, Virginia",352,958,950
"G51021088","2022","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"1600000US5121088","5121088","Dale City CDP, Virginia",21523,20980,543,"Dale City CDP, Virginia",2166,2109,486
"G51035000","2022","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"1600000US5135000","5135000","Hampton city, Virginia",62624,56961,5663,"Hampton city, Virginia",100,1374,1370
"G51047672","2022","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"1600000US5147672","5147672","Lynchburg city, Virginia",34201,29181,5020,"Lynchburg city, Virginia",39,1138,1143
"G51056000","2022","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"1600000US5156000","5156000","Newport News city, Virginia",81862,75306,6556,"Newport News city, Virginia",349,1611,1598
"G51057000","2022","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"1600000US5157000","5157000","Norfolk city, Virginia",103573,94532,9041,"Norfolk city, Virginia",1634,2064,1652
"G51064000","2022","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"1600000US5164000","5164000","Portsmouth city, Virginia",43394,40178,3216,"Portsmouth city, Virginia",257,1234,1183
"G51067000","2022","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"1600000US5167000","5167000","Richmond city, Virginia",113473,106252,7221,"Richmond city, Virginia",143,1758,1740
"G51068000","2022","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"1600000US5168000","5168000","Roanoke city, Virginia",49154,44543,4611,"Roanoke city, Virginia",99,1642,1694
"G51076432","2022","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"1600000US5176432","5176432","Suffolk city, Virginia",40849,38713,2136,"Suffolk city, Virginia",35,936,939
"G51082000","2022","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"1600000US5182000","5182000","Virginia Beach city, Virginia",191169,179752,11417,"Virginia Beach city, Virginia",469,2162,2099
"G53003180","2022","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"1600000US5303180","5303180","Auburn city, Washington",30604,29356,1248,"Auburn city, Washington",2294,2172,675
"G53005210","2022","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"1600000US5305210","5305210","Bellevue city, Washington",66203,62394,3809,"Bellevue city, Washington",2807,2401,1250
"G53005280","2022","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"1600000US5305280","5305280","Bellingham city, Washington",43973,41746,2227,"Bellingham city, Washington",2014,2187,996
"G53022640","2022","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"1600000US5322640","5322640","Everett city, Washington",49892,45146,4746,"Everett city, Washington",2707,2474,1315
"G53023515","2022","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"1600000US5323515","5323515","Federal Way city, Washington",37514,36005,1509,"Federal Way city, Washington",2753,2582,775
"G53035275","2022","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"1600000US5335275","5335275","Kennewick city, Washington",31648,30210,1438,"Kennewick city, Washington",1529,1485,790
"G53035415","2022","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"1600000US5335415","5335415","Kent city, Washington",49410,46661,2749,"Kent city, Washington",2664,2559,1152
"G53035940","2022","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"1600000US5335940","5335940","Kirkland city, Washington",43327,39983,3344,"Kirkland city, Washington",2497,1766,1349
"G53043955","2022","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"1600000US5343955","5343955","Marysville city, Washington",26216,24757,1459,"Marysville city, Washington",1890,1551,877
"G53053545","2022","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"1600000US5353545","5353545","Pasco city, Washington",25734,25113,621,"Pasco city, Washington",1148,1141,383
"G53057535","2022","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"1600000US5357535","5357535","Redmond city, Washington",34350,32950,1400,"Redmond city, Washington",2350,1921,1065
"G53057745","2022","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"1600000US5357745","5357745","Renton city, Washington",43673,42485,1188,"Renton city, Washington",2131,2057,593
"G53061115","2022","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"1600000US5361115","5361115","Sammamish city, Washington",22484,22146,338,"Sammamish city, Washington",955,929,337
"G53063000","2022","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"1600000US5363000","5363000","Seattle city, Washington",397728,367119,30609,"Seattle city, Washington",5526,5573,3971
"G53065922","2022","WA",,,"Washington","53",,,"South Hill CDP","65922",,,,,,,,,,,,,,,,"1600000US5365922","5365922","South Hill CDP, Washington",22594,22170,424,"South Hill CDP, Washington",2156,2148,495
"G53067000","2022","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"1600000US5367000","5367000","Spokane city, Washington",105002,101130,3872,"Spokane city, Washington",2839,2774,1213
"G53067167","2022","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"1600000US5367167","5367167","Spokane Valley city, Washington",48314,45163,3151,"Spokane Valley city, Washington",2678,2345,1377
"G53070000","2022","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"1600000US5370000","5370000","Tacoma city, Washington",97934,91951,5983,"Tacoma city, Washington",3759,3548,1383
"G53074060","2022","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"1600000US5374060","5374060","Vancouver city, Washington",82941,79724,3217,"Vancouver city, Washington",2798,2837,1089
"G53080010","2022","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"1600000US5380010","5380010","Yakima city, Washington",37135,35615,1520,"Yakima city, Washington",1710,1739,825
"G55002375","2022","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"1600000US5502375","5502375","Appleton city, Wisconsin",33633,33104,529,"Appleton city, Wisconsin",1539,1526,357
"G55022300","2022","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"1600000US5522300","5522300","Eau Claire city, Wisconsin",30805,30194,611,"Eau Claire city, Wisconsin",1039,1134,432
"G55031000","2022","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"1600000US5531000","5531000","Green Bay city, Wisconsin",46881,45689,1192,"Green Bay city, Wisconsin",1767,1751,569
"G55037825","2022","WI",,,"Wisconsin","55",,,"Janesville city","37825",,,,,,,,,,,,,,,,"1600000US5537825","5537825","Janesville city, Wisconsin",28477,27353,1124,"Janesville city, Wisconsin",1523,1393,698
"G55039225","2022","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"1600000US5539225","5539225","Kenosha city, Wisconsin",42694,41100,1594,"Kenosha city, Wisconsin",1414,1454,839
"G55048000","2022","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"1600000US5548000","5548000","Madison city, Wisconsin",134390,129568,4822,"Madison city, Wisconsin",2751,2920,1392
"G55053000","2022","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"1600000US5553000","5553000","Milwaukee city, Wisconsin",261223,233854,27369,"Milwaukee city, Wisconsin",3761,4349,2638
"G55060500","2022","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"1600000US5560500","5560500","Oshkosh city, Wisconsin",29981,27524,2457,"Oshkosh city, Wisconsin",1218,1257,918
"G55066000","2022","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"1600000US5566000","5566000","Racine city, Wisconsin",34310,31263,3047,"Racine city, Wisconsin",2189,1962,1212
"G55084250","2022","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"1600000US5584250","5584250","Waukesha city, Wisconsin",31399,30861,538,"Waukesha city, Wisconsin",1604,1495,520
"G56013900","2022","WY",,,"Wyoming","56",,,"Cheyenne city","13900",,,,,,,,,,,,,,,,"1600000US5613900","5613900","Cheyenne city, Wyoming",30628,28455,2173,"Cheyenne city, Wyoming",1073,1228,971
"G72006593","2022","PR",,,"Puerto Rico","72",,,"Bayam�n zona urbana","06593",,,,,,,,,,,,,,,,"1600000US7206593","7206593","Bayamón zona urbana, Puerto Rico",79778,68190,11588,"Bayamón zona urbana, Puerto Rico",1851,2364,1576
"G72010334","2022","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"1600000US7210334","7210334","Caguas zona urbana, Puerto Rico",36911,32415,4496,"Caguas zona urbana, Puerto Rico",1998,1947,1143
"G72014290","2022","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"1600000US7214290","7214290","Carolina zona urbana, Puerto Rico",72023,60265,11758,"Carolina zona urbana, Puerto Rico",2021,2552,1709
"G72032522","2022","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"1600000US7232522","7232522","Guaynabo zona urbana, Puerto Rico",33545,29229,4316,"Guaynabo zona urbana, Puerto Rico",1246,1640,1311
"G72063820","2022","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"1600000US7263820","7263820","Ponce zona urbana, Puerto Rico",56582,45731,10851,"Ponce zona urbana, Puerto Rico",1459,1852,1255
"G72076770","2022","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"1600000US7276770","7276770","San Juan zona urbana, Puerto Rico",187754,151134,36620,"San Juan zona urbana, Puerto Rico",2747,3523,2738
