GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALIME001,ALIME002,ALIME003,NAME_M,ALIMM001,ALIMM002,ALIMM003
"G32031900","2019","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",132861,121285,11576,"Henderson city, Nevada",4042,3413,2410
"G32040000","2019","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",258593,235628,22965,"Las Vegas city, Nevada",5987,5729,2790
"G32051800","2019","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",82145,75600,6545,"North Las Vegas city, Nevada",3028,2932,1440
"G32054600","2019","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",118652,94188,24464,"Paradise CDP, Nevada",4044,3536,2641
"G32060600","2019","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",116026,110118,5908,"Reno city, Nevada",2433,2493,1638
"G32068400","2019","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",40027,38887,1140,"Sparks city, Nevada",2215,2120,704
"G32068585","2019","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",90821,82969,7852,"Spring Valley CDP, Nevada",4576,4338,1985
"G32071400","2019","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",72999,62646,10353,"Sunrise Manor CDP, Nevada",3135,2955,1989
"G33045140","2019","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",49848,46435,3413,"Manchester city, New Hampshire",1927,1559,1073
"G33050260","2019","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",38819,37474,1345,"Nashua city, New Hampshire",2075,1990,721
"G34003580","2019","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",27884,25939,1945,"Bayonne city, New Jersey",1328,1269,699
"G34010000","2019","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",29017,24051,4966,"Camden city, New Jersey",1981,1946,1067
"G34013690","2019","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",29706,28207,1499,"Clifton city, New Jersey",1800,1758,782
"G34019390","2019","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",30897,27960,2937,"East Orange city, New Jersey",2056,1976,713
"G34021000","2019","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",43443,40227,3216,"Elizabeth city, New Jersey",2122,1975,1014
"G34036000","2019","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",116602,108939,7663,"Jersey City city, New Jersey",2590,2641,1615
"G34051000","2019","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",113623,102155,11468,"Newark city, New Jersey",3536,3269,1610
"G34056550","2019","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",20622,19956,666,"Passaic city, New Jersey",1454,1407,352
"G34057000","2019","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",46797,43172,3625,"Paterson city, New Jersey",1791,1680,927
"G34073110","2019","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",38472,34678,3794,"Toms River CDP, New Jersey",2393,2031,1187
"G34074000","2019","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",35409,28246,7163,"Trenton city, New Jersey",2523,2263,1219
"G34074630","2019","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",27170,25581,1589,"Union City city, New Jersey",1651,1583,559
"G35002000","2019","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",247716,227179,20537,"Albuquerque city, New Mexico",2717,3703,3156
"G35039380","2019","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",45249,40185,5064,"Las Cruces city, New Mexico",2375,2477,1689
"G35063460","2019","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",37285,35765,1520,"Rio Rancho city, New Mexico",1063,1227,896
"G35070500","2019","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",41881,35112,6769,"Santa Fe city, New Mexico",1414,1517,1477
"G36001000","2019","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",50381,42408,7973,"Albany city, New York",2339,2092,1596
"G36008026","2019","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",13998,13737,261,"Brentwood CDP, New York",1407,1424,278
"G36011000","2019","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",126735,109163,17572,"Buffalo city, New York",3181,3231,2518
"G36015000","2019","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",36982,35691,1291,"Cheektowaga CDP, New York",1838,1830,715
"G36049121","2019","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",27734,26535,1199,"Mount Vernon city, New York",1862,1911,510
"G36050617","2019","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",33800,32251,1549,"New Rochelle city, New York",1959,1848,784
"G36051000","2019","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3546601,3211033,335568,"New York city, New York",2871,12221,11674
"G36063000","2019","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",100603,87679,12924,"Rochester city, New York",2782,2925,1955
"G36065508","2019","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",30626,26574,4052,"Schenectady city, New York",1524,1448,1018
"G36073000","2019","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",71806,57114,14692,"Syracuse city, New York",2594,2573,1965
"G36084000","2019","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",78948,74854,4094,"Yonkers city, New York",3288,3185,1310
"G37002140","2019","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",48261,40340,7921,"Asheville city, North Carolina",2289,2223,1782
"G37010740","2019","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",71182,64728,6454,"Cary town, North Carolina",2693,1796,1764
"G37012000","2019","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",375538,342448,33090,"Charlotte city, North Carolina",3740,5660,3795
"G37014100","2019","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",38380,30660,7720,"Concord city, North Carolina",1859,1703,1565
"G37019000","2019","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",124001,114726,9275,"Durham city, North Carolina",1983,2575,2139
"G37022920","2019","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",94480,82087,12393,"Fayetteville city, North Carolina",2296,2440,1365
"G37025580","2019","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",32422,27796,4626,"Gastonia city, North Carolina",1627,1550,1079
"G37028000","2019","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",132743,118046,14697,"Greensboro city, North Carolina",3522,3763,2668
"G37028080","2019","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",43097,37402,5695,"Greenville city, North Carolina",2066,2164,1592
"G37031400","2019","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",46840,40877,5963,"High Point city, North Carolina",2221,2252,1334
"G37034200","2019","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",25710,21986,3724,"Jacksonville city, North Carolina",1971,1824,1245
"G37055000","2019","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",205534,188412,17122,"Raleigh city, North Carolina",4438,4255,2822
"G37074440","2019","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",60415,54673,5742,"Wilmington city, North Carolina",2345,2348,1788
"G37075000","2019","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",108880,94884,13996,"Winston-Salem city, North Carolina",2358,3056,2133
"G38007200","2019","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",35068,30833,4235,"Bismarck city, North Dakota",1041,1782,1410
"G38025700","2019","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",62515,57118,5397,"Fargo city, North Dakota",1756,2050,1439
"G39001000","2019","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",96160,83821,12339,"Akron city, Ohio",3014,2776,2180
"G39012000","2019","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",35252,31981,3271,"Canton city, Ohio",1814,1627,1079
"G39015000","2019","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",158394,137582,20812,"Cincinnati city, Ohio",3662,3335,2532
"G39016000","2019","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",207813,171632,36181,"Cleveland city, Ohio",4533,4640,2816
"G39018000","2019","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",402520,368491,34029,"Columbus city, Ohio",5033,5107,3902
"G39021000","2019","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",71356,56520,14836,"Dayton city, Ohio",3345,2830,1831
"G39044856","2019","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",29159,24947,4212,"Lorain city, Ohio",1668,1420,1115
"G39061000","2019","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",36294,34332,1962,"Parma city, Ohio",1942,1642,848
"G39077000","2019","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",139224,121022,18202,"Toledo city, Ohio",2336,2893,2157
"G39088000","2019","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",33665,29102,4563,"Youngstown city, Ohio",1933,1954,1154
"G40009050","2019","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",43831,41730,2101,"Broken Arrow city, Oklahoma",1455,1402,459
"G40023200","2019","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",39327,36056,3271,"Edmond city, Oklahoma",1958,1684,901
"G40041850","2019","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",40665,32174,8491,"Lawton city, Oklahoma",1147,1584,1575
"G40052500","2019","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",52636,48531,4105,"Norman city, Oklahoma",2130,2087,1328
"G40055000","2019","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",281616,249615,32001,"Oklahoma City city, Oklahoma",3478,3750,3300
"G40075000","2019","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",187906,163801,24105,"Tulsa city, Oklahoma",2449,2216,1694
"G41005350","2019","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",46034,43659,2375,"Beaverton city, Oregon",2276,2154,1059
"G41005800","2019","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",44562,39371,5191,"Bend city, Oregon",2297,2254,2130
"G41023850","2019","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",76076,73331,2745,"Eugene city, Oregon",2150,2547,1359
"G41031250","2019","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",42870,40604,2266,"Gresham city, Oregon",2467,2235,1117
"G41034100","2019","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",40299,38085,2214,"Hillsboro city, Oregon",2423,2660,971
"G41047000","2019","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",35803,33047,2756,"Medford city, Oregon",2232,2242,1167
"G41059000","2019","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",298837,280176,18661,"Portland city, Oregon",2761,3794,2786
"G41064900","2019","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",64209,61087,3122,"Salem city, Oregon",2544,2625,1471
"G42002000","2019","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",46003,40959,5044,"Allentown city, Pennsylvania",2711,2862,1432
"G42006088","2019","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",31564,29213,2351,"Bethlehem city, Pennsylvania",2255,2258,961
"G42024000","2019","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",44862,39790,5072,"Erie city, Pennsylvania",2135,1716,1293
"G42060000","2019","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",691653,619505,72148,"Philadelphia city, Pennsylvania",1639,4709,4430
"G42061000","2019","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",158561,143276,15285,"Pittsburgh city, Pennsylvania",4198,3942,2134
"G42063624","2019","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",33489,29325,4164,"Reading city, Pennsylvania",1965,1769,1019
"G42069000","2019","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",36634,30923,5711,"Scranton city, Pennsylvania",1837,1786,1170
"G44019180","2019","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",32471,31182,1289,"Cranston city, Rhode Island",1751,1696,755
"G44054640","2019","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",31325,28452,2873,"Pawtucket city, Rhode Island",1991,1835,918
"G44059000","2019","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",75963,62046,13917,"Providence city, Rhode Island",3946,3478,1997
"G44074300","2019","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",36927,34833,2094,"Warwick city, Rhode Island",1459,1423,1099
"G45013330","2019","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",66893,58902,7991,"Charleston city, South Carolina",3032,2913,1775
"G45016000","2019","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",53200,45474,7726,"Columbia city, South Carolina",3010,2853,1532
"G45030850","2019","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",35161,32250,2911,"Greenville city, South Carolina",2123,1866,984
"G45048535","2019","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",39477,36111,3366,"Mount Pleasant town, South Carolina",2186,1824,1569
"G45050875","2019","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",52834,47066,5768,"North Charleston city, South Carolina",2726,2628,1313
"G45061405","2019","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",34067,32341,1726,"Rock Hill city, South Carolina",1873,1721,905
"G46052980","2019","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",33517,31387,2130,"Rapid City city, South Dakota",1406,1692,995
"G46059020","2019","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",80743,76996,3747,"Sioux Falls city, South Dakota",1464,1774,1210
"G47014000","2019","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",89597,79565,10032,"Chattanooga city, Tennessee",2326,2686,1785
"G47015160","2019","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",64806,58985,5821,"Clarksville city, Tennessee",1509,1997,1636
"G47027740","2019","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",34205,32690,1515,"Franklin city, Tennessee",1370,1356,873
"G47037640","2019","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",29036,25925,3111,"Jackson city, Tennessee",961,1288,1084
"G47038320","2019","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",33233,30724,2509,"Johnson City city, Tennessee",1818,1838,1085
"G47040000","2019","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",93470,83492,9978,"Knoxville city, Tennessee",2593,2749,1742
"G47048000","2019","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",301473,254423,47050,"Memphis city, Tennessee",4146,4870,3354
"G47051560","2019","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",59716,52530,7186,"Murfreesboro city, Tennessee",2670,2791,2082
"G47052006","2019","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",314344,279545,34799,"Nashville-Davidson metropolitan government (balance), Tennessee",1589,4220,3891
"G48001000","2019","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",49516,43010,6506,"Abilene city, Texas",1129,1715,1403
"G48001924","2019","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",35664,34548,1116,"Allen city, Texas",2327,2176,866
"G48003000","2019","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",85889,76207,9682,"Amarillo city, Texas",1637,2237,1985
"G48004000","2019","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",148396,138639,9757,"Arlington city, Texas",4742,4153,2245
"G48004462","2019","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",26794,25490,1304,"Atascocita CDP, Texas",3115,3074,947
"G48005000","2019","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",442388,409903,32485,"Austin city, Texas",4948,5829,4048
"G48006128","2019","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",28802,26978,1824,"Baytown city, Texas",2380,2151,740
"G48007000","2019","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",55245,45435,9810,"Beaumont city, Texas",2221,2216,1880
"G48010768","2019","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",59943,55052,4891,"Brownsville city, Texas",2268,2340,1324
"G48010912","2019","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",36121,31053,5068,"Bryan city, Texas",2071,1948,1515
"G48013024","2019","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",52932,48963,3969,"Carrollton city, Texas",2726,2402,1384
"G48013552","2019","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",24793,24034,759,"Cedar Park city, Texas",1947,1850,664
"G48015976","2019","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",48855,40281,8574,"College Station city, Texas",2403,2457,2017
"G48016432","2019","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",35788,31236,4552,"Conroe city, Texas",2744,2263,1867
"G48017000","2019","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",134604,119184,15420,"Corpus Christi city, Texas",1869,3288,3035
"G48019000","2019","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",589260,518998,70262,"Dallas city, Texas",6711,7150,4143
"G48019972","2019","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",51628,46151,5477,"Denton city, Texas",2894,2605,1712
"G48022660","2019","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",33635,30224,3411,"Edinburg city, Texas",2528,2147,1478
"G48024000","2019","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",250077,223076,27001,"El Paso city, Texas",2758,3642,3523
"G48026232","2019","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",27698,27199,499,"Flower Mound town, Texas",1629,1505,424
"G48027000","2019","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",346502,309097,37405,"Fort Worth city, Texas",6146,6094,3609
"G48027684","2019","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",73042,67851,5191,"Frisco city, Texas",2971,2598,1832
"G48029000","2019","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",76812,72410,4402,"Garland city, Texas",2905,2978,1240
"G48029336","2019","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",31341,29882,1459,"Georgetown city, Texas",2133,2051,799
"G48030464","2019","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",67103,62030,5073,"Grand Prairie city, Texas",2874,2570,1574
"G48032372","2019","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",26908,22901,4007,"Harlingen city, Texas",2216,1986,1249
"G48035000","2019","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",987158,876504,110654,"Houston city, Texas",9121,9872,7299
"G48037000","2019","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",90335,83345,6990,"Irving city, Texas",3809,3427,1857
"G48039148","2019","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",64280,57079,7201,"Killeen city, Texas",2198,1984,1557
"G48041464","2019","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",80365,73066,7299,"Laredo city, Texas",1096,2343,2024
"G48041980","2019","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",40565,38910,1655,"League City city, Texas",2467,2163,1057
