GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA02E001,AA02E002,AA02E003,NAME_M,AA02M001,AA02M002,AA02M003
"G51056000","2014","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",77396,68768,8628,"Newport News city, Virginia",662,1569,1422
"G51057000","2014","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",96690,87760,8930,"Norfolk city, Virginia",1255,1634,1311
"G51064000","2014","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",41056,37123,3933,"Portsmouth city, Virginia",574,1043,916
"G51067000","2014","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",100108,88421,11687,"Richmond city, Virginia",875,1778,1553
"G51068000","2014","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",47384,42636,4748,"Roanoke city, Virginia",342,1451,1393
"G51076432","2014","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",35201,30689,4512,"Suffolk city, Virginia",357,1199,1119
"G51082000","2014","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",182152,167008,15144,"Virginia Beach city, Virginia",1091,2587,2508
"G53003180","2014","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",29774,27524,2250,"Auburn city, Washington",2006,1829,922
"G53005210","2014","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",59317,53945,5372,"Bellevue city, Washington",2751,2402,1742
"G53005280","2014","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",37482,34963,2519,"Bellingham city, Washington",1880,1930,1092
"G53022640","2014","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",43767,40895,2872,"Everett city, Washington",2115,1992,836
"G53023515","2014","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",36864,35121,1743,"Federal Way city, Washington",1834,1655,843
"G53035275","2014","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",29428,27028,2400,"Kennewick city, Washington",1593,1431,943
"G53035415","2014","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",45137,41586,3551,"Kent city, Washington",2558,2260,1226
"G53035940","2014","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",36470,34240,2230,"Kirkland city, Washington",1450,1290,771
"G53043955","2014","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",25679,24298,1381,"Marysville city, Washington",1503,1375,720
"G53053545","2014","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",20958,20549,409,"Pasco city, Washington",928,956,347
"G53057745","2014","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",39530,36913,2617,"Renton city, Washington",1987,1845,989
"G53063000","2014","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",324490,304564,19926,"Seattle city, Washington",4291,4479,3279
"G53067000","2014","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",95947,85300,10647,"Spokane city, Washington",2296,2097,1743
"G53067167","2014","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",38957,36986,1971,"Spokane Valley city, Washington",1667,1538,874
"G53070000","2014","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",86224,78717,7507,"Tacoma city, Washington",2644,2620,1350
"G53074060","2014","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",70901,67721,3180,"Vancouver city, Washington",1930,1880,972
"G53080010","2014","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",35453,33212,2241,"Yakima city, Washington",1552,1530,981
"G55002375","2014","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",30075,28648,1427,"Appleton city, Wisconsin",1353,1213,670
"G55022300","2014","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",28433,27180,1253,"Eau Claire city, Wisconsin",995,1288,676
"G55031000","2014","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",45356,42292,3064,"Green Bay city, Wisconsin",1347,1538,1073
"G55039225","2014","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",40712,36471,4241,"Kenosha city, Wisconsin",1411,1510,1090
"G55048000","2014","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",110222,103771,6451,"Madison city, Wisconsin",2906,2821,1674
"G55053000","2014","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",259404,233161,26243,"Milwaukee city, Wisconsin",3166,3609,2480
"G55060500","2014","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",28883,26698,2185,"Oshkosh city, Wisconsin",1629,1533,805
"G55066000","2014","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",33581,29646,3935,"Racine city, Wisconsin",1491,1497,1154
"G55084250","2014","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",29067,28137,930,"Waukesha city, Wisconsin",1490,1426,702
"G72006593","2014","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",76292,65210,11082,"Bayamón zona urbana, Puerto Rico",1640,2165,1544
"G72010334","2014","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",34866,29881,4985,"Caguas zona urbana, Puerto Rico",1620,1698,1073
"G72014290","2014","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",71150,60040,11110,"Carolina zona urbana, Puerto Rico",1492,2105,1390
"G72032522","2014","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",31507,26674,4833,"Guaynabo zona urbana, Puerto Rico",1361,1499,984
"G72052431","2014","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",33216,23989,9227,"Mayagüez zona urbana, Puerto Rico",1174,1284,1184
"G72063820","2014","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",55923,46905,9018,"Ponce zona urbana, Puerto Rico",1855,1828,1358
"G72076770","2014","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",186678,143569,43109,"San Juan zona urbana, Puerto Rico",2255,3570,3019
