GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHNBE001,AHNBE002,AHNBE003,NAME_M,AHNBM001,AHNBM002,AHNBM003
"G48056348","2017","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",45356,42672,2684,"Pearland city, Texas",2493,2274,1423
"G48057200","2017","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",25785,22897,2888,"Pharr city, Texas",1926,1618,1123
"G48058016","2017","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",113234,106078,7156,"Plano city, Texas",3522,3217,1491
"G48061796","2017","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",47306,43017,4289,"Richardson city, Texas",2859,2577,1297
"G48063500","2017","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",41337,38368,2969,"Round Rock city, Texas",2165,2070,1347
"G48064472","2017","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",40865,35383,5482,"San Angelo city, Texas",1021,1733,1328
"G48065000","2017","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",552520,501645,50875,"San Antonio city, Texas",3697,5428,4340
"G48070808","2017","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",31472,29065,2407,"Sugar Land city, Texas",2321,2138,1086
"G48072176","2017","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",30721,27395,3326,"Temple city, Texas",1886,1778,1171
"G48072656","2017","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",46023,42621,3402,"The Woodlands CDP, Texas",3009,2866,1570
"G48074144","2017","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",42659,36030,6629,"Tyler city, Texas",1944,2013,1359
"G48075428","2017","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",27173,23876,3297,"Victoria city, Texas",953,1240,952
"G48076000","2017","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",55598,49706,5892,"Waco city, Texas",2115,2323,1423
"G48079000","2017","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",43939,37535,6404,"Wichita Falls city, Texas",2039,2317,1529
"G49043660","2017","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",24865,23579,1286,"Layton city, Utah",1371,1238,739
"G49055980","2017","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",32642,30058,2584,"Ogden city, Utah",1608,1609,797
"G49057300","2017","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",30331,28262,2069,"Orem city, Utah",1463,1250,821
"G49062470","2017","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",36817,34962,1855,"Provo city, Utah",1603,1553,695
"G49065330","2017","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",35834,29352,6482,"St. George city, Utah",1534,1970,1406
"G49067000","2017","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",85135,78086,7049,"Salt Lake City city, Utah",2745,2618,1520
"G49067440","2017","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",33338,31784,1554,"Sandy city, Utah",1800,1642,650
"G49070850","2017","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",22244,21745,499,"South Jordan city, Utah",1667,1693,451
"G49082950","2017","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",33066,32635,431,"West Jordan city, Utah",2158,2187,367
"G49083470","2017","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",41138,40010,1128,"West Valley City city, Utah",2230,2227,683
"G51001000","2017","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",76588,69667,6921,"Alexandria city, Virginia",405,1713,1597
"G51003000","2017","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",114002,104750,9252,"Arlington CDP, Virginia",547,2143,2120
"G51014440","2017","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",26180,24888,1292,"Centreville CDP, Virginia",1721,1594,621
"G51016000","2017","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",90870,83402,7468,"Chesapeake city, Virginia",739,2082,1955
"G51021088","2017","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",21515,20525,990,"Dale City CDP, Virginia",1806,1817,614
"G51035000","2017","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",60116,53267,6849,"Hampton city, Virginia",387,1436,1422
"G51047672","2017","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",32466,27814,4652,"Lynchburg city, Virginia",558,1456,1197
"G51056000","2017","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",77767,69249,8518,"Newport News city, Virginia",1029,2154,1733
"G51057000","2017","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",97931,87857,10074,"Norfolk city, Virginia",1513,2152,1488
"G51064000","2017","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",40891,36246,4645,"Portsmouth city, Virginia",599,1157,1087
"G51067000","2017","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",100120,87401,12719,"Richmond city, Virginia",761,2053,1978
"G51068000","2017","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",47006,42133,4873,"Roanoke city, Virginia",276,1319,1286
"G51076432","2017","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",36845,33077,3768,"Suffolk city, Virginia",94,1054,1045
"G51082000","2017","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",184999,168818,16181,"Virginia Beach city, Virginia",783,2960,2740
"G53003180","2017","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",31794,29701,2093,"Auburn city, Washington",2001,1812,958
"G53005210","2017","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",64692,59588,5104,"Bellevue city, Washington",2642,2171,1615
"G53005280","2017","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",40793,39465,1328,"Bellingham city, Washington",1892,1894,844
"G53022640","2017","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",45413,42895,2518,"Everett city, Washington",2496,2124,1021
"G53023515","2017","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",36546,35162,1384,"Federal Way city, Washington",1997,1874,608
"G53035275","2017","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",31127,29353,1774,"Kennewick city, Washington",1580,1620,923
"G53035415","2017","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",45588,43906,1682,"Kent city, Washington",2445,2337,895
"G53035940","2017","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",38611,36175,2436,"Kirkland city, Washington",1878,1584,988
"G53043955","2017","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",26144,25410,734,"Marysville city, Washington",1769,1644,574
"G53053545","2017","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",21442,20628,814,"Pasco city, Washington",1155,1192,554
"G53057745","2017","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",40116,38103,2013,"Renton city, Washington",2237,2098,933
"G53063000","2017","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",355293,329671,25622,"Seattle city, Washington",5813,5082,3652
"G53067000","2017","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",97944,90699,7245,"Spokane city, Washington",2626,2337,1667
"G53067167","2017","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",44237,41372,2865,"Spokane Valley city, Washington",2273,1836,969
"G53070000","2017","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",90476,83034,7442,"Tacoma city, Washington",2891,2591,1865
"G53074060","2017","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",72379,68395,3984,"Vancouver city, Washington",1976,1763,1254
"G53080010","2017","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",35663,33768,1895,"Yakima city, Washington",1956,1724,832
"G55002375","2017","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",31033,29323,1710,"Appleton city, Wisconsin",1391,1471,681
"G55022300","2017","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",28707,27785,922,"Eau Claire city, Wisconsin",1140,1260,627
"G55031000","2017","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",46042,43546,2496,"Green Bay city, Wisconsin",1400,1416,829
"G55039225","2017","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",40434,37867,2567,"Kenosha city, Wisconsin",1374,1381,871
"G55048000","2017","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",116145,111035,5110,"Madison city, Wisconsin",2618,2902,1452
"G55053000","2017","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",260581,228054,32527,"Milwaukee city, Wisconsin",3444,4186,2846
"G55060500","2017","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",29597,27122,2475,"Oshkosh city, Wisconsin",1363,1403,903
"G55066000","2017","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",33260,30633,2627,"Racine city, Wisconsin",1483,1359,782
"G55084250","2017","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",34247,32294,1953,"Waukesha city, Wisconsin",1461,1457,1079
"G72006593","2017","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",74994,58417,16577,"Bayamón zona urbana, Puerto Rico",1519,2443,1931
"G72010334","2017","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",34633,28031,6602,"Caguas zona urbana, Puerto Rico",1798,2065,1287
"G72014290","2017","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",69891,57566,12325,"Carolina zona urbana, Puerto Rico",1656,2341,1788
"G72032522","2017","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",30717,21736,8981,"Guaynabo zona urbana, Puerto Rico",1259,1448,1404
"G72063820","2017","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",53183,42072,11111,"Ponce zona urbana, Puerto Rico",1631,2020,1415
"G72076770","2017","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",182867,135460,47407,"San Juan zona urbana, Puerto Rico",2618,3252,2878
