GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APKFE001,NAME_M,APKFM001
"G06068378","2022","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"1600000US0668378","0668378","San Ramon city, California",85959,"San Ramon city, California",39
"G06069000","2022","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"1600000US0669000","0669000","Santa Ana city, California",308203,"Santa Ana city, California",88
"G06069070","2022","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"1600000US0669070","0669070","Santa Barbara city, California",87519,"Santa Barbara city, California",54
"G06069084","2022","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"1600000US0669084","0669084","Santa Clara city, California",126920,"Santa Clara city, California",57
"G06069088","2022","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"1600000US0669088","0669088","Santa Clarita city, California",221362,"Santa Clarita city, California",62
"G06069196","2022","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"1600000US0669196","0669196","Santa Maria city, California",110124,"Santa Maria city, California",24
"G06070000","2022","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"1600000US0670000","0670000","Santa Monica city, California",89951,"Santa Monica city, California",29
"G06070098","2022","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"1600000US0670098","0670098","Santa Rosa city, California",177185,"Santa Rosa city, California",41
"G06072016","2022","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"1600000US0672016","0672016","Simi Valley city, California",124395,"Simi Valley city, California",55
"G06073080","2022","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"1600000US0673080","0673080","South Gate city, California",90935,"South Gate city, California",41
"G06075000","2022","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"1600000US0675000","0675000","Stockton city, California",321796,"Stockton city, California",82
"G06077000","2022","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"1600000US0677000","0677000","Sunnyvale city, California",153076,"Sunnyvale city, California",61
"G06078120","2022","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"1600000US0678120","0678120","Temecula city, California",111763,"Temecula city, California",51
"G06078582","2022","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"1600000US0678582","0678582","Thousand Oaks city, California",124257,"Thousand Oaks city, California",69
"G06080000","2022","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"1600000US0680000","0680000","Torrance city, California",141127,"Torrance city, California",30
"G06080238","2022","CA",,,"California","06",,,"Tracy city","80238",,,,,,,,,,,,,,,,"1600000US0680238","0680238","Tracy city, California",97328,"Tracy city, California",35
"G06080644","2022","CA",,,"California","06",,,"Tulare city","80644",,,,,,,,,,,,,,,,"1600000US0680644","0680644","Tulare city, California",70690,"Tulare city, California",27
"G06080812","2022","CA",,,"California","06",,,"Turlock city","80812",,,,,,,,,,,,,,,,"1600000US0680812","0680812","Turlock city, California",72307,"Turlock city, California",30
"G06080854","2022","CA",,,"California","06",,,"Tustin city","80854",,,,,,,,,,,,,,,,"1600000US0680854","0680854","Tustin city, California",78412,"Tustin city, California",41
"G06081204","2022","CA",,,"California","06",,,"Union City city","81204",,,,,,,,,,,,,,,,"1600000US0681204","0681204","Union City city, California",67049,"Union City city, California",41
"G06081344","2022","CA",,,"California","06",,,"Upland city","81344",,,,,,,,,,,,,,,,"1600000US0681344","0681344","Upland city, California",78851,"Upland city, California",44
"G06081554","2022","CA",,,"California","06",,,"Vacaville city","81554",,,,,,,,,,,,,,,,"1600000US0681554","0681554","Vacaville city, California",101898,"Vacaville city, California",75
"G06081666","2022","CA",,,"California","06",,,"Vallejo city","81666",,,,,,,,,,,,,,,,"1600000US0681666","0681666","Vallejo city, California",123583,"Vallejo city, California",77
"G06082590","2022","CA",,,"California","06",,,"Victorville city","82590",,,,,,,,,,,,,,,,"1600000US0682590","0682590","Victorville city, California",137224,"Victorville city, California",41
"G06082954","2022","CA",,,"California","06",,,"Visalia city","82954",,,,,,,,,,,,,,,,"1600000US0682954","0682954","Visalia city, California",143965,"Visalia city, California",34
"G06082996","2022","CA",,,"California","06",,,"Vista city","82996",,,,,,,,,,,,,,,,"1600000US0682996","0682996","Vista city, California",97766,"Vista city, California",34
"G06083346","2022","CA",,,"California","06",,,"Walnut Creek city","83346",,,,,,,,,,,,,,,,"1600000US0683346","0683346","Walnut Creek city, California",68969,"Walnut Creek city, California",33
"G06084200","2022","CA",,,"California","06",,,"West Covina city","84200",,,,,,,,,,,,,,,,"1600000US0684200","0684200","West Covina city, California",105032,"West Covina city, California",73
"G06084550","2022","CA",,,"California","06",,,"Westminster city","84550",,,,,,,,,,,,,,,,"1600000US0684550","0684550","Westminster city, California",89399,"Westminster city, California",45
"G06085292","2022","CA",,,"California","06",,,"Whittier city","85292",,,,,,,,,,,,,,,,"1600000US0685292","0685292","Whittier city, California",84503,"Whittier city, California",40
"G06086832","2022","CA",,,"California","06",,,"Yorba Linda city","86832",,,,,,,,,,,,,,,,"1600000US0686832","0686832","Yorba Linda city, California",67077,"Yorba Linda city, California",51
"G06086972","2022","CA",,,"California","06",,,"Yuba City city","86972",,,,,,,,,,,,,,,,"1600000US0686972","0686972","Yuba City city, California",69004,"Yuba City city, California",36
"G08003455","2022","CO",,,"Colorado","08",,,"Arvada city","03455",,,,,,,,,,,,,,,,"1600000US0803455","0803455","Arvada city, Colorado",121672,"Arvada city, Colorado",1830
"G08004000","2022","CO",,,"Colorado","08",,,"Aurora city","04000",,,,,,,,,,,,,,,,"1600000US0804000","0804000","Aurora city, Colorado",393319,"Aurora city, Colorado",1353
"G08007850","2022","CO",,,"Colorado","08",,,"Boulder city","07850",,,,,,,,,,,,,,,,"1600000US0807850","0807850","Boulder city, Colorado",105482,"Boulder city, Colorado",23
"G08009280","2022","CO",,,"Colorado","08",,,"Broomfield city","09280",,,,,,,,,,,,,,,,"1600000US0809280","0809280","Broomfield city, Colorado",76121,"Broomfield city, Colorado",
"G08012415","2022","CO",,,"Colorado","08",,,"Castle Rock town","12415",,,,,,,,,,,,,,,,"1600000US0812415","0812415","Castle Rock town, Colorado",80192,"Castle Rock town, Colorado",28
"G08012815","2022","CO",,,"Colorado","08",,,"Centennial city","12815",,,,,,,,,,,,,,,,"1600000US0812815","0812815","Centennial city, Colorado",105860,"Centennial city, Colorado",40
"G08016000","2022","CO",,,"Colorado","08",,,"Colorado Springs city","16000",,,,,,,,,,,,,,,,"1600000US0816000","0816000","Colorado Springs city, Colorado",486228,"Colorado Springs city, Colorado",86
"G08016495","2022","CO",,,"Colorado","08",,,"Commerce City city","16495",,,,,,,,,,,,,,,,"1600000US0816495","0816495","Commerce City city, Colorado",66116,"Commerce City city, Colorado",28
"G08020000","2022","CO",,,"Colorado","08",,,"Denver city","20000",,,,,,,,,,,,,,,,"1600000US0820000","0820000","Denver city, Colorado",713252,"Denver city, Colorado",
"G08027425","2022","CO",,,"Colorado","08",,,"Fort Collins city","27425",,,,,,,,,,,,,,,,"1600000US0827425","0827425","Fort Collins city, Colorado",169248,"Fort Collins city, Colorado",26
"G08031660","2022","CO",,,"Colorado","08",,,"Grand Junction city","31660",,,,,,,,,,,,,,,,"1600000US0831660","0831660","Grand Junction city, Colorado",68054,"Grand Junction city, Colorado",71
"G08032155","2022","CO",,,"Colorado","08",,,"Greeley city","32155",,,,,,,,,,,,,,,,"1600000US0832155","0832155","Greeley city, Colorado",109203,"Greeley city, Colorado",34
"G08036410","2022","CO",,,"Colorado","08",,,"Highlands Ranch CDP","36410",,,,,,,,,,,,,,,,"1600000US0836410","0836410","Highlands Ranch CDP, Colorado",103830,"Highlands Ranch CDP, Colorado",5647
"G08043000","2022","CO",,,"Colorado","08",,,"Lakewood city","43000",,,,,,,,,,,,,,,,"1600000US0843000","0843000","Lakewood city, Colorado",156114,"Lakewood city, Colorado",39
"G08045970","2022","CO",,,"Colorado","08",,,"Longmont city","45970",,,,,,,,,,,,,,,,"1600000US0845970","0845970","Longmont city, Colorado",100656,"Longmont city, Colorado",2021
"G08046465","2022","CO",,,"Colorado","08",,,"Loveland city","46465",,,,,,,,,,,,,,,,"1600000US0846465","0846465","Loveland city, Colorado",77890,"Loveland city, Colorado",37
"G08062000","2022","CO",,,"Colorado","08",,,"Pueblo city","62000",,,,,,,,,,,,,,,,"1600000US0862000","0862000","Pueblo city, Colorado",111449,"Pueblo city, Colorado",37
"G08077290","2022","CO",,,"Colorado","08",,,"Thornton city","77290",,,,,,,,,,,,,,,,"1600000US0877290","0877290","Thornton city, Colorado",143279,"Thornton city, Colorado",38
"G08083835","2022","CO",,,"Colorado","08",,,"Westminster city","83835",,,,,,,,,,,,,,,,"1600000US0883835","0883835","Westminster city, Colorado",114539,"Westminster city, Colorado",39
"G09008000","2022","CT",,,"Connecticut","09",,,"Bridgeport city","08000",,,,,,,,,,,,,,,,"1600000US0908000","0908000","Bridgeport city, Connecticut",148365,"Bridgeport city, Connecticut",48
"G09018430","2022","CT",,,"Connecticut","09",,,"Danbury city","18430",,,,,,,,,,,,,,,,"1600000US0918430","0918430","Danbury city, Connecticut",86971,"Danbury city, Connecticut",33
"G09037000","2022","CT",,,"Connecticut","09",,,"Hartford city","37000",,,,,,,,,,,,,,,,"1600000US0937000","0937000","Hartford city, Connecticut",120682,"Hartford city, Connecticut",37
"G09050370","2022","CT",,,"Connecticut","09",,,"New Britain city","50370",,,,,,,,,,,,,,,,"1600000US0950370","0950370","New Britain city, Connecticut",74408,"New Britain city, Connecticut",52
"G09052000","2022","CT",,,"Connecticut","09",,,"New Haven city","52000",,,,,,,,,,,,,,,,"1600000US0952000","0952000","New Haven city, Connecticut",138909,"New Haven city, Connecticut",41
"G09055990","2022","CT",,,"Connecticut","09",,,"Norwalk city","55990",,,,,,,,,,,,,,,,"1600000US0955990","0955990","Norwalk city, Connecticut",91381,"Norwalk city, Connecticut",69
"G09073000","2022","CT",,,"Connecticut","09",,,"Stamford city","73000",,,,,,,,,,,,,,,,"1600000US0973000","0973000","Stamford city, Connecticut",136197,"Stamford city, Connecticut",45
"G09080000","2022","CT",,,"Connecticut","09",,,"Waterbury city","80000",,,,,,,,,,,,,,,,"1600000US0980000","0980000","Waterbury city, Connecticut",115009,"Waterbury city, Connecticut",36
"G10077580","2022","DE",,,"Delaware","10",,,"Wilmington city","77580",,,,,,,,,,,,,,,,"1600000US1077580","1077580","Wilmington city, Delaware",71568,"Wilmington city, Delaware",20
"G11050000","2022","DC",,,"District of Columbia","11",,,"Washington city","50000",,,,,,,,,,,,,,,,"1600000US1150000","1150000","Washington city, District of Columbia",671803,"Washington city, District of Columbia",
"G12000410","2022","FL",,,"Florida","12",,,"Alafaya CDP","00410",,,,,,,,,,,,,,,,"1600000US1200410","1200410","Alafaya CDP, Florida",91249,"Alafaya CDP, Florida",8612
"G12007300","2022","FL",,,"Florida","12",,,"Boca Raton city","07300",,,,,,,,,,,,,,,,"1600000US1207300","1207300","Boca Raton city, Florida",98997,"Boca Raton city, Florida",51
"G12007875","2022","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"1600000US1207875","1207875","Boynton Beach city, Florida",80866,"Boynton Beach city, Florida",35
"G12008150","2022","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"1600000US1208150","1208150","Brandon CDP, Florida",126628,"Brandon CDP, Florida",10875
"G12010275","2022","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"1600000US1210275","1210275","Cape Coral city, Florida",216984,"Cape Coral city, Florida",43
"G12012875","2022","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"1600000US1212875","1212875","Clearwater city, Florida",117010,"Clearwater city, Florida",64
"G12014400","2022","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"1600000US1214400","1214400","Coral Springs city, Florida",133365,"Coral Springs city, Florida",38
"G12016475","2022","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"1600000US1216475","1216475","Davie town, Florida",106488,"Davie town, Florida",85
"G12016525","2022","FL",,,"Florida","12",,,"Daytona Beach city","16525",,,,,,,,,,,,,,,,"1600000US1216525","1216525","Daytona Beach city, Florida",77957,"Daytona Beach city, Florida",26
"G12016725","2022","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"1600000US1216725","1216725","Deerfield Beach city, Florida",86781,"Deerfield Beach city, Florida",41
"G12017100","2022","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"1600000US1217100","1217100","Delray Beach city, Florida",67035,"Delray Beach city, Florida",33
"G12017200","2022","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"1600000US1217200","1217200","Deltona city, Florida",97285,"Deltona city, Florida",62
"G12017935","2022","FL",,,"Florida","12",,,"Doral city","17935",,,,,,,,,,,,,,,,"1600000US1217935","1217935","Doral city, Florida",76999,"Doral city, Florida",61
"G12024000","2022","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"1600000US1224000","1224000","Fort Lauderdale city, Florida",183156,"Fort Lauderdale city, Florida",51
"G12024125","2022","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"1600000US1224125","1224125","Fort Myers city, Florida",95935,"Fort Myers city, Florida",48
"G12024581","2022","FL",,,"Florida","12",,,"Four Corners CDP","24581",,,,,,,,,,,,,,,,"1600000US1224581","1224581","Four Corners CDP, Florida",77430,"Four Corners CDP, Florida",9717
"G12025175","2022","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"1600000US1225175","1225175","Gainesville city, Florida",145212,"Gainesville city, Florida",26
"G12030000","2022","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"1600000US1230000","1230000","Hialeah city, Florida",220274,"Hialeah city, Florida",67
"G12032000","2022","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"1600000US1232000","1232000","Hollywood city, Florida",152662,"Hollywood city, Florida",52
"G12032275","2022","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"1600000US1232275","1232275","Homestead city, Florida",81559,"Homestead city, Florida",31
"G12035000","2022","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"1600000US1235000","1235000","Jacksonville city, Florida",971315,"Jacksonville city, Florida",24
"G12036100","2022","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"1600000US1236100","1236100","Kendall CDP, Florida",80912,"Kendall CDP, Florida",9293
"G12036950","2022","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"1600000US1236950","1236950","Kissimmee city, Florida",80009,"Kissimmee city, Florida",33
"G12038250","2022","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"1600000US1238250","1238250","Lakeland city, Florida",120044,"Lakeland city, Florida",87
"G12039425","2022","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"1600000US1239425","1239425","Largo city, Florida",82474,"Largo city, Florida",60
"G12039550","2022","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"1600000US1239550","1239550","Lauderhill city, Florida",73637,"Lauderhill city, Florida",27
"G12039925","2022","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"1600000US1239925","1239925","Lehigh Acres CDP, Florida",136910,"Lehigh Acres CDP, Florida",9525
"G12043975","2022","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"1600000US1243975","1243975","Melbourne city, Florida",86439,"Melbourne city, Florida",30
"G12045000","2022","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"1600000US1245000","1245000","Miami city, Florida",449484,"Miami city, Florida",117
"G12045025","2022","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"1600000US1245025","1245025","Miami Beach city, Florida",80027,"Miami Beach city, Florida",38
"G12045060","2022","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"1600000US1245060","1245060","Miami Gardens city, Florida",110491,"Miami Gardens city, Florida",38
"G12045975","2022","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"1600000US1245975","1245975","Miramar city, Florida",137208,"Miramar city, Florida",74
"G12049675","2022","FL",,,"Florida","12",,,"North Port city","49675",,,,,,,,,,,,,,,,"1600000US1249675","1249675","North Port city, Florida",85102,"North Port city, Florida",27
"G12050750","2022","FL",,,"Florida","12",,,"Ocala city","50750",,,,,,,,,,,,,,,,"1600000US1250750","1250750","Ocala city, Florida",65498,"Ocala city, Florida",69
"G12053000","2022","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"1600000US1253000","1253000","Orlando city, Florida",316086,"Orlando city, Florida",50
"G12054000","2022","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"1600000US1254000","1254000","Palm Bay city, Florida",129246,"Palm Bay city, Florida",51
"G12054200","2022","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"1600000US1254200","1254200","Palm Coast city, Florida",98411,"Palm Coast city, Florida",19
"G12054350","2022","FL",,,"Florida","12",,,"Palm Harbor CDP","54350",,,,,,,,,,,,,,,,"1600000US1254350","1254350","Palm Harbor CDP, Florida",68005,"Palm Harbor CDP, Florida",6955
"G12055775","2022","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"1600000US1255775","1255775","Pembroke Pines city, Florida",169875,"Pembroke Pines city, Florida",40
"G12056825","2022","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"1600000US1256825","1256825","Pine Hills CDP, Florida",72291,"Pine Hills CDP, Florida",9292
"G12057425","2022","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"1600000US1257425","1257425","Plantation city, Florida",96046,"Plantation city, Florida",29
"G12057900","2022","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"1600000US1257900","1257900","Poinciana CDP, Florida",75778,"Poinciana CDP, Florida",9222
"G12058050","2022","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"1600000US1258050","1258050","Pompano Beach city, Florida",112308,"Pompano Beach city, Florida",41
"G12058350","2022","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"1600000US1258350","1258350","Port Charlotte CDP, Florida",69625,"Port Charlotte CDP, Florida",4768
"G12058715","2022","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"1600000US1258715","1258715","Port St. Lucie city, Florida",231804,"Port St. Lucie city, Florida",52
"G12060950","2022","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"1600000US1260950","1260950","Riverview CDP, Florida",114454,"Riverview CDP, Florida",13552
"G12063000","2022","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"1600000US1263000","1263000","St. Petersburg city, Florida",261245,"St. Petersburg city, Florida",53
"G12068350","2022","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"1600000US1268350","1268350","Spring Hill CDP, Florida",125603,"Spring Hill CDP, Florida",6139
"G12069700","2022","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"1600000US1269700","1269700","Sunrise city, Florida",96291,"Sunrise city, Florida",59
"G12070600","2022","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"1600000US1270600","1270600","Tallahassee city, Florida",201728,"Tallahassee city, Florida",37
"G12070675","2022","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"1600000US1270675","1270675","Tamarac city, Florida",71915,"Tamarac city, Florida",29
"G12071000","2022","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"1600000US1271000","1271000","Tampa city, Florida",398160,"Tampa city, Florida",62
"G12071625","2022","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"1600000US1271625","1271625","The Villages CDP, Florida",78517,"The Villages CDP, Florida",3405
"G12072145","2022","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"1600000US1272145","1272145","Town 'n' Country CDP, Florida",87521,"Town 'n' Country CDP, Florida",9741
"G12075875","2022","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"1600000US1275875","1275875","Wesley Chapel CDP, Florida",81390,"Wesley Chapel CDP, Florida",8066
"G12076582","2022","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"1600000US1276582","1276582","Weston city, Florida",67676,"Weston city, Florida",27
"G12076600","2022","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"1600000US1276600","1276600","West Palm Beach city, Florida",120922,"West Palm Beach city, Florida",43
"G13001052","2022","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"1600000US1301052","1301052","Albany city, Georgia",67922,"Albany city, Georgia",2547
"G13001696","2022","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"1600000US1301696","1301696","Alpharetta city, Georgia",67276,"Alpharetta city, Georgia",46
"G13003440","2022","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"1600000US1303440","1303440","Athens-Clarke County unified government (balance), Georgia",127981,"Athens-Clarke County unified government (balance), Georgia",843
"G13004000","2022","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"1600000US1304000","1304000","Atlanta city, Georgia",499121,"Atlanta city, Georgia",48
"G13004204","2022","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"1600000US1304204","1304204","Augusta-Richmond County consolidated government (balance), Georgia",202596,"Augusta-Richmond County consolidated government (balance), Georgia",1494
"G13019000","2022","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"1600000US1319000","1319000","Columbus city, Georgia",202616,"Columbus city, Georgia",
"G13042425","2022","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"1600000US1342425","1342425","Johns Creek city, Georgia",82458,"Johns Creek city, Georgia",42
"G13049008","2022","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"1600000US1349008","1349008","Macon-Bibb County, Georgia",156197,"Macon-Bibb County, Georgia",
"G13067284","2022","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"1600000US1367284","1367284","Roswell city, Georgia",92945,"Roswell city, Georgia",37
"G13068516","2022","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"1600000US1368516","1368516","Sandy Springs city, Georgia",107767,"Sandy Springs city, Georgia",29
"G13069000","2022","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"1600000US1369000","1369000","Savannah city, Georgia",147987,"Savannah city, Georgia",59
"G13072122","2022","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"1600000US1372122","1372122","South Fulton city, Georgia",111151,"South Fulton city, Georgia",31
"G13080508","2022","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"1600000US1380508","1380508","Warner Robins city, Georgia",81833,"Warner Robins city, Georgia",215
"G15071550","2022","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"1600000US1571550","1571550","Urban Honolulu CDP, Hawaii",343437,"Urban Honolulu CDP, Hawaii",66
"G16008830","2022","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"1600000US1608830","1608830","Boise City city, Idaho",236632,"Boise City city, Idaho",44
"G16012250","2022","ID",,,"Idaho","16",,,"Caldwell city","12250",,,,,,,,,,,,,,,,"1600000US1612250","1612250","Caldwell city, Idaho",65925,"Caldwell city, Idaho",34
"G16039700","2022","ID",,,"Idaho","16",,,"Idaho Falls city","39700",,,,,,,,,,,,,,,,"1600000US1639700","1639700","Idaho Falls city, Idaho",67718,"Idaho Falls city, Idaho",23
"G16052120","2022","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"1600000US1652120","1652120","Meridian city, Idaho",129730,"Meridian city, Idaho",33
"G16056260","2022","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"1600000US1656260","1656260","Nampa city, Idaho",110932,"Nampa city, Idaho",65
"G17002154","2022","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"1600000US1702154","1702154","Arlington Heights village, Illinois",74207,"Arlington Heights village, Illinois",2759
"G17003012","2022","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"1600000US1703012","1703012","Aurora city, Illinois",182336,"Aurora city, Illinois",5858
"G17006613","2022","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"1600000US1706613","1706613","Bloomington city, Illinois",78874,"Bloomington city, Illinois",38
"G17007133","2022","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"1600000US1707133","1707133","Bolingbrook village, Illinois",75444,"Bolingbrook village, Illinois",3389
"G17012385","2022","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"1600000US1712385","1712385","Champaign city, Illinois",89245,"Champaign city, Illinois",28
"G17014000","2022","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"1600000US1714000","1714000","Chicago city, Illinois",2665064,"Chicago city, Illinois",84
"G17014351","2022","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"1600000US1714351","1714351","Cicero town, Illinois",81916,"Cicero town, Illinois",26
"G17018823","2022","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"1600000US1718823","1718823","Decatur city, Illinois",70396,"Decatur city, Illinois",3531
"G17023074","2022","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"1600000US1723074","1723074","Elgin city, Illinois",109634,"Elgin city, Illinois",6176
"G17024582","2022","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"1600000US1724582","1724582","Evanston city, Illinois",75538,"Evanston city, Illinois",33
"G17038570","2022","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"1600000US1738570","1738570","Joliet city, Illinois",147696,"Joliet city, Illinois",5807
"G17051622","2022","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"1600000US1751622","1751622","Naperville city, Illinois",148508,"Naperville city, Illinois",1396
"G17057225","2022","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"1600000US1757225","1757225","Palatine village, Illinois",65428,"Palatine village, Illinois",29
