GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUWE001,NAME_M,AIUWM001
"G40023200","2018","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",93118,"Edmond city, Oklahoma",47
"G40041850","2018","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",92860,"Lawton city, Oklahoma",22
"G40052500","2018","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",123469,"Norman city, Oklahoma",32
"G40055000","2018","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",649410,"Oklahoma City city, Oklahoma",706
"G40075000","2018","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",401112,"Tulsa city, Oklahoma",986
"G41005350","2018","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",98951,"Beaverton city, Oregon",53
"G41005800","2018","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",97590,"Bend city, Oregon",25
"G41023850","2018","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",171259,"Eugene city, Oregon",68
"G41031250","2018","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",110165,"Gresham city, Oregon",43
"G41034100","2018","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",108382,"Hillsboro city, Oregon",43
"G41047000","2018","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",82348,"Medford city, Oregon",26
"G41059000","2018","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",652573,"Portland city, Oregon",938
"G41064900","2018","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",173420,"Salem city, Oregon",74
"G42002000","2018","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",121429,"Allentown city, Pennsylvania",36
"G42006088","2018","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",75979,"Bethlehem city, Pennsylvania",2727
"G42024000","2018","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",96459,"Erie city, Pennsylvania",46
"G42060000","2018","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1584138,"Philadelphia city, Pennsylvania",0
"G42061000","2018","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",301038,"Pittsburgh city, Pennsylvania",45
"G42063624","2018","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",88508,"Reading city, Pennsylvania",41
"G42069000","2018","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",77186,"Scranton city, Pennsylvania",30
"G44019180","2018","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",81282,"Cranston city, Rhode Island",33
"G44054640","2018","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",71842,"Pawtucket city, Rhode Island",35
"G44059000","2018","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",179335,"Providence city, Rhode Island",29
"G44074300","2018","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",80842,"Warwick city, Rhode Island",26
"G45013330","2018","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",141088,"Charleston city, South Carolina",2482
"G45016000","2018","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",133610,"Columbia city, South Carolina",626
"G45030850","2018","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",68543,"Greenville city, South Carolina",69
"G45048535","2018","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",89340,"Mount Pleasant town, South Carolina",24
"G45050875","2018","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",119214,"North Charleston city, South Carolina",4457
"G45061405","2018","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",74308,"Rock Hill city, South Carolina",30
"G46052980","2018","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",75448,"Rapid City city, South Dakota",31
"G46059020","2018","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",181906,"Sioux Falls city, South Dakota",76
"G47014000","2018","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",180551,"Chattanooga city, Tennessee",39
"G47015160","2018","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",156800,"Clarksville city, Tennessee",33
"G47027740","2018","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",80920,"Franklin city, Tennessee",32
"G47037640","2018","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",66900,"Jackson city, Tennessee",23
"G47038320","2018","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",68245,"Johnson City city, Tennessee",1526
"G47040000","2018","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",187514,"Knoxville city, Tennessee",57
"G47048000","2018","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",650632,"Memphis city, Tennessee",53
"G47051560","2018","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",141336,"Murfreesboro city, Tennessee",39
"G47052006","2018","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",665498,"Nashville-Davidson metropolitan government (balance), Tennessee",4419
"G48001000","2018","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",125456,"Abilene city, Texas",3546
"G48001924","2018","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",103378,"Allen city, Texas",29
"G48003000","2018","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",200880,"Amarillo city, Texas",2284
"G48004000","2018","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",398122,"Arlington city, Texas",60
"G48004462","2018","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",86243,"Atascocita CDP, Texas",8729
"G48005000","2018","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",964243,"Austin city, Texas",72
"G48006128","2018","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",77962,"Baytown city, Texas",2505
"G48007000","2018","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",118425,"Beaumont city, Texas",36
"G48010768","2018","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",183389,"Brownsville city, Texas",35
"G48010912","2018","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",85447,"Bryan city, Texas",24
"G48013024","2018","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",136869,"Carrollton city, Texas",53
"G48013552","2018","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",75553,"Cedar Park city, Texas",1335
"G48015976","2018","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",116218,"College Station city, Texas",22
"G48016432","2018","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",87656,"Conroe city, Texas",30
"G48017000","2018","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",326566,"Corpus Christi city, Texas",44
"G48019000","2018","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1345076,"Dallas city, Texas",128
"G48019972","2018","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",138553,"Denton city, Texas",49
"G48022660","2018","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",98671,"Edinburg city, Texas",36
"G48024000","2018","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",682686,"El Paso city, Texas",66
"G48026232","2018","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",77038,"Flower Mound town, Texas",62
"G48027000","2018","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",898919,"Fort Worth city, Texas",3846
"G48027684","2018","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",188153,"Frisco city, Texas",80
"G48029000","2018","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",242402,"Garland city, Texas",495
"G48029336","2018","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",74176,"Georgetown city, Texas",31
"G48030464","2018","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",194600,"Grand Prairie city, Texas",58
"G48032372","2018","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",65434,"Harlingen city, Texas",27
"G48035000","2018","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2326090,"Houston city, Texas",2841
"G48037000","2018","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",242228,"Irving city, Texas",56
"G48039148","2018","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",149102,"Killeen city, Texas",35
"G48041464","2018","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",259512,"Laredo city, Texas",3367
"G48041980","2018","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",106188,"League City city, Texas",2258
"G48042508","2018","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",106205,"Lewisville city, Texas",416
"G48043888","2018","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",81424,"Longview city, Texas",1051
"G48045000","2018","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",255885,"Lubbock city, Texas",31
"G48045384","2018","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",143429,"McAllen city, Texas",29
"G48045744","2018","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",191666,"McKinney city, Texas",86
"G48046452","2018","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",74786,"Mansfield city, Texas",2404
"G48047892","2018","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",142874,"Mesquite city, Texas",228
"G48048072","2018","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",142339,"Midland city, Texas",24
"G48048768","2018","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",84829,"Mission city, Texas",27
"G48048804","2018","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",72978,"Missouri City city, Texas",1984
"G48050820","2018","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",85566,"New Braunfels city, Texas",3695
"G48052356","2018","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",70839,"North Richland Hills city, Texas",33
"G48053388","2018","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",122440,"Odessa city, Texas",1628
"G48056000","2018","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",153212,"Pasadena city, Texas",48
"G48056348","2018","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",124321,"Pearland city, Texas",2665
"G48057200","2018","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",79704,"Pharr city, Texas",28
"G48058016","2018","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",287765,"Plano city, Texas",1434
"G48061796","2018","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",120954,"Richardson city, Texas",99
"G48063500","2018","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",128490,"Round Rock city, Texas",880
"G48063572","2018","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"16000US4863572","Rowlett city, Texas",66686,"Rowlett city, Texas",2452
"G48064472","2018","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",101824,"San Angelo city, Texas",2967
"G48065000","2018","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1532212,"San Antonio city, Texas",75
"G48070808","2018","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",118614,"Sugar Land city, Texas",54
"G48072176","2018","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",76251,"Temple city, Texas",31
"G48072656","2018","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",107305,"The Woodlands CDP, Texas",9921
"G48074144","2018","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",105727,"Tyler city, Texas",25
"G48075428","2018","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",67020,"Victoria city, Texas",27
"G48076000","2018","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",138180,"Waco city, Texas",33
"G48079000","2018","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",104568,"Wichita Falls city, Texas",36
"G49043660","2018","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",77306,"Layton city, Utah",28
"G49044320","2018","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"16000US4944320","Lehi city, Utah",66029,"Lehi city, Utah",40
"G49055980","2018","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",87305,"Ogden city, Utah",71
"G49057300","2018","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",97512,"Orem city, Utah",38
"G49062470","2018","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",116713,"Provo city, Utah",45
"G49065330","2018","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",87178,"St. George city, Utah",28
"G49067000","2018","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",200576,"Salt Lake City city, Utah",61
"G49067440","2018","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",96901,"Sandy city, Utah",31
"G49070850","2018","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",74155,"South Jordan city, Utah",34
"G49082950","2018","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",116047,"West Jordan city, Utah",44
"G49083470","2018","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",136420,"West Valley City city, Utah",73
"G51001000","2018","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",160530,"Alexandria city, Virginia",0
"G51003000","2018","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",237521,"Arlington CDP, Virginia",0
"G51014440","2018","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",78356,"Centreville CDP, Virginia",6048
"G51016000","2018","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",242634,"Chesapeake city, Virginia",0
"G51021088","2018","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",68805,"Dale City CDP, Virginia",6402
"G51035000","2018","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",134313,"Hampton city, Virginia",0
"G51047672","2018","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",82126,"Lynchburg city, Virginia",0
"G51056000","2018","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",178626,"Newport News city, Virginia",0
"G51057000","2018","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",244076,"Norfolk city, Virginia",0
"G51064000","2018","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",94632,"Portsmouth city, Virginia",0
"G51067000","2018","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",228783,"Richmond city, Virginia",0
"G51068000","2018","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",99920,"Roanoke city, Virginia",0
"G51076432","2018","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",91185,"Suffolk city, Virginia",0
"G51082000","2018","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",450189,"Virginia Beach city, Virginia",0
"G53003180","2018","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",82782,"Auburn city, Washington",2467
"G53005210","2018","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",147595,"Bellevue city, Washington",37
"G53005280","2018","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",90660,"Bellingham city, Washington",29
"G53022640","2018","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",111263,"Everett city, Washington",35
"G53023515","2018","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",97037,"Federal Way city, Washington",38
"G53035275","2018","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",82950,"Kennewick city, Washington",32
"G53035415","2018","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",129613,"Kent city, Washington",43
"G53035940","2018","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",89557,"Kirkland city, Washington",32
"G53043955","2018","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",69765,"Marysville city, Washington",53
"G53053545","2018","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",71727,"Pasco city, Washington",4396
"G53057535","2018","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"16000US5357535","Redmond city, Washington",67680,"Redmond city, Washington",35
"G53057745","2018","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",102152,"Renton city, Washington",28
"G53061115","2018","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"16000US5361115","Sammamish city, Washington",65726,"Sammamish city, Washington",36
"G53063000","2018","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",744949,"Seattle city, Washington",48
"G53067000","2018","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",219197,"Spokane city, Washington",39
"G53067167","2018","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",99703,"Spokane Valley city, Washington",26
"G53070000","2018","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",216271,"Tacoma city, Washington",48
"G53074060","2018","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",183017,"Vancouver city, Washington",39
"G53080010","2018","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",93874,"Yakima city, Washington",47
"G55002375","2018","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",74345,"Appleton city, Wisconsin",2181
"G55022300","2018","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",68256,"Eau Claire city, Wisconsin",662
"G55031000","2018","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",104880,"Green Bay city, Wisconsin",27
"G55039225","2018","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",100151,"Kenosha city, Wisconsin",49
"G55048000","2018","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",258034,"Madison city, Wisconsin",81
"G55053000","2018","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",592002,"Milwaukee city, Wisconsin",85
"G55060500","2018","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",66737,"Oshkosh city, Wisconsin",36
"G55066000","2018","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",77434,"Racine city, Wisconsin",26
"G55084250","2018","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",72549,"Waukesha city, Wisconsin",30
"G72006593","2018","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",155832,"Bayamón zona urbana, Puerto Rico",2766
"G72010334","2018","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",72704,"Caguas zona urbana, Puerto Rico",4833
"G72014290","2018","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",133734,"Carolina zona urbana, Puerto Rico",2938
