GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G3000310","2017","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",107810,55819,3586,2634,3066,1520,1963,2289,960,4236,5234,4417,2727,4570,3194,2747,2962,1810,1698,1136,1187,1755,1289,308,531,51991,3198,3113,2887,1653,1785,1295,734,4123,4192,3513,4011,3208,2782,2681,3481,1051,1512,1009,1524,1673,976,747,843,"Gallatin County, Montana",0,586,423,638,644,56,74,728,495,851,395,318,592,597,277,115,629,644,504,454,414,477,294,200,266,586,260,565,546,201,112,496,367,727,273,22,848,790,197,106,687,564,460,369,445,436,339,321,377
"G3000490","2017","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",67773,33205,1980,2245,2051,1293,796,580,924,406,2025,2156,2559,1546,1839,2104,2481,878,1634,834,1377,1593,972,416,516,34568,1939,2194,1799,1098,1008,425,544,546,1805,2676,2640,1509,2272,2125,2508,1306,1725,918,1297,1598,1492,454,690,"Lewis and Clark County, Montana",0,397,207,588,609,161,419,359,535,362,174,186,424,451,109,87,520,403,519,307,316,385,333,233,325,397,143,500,536,87,465,266,330,457,72,307,522,476,327,174,574,492,544,352,368,344,419,319,374
"G3000630","2017","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",117441,58355,2922,3079,3327,1735,1447,1333,1220,4341,5100,4072,4387,3458,3120,3190,3347,1347,2224,1979,1418,2215,1724,867,503,59086,3028,2613,3811,2129,2222,1101,748,3598,4700,4349,4721,2672,2942,3583,3700,2100,1952,1557,2206,1853,1023,1114,1364,"Missoula County, Montana",0,1098,245,638,732,178,517,852,642,1087,372,226,726,956,111,186,676,563,653,578,518,555,348,568,323,1098,591,566,803,465,838,689,549,1128,503,448,784,855,163,547,757,798,754,619,579,485,387,429,514
"G3001110","2017","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",158980,79031,5336,5768,5335,3043,1534,210,1024,3265,5802,5324,4664,4936,4989,5485,5113,2399,2920,2260,3098,1980,2626,1024,896,79949,4490,4708,5748,2989,1288,562,706,3152,5265,5498,4512,5345,5052,5341,5387,2081,3208,2060,3287,2902,2111,2609,1648,"Yellowstone County, Montana",0,773,592,1049,1188,496,175,191,449,720,575,389,874,928,475,835,855,725,701,776,669,594,515,379,433,773,523,1080,932,325,79,420,386,376,402,615,991,1024,526,758,792,614,719,520,740,720,635,869,717
"G3100550","2017","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",561620,277106,22150,20085,20117,11479,7126,3281,2730,12261,21963,22312,21861,15517,16862,16865,18479,5176,7895,6122,6618,6925,4927,3716,2639,284514,20706,17843,20635,11393,7195,3657,3899,10916,21641,22010,20040,16915,16392,16824,17856,7028,9618,6178,7302,9346,5962,4858,6300,"Douglas County, Nebraska",0,398,208,1651,1657,289,596,884,629,960,119,192,1378,1331,287,299,1224,950,1132,937,861,846,668,660,521,398,111,1331,1345,315,205,801,1110,1170,151,185,1324,1308,247,123,1370,1125,1272,786,950,942,892,817,921
"G3101090","2017","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",314358,157838,10485,11067,9629,5962,6439,3830,4685,9139,12128,10831,11750,8192,9620,8249,8475,3717,5117,3056,3781,5009,3452,1779,1446,156520,9869,9382,10438,5415,6373,3382,4180,9218,11027,9561,10970,7942,8455,8092,9807,3239,5399,2974,4980,5509,4047,2933,3328,"Lancaster County, Nebraska",0,511,153,1126,1140,397,736,1248,1033,1372,925,479,1165,987,761,471,1060,729,1066,677,638,708,662,443,493,511,79,1268,1223,423,713,858,1058,1190,860,403,1153,1106,569,476,962,734,751,617,833,769,882,624,775
"G3101530","2017","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",181439,90789,7233,7030,7389,3998,1811,970,1205,4246,6498,6809,6749,6047,6042,5951,5027,1630,2700,1968,1249,3091,1601,662,883,90650,6110,6832,6763,4785,2013,1062,781,3340,5959,7094,6652,5644,5458,6333,5615,1614,3176,1961,2325,2639,2084,1015,1395,"Sarpy County, Nebraska",0,677,158,816,836,462,155,517,622,824,636,315,834,844,598,376,705,416,578,542,349,590,339,289,321,677,193,847,1017,716,427,375,367,561,451,642,815,824,286,573,635,511,581,492,521,447,387,295,427
"G3200030","2017","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",2204079,1099857,71121,78461,69255,44156,25228,13503,12678,43061,84186,81504,79578,73232,77338,71907,67389,23942,35346,21647,31011,40954,27836,15525,10999,1104222,68035,68526,72941,41696,23217,14135,11509,40720,83690,80466,77144,74907,75430,70390,67933,27098,37241,24728,31907,47432,30160,17562,17355,"Clark County, Nevada",0,527,315,3389,3430,465,610,1702,1749,2113,388,635,3929,3961,557,384,2857,2326,2798,2116,2049,2243,1755,1580,1364,527,386,3177,3323,374,304,1701,1914,2071,467,414,3398,3485,504,489,3138,2371,2537,2362,2243,2891,1876,1513,1999
"G3200310","2017","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",460587,231859,14300,14825,14349,8718,5665,2581,3960,8959,18356,17023,13992,13583,15143,15251,18176,4345,7369,6094,5777,11595,5833,2977,2988,228728,13373,12017,14848,8247,5546,2273,3259,9024,18123,15307,14396,13737,14385,15100,16419,6040,8544,5625,8448,9867,6403,3530,4217,"Washoe County, Nevada",0,654,457,1422,1542,470,539,861,1230,1254,424,480,1352,1481,397,408,1301,930,1060,985,934,1229,776,699,755,654,457,1495,1613,424,494,763,955,1254,412,516,1525,1443,452,399,1336,1182,1037,805,1131,1063,765,780,823
"G3300050","2017","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",75960,36906,1966,2211,1634,1243,1428,798,621,1511,2261,2340,1640,2145,2236,2549,3170,986,1511,1132,1709,1382,888,526,1019,39054,1617,1528,2145,1121,2220,636,677,1597,2178,2371,2005,1800,2271,2770,2825,1333,1977,1199,1053,2278,1187,980,1286,"Cheshire County, New Hampshire",0,433,273,533,454,112,167,514,414,575,76,313,527,422,129,17,557,411,413,402,465,392,288,307,389,433,67,444,394,192,620,366,352,830,104,217,556,553,15,164,553,494,550,432,402,503,432,418,516
"G3300090","2017","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",89386,44080,1673,2243,2108,1326,2249,596,722,2642,2612,2954,2300,1834,2771,3118,3810,1441,1379,1635,1432,1980,1149,1454,652,45306,1897,1498,2581,1566,1756,369,1218,2043,2658,2622,1829,2789,2924,3027,3325,1750,1888,1113,1711,2606,1237,1313,1586,"Grafton County, New Hampshire",0,644,192,742,598,46,282,259,396,567,146,535,597,616,425,272,602,421,422,489,423,476,335,451,255,644,313,672,567,319,507,318,582,636,306,424,580,834,217,194,590,556,603,437,535,600,410,400,422
"G3300110","2017","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",409697,203564,11513,11519,12519,7901,4798,2513,1774,9509,14276,13530,13204,11572,14658,16154,16421,5971,7560,4424,5769,8174,3980,3293,2532,206133,10128,9634,13675,7753,4418,2268,2819,7647,13634,12857,13161,11723,14813,16167,16300,5288,9410,5128,6420,7891,5753,4185,5061,"Hillsborough County, New Hampshire",0,651,232,1327,1325,535,461,838,583,978,566,410,1479,1578,668,635,1308,1058,1158,796,779,923,669,705,728,651,234,1288,1261,476,360,829,913,1178,386,275,1358,1158,680,556,1323,813,985,891,1037,1086,963,718,914
"G3300130","2017","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",149216,73158,3352,4031,4353,2982,2369,1128,1022,2569,4254,4466,4906,3825,5014,5771,6055,2496,2611,2120,2723,2701,1339,1219,1852,76058,3488,4284,3534,2690,1870,1532,992,1976,4200,4844,4051,4503,5178,5979,7233,2093,2825,2443,2846,3028,2441,1261,2767,"Merrimack County, New Hampshire",0,693,159,778,747,178,371,498,595,591,35,231,749,829,256,360,674,615,584,596,604,517,373,396,508,693,317,670,601,217,65,439,451,435,518,773,691,648,399,506,801,568,695,555,513,505,552,427,683
"G3300150","2017","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",306363,152217,7399,8069,9467,6161,3199,1650,1526,6142,9201,8641,9191,8258,11471,12613,14372,4792,6016,3890,4967,6837,4006,2200,2149,154146,6714,7769,8680,5853,2954,2088,958,5090,8393,9068,8122,9923,11494,12837,14978,4428,6189,4914,5861,6259,4787,3565,3222,"Rockingham County, New Hampshire",0,906,575,1053,914,495,199,574,612,904,557,282,1207,1156,326,359,1104,785,1158,928,841,993,718,649,660,906,431,1177,981,418,320,714,499,832,421,609,1172,1203,344,330,1163,820,1061,770,897,830,884,794,822
"G3300170","2017","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",128613,63550,2839,4253,3304,2222,2741,1653,1637,3577,4901,4229,3754,3153,3997,4124,5026,1301,2144,1834,1899,2023,1122,970,847,65063,2915,3198,2882,2186,3730,1901,1199,4081,4166,4164,3049,3763,4150,4348,4166,1688,3091,1625,2128,2051,1549,1130,1903,"Strafford County, New Hampshire",0,757,117,733,779,282,641,584,632,804,642,610,909,796,240,50,834,565,615,560,576,599,373,370,369,757,287,876,860,368,294,842,676,1118,230,474,794,761,448,126,651,559,567,576,615,570,471,464,547
"G3400010","2017","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",269918,130063,6648,8871,7659,5557,4149,2130,1755,5457,7855,7552,6133,8804,8285,9480,10361,4193,4534,2807,3603,6113,3444,3030,1643,139855,8253,7596,8322,5098,4433,2383,1974,4086,7708,7359,7072,9048,9601,10308,11313,4375,4958,3374,4788,6212,4147,3509,3938,"Atlantic County, New Jersey",0,831,681,1141,1141,512,778,977,720,1004,712,389,1342,1326,634,125,1181,1028,851,663,804,906,734,714,512,831,681,977,976,512,972,988,982,1007,870,755,1228,1255,235,46,1264,1051,973,711,948,1083,871,750,849
"G3400030","2017","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",948406,460103,25512,26481,31759,19021,10564,5977,5755,17164,26746,28799,31409,29786,33513,34856,32806,13080,17921,10378,10934,18949,10621,10031,8041,488303,24690,27645,28281,18081,10618,4129,5477,18047,25760,29276,33238,30910,35480,37367,37030,13354,18296,10750,15096,20873,14597,12281,17027,"Bergen County, New Jersey",0,90,24,2249,2252,28,268,1176,1299,1393,5,66,2273,2272,98,60,1747,1409,1755,1151,1274,1467,1176,1261,1208,90,62,2012,2022,4,547,1067,967,1519,4,50,2192,2194,7,189,1839,1645,1587,1398,1661,1519,1668,1607,1554
"G3400050","2017","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",448596,220692,11770,12611,14267,9072,5631,2484,3554,9479,15256,13755,14996,12173,15567,16739,16774,5819,8553,4286,6835,8190,5510,4240,3131,227904,11227,12581,13821,8548,4697,2679,2791,7027,13239,13617,13753,13952,15818,18145,18858,6628,7977,5160,7824,10036,8538,4379,6609,"Burlington County, New Jersey",0,601,95,1145,1160,571,467,862,900,1115,110,79,1174,1189,129,37,1229,998,1000,760,879,974,735,682,640,601,99,1418,1421,524,476,773,782,874,99,13,1382,1391,2,124,1328,1099,1246,907,1130,1043,956,832,920
"G3400070","2017","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",510719,246788,16035,15650,17841,10451,6326,2765,2047,10987,17391,17375,14810,16523,16348,16749,16755,7772,7992,5027,6030,9239,6165,3327,3183,263931,15197,15469,16304,9627,5498,2941,2835,10033,18044,17555,17909,15307,17806,18545,18673,7835,9414,5587,7677,11368,7625,6807,5875,"Camden County, New Jersey",0,339,221,1701,1701,292,1003,932,687,1279,388,78,1782,1781,40,42,1318,1151,1219,899,829,1087,1039,675,758,339,2,1496,1496,293,252,1057,1129,1257,206,4,1801,1811,59,2,1623,1323,1232,1104,914,1256,1167,1115,913
"G3400090","2017","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",93553,46006,2537,2001,2647,1446,1092,644,628,1671,2503,2433,2206,1902,2382,3370,3069,1743,2842,1173,2420,2976,1728,1323,1270,47547,1835,2047,2355,1358,704,285,388,1468,2035,2763,2395,1996,2895,3447,3503,2211,2725,1731,2633,3111,2057,1766,1839,"Cape May County, New Jersey",0,564,461,663,629,219,535,367,394,527,255,491,614,573,201,313,550,454,492,336,472,503,417,387,427,564,235,511,543,260,107,238,262,360,170,618,649,591,492,309,657,561,538,500,530,502,460,451,420
"G3400110","2017","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",152538,78043,5109,5417,4804,2688,2369,1953,735,2471,5416,5819,6274,5370,5186,5199,4983,1796,2552,1189,2007,2715,1673,1545,773,74495,4770,6004,3808,3309,1173,1192,903,2686,4861,4123,4679,4787,4749,5131,4062,2487,2809,1756,1972,3274,1979,1582,2399,"Cumberland County, New Jersey",0,787,659,852,826,331,1043,1072,380,833,479,676,1051,1060,603,650,733,607,690,405,667,535,485,495,364,787,608,766,766,386,445,636,685,703,21,416,847,980,4,230,759,682,654,444,513,522,564,472,553
"G3400130","2017","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",808285,389099,26862,26869,27725,16267,10298,5695,5459,15398,27937,26609,26217,28442,28001,27456,24687,8629,12592,5478,9018,12494,7673,3868,5425,419186,25748,25021,26989,15299,9634,6442,5394,14689,28485,28094,26882,32006,29795,28900,26328,11938,13856,8467,10952,14921,10884,8181,10281,"Essex County, New Jersey",0,233,0,1971,1971,233,301,1300,1356,1656,0,0,2236,2237,0,0,1450,1172,1442,856,1189,1230,978,742,944,233,0,2004,2004,233,279,1454,1275,1618,0,0,2090,2091,0,0,2055,1789,1776,1392,1634,1333,1346,1050,1323
"G3400150","2017","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",292206,142384,7061,9715,10563,6011,3985,2514,2004,4702,9748,7974,8718,9339,9374,11364,10404,4685,4778,3393,4754,3933,3889,1793,1683,149822,7048,7748,10172,6342,3641,1238,1549,6904,8353,8719,9005,10065,11169,11047,10575,4777,6197,3043,5240,5660,5014,3020,3296,"Gloucester County, New Jersey",0,863,455,1393,1527,558,504,701,675,913,555,812,1207,1525,653,567,1148,1090,914,744,780,664,616,497,452,863,558,1149,1166,601,603,453,625,898,612,267,1281,1258,265,247,1019,839,920,682,892,847,762,594,671
"G3400170","2017","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",691643,343638,24151,18278,18557,10547,7577,3950,5576,12503,37151,38110,32262,24623,21591,20740,18606,8214,8124,4223,7053,8808,6605,2881,3508,348005,23210,20185,15438,9655,5864,3239,4302,13728,35837,35802,30440,22043,21859,21245,18090,8707,11556,6736,6490,12370,8840,5930,6439,"Hudson County, New Jersey",0,460,4,1944,1964,443,433,1245,1294,1502,91,3,2065,2067,2,109,1694,1363,1239,971,1291,1295,946,908,873,460,196,1615,1627,435,229,930,1179,1456,136,3,2239,2242,3,56,1439,1401,1338,1262,1071,1213,1246,1184,1235
"G3400190","2017","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",125059,62280,2285,2461,4671,3284,2028,768,878,2690,3095,2995,3573,2827,4284,5451,5153,2522,3321,1385,1497,3513,1805,896,898,62779,2915,3051,3793,2725,1526,448,981,2133,2290,2588,3790,2800,5264,5753,5539,2732,2746,1142,1869,3492,2395,1164,1643,"Hunterdon County, New Jersey",0,681,305,592,639,378,396,508,425,638,347,284,645,499,254,233,786,741,759,468,437,595,537,351,436,681,399,684,700,363,295,354,566,779,236,226,656,654,488,284,666,638,731,418,504,694,655,542,569
"G3400210","2017","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",374733,183315,10711,10560,12443,7273,6968,2681,2638,8908,12694,11526,13457,10368,13026,12889,12451,4824,6330,3659,4313,6185,3983,2951,2477,191418,10168,11487,10158,7085,6542,2893,3372,8937,11579,11247,11440,12523,13314,13467,12788,4882,7758,3555,6172,7426,4995,3714,5916,"Mercer County, New Jersey",0,0,0,1573,1573,0,969,845,962,1277,0,0,1276,1276,0,0,1339,1027,1142,870,980,877,824,727,596,0,0,1250,1249,0,709,994,924,1256,0,0,1457,1458,0,0,1165,923,1126,822,1199,1207,858,746,832
"G3400230","2017","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",842798,415062,24463,25831,26192,16498,12445,6946,7691,13402,29141,29460,31169,27423,29283,29044,26584,10904,15475,8229,11911,12244,9717,5660,5350,427736,23401,24781,25642,15260,11372,7268,6623,13753,28818,28924,31385,26004,29001,30044,30702,11224,14373,8405,12117,17027,10462,8847,12303,"Middlesex County, New Jersey",0,369,165,2137,2140,139,2,1304,1437,1526,5,168,2130,2131,369,2,1915,1610,1783,1361,1245,1173,1026,916,795,369,112,1869,1872,7,24,1280,1348,1538,3,4,2182,2182,4,273,1999,1474,1769,1263,1563,1720,1183,1090,1569
"G3400250","2017","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",626351,304128,15820,17786,21232,12932,8083,3557,3714,11957,17619,16653,16037,18886,21863,24457,25994,9228,12118,7646,9704,11686,7545,4449,5162,322223,15273,18498,19241,13168,7577,3722,3817,11423,16494,16435,18054,18743,23183,26702,25831,10322,13540,6686,11621,14969,9362,8498,9064,"Monmouth County, New Jersey",0,523,103,1560,1562,449,608,848,937,1299,94,662,1396,1329,45,4,1373,1140,1465,1081,1313,1253,869,762,878,523,103,1466,1481,443,351,955,840,1162,143,2,1606,1605,2,143,1485,1242,1324,1083,1225,1301,1083,1094,1002
"G3400270","2017","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",499693,244672,12354,13062,18149,11041,5931,4078,2698,9583,13116,13866,14392,15741,18367,20513,19421,8188,7732,5477,7329,8502,7557,3579,3996,255021,12756,14981,14550,10200,6743,2733,2707,8887,12763,13723,14508,16765,19331,21256,20092,7550,9014,5767,8327,10657,8047,5975,7689,"Morris County, New Jersey",0,579,138,1682,1778,187,584,904,764,1052,317,308,1455,1469,383,562,1449,1353,1094,1002,1069,947,815,802,862,579,484,1282,1280,186,587,825,817,952,297,477,1562,1474,522,517,1228,964,1224,860,1204,1249,1023,973,943
"G3400290","2017","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",597943,287641,21465,19213,20161,11355,5899,2513,3424,10172,17789,16156,16400,13643,16479,18192,19983,7840,10354,6219,10088,15190,11357,7119,6630,310302,20282,19965,18690,10850,5175,2466,3673,11039,16099,16050,15987,13764,17631,19261,20981,9019,12258,9300,11362,19191,15100,10996,11163,"Ocean County, New Jersey",0,859,559,1747,1779,603,651,846,1168,1305,787,590,1844,1740,673,528,1630,1212,1437,881,1045,1317,1182,825,1068,859,559,1925,1917,429,550,858,1127,1486,412,627,1650,1734,767,369,1585,1276,1347,1296,1335,1190,1562,1519,1679
"G3400310","2017","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",512607,249445,17745,18355,16261,10213,7769,2943,3639,10648,17908,16614,17004,15290,16325,16868,16878,5761,8340,4014,7086,7842,5542,3361,3039,263162,16832,14726,18223,10438,7362,4155,3719,9831,17763,16569,17590,15444,17487,17930,18542,6988,7658,6022,6546,10148,8893,4389,5907,"Passaic County, New Jersey",0,484,314,1394,1466,271,655,874,982,1370,3,2,1730,1664,440,4,1303,915,1408,862,1042,1036,928,935,857,484,467,1688,1693,275,516,1140,940,1317,33,39,1613,1643,167,2,1673,1346,1261,983,1065,1236,1115,899,886
"G3400330","2017","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",62792,30540,1400,2315,1902,1196,1000,293,198,1352,1434,2366,1343,2045,2175,1983,1680,1239,1627,782,1009,1503,903,320,475,32252,1634,2043,1839,1208,884,314,167,1087,1960,1709,2080,1877,1905,2292,1971,1078,1877,787,937,1749,1033,758,1063,"Salem County, New Jersey",0,535,411,491,535,226,398,250,203,454,115,588,475,440,496,175,414,360,426,308,327,353,274,184,282,535,494,562,399,304,388,257,159,475,359,333,476,565,239,243,459,351,464,304,302,515,320,299,283
"G3400350","2017","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",335432,164720,9189,8492,13375,7826,5094,1971,1596,6108,8767,9648,10427,11800,11677,13138,14071,4395,5375,3163,3786,6120,3277,3267,2158,170712,7971,9663,10757,6815,4310,893,1877,6422,8299,10072,12357,9925,13075,14434,14311,4185,6201,3580,5035,6663,5661,4111,4095,"Somerset County, New Jersey",0,484,364,1272,1272,284,797,663,574,1115,356,0,1455,1360,643,440,1156,861,949,702,816,800,802,723,571,484,364,1218,1217,285,942,522,801,1339,705,885,1500,1500,0,0,1150,999,1104,870,1052,1047,910,931,787
"G3400370","2017","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",141682,70938,3460,3269,4727,2990,2369,473,1176,2432,4317,3670,4268,3768,5076,6361,5735,1847,4347,1693,2257,3119,1739,1195,650,70744,2625,3622,4242,2791,1531,707,671,2836,3302,3271,4251,4351,5616,6473,6350,2224,3202,1907,2785,2943,2564,1051,1429,"Sussex County, New Jersey",0,531,806,736,845,195,750,301,471,633,502,534,846,780,353,546,667,530,653,496,608,546,389,353,272,531,158,665,619,335,243,529,368,579,195,340,923,645,464,405,731,646,695,464,583,517,579,434,472
